,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,cubcol.0.5,cubrow.0.5,color_fulness,fft,staticness,uhdhdsim,blockiness,saturation,cubrow.1.0,movement,cubcol.0,cubrow.0.3,cubcol.1.0,cubcol.0.3,cubcol.0.6,noise,tone,cubrow.0,blur,cubrow.0.6,contrast
12,112,84.3492,13.1492,86,15.8988,0,104,125,21,127,13,0.98407,82.82308,0.0,0.0,5.96429,3.763,11.11041,0.0,0.0,124.0,45.05491,0.00377,0.46,4.49,-1.0,0.07452,3.6205538266367583,0.2904015181696836,0.21207858586738187,163.40866317737925,75288.6914574938,281.123915305165,82.14180547524043,2.8658244837502838,29.858613190827548,0.11316563456417372,4.061921296296297,0.33675157378926274,0.2892130983597679,0.1885541133976745,0.2538728558896516,0.2909350726403373,0.6072570052685803,0.6092874509803922,0.2759601756452868,62808.33500519019,0.2181373286315729,96.99660465797521
13,113,84.3799,13.1975,86,18.4026,0,104,125,21,127,13,0.98036,82.87273,0.0,0.0,6.14286,3.768,11.2905,0.0,0.0,124.0,45.08486,0.00396,0.46,4.593,-1.0,0.065085,3.788870708893877,0.2898901172009068,0.21137990697672185,163.37796667884123,75241.32297496304,280.2634960767874,82.14961049913427,3.6566582188058403,29.900969328703702,0.11575427679054533,3.585117669753086,0.3354672717400304,0.28760976569451313,0.18722841794729464,0.2545495760846927,0.29608852428485055,0.6094746313118063,0.6094274509803922,0.2758050264024361,62888.05397758327,0.21707338445495913,96.80943669591466
14,114,84.5093,13.2071,87,17.8214,0,103,125,21,127,13,0.98001,83.01244,0.0,0.0,6.07143,3.751,11.32743,0.0,0.0,124.0,45.09777,0.00411,0.46,4.46,-1.0,0.076449,3.703240690097836,0.2890621216280878,0.21016433801693585,163.42714518472673,75133.17173808062,279.4215506696196,82.11563233293624,3.50161690009999,29.906371505172164,0.11775956627952916,3.541184413580247,0.33394279285254924,0.28615204808846056,0.1862000389451593,0.2542807776017422,0.2994366195863313,0.6094746313118052,0.609487843137255,0.2757990181313996,63289.47513055283,0.21572708169099464,94.44993879025091
15,115,84.5788,13.4017,87,17.9699,0,103,125,21,127,13,0.982,83.10936,0.0,0.0,6.0,3.748,11.33249,0.0,0.0,124.0,45.09704,0.00407,0.46,4.499,-1.0,0.073064,3.7176402362497543,0.28798315910305894,0.2094946292025693,163.52594020189156,75134.01287333843,278.5826476952995,82.1553891435266,2.975587158440145,29.934467456958913,0.11950658375693123,4.568287037037037,0.3330557185683246,0.28497551950186323,0.18516789503999748,0.25437188724827503,0.30299274971120804,0.6094746313118105,0.6094274509803922,0.27572819595100495,63479.41780710349,0.21432065943452686,92.307368796162
16,116,84.6659,13.5797,87,18.2939,0,103,125,21,127,13,0.97353,83.2233,0.0,0.0,6.85714,3.765,11.50091,0.0,0.0,124.0,45.10613,0.00373,0.46,4.364,0.13014,0.071959,3.7636944522349247,0.28721700803858047,0.2087590410092041,163.5043784598412,75216.91712705497,277.7738279618018,82.11236726047538,3.531300261102844,29.941532653055074,0.12135440938569128,5.024402006172839,0.3321445631174059,0.2843205898718851,0.18385684785564652,0.2544007155871734,0.30298543838827424,0.6094746313118115,0.6096811764705883,0.275666174408098,63743.57318526556,0.21279247203236912,93.75031730198711
17,117,84.7007,13.661,87,17.8091,0,103,125,21,127,13,0.98638,83.2575,0.0,0.0,5.5,3.716,11.65383,0.0,0.0,124.0,45.14189,0.00356,0.46,4.529,-1.0,0.075836,3.8400660061494207,0.28724235632738765,0.20750070423797898,163.56798646795318,75379.33431151081,276.95701532423834,82.0949181608018,3.8743108307915373,29.98436011797116,0.12370017697493804,5.071518132716049,0.33123053201897085,0.28413238090823717,0.18260428373473694,0.2547240237335985,0.3027535949187382,0.6094746313118121,0.6097250980392157,0.2754274019021678,63874.31199890884,0.21145077100264859,95.26011357286654
18,118,84.7041,13.8398,87,17.6343,0,103,125,21,127,13,0.97749,83.27614,0.0,0.0,5.85714,3.739,11.72143,0.0,0.0,125.0,45.17899,0.00331,0.46,4.545,-1.0,0.070906,3.8497129756458426,0.2874202148352009,0.20673716313738547,163.6205006185273,75310.82537480361,276.1450706258455,82.09575546369797,3.124017686597805,30.05762302728347,0.1253942213616697,5.062934027777778,0.33033368554052217,0.28376584560160334,0.18167657421216632,0.2548531913061253,0.3014793203796943,0.6094746313118109,0.6098600000000001,0.27511031909590894,63881.695399642835,0.2111024561477675,95.99847551160427
19,119,84.674,13.8352,87,18.652,0,103,125,21,127,13,0.9787,83.26206,0.0,0.0,5.10714,3.741,11.87828,0.0,0.0,124.0,45.20839,0.0036,0.46,4.844,-1.0,0.076162,3.9249589621979837,0.2871824895204892,0.20685659291192268,163.6675811628233,75237.72267313176,275.34439846509326,82.14186178215074,2.9747793303791217,30.090752684039835,0.1273630589838171,4.952064043209877,0.32961768559762544,0.2833770765511846,0.18091657620008247,0.2548892606485056,0.2992316710607276,0.6110980462476442,0.609823137254902,0.2749819629741364,63729.974992138035,0.21087657959921155,95.56888775132381
20,120,84.7792,13.781,87,19.1326,0,103,125,21,127,13,0.97917,83.35501,0.0,0.0,6.60714,3.737,11.87391,0.0,0.0,124.0,45.24697,0.00391,0.46,4.358,-1.0,0.07577,3.9440929274120466,0.2856609480390962,0.20640445783260045,163.6947447236036,75346.47151161669,274.57098024470264,82.13026084811402,3.2123105752227064,30.146973033010223,0.1293159287813615,6.08251350308642,0.32929318145283937,0.2830407766881135,0.18001631443649102,0.255259807874471,0.29752955294393446,0.617156713269934,0.6102678431372549,0.27486782879857863,64146.240023611135,0.21058219781632567,95.81460683989276
21,121,84.8307,13.7602,87,18.1929,0,103,125,21,127,13,0.99154,83.38631,0.0,0.0,6.25,3.756,11.82501,0.0,0.0,124.0,45.27771,0.00352,0.45,4.312,-1.0,0.077604,3.834341172698677,0.2842215391934594,0.2070731727190839,163.68670786917195,75344.68561994455,273.7939793418449,82.09026559100468,3.345868025101102,30.219923042956694,0.131324657539506,6.167679398148148,0.32903497070542326,0.2825920081934763,0.17930815657622065,0.2557628220430755,0.29677953179604355,0.6094746313118131,0.6102913725490197,0.2748279771838141,64219.394360385,0.21056517275831757,95.84749410796303
22,122,84.8496,13.8344,87,18.8623,0,103,125,21,127,13,0.98444,83.43504,0.0,0.0,6.92857,3.738,11.80723,0.0,0.0,124.0,45.27609,0.0035,0.46,4.331,-1.0,0.074919,3.7891597753306128,0.2840488793224766,0.2082927014767559,163.72564095421964,75428.95333076957,273.0403210032888,82.1003644461559,3.901654768573154,30.252892953378186,0.13275755815998544,6.121383101851852,0.32930827138195484,0.2821015304334047,0.17802881544993848,0.25620966307761056,0.2956243894599978,0.6116922573550424,0.6102615686274511,0.27477261535531977,64294.06448997178,0.21020887211527192,95.7616107086098
23,123,84.822,13.8654,87,18.4116,0,103,125,21,127,13,0.98375,83.43815,0.0,0.0,6.07143,3.733,11.8721,0.0,0.0,124.0,45.2802,0.00394,0.46,4.383,-1.0,0.063768,3.9305594817412666,0.2837657741164692,0.20931649943366198,163.76392657205088,75456.13667155802,272.300353415807,82.11432871269118,3.57693645105685,30.30900385350357,0.13371671776331756,6.04711612654321,0.3296602638378847,0.2818688569187772,0.1770290555463142,0.2562603583271796,0.29369039744824754,0.6139098833982712,0.6100612156862744,0.2746382247872691,64220.90779786079,0.21006631232947331,90.98523490093702
24,124,84.7962,13.8431,87,18.0473,0,103,125,21,127,13,0.98345,83.40121,0.0,0.0,6.28571,3.736,11.89849,0.0,0.0,124.0,45.28974,0.00377,0.46,4.101,0.13002,0.072264,3.8363885310487715,0.2837672084091323,0.21025989465880351,163.79057278499135,75456.93839766434,271.5731558751962,82.10526223565995,3.042438506540693,30.372355708369504,0.1349019029591943,6.342785493827161,0.3302172883765389,0.2815272386722907,0.17613085887733365,0.2565025124749832,0.2920145212946062,0.6133156722908729,0.6102905882352941,0.2745423394633242,64336.349631766236,0.21017542193762448,93.68816316740157
25,125,84.7486,13.8882,87,18.8484,0,103,125,21,127,13,0.98535,83.33809,0.0,0.0,7.46429,3.743,11.88229,0.0,0.0,124.0,45.30432,0.00351,0.46,4.464,-1.0,0.080391,3.821247638321087,0.2832716628589844,0.21090671516187742,163.78242688030898,75496.11494223439,270.84466148369245,82.13800670104446,3.1919916268761073,30.452581711757333,0.13555372295680082,7.063319830246914,0.3305263948395843,0.2811509036306385,0.17527779361512213,0.25660887685072126,0.29095852310725256,0.6155332983341034,0.6105513725490196,0.2744839203952624,64418.31154697743,0.21040132793035674,95.43123085728173
26,126,84.752,13.8118,87,19.1581,0,103,125,21,127,13,0.9808,83.3356,0.0,0.0,5.75,3.737,11.91532,0.0,0.0,124.0,45.30149,0.00355,0.46,4.445,-1.0,0.077518,3.8920659558691177,0.2824009700874405,0.21129950870829584,163.85118427876344,75552.67080554727,270.1317389936696,82.11894048930131,3.658780439337808,30.478285612883393,0.13610134845788321,7.091820987654321,0.3301191262056786,0.2809579877740176,0.17454566787817066,0.25670361664832103,0.28980862291715853,0.6110980462476463,0.6105513725490196,0.2744504169634304,64402.679086822136,0.2100230187120537,96.78934760275993
27,127,84.6832,13.7235,87,19.2016,0,103,125,21,127,13,0.98116,83.27169,0.0,0.0,6.42857,3.724,11.8563,0.0,0.0,124.0,45.27782,0.00387,0.46,4.251,-1.0,0.073934,3.8783563139615302,0.2815159304988673,0.21169334567603215,163.87246728287948,75632.95102437356,269.41619134817773,82.10464249113222,3.7171679694947666,30.482417165497207,0.13720213855590524,6.972222222222222,0.3296752286342061,0.2807120939336027,0.1740751480788389,0.25680354332138294,0.28912979097233327,0.611692257355042,0.6104924509803911,0.27454550890375523,64009.51041099466,0.20970864375175677,96.6026879414293
28,128,84.5915,13.71,87,18.8324,0,103,125,21,127,13,0.97323,83.20453,0.0,0.0,6.57143,3.722,11.77779,0.0,0.0,124.0,45.23644,0.00404,0.46,4.66,-1.0,0.07613,3.860097684582148,0.28106526762596434,0.211518639616355,163.92044755556975,75592.44829922712,268.73216710318457,82.1529855990014,3.966348469843364,30.48080463173949,0.1370573441605889,6.962046682098766,0.32985304313829517,0.2808331388774594,0.17421856525755136,0.2568514009605178,0.2886941865522576,0.6155332983340982,0.6102537254901961,0.2745883021972421,63847.37187985531,0.2094603739781805,92.57454944033313
29,129,84.5915,13.7382,87,18.1246,0,103,125,21,127,13,0.97542,83.19791,0.0,0.0,6.71429,3.743,11.76381,0.0,0.0,124.0,45.2216,0.00415,0.46,4.314,-1.0,0.077739,3.894947702531149,0.28067683681447336,0.2113395421291524,163.9549925293419,75542.90974969867,268.0573834011963,82.1554019484884,3.5617681950144604,30.496614997769576,0.13703437515726472,7.311873070987654,0.3304287105433345,0.28073632153001193,0.1744613180404737,0.2569596227289742,0.28817288078779535,0.611098046247646,0.6102537254901961,0.2746149931742281,63768.91035139165,0.2092200459702734,95.65874218241483
30,130,84.5576,13.7235,87,17.9735,0,103,125,21,127,13,0.9754,83.17329,0.0,0.0,7.35714,3.733,11.78885,0.0,0.0,124.0,45.20915,0.0037,0.46,4.486,-1.0,0.067924,3.962058675817066,0.27897106472313377,0.2114713790524075,163.85316104733516,75594.2862629907,267.38679229969887,82.13623449240616,3.5005395955451566,30.458919949001732,0.13692382516752896,7.651668595679013,0.33091890638787635,0.28080031649856313,0.17452609073512812,0.25700565306560097,0.28810414369464005,0.6155332983341043,0.6099937254901961,0.27453334344607594,63781.30168985734,0.20906815797136202,97.00703609193323
31,131,84.5515,13.7527,87,18.7422,0,103,125,21,127,13,0.98379,83.16665,0.0,0.0,7.57143,3.717,11.78275,0.0,0.0,124.0,45.21225,0.00348,0.46,4.335,-1.0,0.081735,3.875090766227555,0.2777705046989636,0.21151675605552622,163.8222893153793,75351.87703682866,266.735699547503,82.1305068758919,2.8692649743210854,30.445435323832946,0.13716826628303513,7.605758101851852,0.33108894007006184,0.28105756822130856,0.17457284043557744,0.2571480587740222,0.28781741745842365,0.6139098833982698,0.609963137254902,0.2744872685129357,63733.21915315591,0.20919142264739965,96.40237392929208
32,132,84.5772,13.7674,87,19.6114,0,103,125,21,127,13,0.97926,83.17798,0.0,0.0,6.14286,3.708,11.80415,0.0,0.0,124.0,45.2157,0.00414,0.46,4.232,0.12899,0.077138,3.939891800016002,0.27629628035840115,0.21092959090197289,163.78368054736148,75529.01483185124,266.0940997742854,82.12680659431525,3.565000220553066,30.393948213553724,0.13739827986656444,7.503279320987654,0.33148651075483787,0.28112996972899973,0.17467772836182355,0.25718450033884754,0.2871196160271755,0.615533298334102,0.6099929411764706,0.27440442339354626,63828.39009907282,0.2094662883978994,96.92434599853748
33,133,84.4658,13.6307,87,19.5267,0,103,125,21,127,13,0.9714,83.07156,0.0,0.0,7.10714,3.722,11.81738,0.0,0.0,124.0,45.20431,0.00358,0.46,4.056,-1.0,0.065114,3.9728697914912883,0.27479813065327885,0.2102995117924972,163.82725920451455,75603.44848245167,265.46638882691775,82.16321119528513,3.6036933190693117,30.342256522472994,0.13730069609288567,7.509693287037037,0.33127784708200964,0.28138947383517116,0.17470856093785153,0.2570208753858628,0.286732523448831,0.6155332983340975,0.6099560784313726,0.2744331531704935,63700.923431665295,0.20951386372976297,96.0229370638656
34,134,84.38,13.4994,87,18.6585,0,103,125,21,127,13,0.96963,82.98515,0.0,0.0,6.57143,3.717,11.70056,0.0,0.0,124.0,45.1995,0.00348,0.46,4.149,-1.0,0.064532,3.9345201099206966,0.2737523315179934,0.20992170815015768,163.8072422671874,75450.4175869907,264.86247416796016,82.15072970316706,4.133015736611832,30.284612396616993,0.13770861201792264,7.742476851851852,0.33145682707608254,0.28169290101008554,0.17469493862809682,0.25696424195386636,0.28652998949863334,0.6139098833982697,0.6099560784313726,0.2745152897220919,63304.182996353775,0.20978776377789027,92.90062249840737
35,135,84.4394,13.4407,87,18.1811,0,103,125,20,127,13,0.97442,83.02057,0.0,0.0,5.78571,3.718,11.58574,0.0,0.0,124.0,45.20757,0.00382,0.46,4.511,-1.0,0.067872,3.838435383681956,0.2734505892848296,0.20949438614523222,163.72110415675934,75469.96120294835,264.2650388087942,82.1497472757458,3.996867150927269,30.261213702920042,0.13781319947544976,7.901186342592593,0.3318748641204598,0.28217735713302944,0.17464945562250078,0.25698807186069317,0.28672114237274177,0.6128806795698356,0.6097792156862745,0.274673944112123,63678.392574195845,0.2095910192318155,96.5355424649987
36,136,84.367,13.4199,87,17.8494,0,103,125,21,127,13,0.97764,82.94236,0.0,0.0,6.92857,3.704,11.53534,0.0,0.0,124.0,45.21434,0.00379,0.46,4.402,-1.0,0.064392,3.8762028740020575,0.27211447284245904,0.20914408837730483,163.73620752021213,75535.8656952809,263.7064751651726,82.14589318261696,3.913014165857136,30.250852420006268,0.13774349886363652,7.89867862654321,0.33256431305967266,0.2826671119310108,0.17438153935159922,0.2570784304388773,0.2873009675422908,0.6139098833982718,0.6099560784313726,0.27474477284085425,63594.89791717347,0.2095483389909249,96.17254696266653
37,137,84.2335,13.2163,86,17.9746,0,103,125,21,127,13,0.97791,82.82325,0.0,0.0,4.64286,3.678,11.52555,0.0,0.0,124.0,45.21802,0.0038,0.46,4.475,-1.0,0.066548,4.046410128494582,0.27155148021947095,0.20868561819173923,163.79740188716963,75452.55321217804,263.1563747409871,82.15111342119431,3.6970600319899125,30.21610947597174,0.13773581395084622,7.873601466049383,0.33286689868313646,0.2832629728878647,0.1741400287563038,0.25701678353570073,0.2877480469845457,0.6110980462476495,0.6098843137254902,0.27461256237834325,63224.02694026824,0.20964884284133936,93.59958504681194
38,138,84.1685,13.255,86,17.1017,0,103,125,20,127,13,0.98753,82.75469,0.0,0.0,5.78571,3.699,11.35303,0.0,0.0,124.0,45.21405,0.00377,0.46,4.451,-1.0,0.066297,3.841885714209805,0.27075818477164476,0.20835272679609204,163.80590914231274,75483.32266229659,262.6158762491807,82.13135149875767,4.108450097476419,30.20812611521026,0.13780410993438605,7.931616512345679,0.3334408548073739,0.28398453385481903,0.1741143341857471,0.25713529724043704,0.28763511986562695,0.6116922573550396,0.6099560784313726,0.2745708008512648,62907.4566013422,0.2094267505985259,96.75404913946814
39,139,84.2259,13.1508,86,18.3476,0,103,125,21,127,13,0.98493,82.8135,0.0,0.0,5.35714,3.694,11.37473,0.0,0.0,124.0,45.21877,0.00403,0.46,4.295,-1.0,0.069249,3.8113243861404515,0.2706673733303049,0.2079242526783808,163.76037743382557,75482.82656603814,262.10081316114946,82.10172479334409,3.98117340821326,30.17994821807485,0.1377544717519268,8.048273533950617,0.33486399576664333,0.28468694965892427,0.1741138670198297,0.2575991717296232,0.2869792776238914,0.6094746313118106,0.6099929411764706,0.2744947690293683,63200.04635022803,0.2094296653487638,95.82512794458135
40,140,84.2164,13.0296,86,18.0318,0,103,125,21,127,13,0.98109,82.78466,0.0,0.0,6.03571,3.694,11.2847,0.0,0.0,124.0,45.22267,0.00379,0.46,4.447,0.12809,0.061111,3.7948619693284162,0.2706956875644813,0.2077324193622342,163.72561941487498,75374.55903677465,261.59856370505986,82.1245775582009,3.487448595851171,30.1718401496793,0.13769911426769105,8.14819637345679,0.33639982823677245,0.28538324286108846,0.17406597338142507,0.2579466192400321,0.28626044225374075,0.6094746313118115,0.6097258823529412,0.274544748200572,62935.67549788515,0.2093924421067245,96.94632540717494
41,141,84.2291,12.9908,86,16.7971,0,103,125,20,127,13,0.97638,82.77454,0.0,0.0,5.89286,3.685,11.18211,0.0,0.0,124.0,45.23603,0.00392,0.46,4.406,-1.0,0.063258,3.901025559766646,0.27115639484371945,0.20785713680462753,163.70967096279338,75456.00609186247,261.10244755592566,82.13739536288162,3.4395896861046644,30.135720147026912,0.13774316424599675,8.13498263888889,0.3374973396079033,0.28618013990204333,0.17409224305209695,0.2577906825515305,0.2854761317044407,0.6094746313118113,0.6102905882352941,0.27451268883706237,63034.91464910725,0.20920267809545942,93.7674279492714
42,142,84.2412,12.9479,86,17.2274,0,103,125,20,127,13,0.9727,82.79528,0.0,0.0,7.46429,3.691,11.14727,0.0,0.0,124.0,45.24828,0.00397,0.46,4.448,-1.0,0.059324,3.9183780039503033,0.27090763856224104,0.20799469390306644,163.70404176045017,75432.44451666935,260.60550279164477,82.1429407542905,2.149350262115589,30.146242683316455,0.13789394807387545,8.180748456790123,0.3385570204056942,0.28709078369035124,0.17420747027703268,0.257546891349265,0.284638049458839,0.6094746313118112,0.6102905882352941,0.2744119314883383,62941.616833206295,0.20904607566106984,96.08918986779717
43,143,84.2102,12.9324,86,16.8819,0,103,125,20,127,13,0.98142,82.77426,0.0,0.0,4.82143,3.709,11.11689,0.0,0.0,124.0,45.24538,0.00354,0.47,4.423,-1.0,0.06034,3.8985042752121917,0.2707265040474715,0.2083262127584974,163.66695669913315,75380.06302334795,260.1148539849463,82.1337962421103,2.9000104782567115,30.11661538960021,0.1379795699723891,8.300974151234568,0.3394823064058239,0.2878361565205441,0.1743648964393436,0.25722126836679715,0.28381329176296294,0.6094746313118103,0.6102905882352941,0.27425264628428064,62906.73103473091,0.20870444690757708,93.77029754209182
44,144,84.1665,13.1237,86,17.0518,0,103,125,20,127,13,0.97598,82.7381,0.0,0.0,5.14286,3.741,11.1067,0.0,0.0,125.0,45.24377,0.0036,0.47,4.614,-1.0,0.063774,3.7624328150831348,0.27083223948042773,0.20835191647403983,163.66739902389162,75292.6615309931,259.6285229296413,82.12288725601454,2.6220518452012587,30.122777868200227,0.1380845230504264,8.311969521604938,0.34072887369149785,0.28861743225248704,0.17468691182550328,0.2570083430964297,0.2830788812111382,0.6094746313118101,0.6105286274509805,0.2740960047126842,62695.03525656912,0.20848470036950797,95.9357255776487
