,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,uhdhdsim,cubrow.0.6,blockiness,cubcol.0.6,color_fulness,saturation,contrast,cubcol.0.3,cubrow.1.0,cubrow.0.3,cubcol.0,temporal,noise,tone,blur,cubcol.0.5,cubrow.0,cubcol.1.0,movement,fft,cubrow.0.5
10,310,89.798,19.904,61,29.4713,0,119,119,13,133,16,0.99038,83.53678,0.0,0.0,2.25,2.69,17.49682,0.0,0.0,117.0,35.89754,0.00387,0.45,8.327,-1.0,0.181188,416.085856331018,79.29823562889227,0.21024388816552686,5.453721259285596,0.24615056297926727,85.45795978867798,42.50740767113956,85.01369308857394,0.1836959418724451,0.06138076548420642,0.04696265350535061,0.05576404008673602,4.801441452374082,0.5989807122030565,0.5273062745098038,94831.16073765633,0.3259397094944136,0.20686346076653164,0.16476955890997225,6.46412037037037,78584.75909447965,0.17662139764824056
11,311,89.714,20.4578,60,29.2428,0,119,119,13,134,17,0.98003,83.42317,0.0,0.0,2.28571,2.673,17.09148,0.0,0.0,115.0,35.94077,0.00345,0.45,8.806,-1.0,0.1829,414.95083911665984,79.29250345360562,0.21026032705864328,6.570015527133333,0.24968124592661964,85.86451906730768,42.76832768946518,86.29494134330696,0.18813871652671627,0.062158440854292535,0.047595442953760767,0.056156779240086226,4.901381968709366,0.5945454601165973,0.5270325490196079,96677.44340731465,0.33399502895496547,0.20717778443796,0.16621151511463453,7.107156635802469,78342.07416709593,0.17792896518889342
12,312,88.4417,20.2688,59,32.2041,0,119,119,12,134,17,0.98899,82.22469,0.0,0.0,2.0,2.676,17.56786,0.0,0.0,115.0,35.82514,0.00285,0.45,7.954,-1.0,0.171343,414.05055660391565,79.43402761309932,0.21004597284693385,5.981191888008525,0.25030375292057805,85.80570171105902,42.97383645140094,88.10431384883984,0.18892888508049785,0.06400643094309992,0.04835066347484963,0.05617873600111667,5.009678951619801,0.5912986302449245,0.5242700784313711,89638.71240445296,0.33756910516735883,0.2090819266998278,0.16652942760582615,6.600260416666667,78741.63820681996,0.17948308956712417
13,313,88.6745,19.3549,59,32.5847,0,119,119,12,134,17,0.96389,82.3281,0.0,0.0,1.67857,2.683,17.4013,0.0,0.0,115.0,35.8865,0.003,0.46,7.146,-1.0,0.156934,413.0324987465974,79.34060636665332,0.2087298738343746,5.246332214036208,0.25355774090949573,85.90878470409812,43.12971044469763,84.97341804816494,0.1908938065543304,0.06408120723569376,0.048828965507064066,0.05588443635429822,5.098316674685936,0.5929220451807606,0.5231929411764706,93546.6459681561,0.33956605150331776,0.21172860763517642,0.16632805311397458,5.899112654320987,78724.600010115,0.18010594898344506
14,314,88.9711,18.9237,58,30.1011,0,119,119,12,134,16,0.9432,82.55141,0.0,0.0,2.71429,2.668,16.61648,0.0,0.0,115.0,35.79317,0.00322,0.47,7.229,-1.0,0.167666,411.8440622827242,79.41256485759622,0.2071573572731464,5.946688910430307,0.2589762713324808,85.79292167185108,43.335488966953605,85.54860339991679,0.19287095808264537,0.0639645317566711,0.04822467392632185,0.05577232367573885,5.130896907321338,0.592922045180761,0.5177558235294117,94520.04687415688,0.3450741296314523,0.21484545831547758,0.16743795695296007,5.247106481481482,78541.95934251384,0.18022706843886938
15,315,88.789,18.9213,58,30.3274,0,119,119,12,134,16,1.00078,82.2897,0.0,0.0,1.89286,2.692,16.24742,0.0,0.0,115.0,35.58446,0.00341,0.47,7.177,-1.0,0.180208,410.3060646846916,79.48739979803668,0.20626392638509305,5.044540042844387,0.26305837429603257,85.15428129030812,43.41528339150511,87.14950824779956,0.19540390049381262,0.06349606080691919,0.047755808370683786,0.055933848761044645,5.121790090583163,0.5907044191375287,0.5120313725490198,97003.34383724147,0.3503609140577675,0.21660130609421244,0.16788696165538042,5.604697145061729,77963.20826023606,0.18002382357772143
16,316,87.9256,19.087,57,29.1512,0,119,119,12,134,16,0.95005,81.51796,0.0,0.0,3.60714,2.754,16.24205,0.0,0.0,115.0,35.43419,0.00327,0.46,7.821,0.14493,0.153975,408.69362554148023,79.57737928334475,0.20400001525519962,6.362180479104129,0.2675766570305212,84.26342420015496,43.549840102961035,86.52612997194908,0.19609276594738947,0.06293172288867586,0.047509678217214676,0.05638533965326641,5.117212211913754,0.590704419137527,0.5077875294117646,92256.7109835775,0.35384241657970017,0.2175839601806713,0.16824504972442225,5.8216628086419755,77692.61892169474,0.18050041997652286
17,317,86.2452,19.3807,56,27.9195,0,119,119,11,134,16,0.96901,79.92324,0.0,0.0,2.67857,2.848,16.3863,0.0,0.0,115.0,35.26485,0.00348,0.46,7.453,-1.0,0.166457,407.3221524437122,79.72609077035936,0.20318837904807713,5.64339565895129,0.27232355866713853,83.88953860169869,43.5535349904755,84.98119426448118,0.19758410873286703,0.06241806228940198,0.04731609394912627,0.05672872229987989,4.992912672452074,0.5868633781584651,0.507305450980385,87481.00308773344,0.359954670365485,0.21882688753295848,0.1691128402910693,5.853780864197531,77693.02506338843,0.18082454031412468
18,318,85.7515,19.672,55,27.6598,0,119,119,11,134,15,0.93441,79.44102,0.0,0.0,2.42857,2.866,16.63393,0.0,0.0,117.0,35.24114,0.00324,0.47,7.419,-1.0,0.164897,406.21052820930515,79.87126644213278,0.20194036066832793,5.649807828842552,0.277421541088996,82.96455975978175,43.50044344678337,83.78115468060042,0.19944280382473337,0.061940274774779785,0.04661806058809347,0.05691558978634445,5.020372766514791,0.5846457521152386,0.5084176470588235,86861.0879391935,0.3647346734354827,0.22068903603870965,0.17000155304958728,6.487413194444445,77588.74207641695,0.18069258818034675
19,319,86.2037,19.4152,56,27.3597,0,119,119,12,134,15,0.95439,79.82146,0.0,0.0,1.92857,2.905,16.88742,0.0,0.0,117.0,35.24725,0.00332,0.47,6.84,-1.0,0.158116,405.3629063876385,79.85324004006672,0.19825799478103498,3.632665950792122,0.28119282185214506,82.501544927852,43.35961009837963,85.09379359896563,0.201392680516511,0.06168862087058276,0.04606949265050313,0.05713934395714908,5.017217077901864,0.5846457521152361,0.5088451568627451,91309.06187014378,0.3696336951065683,0.22202361150496033,0.17030449184898003,6.8814621913580245,77678.16354462288,0.18047575884885275
20,320,84.9394,19.864,54,29.8731,0,119,119,12,134,15,0.95339,78.54186,0.0,0.0,1.21429,3.127,16.6693,0.0,0.0,116.0,35.15283,0.00351,0.46,7.004,-1.0,0.172096,404.59281888375955,80.30824712875253,0.1953323121137712,3.7236753735520707,0.2836698584534224,82.43269738432187,43.13452638225791,86.49061663896354,0.20283917962928624,0.06229818844795387,0.04546254534848381,0.057762539264244496,4.978758538725709,0.5719342069632538,0.5053572745098037,92052.81906289284,0.37538296590870307,0.22211945870734676,0.17162982017528913,8.340711805555555,77502.40060098094,0.18002493722704724
21,321,82.804,20.5659,52,33.7198,0,119,119,12,134,15,0.96885,76.45536,0.0,0.0,1.28571,3.481,17.04948,0.0,0.0,116.0,35.2301,0.00362,0.49,6.563,-1.0,0.186293,403.74380776922425,80.76917086437385,0.19341212586419917,3.4399487454843913,0.2844288114556117,82.89445842272391,43.00859032148197,84.02465849481038,0.20386653667380136,0.06373294331554422,0.04483924080412584,0.058159354655734075,5.143207550939106,0.5598168729186653,0.5054780392156862,89438.21550926792,0.3782846151731588,0.22116954749930312,0.17320151842924544,9.123119212962964,77052.76962704248,0.17823369240159656
22,322,81.2537,21.0727,50,35.9134,0,119,119,12,134,14,0.9641,74.87652,0.0,0.0,1.0,3.77,17.65328,0.0,0.0,115.0,35.57738,0.00329,0.5,6.583,-1.0,0.197991,402.5317981304517,81.04977095330571,0.19232643653000728,3.6902136004681294,0.2848432881515634,83.27059654244968,42.86028770164207,86.90462029207907,0.2075908103161298,0.0654243282802412,0.04419223506274077,0.05843666500039826,5.278629439082084,0.5476995388740736,0.5094002352941175,88026.45950797106,0.38087504666252814,0.2191648532725904,0.1745560723690361,9.51417824074074,76772.9806492142,0.17671559775302859
23,323,79.0795,20.8316,48,43.4646,0,119,119,12,134,14,0.94993,72.68492,0.0,0.0,0.89286,4.054,18.09247,0.0,0.0,116.0,35.73739,0.00319,0.48,6.707,-1.0,0.194957,400.91131094796333,81.41079255022703,0.19284509727850158,3.237171681237081,0.2850539707715517,84.27715497164837,42.56087710533613,84.78455263535955,0.21279143850742252,0.06613830139808524,0.04351650493215154,0.058433837360003654,5.453791491071732,0.5349879937220942,0.5097062745098039,82966.67666729847,0.380418560045633,0.2161164770981802,0.17485283212093855,9.857253086419753,76364.18873417687,0.17624277502017047
24,324,78.2777,21.5486,46,41.0436,0,119,119,12,134,13,0.94114,71.70285,0.0,0.0,0.75,4.199,17.88738,0.0,0.0,118.0,35.72861,0.00374,0.47,6.133,0.143,0.207777,399.4209605978693,81.56729622947302,0.1966448100748513,3.1997558928653334,0.28491681968872956,85.55994290414749,42.47779770839362,86.06149953351729,0.21868678618678286,0.06741511928629558,0.04285390591923912,0.05817538992057754,5.628611466392849,0.5168119926552136,0.5120819607843138,84031.69763583553,0.3793063409591677,0.21154427283443714,0.1744435263226842,10.290605709876543,76208.28632324906,0.1780295385867719
25,325,76.762,22.2249,44,39.9114,0,119,119,11,134,13,0.97265,70.16418,0.0,0.0,0.96429,4.349,18.50617,0.0,0.0,120.0,35.67536,0.00355,0.46,6.84,-1.0,0.23843,398.0646823251052,82.14542610415381,0.1987428027701621,2.6871298495966203,0.28541822010466245,86.48726502823286,42.32979969919464,84.85407169191458,0.21926878405226755,0.06809995917755579,0.04240491218979501,0.05794181225196936,5.723443002308027,0.5024770325673964,0.5100415686274509,78769.61735040837,0.37408893245863034,0.20765497685296716,0.1743404528412349,11.245081018518519,75135.95418645602,0.17906267064013132
26,326,75.139,21.8337,42,37.9843,0,119,119,11,133,12,0.99025,68.59568,0.0,0.0,0.85714,4.483,19.08662,0.0,0.0,119.0,35.77109,0.00225,0.44,6.813,-1.0,0.237226,396.5182784753931,82.57674045647695,0.19707118476926563,2.262183483761861,0.2853671749899743,86.99986686633427,42.12497927818769,87.8799938160868,0.21658894108849797,0.0689620574404555,0.04175353807432152,0.05729355088105589,5.8236632397566215,0.49804178048093567,0.5110949019607843,73744.75932548531,0.36893939441411705,0.2040406422098996,0.17243386698068938,12.079716435185185,74351.90181611986,0.17771556560606253
27,327,74.4259,21.428,41,34.0048,0,119,119,11,133,12,0.96265,67.84942,0.0,0.0,1.39286,4.497,18.7433,0.0,0.0,121.0,35.6097,0.00153,0.44,7.748,-1.0,0.229583,395.0069185041719,83.07176004349701,0.19482924622446868,2.305546235967821,0.283038115185243,87.08971783312204,42.056545681423614,85.78344507535253,0.21355093652677334,0.06849060583279604,0.04115635858421367,0.05697657035364606,5.8956029515910116,0.4919831134586407,0.5108156862745098,74172.4819049935,0.364616567639368,0.20056080512307073,0.17044344188893074,13.18846450617284,73771.22522146303,0.17636414908551576
28,328,73.2819,22.0719,40,35.5087,0,119,119,11,133,12,0.98189,66.76631,0.0,0.0,2.21429,4.666,18.39216,0.0,0.0,122.0,35.38009,0.00158,0.44,6.715,-1.0,0.230844,393.5423442911511,83.3496151023053,0.19386518100884206,2.60607996206338,0.2818237671736546,87.2643658913194,41.87932671440972,88.46588102448283,0.21067776536582203,0.06863380730913185,0.04054698754984307,0.056723580249006644,5.945755253105815,0.48533023532895303,0.5069937254901961,73833.10225642152,0.3616835289907312,0.19726014937766168,0.16838150333939061,14.278163580246913,73959.3684790055,0.1745292443958561
29,329,70.7866,22.7823,39,38.9592,0,119,119,11,133,12,0.95026,64.53942,0.0,0.0,1.21429,4.776,18.94457,0.0,0.0,121.0,35.07569,0.00098,0.43,7.007,-1.0,0.239231,392.0290575734294,84.3666620832275,0.1932149611197306,3.299635003233399,0.2803292807904469,86.99259888144323,41.77829619984568,88.5607080305152,0.207033706491604,0.06862240155498799,0.04000535401983115,0.056324442218492206,6.019624208441413,0.4798657794140482,0.5013000000000001,66951.71798569294,0.3585022826194284,0.1942060769347192,0.16624491311768053,15.863233024691358,73644.81304748777,0.1724301789299341
30,330,68.8338,23.3715,38,34.7854,0,119,119,11,133,12,0.99486,62.80588,0.0,0.0,0.75,4.959,19.55336,0.0,0.0,121.0,34.85951,0.00051,0.42,7.164,-1.0,0.255238,390.4473540669015,85.04283406416798,0.1920542267180664,3.0384474603610783,0.27777515489996235,86.53430705776319,41.64395989312066,88.91728878683634,0.2039198583014736,0.06809038293646867,0.03955667988771584,0.055886765068581874,6.107816517746316,0.4693718603052979,0.4934070588235294,62268.38569791162,0.35418778897353353,0.19129609850668783,0.16403957014231424,17.769627700617285,73029.5136493405,0.17068872786303813
31,331,66.4496,23.7864,36,34.3899,0,119,119,11,133,12,1.00792,60.70521,0.0,0.0,1.96429,5.242,20.05859,0.0,0.0,120.0,34.51661,0.00066,0.42,5.81,-1.0,0.272543,388.7625339724704,85.61834821171495,0.19012949739112087,3.0867847513385165,0.27442628714658784,86.41175379668016,41.522135039906445,89.60472987190617,0.200873504531809,0.06745529146442857,0.039114764319022034,0.05562315467578531,6.1792424609080765,0.4671542342620647,0.4842349019607844,56208.29671732393,0.3506808464162104,0.18855544431798335,0.16192195407501114,18.752073688271604,72528.2758745925,0.16924189572676157
32,332,61.2359,24.3105,35,37.8022,0,120,119,10,133,12,0.9796,56.13416,0.0,0.0,0.67857,5.742,20.41295,0.0,0.0,120.0,34.21155,0.00033,0.42,5.016,0.13825,0.293425,386.9177754922303,86.6900320861279,0.18803455774507433,1.8691308334719636,0.27243947877409924,85.74639287170604,41.41635452082127,88.71978630202955,0.1979556002711721,0.06752640556702016,0.038579897405322035,0.05524675916117956,6.290797005242066,0.4610955672397741,0.47942470588235286,45550.04596681379,0.3456730785347468,0.18592226620620234,0.15969702769044744,19.45481288580247,71121.17853838802,0.16731205173724656
33,333,57.023,24.5591,34,38.2536,0,119,119,10,133,11,0.98159,52.39746,0.0,0.0,0.78571,6.049,20.86509,0.0,0.0,120.0,34.04037,0.00043,0.42,4.708,-1.0,0.290525,385.030337503301,87.28859351376698,0.18576627068978718,2.0288631769630503,0.2697875243560348,85.70240464430434,41.31527653446904,85.7703976185828,0.19513427465008215,0.06687721310416854,0.038209001241780984,0.05469770287034161,6.3957582082289175,0.45725452626070534,0.4818842549019594,37742.127601225344,0.340610045435797,0.1833759856041961,0.15754428048114677,19.74580439814815,70356.75509268929,0.16516262288054667
34,334,54.2321,25.0402,33,37.4615,0,119,119,10,133,12,0.99863,49.8756,0.0,0.0,0.53571,6.123,21.0782,0.0,0.0,120.0,33.89984,0.0003,0.41,4.464,-1.0,0.295152,383.1767682782641,87.98276030712913,0.1838232643395463,1.8538175700919801,0.26626011323449966,86.59533895600991,41.350505122432004,86.7083193524013,0.19244652360557116,0.0668595798634714,0.038215524603426865,0.054200204264649526,6.464158775044242,0.4528192741742474,0.48382078431372544,32979.11922772031,0.3357846492175592,0.1810521960139933,0.15565877004923054,20.615788966049383,70280.43441875235,0.16320175278049767
35,335,50.6001,25.569,31,41.8765,0,119,119,10,133,11,1.00021,46.63553,0.0,0.0,2.14286,6.285,21.49383,0.0,0.0,120.0,33.66196,0.00025,0.42,4.615,-1.0,0.317929,381.33009703588385,88.61766282798726,0.1815974527629376,1.778369554008915,0.2635978808702285,87.26111127437841,41.497104220920136,84.27075154749285,0.1900134740827757,0.06605005902192213,0.03850091208494564,0.0539091155065373,6.555331941611495,0.44897823319518215,0.48489098039215683,26572.242606321517,0.3311137754663807,0.17881042994581492,0.15355903399166707,21.41059027777778,70292.92766856452,0.1615230283166866
36,336,47.8303,25.6159,30,42.2906,0,119,119,9,133,12,0.97951,44.1213,0.0,0.0,1.03571,6.508,21.94529,0.0,0.0,121.0,33.48248,0.00035,0.41,4.646,-1.0,0.344228,379.4571432249053,89.12815234396132,0.17999410544190483,1.3020332419916554,0.26065868916672214,87.4573919078065,41.475128173828125,86.28776582667906,0.187560032717683,0.06553965746949869,0.038560380243329806,0.05352349698649206,6.624452526101771,0.4467606071519518,0.48437901960784235,23060.486695956002,0.3270115261988658,0.17682309113694616,0.15166222362549672,21.67771026234568,72529.15885859658,0.15979333897138884
37,337,44.4364,25.9332,29,39.9166,0,119,119,9,133,12,0.99223,41.08934,0.0,0.0,0.71429,6.833,21.9853,0.0,0.0,121.0,33.23095,0.00019,0.41,3.668,-1.0,0.395735,377.5576825899403,89.50298820342738,0.17854151719193034,1.5950747833265508,0.25775082261231336,87.4468882830434,41.64347895869503,88.44999705273949,0.1851982141925861,0.06482017053088442,0.038703193020410843,0.05309126913149325,6.648293874299121,0.4384843140864276,0.48484509803921566,18152.752060181363,0.3235122262407341,0.17500616986724904,0.1497369506217391,21.776523919753085,72343.64039097459,0.15853034509096248
38,338,41.841,26.0029,28,42.5421,0,119,119,9,133,11,0.98232,38.76134,0.0,0.0,0.60714,7.101,22.25864,0.0,0.0,122.0,32.97459,0.00025,0.42,3.479,-1.0,0.393775,375.6906870704365,89.91754922658502,0.17732366738347421,1.5958019511573498,0.25503502190523886,87.19956387623753,41.707787407769096,86.23480475743133,0.1830750915557503,0.0641700109904949,0.039350093592167595,0.052546412260303425,6.697965698801004,0.43020802102090455,0.4846300784313724,15243.919583703859,0.3195146565269075,0.1731590326945925,0.1479137545460888,22.24435763888889,71974.37159050607,0.15666938776432557
39,339,40.0709,25.9664,27,39.8363,0,119,119,9,133,11,0.98349,37.1909,0.0,0.0,1.17857,7.069,22.31845,0.0,0.0,124.0,32.76605,0.00025,0.42,4.011,-1.0,0.426679,373.8320413783474,90.15762513862101,0.17517700875637393,1.8498473199147616,0.25192391052437235,87.54810540221033,41.77074667848187,88.69743651098473,0.18123717151215063,0.06349012365723897,0.03974689001391902,0.05204941981735007,6.754266043986768,0.4302080210209032,0.4805235294117647,13318.763649511258,0.31563325379730206,0.17173501172184577,0.1461039886156659,22.652922453703702,71470.85376948088,0.1549811834356557
40,340,39.0238,25.9573,27,40.1087,0,118,119,9,133,11,0.98766,36.27325,0.0,0.0,0.75,6.962,22.2977,0.0,0.0,124.0,32.68507,0.00027,0.42,3.937,0.1403,0.426724,371.9394363461703,90.4530179596067,0.1741479093259687,1.6927266981210471,0.2507108304100327,87.72503542474675,41.828008581090856,87.37098227529296,0.1791748020156324,0.06276114727151832,0.03983519570762363,0.051590905412064104,6.790730652477382,0.42799039497768093,0.48381229411764504,11908.715426796476,0.3120155096695572,0.17044694738169489,0.14453020494948307,23.58641975308642,72427.92360083923,0.15341184923185
41,341,38.7151,26.1449,27,41.6424,0,118,119,9,133,11,0.97684,35.93287,0.0,0.0,1.10714,6.941,22.29086,0.0,0.0,125.0,32.569,0.0002,0.43,6.09,-1.0,0.469127,369.9929049466201,90.44741201435032,0.17259474255159918,1.2936528841572295,0.24814948613409282,87.78685083811372,41.817018862123845,88.52058484718867,0.17735289382116717,0.06249291460327993,0.04076147348034042,0.051034529724730576,6.809132504341281,0.42636698004183143,0.48453686274509805,12176.868249891482,0.3086536693197914,0.16851980575621356,0.14300114036886702,23.895881558641975,70937.56475287891,0.15238474498753715
42,342,38.3912,26.2715,26,42.4841,0,118,119,9,133,11,0.97335,35.59418,0.0,0.0,0.46429,6.893,22.4448,0.0,0.0,125.0,32.3547,0.00021,0.43,8.34,-1.0,0.508842,367.99860695414714,90.49156302501446,0.17070109465718553,0.9980878662872177,0.2457981149342263,87.90471640080125,41.6997228551794,87.30327708985429,0.1757568035842676,0.062108184734868156,0.04110298363449484,0.05049214578174227,6.8309365856627355,0.4203083130195438,0.48095107843136936,12564.823904060866,0.3051163096713185,0.16683484983390065,0.14143120433740392,23.756413966049383,71252.84716352395,0.1512597833319646
43,343,38.2591,26.3074,26,42.3119,0,118,119,9,133,11,0.98886,35.43968,0.0,0.0,0.78571,6.893,22.55224,0.0,0.0,125.0,32.25138,0.00018,0.3,5.855,-1.0,0.563934,366.02639901506075,90.4102490745752,0.16906659359615187,0.9890044731308018,0.24337989810710936,88.10014205089121,41.509287516276046,86.45369953653551,0.1743293467995403,0.06169903930641287,0.04080134161398647,0.049983674239070575,6.841838478185091,0.41587306093308557,0.4824219607843137,12853.115690419187,0.30164701406368466,0.1648886186268914,0.13993192260668158,23.68798225308642,71379.52652393784,0.14954247490424108
44,344,38.0736,26.2779,25,43.61,0,119,119,8,133,10,0.99434,35.2354,0.0,0.0,1.0,6.702,22.58659,0.0,0.0,126.0,32.16354,0.00025,0.29,4.459,-1.0,0.639599,364.0658129747918,90.5098352810404,0.16774539736574248,1.4835168583135834,0.24137263752099336,88.22324914333431,41.10073475778839,88.34035905365099,0.17290754120071233,0.0615935475953186,0.04136319455379543,0.04947358831930738,6.83136131587135,0.4114378088466224,0.4824975490196067,12920.316945728317,0.298472342333892,0.16319988659601523,0.13845987993646738,23.51953125,70798.56241535088,0.14804292062650343
