,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,tone,blockiness,cubcol.0.6,blur,cubrow.0.6,staticness,cubrow.0.5,saturation,cubrow.0.3,movement,noise,contrast,cubcol.0.3,cubcol.0.5,cubcol.0,temporal,color_fulness,fft,cubrow.1.0,uhdhdsim,cubcol.1.0
16,216,66.9363,3.88931,38,4.8762,0,107,131,10,125,8,0.98538,62.47975,0.0,0.0,3.46429,4.096,3.09063,0.0,0.0,127.0,59.9532,0.00012,0.71,1.184,0.125,0.0,0.10998200369894853,0.8568215686274511,1.7451142040265966,0.22646952852930768,61824.15359630862,0.1564725456097293,534.2178334544576,0.15726956665779868,31.547775833695024,0.27752789572680997,0.6443865740740741,0.5273059117639606,93.79699670311214,0.08732589031257626,0.22151090116473213,0.01790785521512347,3.2526044091445905,157.47489172570482,69151.24039594935,0.11270434423093202,89.95828401978585,0.024400802121057098
17,217,66.9578,3.86693,38,4.80681,0,107,131,10,125,8,0.98692,62.50517,0.0,0.0,3.64286,4.088,3.29373,0.0,0.0,127.0,59.998,0.00012,0.71,1.231,-1.0,0.0,0.10985719558480982,0.8582580392156863,2.1156174008604585,0.2283171166273834,61995.98834621523,0.15667207560446744,534.0367896348527,0.15725441497615583,31.59150281364535,0.2775528412216799,0.7992380401234568,0.5273059117639631,93.38287939172832,0.08761855822143337,0.22155360744424035,0.017869463384065164,3.271464022704797,157.39342185589624,69216.6919347315,0.11273570861554229,89.96156024474253,0.02434280191420518
18,218,66.9365,3.70065,38,4.43897,0,107,131,10,125,8,0.98439,62.49924,0.0,0.0,3.78571,4.103,3.27226,0.0,0.0,127.0,59.99092,9e-05,0.72,1.19,-1.0,0.0,0.10992562516775932,0.8577145098039217,1.866861988263172,0.23036997823473118,61876.01593992529,0.15654211003262786,533.8413460498767,0.15751358984293934,31.554817670657307,0.27767383461587003,0.8430266203703703,0.5273059117639632,93.68937245118617,0.08791550263016884,0.22153621109199514,0.017821764357510424,3.2566292392683596,157.772104424546,69281.44634082478,0.11267481911877232,89.97043059419303,0.02424965541107287
19,219,66.9854,3.38424,38,4.37644,0,107,131,10,125,8,0.98741,62.55911,0.0,0.0,3.71429,4.091,3.12572,0.0,0.0,127.0,60.03138,9e-05,0.71,1.208,-1.0,0.0,0.10980781691398649,0.8594039215686275,1.9501780049194444,0.2322534131546503,61994.03647214508,0.1565788798600481,533.6716403403162,0.15756641345739847,31.56686156473042,0.27769063063882576,0.7476851851851852,0.5273059117639638,93.69393736838862,0.088743264102778,0.22157798579582066,0.017897711941089217,3.226453584474367,157.9557770024932,69299.13999222938,0.1127812887069072,89.97638873562309,0.024239448010057004
20,220,66.9855,3.2801,38,4.20586,0,107,131,10,125,8,0.98141,62.57665,0.0,0.0,2.89286,4.101,2.84932,0.0,0.0,127.0,60.01909,0.00015,0.71,1.231,-1.0,0.0,0.1097622832847068,0.8586301960784315,1.9044966374624839,0.23403757637797648,61965.920850891336,0.15651541863015547,533.5092054399362,0.15765875467404486,31.674280614028742,0.2778522202260332,0.9163773148148148,0.527305911763965,93.3009810709757,0.09046018084247161,0.22155491667879304,0.017847152164187155,3.1607540795820626,157.63997979328192,69249.83964576303,0.11297479155301299,89.96302603611346,0.024092074165074175
21,221,67.041,3.26106,38,4.24899,0,107,131,10,125,8,0.98621,62.63049,0.0,0.0,3.17857,4.09,2.7603,0.0,0.0,127.0,60.04658,0.0001,0.72,1.187,-1.0,0.0,0.10971310383885126,0.859969411764706,1.922840741974248,0.23573402263076249,62081.169597705346,0.15652379355569268,533.3911643052816,0.1578241088834477,31.59428763683931,0.2778850501613677,0.7043306327160493,0.5273059117639639,89.45177504552797,0.09211849835710287,0.22158443668804195,0.01786118813774532,3.1238942745440035,157.22779785449535,69422.64611504493,0.11327185179080396,89.94929342180164,0.024138867401419885
22,222,67.0596,3.38207,38,4.29891,0,107,131,10,125,8,0.98134,62.6363,0.0,0.0,3.0,4.099,2.74277,0.0,0.0,127.0,60.05011,0.00015,0.72,1.202,-1.0,0.0,0.10974347867812477,0.8605419607843139,1.9470195002007324,0.237220113940471,62066.33866724946,0.15671124528091646,533.2894807453755,0.15793489260314159,31.604618778935183,0.2778944293281773,0.5777874228395061,0.5250882857207336,92.69766133256167,0.09334950570224305,0.2216073873779941,0.017814649462551187,3.1138250036810646,157.9047579395169,69231.17194765866,0.11359838603929309,89.97418320413315,0.024091599063010286
23,223,67.1159,3.35906,38,4.30433,0,107,131,10,125,8,0.98495,62.68956,0.0,0.0,3.64286,4.086,2.85216,0.0,0.0,127.0,60.07485,8e-05,0.72,1.224,-1.0,0.0,0.10967199300947227,0.8605741176470587,2.249716402991612,0.2386049554603547,62227.03314600992,0.15695760046346982,533.227434331925,0.15812171943371378,31.595384197470583,0.2778672207808132,0.5649112654320988,0.5273059117639612,93.93092542402354,0.09396381721281842,0.22159134736357897,0.01778182749429788,3.1309463487227385,158.02970629181266,69295.67492528706,0.1138296939565479,89.9370869150733,0.024092560411279062
24,224,67.0799,3.26638,38,4.54627,0,107,131,10,125,8,0.98119,62.64649,0.0,0.0,3.92857,4.105,2.82996,0.0,0.0,127.0,60.05789,0.00012,0.71,1.197,0.125,0.0,0.10969189874589401,0.86026,2.150322423816728,0.239825992024851,62120.39886691219,0.157126187419116,533.1486070491901,0.1584245208963981,31.678595083731192,0.27781573597175013,0.5958719135802469,0.5250882857207358,92.52237821183607,0.09448167610823772,0.2216442546911627,0.017697246153643532,3.12155723423666,158.57339041915185,69276.48389406518,0.11419933361833975,89.95961108570091,0.0240691903418948
25,225,67.1349,3.23053,38,4.40694,0,107,131,10,125,8,0.9856,62.70231,0.0,0.0,3.67857,4.091,2.74948,0.0,0.0,127.0,60.07037,0.00011,0.72,1.202,-1.0,0.0,0.10970610251144501,0.8594337254901961,1.7807093272069225,0.2409957304677402,62216.60354641917,0.15729590769824398,533.0775271422942,0.15859696653797412,31.633033469871236,0.27767162372601795,0.7828896604938271,0.5250882857207367,93.27585442196424,0.09499048155596565,0.22160923231446375,0.017662292775826063,3.0958873348230385,158.62200039654243,69353.4752379877,0.11444712728139307,89.93142915535797,0.024085602084994148
26,226,67.1231,3.22487,38,4.3183,0,107,131,10,125,8,0.99034,62.68527,0.0,0.0,3.25,4.098,2.71475,0.0,0.0,127.0,60.03921,0.00012,0.71,1.181,-1.0,0.0,0.10977363430186797,0.8585180392156864,1.8508434378401175,0.2419855292126619,62088.63730242733,0.1575276144052865,533.0090145672724,0.15881337686250094,31.58830958236883,0.2776252779867713,0.7940779320987654,0.5250882857207383,93.85490644895333,0.0957539897364542,0.22160721075879206,0.017652097134477684,3.085900405764971,158.06377726317257,69331.34291442075,0.11461114009939453,89.93849506186757,0.024087783543399535
27,227,67.2035,3.25283,38,4.18995,0,107,131,10,125,8,0.98778,62.77732,0.0,0.0,3.32143,4.09,2.71053,0.0,0.0,127.0,60.06137,0.00011,0.71,1.202,-1.0,0.0,0.10976499818312552,0.8592172549019608,2.1210253947335844,0.2429886944769418,62368.29423230016,0.15772555597712265,532.9465204960964,0.15902185706697203,31.640772501627605,0.2776479674970932,0.7723765432098766,0.5273059117639592,93.32661718293828,0.09656673618489654,0.2216319968161182,0.01766630457051428,3.07526445674343,158.63914449154012,69348.6184023886,0.11483514439099118,89.9148635693301,0.024092750295699385
28,228,67.1227,3.3694,38,4.20861,0,107,131,10,125,8,0.98467,62.70037,0.0,0.0,3.0,4.092,2.73404,0.0,0.0,127.0,59.99734,9e-05,0.72,1.175,-1.0,0.0,0.10978105843267134,0.857564705882353,2.0059271126690663,0.2439311175173535,62089.887551577,0.15783405879252177,532.866899608436,0.15916594817641563,31.543201399438175,0.27767388589213426,0.7591145833333334,0.5273059117639547,91.92199699892319,0.09750842688143016,0.22160544829837683,0.017646523114236683,3.0968286008388084,157.96522708007896,69278.2348272488,0.11495629225917728,89.95155783834578,0.024112531015986427
29,229,67.1778,3.51336,38,4.30536,0,107,131,10,125,8,0.97772,62.75394,0.0,0.0,3.42857,4.086,2.83698,0.0,0.0,127.0,60.01659,0.00012,0.71,1.218,-1.0,0.0,0.10980490382606586,0.8582423529411765,1.6975431178143403,0.2447575209985091,62275.30113423677,0.15794977632480248,532.7888565223559,0.15936212333479755,31.60363976749373,0.2776261446637315,0.8404706790123457,0.5250882857207305,93.4391463140602,0.09845828803731822,0.22157936022501576,0.017622910045770428,3.160864465903386,158.55765369753928,69328.51823289102,0.11511084289710727,89.93874242343176,0.024059507464882536
30,230,67.1575,3.63155,38,4.33227,0,107,131,10,125,8,0.98601,62.73477,0.0,0.0,3.17857,4.109,2.96371,0.0,0.0,127.0,59.9735,6e-05,0.72,1.175,-1.0,0.0,0.10978976929497099,0.8574545098039217,2.3293892860016543,0.2454836674640932,62133.1561891075,0.15786880609713683,532.6959062221233,0.1595301775333305,31.52377601906105,0.27763192609506654,1.0286458333333333,0.5273059117639646,89.13640326729293,0.0984839628869977,0.22153316912667131,0.017649712211212122,3.2278933172410937,158.34550801522715,69318.6111999827,0.11523011050815296,89.91079643703404,0.024034597896829848
31,231,67.2564,3.46422,38,4.43519,0,107,131,10,125,8,0.98275,62.82838,0.0,0.0,3.67857,4.084,3.06899,0.0,0.0,127.0,59.97386,0.00011,0.71,1.234,-1.0,0.0,0.10981670833359207,0.8577066666666667,2.0336148219385946,0.2461450939368158,62326.03617738642,0.15784547463533907,532.6103714491309,0.15977586359823917,31.5573159677011,0.2777279058081795,1.1681616512345678,0.5273059117639641,94.105555639735,0.09871472149651475,0.22156888805244523,0.017603789872010746,3.288437698773384,158.228368867951,69332.19918652097,0.11546679849940425,89.91488396213555,0.023967259854139677
32,232,67.2636,3.27034,38,4.14376,0,107,131,10,125,8,0.98908,62.83591,0.0,0.0,3.60714,4.107,2.91951,0.0,0.0,127.0,59.96312,0.00011,0.72,1.168,0.125,0.0,0.10979315911318278,0.8571568627450982,2.0904809007343417,0.24683434797539652,62294.416736832856,0.15782218163145226,532.5233924133506,0.1599872482147152,31.5461727189429,0.2777398564281493,1.2985146604938271,0.5273059117639658,89.00630878658401,0.09920229546853737,0.22159580353632702,0.017642627611688746,3.255708498611646,158.50713788010205,69233.51401969779,0.1156204473887336,89.91584913666938,0.023988248018512674
33,233,67.3233,3.07821,38,4.12402,0,107,131,10,125,8,0.99232,62.89054,0.0,0.0,3.39286,4.094,2.7548,0.0,0.0,127.0,59.95222,0.00012,0.71,1.22,-1.0,0.0,0.1098191503735684,0.8571490196078433,2.0393935771667686,0.24744390437707,62295.043812423166,0.15784933006320778,532.4550059647156,0.16014087621058135,31.582060260537233,0.2777382280379543,1.419511959876543,0.5273059117639683,91.48529693546293,0.09974489889328743,0.22164268039668217,0.017671909255189636,3.2196805109502082,158.00922253571864,69331.72669626717,0.11592258391205233,89.8707223627809,0.02393715561186414
34,234,67.2918,3.10768,38,4.09894,0,107,131,10,125,8,0.99134,62.84382,0.0,0.0,2.82143,4.094,2.58161,0.0,0.0,127.0,59.93493,0.0001,0.71,1.184,-1.0,0.0,0.10982762402082287,0.8565835294117649,2.102292204423223,0.24809715810801605,62279.9808788789,0.15785855883883929,532.3848261250224,0.1601979518386621,31.550995814947434,0.27780748410924505,1.4831211419753085,0.5273059117639649,92.4278688555938,0.10048827910738127,0.22166961750968944,0.01767529904721706,3.1465670134143666,157.84632652678195,69274.06698494303,0.11614232208968145,89.91296405725988,0.02391227454139152
35,235,67.3194,3.15344,38,4.20667,0,107,131,10,125,8,0.98997,62.89249,0.0,0.0,3.92857,4.088,2.60797,0.0,0.0,127.0,59.97733,0.00015,0.72,1.196,-1.0,0.0,0.1098442872440065,0.8571411764705883,1.869990353311861,0.24864890842458162,62356.730217435754,0.15784423294512,532.3349515364979,0.16000659285538282,31.557865095727237,0.27781615865420145,1.6236496913580247,0.5273059117639648,92.3067622242516,0.10123091618652949,0.22167354985082344,0.01765261470907256,3.1346342231531517,158.48019223075724,69293.79723847189,0.11643749256415473,89.8824505222467,0.023866390454520246
36,236,67.2596,3.2547,38,4.25714,0,107,131,10,125,8,0.98721,62.8272,0.0,0.0,3.5,4.099,2.64861,0.0,0.0,127.0,59.97218,0.00011,0.72,1.245,-1.0,0.0,0.10986728078501183,0.8565388235294117,1.973577704747381,0.2491792847296924,62264.368235721246,0.15794159611411396,532.2887979450544,0.15984706146465094,31.598917078088828,0.2778177339200733,1.7075135030864197,0.5273059117639668,92.59107316334284,0.10174660591979401,0.22168949649846156,0.017658388752393343,3.1256001995633236,158.8108671296768,69310.14164170239,0.11664567534432708,89.90644487718077,0.02383872491642672
37,237,67.3059,3.31797,38,4.21593,0,107,131,10,125,8,0.99047,62.86069,0.0,0.0,2.92857,4.085,2.74159,0.0,0.0,127.0,59.99218,0.00012,0.72,1.243,-1.0,0.0,0.1098719673510785,0.8563831372549021,2.1765259676979505,0.24965483334661764,62336.740515003214,0.15791723708845243,532.2638981486207,0.15973381199443643,31.637213436173806,0.27776364568296424,1.7906539351851851,0.5273059117639668,91.00949544676668,0.10218219583338356,0.22167682866998334,0.01763120351864946,3.1366805366652577,158.55294103642095,69315.3227090442,0.11688114628042119,89.89524640702675,0.023878124107160073
38,238,67.2614,3.42001,38,4.29845,0,107,131,10,125,8,0.98755,62.82795,0.0,0.0,3.46429,4.106,2.79237,0.0,0.0,127.0,59.96362,7e-05,0.71,1.228,-1.0,0.0,0.10988099064100547,0.8557125490196079,2.143391278607346,0.25017208121339907,62162.111022773934,0.15803273288742942,532.2319263018848,0.1596217191231386,31.692474741994598,0.27774138243396834,1.8705632716049383,0.5273059117639618,93.09393710882932,0.10251512450805977,0.22167528157616825,0.017693231553441432,3.1376622838934547,157.55037365955084,69301.49233362323,0.11705641006231372,89.90935874869392,0.023881861173783703
39,239,67.3641,3.54965,38,4.22146,0,107,131,10,125,8,0.98242,62.94166,0.0,0.0,3.53571,4.09,2.88425,0.0,0.0,127.0,60.01632,6e-05,0.71,1.21,-1.0,0.0,0.10987954443189384,0.856047843137255,2.1036512991834937,0.2506780664518889,62434.425347264674,0.1581236789728301,532.2359384076889,0.15959924593269545,31.613475281515242,0.27771785312567987,1.9293981481481481,0.5273059117639602,93.96153394873004,0.10284926927116916,0.22164671184903165,0.017663534158686916,3.155052639281285,157.9179825773905,69273.96397477125,0.11710814892370051,89.87961652022818,0.02387374737539964
40,240,67.3122,3.72111,38,4.61275,0,107,131,10,125,8,0.98715,62.89071,0.0,0.0,3.28571,4.082,2.99618,0.0,0.0,127.0,59.97969,0.00012,0.72,1.231,0.125,0.0,0.10992112481997685,0.855444705882353,2.214027367123646,0.25116699728645214,62294.84011803737,0.15829446710716524,532.2302492292248,0.15958390642484707,31.641282258210357,0.2777010840213045,2.181568287037037,0.5273059117639631,94.02880495644497,0.10319013187647257,0.22164435454266435,0.01762615980209256,3.174038436665187,157.2641670814547,69285.66122288052,0.11723389796215615,89.9059985659697,0.02387794272548814
41,241,67.36,3.85886,38,4.7976,0,108,131,10,125,8,0.98508,62.96174,0.0,0.0,3.82143,4.083,3.15011,0.0,0.0,127.0,60.02598,8e-05,0.71,1.188,-1.0,0.0,0.10988718353364868,0.8558176470588237,2.1517757024708866,0.2516084049879906,62406.36663931682,0.15845134578896364,532.2451954945998,0.15947990970096712,31.77781074429736,0.27764979394704153,2.263117283950617,0.5273059117639654,93.75555277602317,0.10337780830328229,0.22162099263779456,0.017637665204894157,3.211179718806033,157.93118140308977,69451.37536207124,0.11724726283448349,89.85811171290244,0.02383882506578686
42,242,67.3043,4.00972,38,4.70714,0,108,131,10,125,8,0.98928,62.92781,0.0,0.0,4.42857,4.081,3.26652,0.0,0.0,127.0,60.00726,0.0001,0.71,1.207,-1.0,0.0,0.10989553725398658,0.8551768627450981,2.3420919066354178,0.25207923274080607,62266.968491774474,0.1585794635243376,532.2648556388074,0.15940203255976848,31.7542106722608,0.27768070869743194,2.354070216049383,0.5273059117639676,93.63514072957844,0.10357973036818909,0.221577213962141,0.01765622815337389,3.2403313068080952,157.4678151631233,69349.9159154403,0.117335364452306,89.87894043477101,0.023857871651367057
43,243,67.3472,4.17916,38,4.81533,0,108,131,10,125,8,0.98557,62.98296,0.0,0.0,3.46429,4.092,3.40042,0.0,0.0,127.0,59.96729,8e-05,0.71,1.19,-1.0,0.0,0.10987705811109358,0.8526470588235295,2.100501262813971,0.25245624278689277,62346.633820788236,0.15863716114215834,532.2903781842872,0.15927278043963575,31.724786075544948,0.277698917278906,2.4714506172839505,0.5273059117639639,91.71176986283979,0.10388433789417441,0.22155994865162623,0.01765413421894027,3.297858491138153,158.2104003795201,69403.0108611185,0.11746386432684845,89.86045511707921,0.023838541216136277
44,244,67.2691,4.3739,38,4.99491,0,108,131,10,125,8,0.98789,62.92585,0.0,0.0,3.53571,4.081,3.5463,0.0,0.0,127.0,59.94009,0.0001,0.72,1.233,-1.0,0.0,0.10987412048607467,0.8507352941176471,1.8806032901705405,0.25277135538574236,62082.589220181675,0.15869330867303588,532.3201762797153,0.15914914247650042,31.729485970956304,0.2776980968033651,2.5737364969135803,0.5273059117639639,93.32260795424209,0.10424428651348151,0.22155124034529727,0.0176567801100607,3.340742825869843,157.96840835318278,69231.74315041369,0.11762590691718904,89.88773160924438,0.023858788046145402
