,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubrow.0.3,cubcol.0.6,movement,saturation,uhdhdsim,staticness,tone,cubrow.0.5,cubrow.1.0,cubcol.0,color_fulness,temporal,cubcol.0.3,cubcol.0.5,contrast,cubcol.1.0,blur,cubrow.0,fft,noise,blockiness
10,10,34.4773,12.1664,30,11.82,0,109,122,12,137,8,1.00093,38.89972,0.0,0.0,5.53571,8.479,10.27226,0.0,0.0,126.0,44.87574,0.0,1.44,1.89,-1.0,0.000427,0.15425981966506078,0.08422221600979303,0.09526960928251861,7.41454475308642,49.62098467791522,99.30319312138306,620.2342488888714,0.6734066666666667,0.12055208626062658,0.14727648290879736,0.06428994060462787,66.76966736103937,6.320663343987298,0.13671464763224492,0.09772557201010369,87.90463436829839,0.12439518281150755,9494.557982626417,0.0749198048996538,64442.63337214744,0.4241493539986112,1.1388653137038593
11,11,34.1781,12.4129,30,12.4955,0,109,123,11,137,8,1.00003,38.61141,0.0,0.0,4.17857,8.529,10.50311,0.0,0.0,126.0,44.86195,0.0,1.42,1.566,-1.0,0.000587,0.1522095016110359,0.08343924068171123,0.09493046698541224,8.102237654320987,49.560071968737944,99.35470938868689,618.512311608336,0.6697450980392156,0.120153808095297,0.14553371034953347,0.06410012130146082,66.582047318516,6.351474131005437,0.1363202630664066,0.09737446350156398,88.03337009318288,0.12297196834365282,9341.081055315404,0.07721281483699394,64350.06089162555,0.4241493539986105,1.371979593423877
12,12,33.9205,12.5052,30,12.6986,0,109,123,11,137,8,0.99981,38.38426,0.0,0.0,3.82143,8.541,10.72368,0.0,0.0,127.0,44.79198,0.0,1.43,1.691,-1.0,0.00044,0.15111872256734535,0.08252478507576687,0.09480707938305483,7.266830632716049,49.49737266257957,99.39415156156458,616.5795268128014,0.6694850980392157,0.11905376410761341,0.14434155931634063,0.06430991728464465,66.39786791241109,6.333484974731867,0.1360885869098676,0.09679453011885872,87.6337548582597,0.12191229727569085,9141.438621489193,0.07862954715884907,64414.22471508897,0.42414935399861026,1.5755490764280176
13,13,33.6302,12.3347,30,12.7296,0,109,123,11,137,8,1.00429,38.13564,0.0,0.0,6.14286,8.522,10.79304,0.0,0.0,127.0,44.74189,0.0,1.44,1.905,-1.0,5.5e-05,0.15025902054812273,0.08168761255453001,0.09532246026464641,6.49537037037037,49.6048077241874,99.41455698433882,614.4499951124404,0.666715294117647,0.11865748648376476,0.14307352543269633,0.06532150371115529,66.29300821629974,6.366830352874493,0.13425023180476006,0.0960088292166097,89.02719306694223,0.12138405962230138,8992.35394282282,0.07917085499393753,64435.25545028449,0.42414935399860987,1.597841994997519
14,14,33.4186,11.8211,30,12.8059,0,109,123,11,137,8,0.99983,38.02257,0.0,0.0,5.46429,8.52,10.63522,0.0,0.0,127.0,44.63453,0.0,1.42,1.795,-1.0,0.00079,0.14932397040188355,0.08116577372580346,0.09565907867836057,6.263406635802469,49.40533993567949,99.42683319974503,612.129981292142,0.6633478431372549,0.11875857548757339,0.142252891759748,0.06691692614728624,66.23515597121884,6.378633677567054,0.13336558724029335,0.09527039682838805,88.11335250625218,0.1205220546875818,8878.036954119309,0.07974404168679786,64566.46239160214,0.42414935399861137,1.3809350605641098
15,15,33.5842,11.2317,30,12.9916,0,109,123,11,136,8,1.00032,38.25576,0.0,0.0,5.5,8.453,10.18099,0.0,0.0,127.0,44.55275,0.0,1.42,1.874,-1.0,0.00019,0.1485119805818648,0.08067425871945257,0.09570045503036037,8.250337577160494,49.322997293354554,99.40331604787013,609.7355647562728,0.661924705882353,0.11902864496051342,0.14163243625151525,0.06931610263762247,66.12645701193468,6.272448842906789,0.1327542467722098,0.09434082283619612,88.07832113865832,0.11952235789650614,8997.884210918031,0.08045235624720627,64665.354531723344,0.42414935399861137,1.741485868116438
16,16,33.6901,10.9772,30,12.8843,0,108,123,11,136,8,1.00483,38.33983,0.0,0.0,3.21429,8.346,9.669,0.0,0.0,126.0,44.54173,0.0,1.43,1.973,0.125,0.000221,0.14795328291830986,0.08039945115264487,0.09660949013808853,7.894820601851852,49.47174976490162,99.38891654779192,607.5952455264284,0.6622294117647058,0.11841930834879509,0.14119757580920067,0.07208195292970437,65.99747181020189,6.252091483903343,0.13239522024440992,0.09362049186070592,87.51070292941397,0.11865971795347259,9096.630644569277,0.08226757547987697,64716.33997796792,0.4241493539986126,1.4116316289708435
17,17,33.4803,10.765,30,12.8801,0,108,123,11,136,8,0.9975,38.16146,0.0,0.0,4.5,8.371,9.45647,0.0,0.0,127.0,44.54502,0.0,1.43,2.172,-1.0,0.000531,0.1475872720613336,0.08007757392779444,0.09870088662516667,6.913290895061729,49.37904885374469,99.42437718309151,605.730904224913,0.6618870588235295,0.11742956977228361,0.14122135722233356,0.07361012471513864,65.9499151880669,6.248014962547883,0.13199015183879423,0.09282431249777681,87.82512890509147,0.11786082294160813,8975.457881002978,0.08284413525093393,64739.93105831498,0.4241493539986107,1.7352866505572726
18,18,33.3433,10.5133,30,12.1105,0,108,123,11,136,8,1.00012,38.0004,0.0,0.0,4.85714,8.355,9.27052,0.0,0.0,127.0,44.57792,0.0,1.44,2.056,-1.0,0.000282,0.14704907247557486,0.07977382982759978,0.10142760268460001,6.1742380401234565,49.29249271345727,99.44345707497735,603.8580524301852,0.6610961764705865,0.11628731976282937,0.1410072787537667,0.07578834410738383,65.6327140514404,6.1553085569344095,0.1313354545560406,0.0921148024088562,87.92763543872732,0.11785424322133327,8921.085053848245,0.08318473184340491,64753.73290994319,0.4241493539986149,1.1707357973690007
19,19,33.2904,10.6051,30,11.7998,0,108,123,11,136,8,0.99974,37.91254,0.0,0.0,3.64286,8.347,9.04835,0.0,0.0,127.0,44.55498,0.0,1.42,2.001,-1.0,0.000232,0.14645726829887354,0.07943709185069661,0.10334215987965814,5.858169367283951,49.252757508077735,99.44999280536847,602.1635769037529,0.6613592156862745,0.11545279635473482,0.1408838461032422,0.07744432982787375,65.60651401850514,6.0466830627176735,0.13054155399230427,0.09139976298597852,87.96300397584477,0.11814563992216279,8862.336950228455,0.08437085130870377,64857.90531292148,0.4241493539986115,1.1948867900258453
20,20,33.5197,10.5387,30,11.8771,0,108,123,11,136,8,1.00457,38.13677,0.0,0.0,2.10714,8.344,9.13462,0.0,0.0,127.0,44.57312,0.0,1.42,1.754,-1.0,0.000445,0.14578159337568658,0.0790619740449624,0.10440965811574919,7.2981288580246915,49.30626932779948,99.43191295960176,600.5595275859482,0.6613882156862732,0.11450007832805344,0.14111371210657017,0.07909623161401326,65.26086146336613,6.075598797839997,0.12977874301349235,0.0908645256720115,88.03545968084241,0.11883208748033243,8992.000686394958,0.08496908043450853,64844.44469141005,0.4241493539986103,1.032845095838702
21,21,33.5319,10.7749,30,11.5194,0,108,123,11,136,8,1.00253,38.20058,0.0,0.0,2.57143,8.314,9.08094,0.0,0.0,127.0,44.55932,0.0,1.43,1.761,-1.0,0.000479,0.1451336261966479,0.07893107061126879,0.10503267211786908,7.268566743827161,49.541455304181135,99.43041813996678,599.1323975534413,0.6619239215686274,0.11353531045903516,0.14114689387135052,0.07999922684088404,65.3472889745605,6.074176687254293,0.1290836460684104,0.09035184367174415,88.54336528621909,0.11976841968222764,9001.145985424608,0.08546497364952117,64881.7769282591,0.4241493539986126,1.1126843714816614
22,22,33.3666,11.5234,29,12.6661,0,108,123,11,136,8,1.00775,37.99209,0.0,0.0,3.07143,8.289,9.28423,0.0,0.0,128.0,44.43688,0.0,1.43,1.903,-1.0,0.000209,0.1446508211829639,0.07883690471206914,0.10489415370943322,7.161217206790123,49.28599793233989,99.46317905610778,597.8272254811981,0.6618870588235295,0.1127091377669638,0.14115374335100117,0.07929351762622411,65.36777697377535,6.169464194858909,0.12835081218937877,0.089933965431524,91.42701526824789,0.12034291783532687,8900.362951369225,0.08551589521113198,64664.683042281475,0.42414935399861364,1.2968926780993772
23,23,33.0248,13.9821,29,13.3141,0,108,122,10,137,8,1.01014,37.49372,0.0,0.0,5.42857,8.276,9.92099,0.0,0.0,127.0,44.13862,0.0,1.43,2.047,-1.0,8.3e-05,0.14424564456920816,0.07861107643130645,0.10526371039834626,7.797164351851852,49.75216260368441,99.54839441267332,595.8585300976933,0.6579129411764706,0.11203402357453487,0.1408320119999233,0.07816018139183686,64.61703483298007,6.486782000952449,0.12769406321757834,0.0895197991486978,87.14713926950904,0.12093207850250211,8675.666942852595,0.08595515241561374,64764.7620883493,0.4241493539986081,1.0548473194507062
24,24,32.775,16.4304,28,13.1498,0,108,120,10,137,8,1.01142,37.03418,0.0,0.0,6.85714,8.297,12.04185,0.0,0.0,126.0,43.55484,0.0,1.43,1.929,0.125,0.000512,0.14392226530510355,0.07846562004506094,0.10510338407457054,10.711130401234568,51.7469292157962,99.62756199363403,591.5873899192693,0.6541701960784313,0.11143900750887073,0.14042210679903858,0.07746084061501865,63.26414828602063,6.941901455687285,0.12718228166192067,0.08918300561609326,88.03244107189552,0.12259580307118828,8424.662490388333,0.08647032066657005,64803.267134127746,0.4241493539986086,1.2721188561645602
25,25,32.6538,18.7905,28,14.8553,0,109,120,10,137,8,1.0107,36.76775,0.0,0.0,7.75,8.305,14.19139,0.0,0.0,128.0,42.75251,0.0,1.43,1.627,-1.0,0.000305,0.1426218760987054,0.07826587459499929,0.10509225509234314,13.959731867283951,51.82194782775126,99.69290525654237,587.4191441692479,0.6467978039215679,0.11082636895147044,0.14007009051607128,0.07728133900685656,63.34088286764428,6.698323756900929,0.12658478521446315,0.08859715183732084,86.9423312305255,0.1217484132704683,8305.274877525551,0.08720608820050554,64633.73058745006,0.4219317279553814,1.078850567113266
26,26,32.3708,20.3112,28,16.5216,0,110,120,10,137,8,1.00471,36.47982,0.0,0.0,6.71429,8.424,16.21008,0.0,0.0,129.0,42.38697,0.0,1.42,1.47,-1.0,0.000601,0.14119147903395357,0.07804168187241127,0.10501798419325058,15.555844907407407,51.446566734784916,99.74689207287973,583.3620301663403,0.6491265098039207,0.11010702744385038,0.13978022761016215,0.07708222812826031,63.46692820996729,7.025346469990313,0.12617083632923523,0.08843881445641434,88.85811407405863,0.12102028812901923,8050.743341484538,0.08745513489709927,64641.23505784428,0.42193172795538053,1.3946885820652142
27,27,32.2202,20.6797,27,18.0198,0,110,120,10,137,8,0.99888,36.22472,0.0,0.0,3.10714,8.447,17.50482,0.0,0.0,129.0,41.91785,0.0,1.43,1.369,-1.0,0.00033,0.14005540024188218,0.07763964829794914,0.10450346254449448,16.77068865740741,50.98353557822145,99.78550156738967,579.3994524908267,0.6434666666666666,0.10944767805005347,0.13936789232377095,0.0776786727600843,62.63099961530639,7.285991706989583,0.12564949010603507,0.08874156091756599,88.86868608764374,0.1209846392123592,7862.002187237081,0.08667824009828441,64683.49125140558,0.4219317279553774,1.782704281285083
28,28,32.614,23.0626,28,18.6156,0,110,120,10,137,8,1.00151,36.54896,0.0,0.0,4.14286,8.501,17.82308,0.0,0.0,129.0,41.91147,0.0,1.42,1.39,-1.0,0.000346,0.13939007841227544,0.07723185353473104,0.1042617752570551,16.53790509259259,50.78539417408131,99.73673031056437,575.4373512138689,0.6399290196078432,0.10883507215136123,0.1382898000984559,0.07902103243375481,62.09313674757277,7.336304966621249,0.1250478679026947,0.08817585400180139,86.06781088153497,0.12098706349572531,8060.86432806592,0.08615013930129593,64833.874703224996,0.42193172795537975,1.3458699446107485
29,29,32.252,22.7263,27,19.8981,0,111,120,9,138,8,1.00339,36.24968,0.0,0.0,4.21429,8.442,19.87709,0.0,0.0,129.0,42.00531,0.0,1.43,1.432,-1.0,0.000691,0.13888705463258633,0.07694806840436984,0.10383075463664476,15.986352237654321,51.383390450183256,99.77672905441585,571.7858512047018,0.6433860980392121,0.10798976850502376,0.13777693994119658,0.08030172325546207,63.376262171975945,7.5390112387380706,0.12360233409743912,0.08774335281022454,86.4546722036851,0.12012645504193695,7970.931159076094,0.08549426497851721,64680.12493803216,0.42193172795537875,1.935591263728605
30,30,31.8194,22.1688,27,19.2708,0,112,120,9,138,8,1.00754,35.88918,0.0,0.0,4.57143,8.456,19.57906,0.0,0.0,129.0,42.56471,0.0,1.43,1.651,-1.0,0.000326,0.1384735852414192,0.07693560529870469,0.10349419457632006,16.713445216049383,51.41471165786555,99.81920489438556,568.3660442220187,0.6468643137254902,0.10731685822754283,0.13751839765699014,0.08175979559044949,64.11290308628435,7.4424742158575,0.12189256072297472,0.08747098038176503,88.62936606707629,0.11953034699138816,7755.196930227013,0.084931489074096,64617.509928009415,0.4219317279553794,1.489291493239334
31,31,30.6748,22.7426,27,21.1874,0,112,120,9,138,8,1.00594,34.74918,0.0,0.0,2.42857,8.541,19.12675,0.0,0.0,129.0,42.99686,0.0,1.41,1.466,-1.0,6.3e-05,0.1380403734911266,0.07659489694603538,0.10329223360190516,16.37914737654321,50.36338071469907,99.98665888732255,564.9111929982121,0.6611133333333333,0.10647217265734198,0.13711754418194744,0.08367685676484952,64.25170724046231,7.387081915815411,0.12027051550871991,0.08715049382503295,90.19262556129775,0.11925885775549303,7132.560988959284,0.08434127448232395,64578.725785500385,0.421931727955378,1.2278941563148025
32,32,29.9986,23.1791,26,21.5386,0,113,120,9,138,8,1.0057,33.95136,0.0,0.0,3.71429,8.486,19.57874,0.0,0.0,129.0,42.67816,0.0,1.42,1.624,0.12551,0.000271,0.13745385510810607,0.07601979325371777,0.10304792400140304,17.671006944444443,49.837492012683256,100.10568073898054,561.3703772955517,0.6597320392156852,0.1056364676875792,0.13658444509414538,0.08544425867409168,64.57888504864644,7.454285792201068,0.118970840019134,0.08691503820837167,85.15114199751252,0.11923999822344311,6785.725076527462,0.0837507156440693,64729.255836437034,0.4219317279553758,1.0410211048718399
33,33,29.8943,24.3554,26,20.4484,0,113,120,9,137,8,1.00123,33.69131,0.0,0.0,2.0,8.641,19.9714,0.0,0.0,129.0,43.06946,0.0,1.42,1.584,-1.0,0.00015,0.13683802006359566,0.07564342736674867,0.10287690111445456,17.74956597222222,49.348941567503374,100.13346619885542,557.818958136886,0.6683776470588235,0.10472012098441998,0.13627907698435998,0.08731093071589323,64.17951307632038,7.465645102935415,0.11792961714558636,0.08710758276096904,89.9958080099212,0.11925708155562574,6676.46260102559,0.08317369262214336,64758.01279804094,0.4219317279553764,0.7253813180947756
34,34,29.1337,27.6845,25,19.7458,0,114,120,9,137,8,1.00052,32.83451,0.0,0.0,2.03571,8.631,21.01204,0.0,0.0,129.0,42.62128,0.0,1.42,1.62,-1.0,0.000203,0.13614053634444181,0.07508307524594905,0.10276187167517865,19.052806712962962,48.621916217568476,100.28189274629545,554.3163334597101,0.6594105882352942,0.1040528000227191,0.13596902501494368,0.08867215501622627,63.594667428063275,7.437734687395928,0.11653263904185085,0.08740336228972986,84.89395526333682,0.11955221896845121,6275.250971760797,0.08241625486489736,64871.68159537555,0.41971410191214686,0.7086027268334005
35,35,28.8769,30.0435,24,20.8712,0,114,120,9,137,8,1.00551,32.39118,0.0,0.0,3.96429,8.714,23.85904,0.0,0.0,130.0,43.66211,0.0,1.42,2.036,-1.0,0.000304,0.13540474876282577,0.07476839849012373,0.10278436442829528,19.116126543209877,47.90061649275415,100.36247805139357,550.789960767439,0.6851784313725489,0.10309799632933467,0.13569665454918275,0.0894467007279957,64.26295173245028,7.466347813063483,0.11514357302873589,0.0875945975563023,87.09136853046293,0.12011960285991907,6116.282746585516,0.08203417849075882,64754.06773770865,0.41971410191214154,0.6606057012581991
36,36,29.6086,30.2124,25,21.7814,0,115,120,9,137,8,1.00308,33.07872,0.0,0.0,5.21429,8.883,25.8357,0.0,0.0,130.0,43.61332,0.0,1.41,1.794,-1.0,0.000217,0.13481363421521095,0.07471102156754394,0.1028844496931904,18.962721836419753,48.5981302143615,100.23153332796335,547.4576860130081,0.6849854901960785,0.10242507851023008,0.13527755109657869,0.09057856609005982,64.85276990016696,7.597588849150133,0.11388595867714105,0.08701233923294771,87.8139464931295,0.12070372721244899,6350.661375654375,0.08175374951522724,64863.699359939055,0.41587306093308074,0.7322810082106432
37,37,29.8706,29.4447,25,22.9416,0,114,120,10,137,8,1.00373,33.45729,0.0,0.0,4.10714,8.606,25.97281,0.0,0.0,130.0,43.98336,0.0,1.41,1.722,-1.0,0.000684,0.13426967624363847,0.07400901073532916,0.10272455938682927,19.525704089506174,49.16865294656636,100.14263550349739,544.3325261884424,0.6907328039215686,0.10160766939511755,0.13509906713645806,0.09286860463609321,64.38822593458107,7.738719378361432,0.11309840594885595,0.08641014921245277,89.80728848941175,0.12149158987948601,6529.61320512873,0.08156801745715707,64977.00805507224,0.41971410191214414,1.1240054867595406
38,38,30.2582,28.2458,26,22.9367,0,114,120,9,137,8,1.00138,33.91419,0.0,0.0,2.85714,8.613,25.3183,0.0,0.0,130.0,44.49347,0.0,1.44,2.162,-1.0,0.000732,0.13370717669546167,0.07365879487882443,0.10250692327074688,19.88551311728395,49.54002493399161,100.07043579090181,541.4448672966031,0.6896498039215688,0.10091142367697739,0.13495280587396766,0.0969695905951287,60.219021501699956,7.747561842681402,0.11252543220755894,0.08589798709960506,85.02056192172601,0.12244225477662797,6734.912413331251,0.0812638180814474,65016.96590490501,0.419714101912148,1.335587789422477
39,39,30.5559,26.7591,26,21.3639,0,113,120,9,137,8,1.00426,34.16733,0.0,0.0,3.60714,8.462,24.32151,0.0,0.0,130.0,44.48495,0.0,1.43,2.189,-1.0,0.000475,0.13305634838124097,0.07331359586376147,0.10248131609631853,18.230275848765434,49.69511357060185,100.06733433945945,538.9431952977503,0.6803866666666667,0.10008675966213396,0.13466366217971718,0.09981990758293018,58.88682746330983,7.715508734916982,0.11197571741703603,0.08527623964247541,91.88357788078413,0.12323189588018733,6920.130191725065,0.08103834923847895,64911.65374405168,0.42193172795537476,0.8528581570843766
40,40,31.0104,25.8106,26,21.3445,0,112,120,9,137,8,1.00199,34.62294,0.0,0.0,3.85714,8.455,23.07211,0.0,0.0,130.0,45.48919,0.0,1.41,1.824,0.125,0.00034,0.13283054382047957,0.07299646029705897,0.1023439910313869,17.452305169753085,50.266357421875,99.95796112182795,536.7328372474317,0.6968827450980393,0.09940630045440939,0.13464250198421956,0.10224097591883162,60.93900170270658,7.68042836526526,0.11135189653587033,0.08477370539848263,92.35355799636791,0.1236355024434582,7097.126582707301,0.08075657111654691,64675.23249081113,0.41971410191214426,0.8634977641605392
41,41,30.6026,23.4464,26,21.3816,0,111,120,10,137,8,1.0007,34.41514,0.0,0.0,2.46429,8.617,22.23495,0.0,0.0,130.0,45.62519,0.0,1.41,1.992,-1.0,0.000407,0.1321492867606466,0.07282623240184707,0.10250475092834697,16.52854938271605,50.859171172718945,99.98002993550662,534.6175572621737,0.6972603921568628,0.09845784092269141,0.13456119707069716,0.10476676552493257,61.06330792081436,7.538710883157371,0.11090269692302229,0.08421570240718837,93.37952381365778,0.12379840939883296,6928.217538322934,0.08061737390236937,64749.02827572055,0.4197141019121493,1.0600406464337533
42,42,30.6052,24.453,26,20.9009,0,111,120,10,137,8,0.994,34.55066,0.0,0.0,4.25,8.64,20.1808,0.0,0.0,130.0,46.17951,0.0,1.43,1.865,-1.0,0.000284,0.1315508568455275,0.07250290908894425,0.10269664721285508,16.00048225308642,50.91111830723138,99.9385173196998,532.4416905009961,0.7059627450980392,0.09775099542672196,0.13435753946296058,0.10783372330891668,62.05986255354483,7.415496845164736,0.11038754034523328,0.08371362003317694,90.58475188488325,0.12394143988236479,6958.198291829425,0.08079809437690087,64778.371069685636,0.4219317279553743,0.983603217166717
43,43,30.9044,21.3612,27,19.8031,0,111,120,10,137,8,0.99859,34.84023,0.0,0.0,5.60714,8.56,21.06476,0.0,0.0,130.0,45.74903,0.0,1.41,2.133,-1.0,0.000309,0.1308963724797816,0.07228187359552504,0.10269523523689364,15.152681327160494,51.041864089023925,99.9270447745832,530.0720380503452,0.6967137254901961,0.0971550811163305,0.1343095819508262,0.11089919609175623,60.6230373188518,7.324061603766833,0.10978849757598665,0.08321647962394518,92.90269073216376,0.12424353188764907,7158.306065301886,0.08116172807011453,64836.61740193381,0.4219317279553764,1.2002944333994223
44,44,31.5247,20.7966,27,19.3768,0,110,120,10,137,8,0.98906,35.37127,0.0,0.0,5.0,8.662,18.42484,0.0,0.0,130.0,45.80932,0.0,1.43,2.568,-1.0,0.000286,0.1302416264332386,0.0720538892314065,0.10254095253244501,15.366030092592593,51.34390126922984,99.82659786885527,527.6336717307234,0.6929901960784314,0.09681602805151572,0.1342050110546445,0.11274728677482727,60.69983869335621,7.2419581325687465,0.10918920287758951,0.0828682700219223,89.7163545198638,0.12458742882700694,7459.4553231400805,0.08077545595580175,64770.421428646085,0.4219317279553742,1.1542683264831302
