,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,uhdhdsim,blur,cubrow.0.5,cubrow.0.6,cubcol.0,temporal,movement,cubcol.0.3,noise,cubcol.0.5,tone,cubrow.1.0,saturation,color_fulness,fft,contrast,cubcol.0.6,cubrow.0.3,cubcol.1.0,blockiness,cubrow.0
10,510,66.4011,3.69694,37,4.28208,0,107,132,10,125,8,0.9862,62.02363,0.0,0.0,3.17857,4.073,3.09558,0.0,0.0,126.0,59.0349,2e-05,0.72,1.171,-1.0,0.0,564.4178487994759,89.93748526496123,61089.75944448402,0.17032793217418277,0.14136430658959312,0.018301946034500086,3.2773671666854005,0.7022087191358025,0.09904384054893707,0.527305911763961,0.22172154825662216,0.8501698039215686,0.10972080716246205,33.4792813901548,159.97833231216012,69092.15741694035,91.39146204443047,0.22078974809773574,0.2817203171705736,0.024535917877546526,1.498959895109309,0.11063955713970529
11,511,66.444,3.6538,37,4.44926,0,107,132,10,125,8,0.98732,62.07833,0.0,0.0,3.71429,4.074,3.12626,0.0,0.0,126.0,59.0404,5e-05,0.72,1.226,-1.0,0.0,564.3340058959933,89.95691038637689,61116.571028458784,0.17043884685249472,0.14154626983009172,0.01816297780331577,3.288145972304938,0.7024980709876543,0.09927042409861764,0.5273059117639624,0.221855039945918,0.8510180392156864,0.10958952345988149,33.456161875783664,159.96140998146367,69144.29979123393,94.24667866017829,0.22069801939937767,0.2815383891239946,0.024447058719556533,1.5926714786936675,0.11053908869051286
12,512,66.3961,3.71317,37,4.546,0,107,132,10,125,8,0.98582,62.02981,0.0,0.0,3.07143,4.059,3.08616,0.0,0.0,126.0,59.00513,8e-05,0.72,1.237,-1.0,0.0,564.220134706102,89.95078934293532,60996.829424498246,0.17053598333900286,0.14165120748811,0.018007302882811136,3.290175812953471,0.6061921296296297,0.09952046086585219,0.5273059117639588,0.22181245774191743,0.8492988235294118,0.10970200249288833,33.418602272316264,159.71994719338417,69076.16657528952,93.04174352820948,0.22078083719045644,0.28149232720991096,0.024350675982117997,1.5266684925616565,0.11062561522060914
13,513,66.4576,3.82221,37,4.35651,0,108,132,10,125,8,0.99005,62.09096,0.0,0.0,3.60714,4.07,3.14003,0.0,0.0,127.0,59.01362,8e-05,0.71,1.201,-1.0,0.0,564.1123458005396,89.95942001187609,61069.08206739176,0.1706797693969324,0.14173006854869416,0.01799014196302192,3.3322147766379095,0.5589795524691358,0.0995786084866071,0.5250882857207378,0.22184557485591677,0.8510180392156864,0.10962105164962684,33.40989327136381,159.7926444567641,69069.49637015289,92.74023939376457,0.220765110186303,0.2814672469132367,0.024139759340621788,2.015894100328226,0.11067754333889457
14,514,66.4396,3.87966,37,4.53464,0,108,132,10,125,8,0.99158,62.09305,0.0,0.0,3.25,4.082,3.23291,0.0,0.0,126.0,59.00158,9e-05,0.72,1.21,-1.0,0.0,563.9656013830963,89.94433540959241,61053.8985672837,0.1707832305733389,0.1416846269497338,0.017868626772475193,3.3627261912004665,0.5668885030864198,0.09984502209179413,0.5250882857207335,0.22183366629464166,0.8496113725490196,0.10979447689831116,33.43155415852865,159.45330340645444,69060.38935139966,94.38309322214509,0.22080152111229545,0.28138830047743646,0.02423449708988097,1.9716999952865417,0.11072637762870496
15,515,66.4988,3.90579,38,4.54414,0,108,132,10,125,8,0.99136,62.15452,0.0,0.0,3.57143,4.058,3.28552,0.0,0.0,126.0,59.03075,6e-05,0.72,1.209,-1.0,2e-06,563.8394894149283,89.96218879106127,61029.436053141886,0.1709064308612954,0.1416795369422652,0.017960958801430123,3.3890301702866514,1.027295524691358,0.1004139882432211,0.5273059117639639,0.22175886106688822,0.8515082352941178,0.10999457263322385,33.50062391493056,160.0847549780792,69098.89980332846,89.37537872776453,0.22089047065030815,0.2812787531193258,0.02406975952579418,2.209617221923436,0.11066917178821337
16,516,66.4968,3.91786,38,4.50714,0,108,132,10,125,8,0.98782,62.17356,0.0,0.0,3.21429,4.078,3.30676,0.0,0.0,126.0,59.00301,4e-05,0.71,1.196,0.125,0.0,563.6831039223415,89.92237477886835,60986.40915123311,0.17102771322456176,0.1416858256848387,0.017877520197571273,3.3931340337871796,1.1447723765432098,0.10087863053883735,0.5250882857207401,0.22172765821048504,0.8501698039215686,0.11024484669860281,33.36886276433497,159.24626580583796,69125.99115771202,94.19723230745684,0.22098239739206163,0.2810737148560634,0.024028457320116336,1.9289556412367104,0.1106290385589747
17,517,66.5746,4.0022,38,4.51697,0,108,132,10,125,8,0.98799,62.25341,0.0,0.0,3.64286,4.07,3.31794,0.0,0.0,126.0,59.04543,0.0001,0.71,1.221,-1.0,0.0,563.5246958811418,89.93425773100566,61113.05254299851,0.17112876229757318,0.1415643121775079,0.01792426280878989,3.379808103481324,1.271508487654321,0.1006689315454489,0.527305911763964,0.22176599154548363,0.8524545098039217,0.1107583047064507,33.49864215615355,159.85129207483857,69042.70485790134,92.00830036244865,0.22102535793567502,0.28098286880455936,0.024073424566953272,2.0420300474049857,0.1107021452146478
18,518,66.5042,4.1219,38,4.63159,0,108,132,10,125,8,0.98607,62.18554,0.0,0.0,3.5,4.083,3.39076,0.0,0.0,126.0,58.99397,8e-05,0.72,1.245,-1.0,0.0,563.3288773443861,89.95618041214485,60979.05323113299,0.1711966285544435,0.1416143980000805,0.017803873058834928,3.3984146488872726,1.3810281635802468,0.10069969413499208,0.5273059117639587,0.22175542747249746,0.8504376470588235,0.11118781348500009,33.52695832429109,159.50199987384238,69149.7176393062,92.40067880784075,0.22110787193439127,0.28080569903513836,0.02405203141831628,2.098062187187567,0.11071557554032095
19,519,66.4803,4.15079,38,4.65586,0,108,132,10,125,8,0.98745,62.1717,0.0,0.0,4.21429,4.081,3.49472,0.0,0.0,126.0,59.0043,7e-05,0.72,1.19,-1.0,0.0,563.1596623549227,89.97216860256171,60980.85814476796,0.17137020994714144,0.14172429903731346,0.017950071731125495,3.4320244456104168,1.5076678240740742,0.10050813935585677,0.5273059117639655,0.22183276512228037,0.8524098039215687,0.11151270934103466,33.41862242898823,159.42134608203256,69098.51781242073,94.45048394887085,0.22120672704768501,0.28062389462820053,0.023929128096380183,2.6592453813444843,0.11075792821698299
20,520,66.5072,4.17724,38,4.63096,0,108,132,10,125,8,0.97962,62.19197,0.0,0.0,3.53571,4.098,3.51974,0.0,0.0,126.0,58.99102,8e-05,0.72,1.198,-1.0,0.0,562.9404515933971,89.9812239480594,61060.125782586256,0.17164784040101672,0.14182254294896987,0.01792010144725852,3.4532433398246365,2.2689525462962963,0.1010798458017035,0.5273059117639641,0.22179556390445868,0.8506827450980392,0.11198828998659706,33.363066685052566,159.68909432784048,69111.33622423215,92.36237651805747,0.2212195665909246,0.2805504694726369,0.02399920965628817,2.227198036544246,0.11065402302896317
21,521,66.544,4.31395,38,4.86348,0,108,132,10,125,8,0.99143,62.23428,0.0,0.0,4.03571,4.083,3.54449,0.0,0.0,126.0,58.98894,0.00011,0.72,1.237,-1.0,0.0,562.7458191845109,89.96722537309381,61196.48151389178,0.17183551171480763,0.1419712308391835,0.017888021629573855,3.462340963091539,2.3979070216049383,0.10360106235870838,0.5250882857207392,0.2217724108964384,0.8526549019607844,0.11240904136329118,33.504665233470774,159.59452482739172,69096.33635195864,94.16551969376742,0.2213223668193165,0.2805036716578431,0.02386071693145148,2.34640914159237,0.11071253519324235
22,522,66.4897,4.32986,38,4.73203,0,108,132,10,125,8,0.98335,62.18175,0.0,0.0,3.92857,4.083,3.6588,0.0,0.0,126.0,58.95903,0.00014,0.71,1.211,-1.0,0.0,562.5229464076061,89.98608642998349,60975.963054273925,0.1720947258726313,0.14202923007662188,0.017904455562696497,3.506313726744953,2.4931520061728394,0.10600270520019313,0.5273059117639652,0.22175022707549946,0.8506827450980392,0.11268401768859372,33.434894891432776,159.9464777583722,69069.77659282685,89.90293318556014,0.2214115553551598,0.28031818143504744,0.023860802769031214,2.3947529172191047,0.11068091937759703
23,523,66.5379,4.31875,38,4.93167,0,108,132,10,125,8,0.98838,62.23629,0.0,0.0,3.75,4.071,3.67753,0.0,0.0,127.0,58.95933,8e-05,0.72,1.2,-1.0,0.0,562.3213342227759,89.9635532054323,61085.314311315684,0.17249973172716623,0.1420711894656313,0.017900446492891804,3.5290965428411583,2.5188078703703702,0.10688635416854206,0.5273059117639652,0.22174439058952713,0.8526400000000001,0.1126821354655982,33.49541897243923,159.76079461950067,69026.04847235061,91.68165337986424,0.22142737833120354,0.2802510138992456,0.02385113827248019,2.460660551942359,0.11078460652237945
24,524,66.5288,4.41397,38,4.93448,0,108,132,10,125,8,0.98004,62.22223,0.0,0.0,3.64286,4.079,3.66405,0.0,0.0,126.0,58.90683,8e-05,0.72,1.201,0.125,0.0,562.0956419705976,89.95475485692194,61083.89761765835,0.17288589758714099,0.1420697294235715,0.017898316252597343,3.522114170011337,2.630353009259259,0.1077142306457167,0.5273059117639627,0.2217291523776363,0.8507352941176471,0.11269463163603019,33.46441951798804,159.50479843158575,69159.80680470097,92.78694011970009,0.2214935175815039,0.2802047807716457,0.0237628472595228,2.274526939951928,0.11078490573671262
25,525,66.5683,4.54842,38,4.92674,0,108,132,10,125,8,0.9913,62.26321,0.0,0.0,3.60714,4.074,3.74687,0.0,0.0,127.0,58.92391,8e-05,0.71,1.224,-1.0,0.0,561.8867000809698,89.93567501967532,61222.45758377913,0.1732731078859271,0.14211800166739783,0.0178612696753278,3.5599867723331844,3.423707561728395,0.10787528027463832,0.5273059117639658,0.221740524330317,0.8526400000000001,0.11283026784279947,33.54372227044753,159.92109894661172,69042.34981303044,92.46808120981457,0.2215695559015736,0.2801557445570068,0.023779089866893623,2.7984589105329003,0.11080489269953381
26,526,66.5248,4.59878,38,4.99869,0,108,132,10,125,8,0.98634,62.2359,0.0,0.0,3.57143,4.068,3.86219,0.0,0.0,126.0,58.87592,0.00012,0.72,1.219,-1.0,1e-06,561.637771782045,89.94921115080109,61065.753434002036,0.17373517716450224,0.14213373563941953,0.017866704440109415,3.601932757886437,3.5830439814814814,0.10800782180781833,0.5273059117639671,0.22172992010898127,0.850667843137255,0.11297094971382458,33.543910838939524,159.79788669396416,69083.49526850211,93.93834477587335,0.2215944853125546,0.28012766144665285,0.023840013404010783,2.0073191063023947,0.11083425773828721
27,527,66.5032,4.81967,38,4.84769,0,108,132,10,125,8,0.98785,62.2173,0.0,0.0,3.17857,4.069,3.90713,0.0,0.0,126.0,58.88044,8e-05,0.71,1.219,-1.0,0.0,561.4102580230859,89.94883933673583,61064.69026564074,0.17413978074243985,0.14218417869683642,0.01781728448774238,3.6207223412785665,3.645351080246914,0.10808156258396004,0.5273059117639641,0.22174020169116088,0.8521717647058824,0.11309144317788142,33.459608101550444,159.65320154162626,69024.82890245992,91.31175968875185,0.22158623074832684,0.2800628547751852,0.02377685555538111,2.6994156144511985,0.11087340745833636
28,528,66.4688,4.96754,38,5.03325,0,108,132,10,125,8,0.98217,62.19188,0.0,0.0,3.17857,4.07,4.09925,0.0,0.0,126.0,58.84507,7e-05,0.72,1.18,-1.0,2e-06,561.1538055983924,89.95264456934224,61025.033642852635,0.17435217790702695,0.14231152362872354,0.017817990863195857,3.678593882367132,3.7121913580246915,0.10783429125104253,0.5273059117639664,0.22181860141973742,0.8504376470588235,0.11316381983092341,33.44323617440683,160.25586377225807,69118.20298574767,93.77481551032861,0.22157948100657054,0.2799710247804283,0.023816139376852185,2.20028941657138,0.11087522867749956
29,529,66.51,5.00469,38,5.18167,0,108,132,10,125,8,0.98489,62.23316,0.0,0.0,3.57143,4.071,4.22902,0.0,0.0,127.0,58.85831,7e-05,0.72,1.235,-1.0,0.0,560.8896253037183,89.95244738197329,61113.23672672478,0.17445215852899376,0.14240351891321557,0.017840808060891472,3.7237749188622744,3.877121913580247,0.10780312847830835,0.5273059117639717,0.2218076716360336,0.851606274509804,0.11333985756069974,33.54034235448013,159.7478148246363,69112.32683865071,91.8039301440848,0.22162250229465558,0.2798798401627315,0.02383941369852857,2.0089303327497157,0.11089080600908185
30,530,66.5358,5.10134,38,5.42726,0,108,132,10,125,8,0.98783,62.23403,0.0,0.0,3.21429,4.065,4.25828,0.0,0.0,127.0,58.82075,0.0001,0.72,1.227,-1.0,0.0,560.5841380210597,89.94545535802874,61154.01994747051,0.17443023351386486,0.14247325228073818,0.017905133671695023,3.746364471434836,4.593701774691358,0.10792654837786067,0.5273059117639679,0.22180527275707385,0.8501698039215686,0.1133141962111835,33.48817575713735,160.2955646105981,69178.6218945599,92.43913733601504,0.2216173094014195,0.2798314146540494,0.023790084430220983,2.478498349715174,0.11087508448291426
31,531,66.5357,5.18981,38,5.44188,0,108,132,10,125,8,0.98543,62.26763,0.0,0.0,3.75,4.078,4.34402,0.0,0.0,127.0,58.83913,8e-05,0.72,1.218,-1.0,0.0,560.2982687398375,89.93978019334959,61132.77583599938,0.1744676694274073,0.14262187356044134,0.017849705895902217,3.7654236996465724,4.714891975308642,0.10801655737822191,0.5317411638504342,0.22179288100481923,0.8521419607843138,0.11328916900846331,33.473836639781055,159.83953881538105,69119.3666808059,91.74618136913695,0.2216654257311437,0.27968009026267115,0.02376525450071923,2.0370466897182378,0.11092196211996541
32,532,66.5184,5.02686,38,5.37241,0,108,132,10,125,8,0.98777,62.24663,0.0,0.0,2.82143,4.071,4.41983,0.0,0.0,127.0,58.82123,0.00011,0.72,1.219,0.125,0.0,559.9807479758754,89.93374893931865,61081.0735040075,0.1743874181750071,0.1427560978908469,0.01786735192133935,3.7811143396403866,4.826485339506172,0.10818471679657424,0.5273059117639662,0.22179862787161148,0.8501698039215686,0.11338026513791513,33.43806815441744,160.16714069395596,69116.95950801461,90.64526125974531,0.22162615462912438,0.2795722916937026,0.023779811111408426,1.9379574608054475,0.11090537865781433
33,533,66.5781,4.9627,38,5.40144,0,108,132,10,125,8,0.98268,62.31536,0.0,0.0,3.42857,4.075,4.2787,0.0,0.0,126.0,58.86907,0.00012,0.72,1.206,-1.0,0.0,559.680838576109,89.91093327788701,61252.32903173197,0.17402584244238165,0.14287798732593637,0.017907627789359826,3.72451048634737,4.894434799382716,0.10866696673480865,0.5327703676788617,0.22180924511016928,0.8517113725490197,0.11358553224679392,33.53468982084298,160.4043011319459,69249.29426683432,93.35467480031299,0.22165133184216484,0.27946003635491556,0.023800630339304827,1.7445747899551163,0.11088168905692992
34,534,66.5182,4.85997,38,5.71416,0,108,132,10,125,8,0.99129,62.25544,0.0,0.0,3.60714,4.072,4.22281,0.0,0.0,126.0,58.82869,6e-05,0.72,1.181,-1.0,0.0,559.3499568787464,89.94772393651077,61017.526957260736,0.1737078595971591,0.142919747581309,0.017892625239270946,3.706541693356285,4.899836033950617,0.10926313985689588,0.5333645787862561,0.22181299471898827,0.8495360784313726,0.11364037222213481,33.43086468731916,160.04948136727785,69120.76763412541,90.66259220840269,0.22169200619166046,0.27930251230428105,0.023820299887942414,1.8112250200295295,0.11086633573220249
35,535,66.6028,4.70286,38,5.63619,0,108,132,10,125,8,0.97717,62.32087,0.0,0.0,4.0,4.066,4.13359,0.0,0.0,126.0,58.86237,8e-05,0.71,1.198,-1.0,0.0,559.0312255064894,89.91861721520236,61253.80536650843,0.17352185831137665,0.1429321191339937,0.017916736141360055,3.6872861458878368,5.226176697530864,0.10966438856342908,0.5333645787862604,0.22178284346399704,0.8511826274509736,0.11380437248248998,33.44423553090037,160.60929880356696,69124.2527125474,93.13841280046374,0.22171427996684956,0.2791665076436182,0.02384434603071205,1.7744835818073421,0.11087175170097802
36,536,66.5679,4.5059,38,5.22775,0,108,132,10,125,8,0.98695,62.30311,0.0,0.0,3.0,4.042,3.99508,0.0,0.0,126.0,58.8245,0.00012,0.71,1.176,-1.0,0.0,558.7015828364761,89.93306162403647,60960.956258007696,0.1732302966091519,0.14290776168419184,0.017884374672757813,3.6538342983409238,5.122299382716049,0.1103205259478898,0.5333645787862588,0.22176326019689374,0.8493435294117648,0.114031685717766,33.475848350995854,160.28824460757352,69090.77684606773,92.25211774086608,0.22175571519585344,0.27906510015845626,0.0238166362482224,1.8610107239856308,0.11088790514188065
37,537,66.674,4.40997,38,4.84398,0,108,132,10,125,8,0.98621,62.39706,0.0,0.0,3.35714,4.06,3.82944,0.0,0.0,127.0,58.8613,0.00012,0.71,1.179,-1.0,0.0,558.3825939413039,89.9077670377403,61114.0104141949,0.17289931842669118,0.14290099951311366,0.017882489689322104,3.5969830241865206,4.809799382716049,0.11100587702972722,0.5273059117639677,0.22171867047234206,0.8509803921568628,0.11437182788022122,33.49680130570023,159.96951853094467,69127.00049908127,93.91405138720069,0.22180558879942502,0.27898379667837997,0.02375498929369423,1.9949911082423852,0.11092397029490554
38,538,66.6007,5.22704,38,5.22116,0,108,132,10,125,8,0.98726,62.3417,0.0,0.0,3.17857,4.054,3.74385,0.0,0.0,127.0,58.85463,0.00012,0.72,1.185,-1.0,1e-06,558.0570336410645,89.93159132489139,60850.35898520096,0.17254054546873507,0.14296152805754406,0.017856712154422655,3.5591965181317358,4.515962577160494,0.11161303770450735,0.5327703676788543,0.22174867231893955,0.8490458823529412,0.11468698781404484,33.4957989351249,159.895026873332,69102.36651025116,92.16977662164815,0.22180659021587174,0.2788604485163,0.0237209251024175,1.8077211378321096,0.11090558316481022
39,539,66.7283,6.70575,38,5.50041,0,108,132,10,125,8,0.99308,62.47854,0.0,0.0,3.35714,4.04,4.46246,0.0,0.0,127.0,58.85167,0.00012,0.71,1.171,-1.0,0.0,557.7626690110419,89.9038976902811,61242.90578117446,0.17221767193094462,0.14305904319152185,0.01785250507958159,3.5568348031462507,4.409288194444445,0.11219044008958373,0.5311469527430293,0.22175354353903282,0.8501698039215687,0.11500097189688947,33.453366880063655,160.4607414966912,69150.93914595297,90.93474786967595,0.2218510303011126,0.27877358763525084,0.02370295929867799,2.1086020252784308,0.11086294695798839
40,540,66.7336,7.84151,38,6.29995,0,109,132,10,125,8,0.99333,62.50363,0.0,0.0,3.17857,4.043,5.74528,0.0,0.0,127.0,58.72672,0.00011,0.71,1.214,0.125,0.0,557.4801230279024,89.90306416647275,61141.96018903238,0.1718962124662913,0.143139188266253,0.0178191677076606,3.5719176472886867,4.849585262345679,0.11263600626951265,0.5349879937220888,0.22177196901193724,0.8467235294117648,0.11545184030090952,33.43895956910687,160.03216330816474,69146.35083187529,87.40864117694666,0.22189712413943033,0.2786889722150519,0.023705887015058835,2.061756848743136,0.11082638252224795
41,541,66.8839,8.84096,38,6.18306,0,109,132,10,125,8,0.98323,62.70001,0.0,0.0,3.92857,4.063,6.73917,0.0,0.0,127.0,58.61332,0.0001,0.71,1.213,-1.0,0.0,557.2397340313937,89.87742236247999,61516.825144646726,0.17152415654596426,0.14323902801517285,0.017815220404529816,3.6160932511806947,5.176311728395062,0.11290329644961217,0.5349879937220897,0.2217978063083744,0.8453772549019609,0.1157895200496199,33.48465738178771,160.07122274661887,69123.26214139236,92.70957784256028,0.22192860278750706,0.27860907812028424,0.023720155349225867,1.4967751919451604,0.11080208888687079
42,542,66.8639,9.37657,39,6.52364,0,109,132,10,125,8,0.99205,62.7007,0.0,0.0,3.21429,4.064,7.59168,0.0,0.0,127.0,58.39867,8e-05,0.71,1.187,-1.0,0.0,557.0295116629483,89.88859307319068,61373.96966561707,0.17119413500631717,0.14337666321030562,0.017759149111569148,3.7014629795933947,5.512297453703703,0.1131067406317524,0.5349879937220943,0.22180727601933573,0.8422470588235293,0.11645723412904901,33.55355269820602,159.29837296164212,69085.9956030637,86.99779799179147,0.22191403579401223,0.278538618335329,0.02369864719312748,1.9204890274825044,0.11077109740941604
43,543,67.0113,9.78608,39,6.70828,0,109,131,10,125,8,0.98725,62.84894,0.0,0.0,3.71429,4.057,8.05958,0.0,0.0,127.0,58.26693,0.00013,0.71,1.212,-1.0,0.0,556.8659062362163,89.84630447083697,61768.02158883814,0.17085325791738962,0.14352764141947083,0.0177620769414605,3.761288885200404,5.890721450617284,0.11316758871075125,0.5349879937220917,0.2218429274696804,0.8420282352941177,0.11710748161883154,33.568630642361114,158.87908964008452,69094.04746195792,88.51748347892492,0.2219154710045465,0.27848387698606103,0.023692811204401313,1.6642249840794212,0.11081074410849046
44,544,66.9912,10.2427,39,7.13001,0,110,131,10,125,8,0.98571,62.85899,0.0,0.0,2.71429,4.053,8.39792,0.0,0.0,127.0,58.17856,0.0001,0.71,1.201,-1.0,0.0,556.7132553376163,89.86160840902113,61766.238383652,0.17052262526721834,0.1437181425133382,0.017717263694603094,3.7983069144905426,6.1979648919753085,0.11322001517976248,0.534987993722094,0.2218351426004195,0.8406450980392158,0.1180784773463171,33.69965371967834,158.78755951622205,69094.4976782659,87.71576016138815,0.22188192119530908,0.2784794416429484,0.02366363699922476,1.967295903619298,0.11079334623014868
