,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,staticness,uhdhdsim,tone,cubrow.0.5,blockiness,cubcol.1.0,cubcol.0.3,cubrow.0.3,cubcol.0,cubrow.0.6,contrast,fft,cubrow.1.0,movement,saturation,blur,cubcol.0.6,cubcol.0.5,temporal,cubrow.0,color_fulness
10,10,117.534,25.1926,148,39.1943,0,117,129,24,125,21,0.9974,121.75701,0.0,0.0,1.10714,3.789,22.22113,0.0,0.0,129.0,58.3939,0.00184,1.86,5.472,-1.0,7.3e-05,1.4803845924623722,212.6641144548744,80.31550894640559,0.8991333333333335,0.34826884219538584,2.5279697379453263,0.40147338968910223,0.411438765624959,0.41376193837484826,0.26938852427814697,0.39542644175259345,94.74299099071665,82390.69931140961,0.38727714546492537,10.69116512345679,21.697361322096835,185089.308293514,0.4384276384100764,0.43742181899357,5.867432755137435,0.20038370585059045,158.00516738248953
11,11,117.428,25.5919,147,37.9593,0,117,129,24,125,20,0.99657,121.54685,0.0,0.0,1.14286,3.781,21.67224,0.0,0.0,129.0,58.39963,0.00197,1.86,5.744,-1.0,6.9e-05,1.4765435514833072,211.34618094339282,80.34926071101133,0.898567843137255,0.35259599642524514,2.508435898113883,0.40378598007459976,0.40569581618618805,0.4117402141890273,0.27188111909377033,0.39562576557338525,95.45655890694107,82304.55137663565,0.38615763372676354,12.273485725308642,21.68130436650029,184727.38160299312,0.43864188256873693,0.43758530354748143,5.845850299817868,0.20108205899762582,158.11467321781458
12,12,117.872,25.6006,148,39.6368,0,117,129,24,126,21,0.99562,121.94701,0.0,0.0,1.35714,3.804,22.01881,0.0,0.0,129.0,58.46612,0.00205,1.87,5.777,-1.0,6.6e-05,1.4814137962908036,210.1012541927631,80.35565403509496,0.8988050980392158,0.3557195524116959,1.5319978840227795,0.403262162231892,0.400365968647336,0.4112026524885187,0.271837363284086,0.3977428035807719,95.48121572177155,82444.7546065309,0.38522632288418435,11.165557484567902,21.654095496660396,187700.29035344752,0.4389176386126157,0.4390281190333283,5.887225604227513,0.20032882867075574,158.24368444973658
13,13,118.136,24.9237,148,39.7782,0,117,129,24,125,20,1.00004,122.24045,0.0,0.0,0.60714,3.803,22.02252,0.0,0.0,129.0,58.54462,0.00189,1.87,5.707,-1.0,7.6e-05,1.4820080073981965,208.92366737835658,80.30485988281798,0.8993705882352943,0.35680320977019775,2.5435609599692204,0.4023956536142034,0.3979038526242983,0.409606400007878,0.2748842852993112,0.3998894733804579,94.52115784514251,82539.91356695523,0.38318421521468155,9.246383101851851,21.780711232880016,189363.21802937888,0.43593813874528026,0.4394879256291248,5.830477668519707,0.1998674022311102,158.04520698108806
14,14,117.723,26.2369,148,39.1589,0,118,129,24,125,20,0.99886,121.8716,0.0,0.0,1.5,3.83,21.44063,0.0,0.0,129.0,58.57503,0.00161,1.87,5.664,-1.0,8.3e-05,1.4803845924623726,207.81127623878552,80.34927836299715,0.8993705882352943,0.35881898853038857,1.7064906148315009,0.4025462889265876,0.3975978088763505,0.40708814788205483,0.2797579522769603,0.39930679857284196,94.59348594648151,82458.0229677643,0.3825099210238746,8.619116512345679,21.685844138816552,187133.0623578826,0.4334332279372759,0.4407514796175254,5.966859389668928,0.20010261510332938,158.19090953048973
15,15,117.846,25.428,148,40.5565,0,118,129,24,125,20,0.99591,121.97041,0.0,0.0,1.39286,3.808,22.5667,0.0,0.0,129.0,58.6196,0.00188,1.86,5.468,-1.0,6.5e-05,1.4842256334414319,206.67588335334412,80.32203222753728,0.8993705882352943,0.358952249194491,2.1891590676933737,0.4016161251896028,0.39499395252588415,0.40488524750307564,0.28212535941369427,0.39749412798711753,95.43952801196693,82472.92998207129,0.3820653093688767,10.05931712962963,21.618766690477916,187780.48833683933,0.4323960867051478,0.44408021010545,6.01841556179744,0.20055351036541538,158.21881080967142
16,16,117.785,25.5823,148,39.4877,0,118,129,24,126,20,0.99981,121.84979,0.0,0.0,0.92857,3.827,21.87447,0.0,0.0,130.0,58.66043,0.00198,1.86,5.303,0.18493,6.6e-05,1.4792757794407565,205.52243952954422,80.31043964663937,0.8997137254901962,0.3602725221526214,1.6410967335707063,0.402091411161479,0.3932015044816575,0.4024872223298446,0.28315697808048357,0.39543851888485004,94.67209359526458,82388.32927065571,0.38184395868435583,10.967592592592593,21.545353453836324,187499.3609648838,0.4300696879781486,0.44631349560671946,5.901268992902684,0.19970696538983115,158.45410909093124
17,17,117.489,26.3082,148,41.2392,0,118,129,24,125,20,0.99963,121.57624,0.0,0.0,0.17857,3.831,22.00545,0.0,0.0,130.0,58.6731,0.00183,1.89,5.27,-1.0,7.7e-05,1.4826022185055978,204.3858499004066,80.34019899778193,0.9001819607843139,0.3601300410802134,2.2157240922037014,0.4010828634441821,0.3918449423438802,0.39939838921947707,0.28509608000360753,0.3930684801553536,94.7088487841191,82308.1939546585,0.3806604737149135,10.881655092592593,21.657381222571857,185497.3984420711,0.4285562988657844,0.44553027279894764,5.87073384254911,0.19680502932937957,158.11534065984
18,18,117.025,25.7073,147,40.2191,0,118,129,24,125,20,0.99758,121.09954,0.0,0.0,0.39286,3.818,22.62908,0.0,0.0,129.0,58.68719,0.00187,1.87,5.052,-1.0,7e-05,1.4826022185055994,203.266766171731,80.3820258082736,0.8999439215686276,0.36007120308957863,1.9477109905472993,0.39987657895423856,0.3899557282333283,0.39597665610355504,0.2818780008018219,0.39039451320336427,95.48240623987878,82158.91800470908,0.3796002902668304,10.725212191358025,21.674442244164737,183352.03542633704,0.4276534063705274,0.44529859472653843,5.924410713042327,0.19561105371092596,158.01082389484753
19,19,117.387,25.408,147,39.555,0,118,129,24,125,20,1.00208,121.36055,0.0,0.0,0.85714,3.851,22.1092,0.0,0.0,129.0,58.7794,0.00163,1.87,5.13,-1.0,9.7e-05,1.4817905110376817,202.17220173051723,80.33835688993139,0.9002415686274511,0.359379805073565,1.7848824937852654,0.39900033589880257,0.39115402581812175,0.393098894593765,0.2808852304039231,0.3893826188339346,94.79042506394441,82222.3927223162,0.3791258567365507,10.467206790123457,21.610927628882138,184845.80582836765,0.4272563777937493,0.44691153849256615,5.864208921671035,0.19352052780244655,158.08649350646763
20,20,117.208,25.5556,147,40.5348,0,118,129,24,125,20,1.0027,121.15883,0.0,0.0,1.21429,3.839,21.85447,0.0,0.0,130.0,58.87812,0.00178,1.88,5.287,-1.0,8e-05,1.475355129268521,201.1202427659217,80.38750783786135,0.9004796078431374,0.3600257210586428,2.4748568044518655,0.3974125715607372,0.3896707023613738,0.3905552569970154,0.27837453311907995,0.38784905354102134,94.82729485439752,82217.29770600908,0.3788369558531697,11.932436342592593,21.547573701834974,184596.54082872992,0.42636979657319835,0.4475103276338361,5.895784746560697,0.19167090278246401,158.36077183994888
21,21,117.375,25.8411,147,40.985,0,118,129,24,125,20,0.99926,121.30516,0.0,0.0,1.89286,3.835,21.98523,0.0,0.0,129.0,58.94173,0.00184,1.88,5.44,-1.0,8e-05,1.4747609181611094,200.10045383359355,80.36949477876288,0.9001819607843139,0.36102701913133844,2.122817932599295,0.3970328103435094,0.3871494804367763,0.3877401895027852,0.2760651286219697,0.38715555223586345,94.85363609304022,82364.59542279795,0.37879384514597514,12.08839699074074,21.58098762418017,185307.765021456,0.4259629906104257,0.44778154550320476,5.814162653810876,0.19042895951999977,158.2833327418772
22,22,117.39,25.0872,147,41.0821,0,118,129,23,125,20,1.00177,121.34186,0.0,0.0,1.03571,3.832,22.22899,0.0,0.0,129.0,58.94116,0.0017,1.86,5.52,-1.0,7.5e-05,1.476543551483312,199.0805968835329,80.38686663471745,0.8993705882352943,0.36211459231090254,2.919102915367229,0.3954217409302778,0.38389660362965977,0.38591910993018425,0.2737503418194511,0.3865159343603295,94.68145219009723,82292.35316328787,0.37851643108240446,12.022762345679013,21.49306780026283,186030.30947146675,0.4255470118884042,0.44871086331615156,5.994810172419442,0.18955654083460005,158.42333819168329
23,23,118.082,25.8609,148,40.2391,0,118,129,24,126,20,1.00233,122.00558,0.0,0.0,0.82143,3.802,21.57946,0.0,0.0,129.0,58.88435,0.00171,1.86,5.997,-1.0,8.5e-05,1.479790381354966,198.09739129833076,80.29993155650402,0.898269411764706,0.3639159497681011,2.2322439197500783,0.3943145062277556,0.3825718375760077,0.3851087375023218,0.2729440741177761,0.3863664112029425,94.62903311672333,82545.10131901718,0.37875514480745714,11.84765625,21.459382798936634,189393.7418779022,0.4253480184207564,0.45083645916907966,6.018996887149932,0.18735223922199937,158.42719597111125
24,24,117.624,25.3574,147,42.1366,0,118,129,23,126,20,0.99898,121.58088,0.0,0.0,1.25,3.824,22.24266,0.0,0.0,129.0,58.81355,0.00188,1.88,5.447,0.1776,7.6e-05,1.475355129268517,197.13997465670542,80.38374364215379,0.898269411764706,0.3639684006315503,2.1929059004871148,0.39201238809563976,0.38057178915231943,0.3836006934628432,0.2717282897787197,0.38672115256651124,94.56405184252672,82287.46548389732,0.37919497246629535,12.386381172839506,21.42656566478588,187429.84414077274,0.42417967938275625,0.45287763760875577,5.878301705540302,0.18569670120220166,158.62568780703032
25,25,117.549,25.8175,147,39.3576,0,118,129,24,126,20,1.00013,121.4663,0.0,0.0,1.35714,3.815,21.81093,0.0,0.0,129.0,58.73675,0.00174,1.85,5.332,-1.0,7.3e-05,1.4820080073982025,196.2171859653581,80.34413635566008,0.898269411764706,0.36417205038574657,2.449443217677434,0.39112143833473967,0.37981756795552635,0.38307663824723504,0.27089107185175304,0.38702913422309226,94.71771271140317,82417.07554584919,0.3794354592882391,12.825617283950617,21.49942751283999,186353.89842957738,0.42373095094126506,0.4530619665263613,5.835820567626361,0.1848913134600461,158.51504799868178
26,26,116.758,24.8787,147,42.9227,0,118,129,24,125,20,1.00076,120.79392,0.0,0.0,0.82143,3.847,22.20392,0.0,0.0,129.0,58.57269,0.00176,1.87,5.253,-1.0,7.5e-05,1.4759493403759114,195.31870582640863,80.39280571408594,0.8985600000000001,0.36440884205594115,2.4201699404789982,0.39019554013484037,0.3787816796506146,0.3822414204625902,0.26841230575005487,0.3864562669998491,94.8673711430851,82300.07975133749,0.37950392705024766,13.005449459876543,21.546351680049188,182260.78196436033,0.4240495877029721,0.45333048031909345,5.947110494327366,0.18325663386101432,158.34132599468072
27,27,117.313,25.4768,147,40.8528,0,118,129,24,125,20,0.9977,121.38242,0.0,0.0,0.78571,3.829,21.39555,0.0,0.0,129.0,58.46833,0.00192,1.85,5.272,-1.0,6.5e-05,1.4787611775265352,194.47130212297046,80.31602793839352,0.8988349019607844,0.3648335831012611,2.3827057129291163,0.39061403181991045,0.3782117589106991,0.38184166849188494,0.2666304133974083,0.3871663535901203,95.42611790216122,82354.37960642755,0.37973681034164436,12.915364583333334,21.58548312717014,184385.47973661675,0.4231626414616937,0.4533351177400931,6.002421774732248,0.18189513009781053,158.25641602871585
28,28,116.793,25.0784,147,40.2458,0,118,129,24,125,20,1.00289,120.93681,0.0,0.0,1.07143,3.834,21.90782,0.0,0.0,129.0,58.37842,0.00187,1.86,4.921,-1.0,7.2e-05,1.4737317143326774,193.6606420896468,80.39292652609953,0.8988050980392158,0.3662381372912663,2.205344138087827,0.38984898852983985,0.37690182181471515,0.3827868492841161,0.2645122644200268,0.3868583673194849,95.72460752128708,82122.7947327557,0.38029094436386424,12.863667052469136,21.61445316267602,181613.88213648114,0.42293711599300177,0.4523350687899066,5.820291914337888,0.18099192513722379,158.32485144769493
29,29,117.271,25.1264,148,40.3587,0,118,129,24,125,20,1.00142,121.37344,0.0,0.0,1.07143,3.784,21.56488,0.0,0.0,129.0,58.38407,0.00175,1.85,4.724,-1.0,8.4e-05,1.4802253740760154,192.8926434609827,80.29435661451498,0.8985600000000001,0.3667600401707343,2.6469026677876033,0.3903007268880886,0.3764571776740079,0.38280755305885095,0.26348257001838893,0.38590022077268027,95.39950751800792,82318.00402905077,0.3810221947456025,13.174093364197532,21.71227123119213,183818.80974722898,0.42290389188141847,0.4514616317000548,5.776391783102407,0.18100272508230986,157.97177302987848
30,30,116.926,25.0325,147,38.6325,0,118,129,24,125,20,0.99847,121.0463,0.0,0.0,1.60714,3.846,21.60689,0.0,0.0,129.0,58.29713,0.00166,1.89,4.698,-1.0,8.3e-05,1.4781669664191444,192.1868810201738,80.38254447978346,0.8979419607843139,0.3659502234459302,2.320124543068119,0.3898449757311829,0.37569111334993127,0.3825648592235903,0.2623288436008859,0.3853850119135794,93.11058761932347,82090.18483569926,0.3812722431736775,13.482397762345679,21.72746502911603,182323.83842203388,0.42364763071869943,0.4511902180572782,5.821734265648433,0.18014675252946138,157.86892519812648
31,31,117.064,26.2483,147,39.9529,0,118,129,24,125,20,1.00117,121.20283,0.0,0.0,1.14286,3.836,21.52947,0.0,0.0,129.0,58.24801,0.0018,1.87,4.868,-1.0,8.2e-05,1.4759493403758996,191.53133043808518,80.38887524758539,0.8971917647058825,0.3648608034417867,2.2351634687870425,0.39030218606459277,0.3756781556006092,0.38261677892702284,0.26118186953542205,0.3849410631491708,95.37167854392699,82121.26660329028,0.3814227092993575,13.633198302469136,21.790413185402198,183197.53371929552,0.42420645226574966,0.45044450237304573,5.929736992472526,0.17940726003654905,157.70504494138544
32,32,117.181,25.1199,147,42.8801,0,118,129,24,125,20,0.99618,121.44048,0.0,0.0,0.67857,3.811,22.57234,0.0,0.0,129.0,58.27707,0.00184,1.86,4.549,0.17798,8e-05,1.4831964296130005,190.88630593443173,80.38425765316177,0.8962674509803923,0.36472697041175317,1.8902363141368512,0.3905017486982377,0.37411710512240853,0.3827402033150568,0.2595420501783024,0.38390064452705047,94.65724556530685,82209.55812030812,0.38121522829413906,13.77295524691358,21.786947556483895,184307.75882232696,0.4250881738100631,0.4484062665609231,6.113996188711286,0.17937796248762133,157.72253130338567
33,33,117.542,25.4691,148,40.8531,0,118,129,24,125,20,1.00427,121.78012,0.0,0.0,1.07143,3.781,21.60355,0.0,0.0,129.0,58.35982,0.00174,1.87,4.382,-1.0,7.1e-05,1.4775727553117435,190.2879966054624,80.32236711578219,0.8956949019607845,0.36440299571342016,2.3573092920540395,0.3913464702010191,0.37410444238144513,0.3832976567772098,0.258677716419969,0.3832295094118061,95.37401407713278,82398.69679971326,0.3815381311488414,13.826967592592593,21.82488316665461,186112.43813999655,0.42513673216355774,0.44795812891089776,5.873306397712405,0.1797322949282841,157.73386823654934
34,34,116.883,25.1426,147,39.993,0,118,129,24,125,20,1.00832,121.17298,0.0,0.0,0.57143,3.792,21.90422,0.0,0.0,129.0,58.39877,0.00191,1.88,4.325,-1.0,6.8e-05,1.4781669664191395,189.7041201052379,80.37182563108765,0.8954498039215688,0.3636493370365138,2.754862038451006,0.39170122312769234,0.3735180921432793,0.3832637990028999,0.25786618451886795,0.3831779625914874,94.576450804472,82139.20754743158,0.3819865220312212,14.123842592592593,21.687658427674094,183301.74732873522,0.4255386121664731,0.4470417448901382,5.851406155195138,0.18101648484612756,158.02636124512762
35,35,117.237,25.1069,147,39.7189,0,118,129,24,125,20,1.00046,121.48224,0.0,0.0,1.03571,3.793,21.62739,0.0,0.0,129.0,58.43053,0.00184,1.86,4.239,-1.0,7.7e-05,1.4820080073982036,189.12493775720228,80.33744033560171,0.8955172549019609,0.3634737666205951,3.4557503842230983,0.3919731289548669,0.3732006507623555,0.3847097724320144,0.25767351285570883,0.38302672854796826,94.57819054321547,82224.50909455372,0.3825037081800491,14.259211033950617,21.603580239378374,184837.90028827015,0.42556229646954974,0.44667127992712374,5.83684028455969,0.18266857695847658,158.1725773994208
36,36,116.908,25.5436,147,40.6441,0,118,129,24,125,20,0.99731,121.20191,0.0,0.0,0.89286,3.8,21.5936,0.0,0.0,129.0,58.41621,0.00186,1.87,4.462,-1.0,7.8e-05,1.4759493403759143,188.55554674833843,80.3753950988426,0.8960223529411766,0.3625413275850528,2.7010177257077443,0.3926942044006713,0.3730637793523685,0.38487741116598745,0.25743518999954285,0.3835423272731628,94.59697077954401,82155.78555562459,0.38305585089367017,14.313416280864198,21.633139527874228,183404.28332289122,0.42642061466393016,0.4474019334982923,5.8750793625889095,0.18446252037239222,158.11171562790975
37,37,117.582,25.2015,148,40.3219,0,118,129,24,125,20,1.00712,121.82191,0.0,0.0,0.92857,3.798,21.96834,0.0,0.0,129.0,58.49789,0.00188,1.86,4.466,-1.0,6.9e-05,1.4870374705920615,188.01699220315717,80.26997150991372,0.896587843137255,0.3627381982990856,2.56944912496138,0.3930646318723561,0.373012257865717,0.38562361936663636,0.25867100666131815,0.3839519712003319,95.25757719854614,82451.33731906155,0.38344594990928643,14.34982638888889,21.6522977852527,186746.18629966653,0.42688466496881694,0.4476144681418669,5.87014992484646,0.18615423856928892,158.08953509682223
38,38,117.095,25.181,147,39.6446,0,118,129,24,125,20,1.00051,121.38858,0.0,0.0,0.53571,3.809,21.67331,0.0,0.0,129.0,58.47977,0.00182,1.86,4.527,-1.0,8.4e-05,1.4775727553117524,187.48780154113692,80.39676304287356,0.8971313725490198,0.36266359223746575,2.5159435358493005,0.3930354072779614,0.37268042653930356,0.38532884096698167,0.260591990084457,0.38403192536992725,95.21933985265069,82156.38480858867,0.383946670213916,14.610773533950617,21.61642399540654,184329.42052579438,0.42735082365512855,0.44696738283228515,5.819033702246504,0.1876727776720736,158.32328546762602
39,39,117.78,25.2332,148,40.3245,0,118,129,24,125,20,0.99491,122.01991,0.0,0.0,0.75,3.821,21.65829,0.0,0.0,129.0,58.43917,0.0018,1.86,4.518,-1.0,7.7e-05,1.4781669664191395,186.9973018245743,80.28689829226032,0.8976968627450982,0.36288333772830395,2.7457888638167702,0.3934120893645072,0.3719775074660198,0.3856302087254466,0.26311413777763787,0.3845915636052685,95.42915938994422,82335.76939488089,0.3842693196070046,14.614631558641975,21.66351129979263,187160.28318808874,0.4270367791319466,0.4469970316497872,5.820950481336604,0.18853964725555133,158.32071123286835
40,40,117.159,25.4185,147,41.0178,0,118,129,24,125,20,0.98886,121.51981,0.0,0.0,1.17857,3.827,21.70506,0.0,0.0,129.0,58.38399,0.00197,1.86,4.403,0.17953,0.0001,1.47935538863394,186.51729338091695,80.4003372834007,0.8982396078431374,0.36314184471556055,2.6853655322082104,0.3934684729881226,0.37116513816877394,0.3867829828206445,0.2639685882424249,0.3855258532001064,94.7690073852678,82078.71532047189,0.38425490694895637,14.709249614197532,21.711458371009357,183812.30113671324,0.4259978027667514,0.44695378927131696,5.905281998755445,0.18904992796115752,158.38943269270874
41,41,117.887,25.4088,148,40.4247,0,118,129,24,125,20,0.98774,122.22199,0.0,0.0,0.89286,3.826,21.86224,0.0,0.0,129.0,58.4128,0.00193,1.89,4.301,-1.0,7.7e-05,1.490878511571129,186.05193822088071,80.26598031017335,0.8985600000000001,0.36361277773112294,2.199686186506921,0.39356964027600433,0.3702370299777633,0.3873931648988678,0.2649899928429239,0.38569695206736554,95.15473032229335,82242.73815837283,0.38409808345286295,14.63305362654321,21.785568237304688,186284.03067399023,0.4264100263899047,0.44637057160062416,5.93990395616694,0.1897598999460074,158.11382551935407
42,42,117.836,25.0209,149,39.2612,0,118,129,24,125,20,0.99902,122.23037,0.0,0.0,1.46429,3.812,21.85721,0.0,0.0,129.0,58.43956,0.00189,1.87,4.144,-1.0,6.8e-05,1.4886608855278947,185.59895862755175,80.27630917421135,0.8982396078431374,0.3642458454135534,1.8073150160882256,0.3936169657159249,0.3698687020469509,0.3870471581063176,0.26560110752112764,0.3858991622632715,94.3754655866191,82219.15398052905,0.38438643386097654,14.719569830246913,21.818245216652198,185763.50149940976,0.426873887210567,0.44569486519316925,5.894825171187718,0.19006048776284115,158.01629064932308
43,43,117.988,25.4099,149,36.0155,0,118,129,24,125,20,0.99627,122.37894,0.0,0.0,1.14286,3.82,21.51967,0.0,0.0,129.0,58.47215,0.00198,1.86,3.909,-1.0,8.1e-05,1.489255096635297,185.15248165925874,80.27470533830558,0.8985670588235296,0.3652980422342624,3.034301903113754,0.39300352318292836,0.3697253401279816,0.3867359370277854,0.2659835822748309,0.38661460095243677,94.68939724782858,82208.35723928698,0.38474160206231395,14.78467399691358,21.81851120937018,186749.18087839932,0.42677599137300787,0.44567308314901033,5.832814860666921,0.19128551320537457,157.95641992708812
44,44,117.588,25.1538,148,36.9746,0,117,129,24,125,20,0.99339,122.02578,0.0,0.0,0.85714,3.807,21.85236,0.0,0.0,129.0,58.43121,0.00195,1.85,3.883,-1.0,7.4e-05,1.4880666744204998,184.70270171955886,80.32139802364055,0.8988349019607844,0.36596328491995156,1.884141185530638,0.3929587364665955,0.3695668856746116,0.38690259671836646,0.2666146301929711,0.38724199840278883,94.62871279994299,82069.53995483552,0.38523050139625087,14.867573302469136,21.767068745177472,184286.79239677612,0.4268642267659457,0.4456564940471797,5.89936039420373,0.19140969253514617,157.97781436855382
