,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubrow.0.5,color_fulness,cubrow.1.0,cubrow.0,blockiness,fft,cubcol.0,blur,cubcol.0.6,uhdhdsim,tone,noise,temporal,staticness,contrast,cubrow.0.6,cubrow.0.3,cubcol.0.5,movement,cubcol.1.0,saturation
10,210,77.1822,16.0915,71,29.3745,0,117,117,15,135,14,0.99571,80.46739,0.0,0.0,0.67857,4.309,13.84111,0.0,0.0,126.0,41.71917,0.00012,0.48,2.49,-1.0,0.310283,0.17517520945258425,0.26528013874905393,84.79262371194245,0.21916630560092093,0.20901198021669812,5.206940987577899,68966.12329050696,0.2290357818503076,43412.1885158995,0.22063468174637169,90.3159679717897,0.612929411764706,0.5250882857207362,5.931858986459188,555.0605701421996,87.68019629098443,0.22003977378211612,0.2773130206120289,0.21455228983301322,6.880063657407407,0.28506891779579385,50.0305128686222
11,211,77.421,15.8663,71,27.7315,0,118,117,15,135,14,0.99797,80.66035,0.0,0.0,0.57143,4.306,13.86914,0.0,0.0,127.0,41.70522,0.0001,0.48,2.312,-1.0,0.281098,0.1744989463098489,0.2648084698651595,88.73653509394357,0.21839678010751443,0.2084011536986563,6.340268106413492,68877.52635499001,0.22264107738025776,43734.79729234287,0.21971757139898382,90.28286583243455,0.6130564705882354,0.5244940746133345,5.96608594103046,554.5735710555093,89.7219812727318,0.2199291505274122,0.27783044351198555,0.21448474092763595,7.799768518518518,0.28594566409794275,50.00252598892023
12,212,77.3817,15.6338,70,27.1352,0,118,117,15,135,14,0.99732,80.59759,0.0,0.0,0.82143,4.317,13.6613,0.0,0.0,127.0,41.6415,4e-05,0.47,2.482,-1.0,0.285708,0.17562198126748924,0.26319327789087166,88.89198995862913,0.21593510838963123,0.2092594136619416,6.448442621602823,68667.05352752192,0.2172666833441069,43359.17983726852,0.22097592398273921,90.2946542061429,0.6112611764705883,0.5190296186984424,5.899859273056641,554.0173168864611,90.94345493189209,0.2203034312767979,0.2777777357791418,0.2136123623150097,7.2368344907407405,0.2890458860763629,50.18955485026042
13,213,77.2002,15.2262,70,26.0449,0,117,116,15,135,14,1.00003,80.30552,0.0,0.0,0.75,4.324,13.47289,0.0,0.0,127.0,41.46441,7e-05,0.47,2.651,-1.0,0.296879,0.1776946676631221,0.2622470052552152,88.09811978531117,0.21752514827456057,0.2097880511952357,5.3681925551085445,68635.10210582714,0.21139496449625875,42695.646150307395,0.22049154335630716,90.31057355326635,0.6053909803921568,0.5168119926552109,6.014035206927592,552.3583479323461,85.55816287015696,0.22013387386868255,0.2783705540990954,0.21331728711868142,6.157021604938271,0.2907748709587735,52.18538072374132
14,214,76.9965,15.1921,69,25.6114,0,117,116,14,135,13,0.99596,80.05053,0.0,0.0,0.57143,4.324,13.11826,0.0,0.0,127.0,41.36307,6e-05,0.47,2.548,-1.0,0.292448,0.1804145686732681,0.26090886795899626,88.13011594676499,0.21735158554846468,0.21054179627575192,6.1655577659984875,68537.5193793185,0.20534357917931048,42200.67755983742,0.22410065535719342,90.34635937670325,0.6019545098039216,0.5168119926552114,5.808170734966616,551.0411847089495,85.27060098873558,0.220158531719319,0.27840153373018167,0.2135255731635909,5.380497685185185,0.293492267726963,52.21083200713734
15,215,77.0428,15.2514,69,25.9142,0,117,116,14,135,14,0.99546,80.09045,0.0,0.0,0.96429,4.33,13.08627,0.0,0.0,128.0,41.34271,0.00012,0.48,2.613,-1.0,0.307438,0.18411887124229173,0.2591351620103253,88.2797216550064,0.21767739908058764,0.21147978047695482,4.773909701852666,68508.28522441388,0.19966856433718158,42317.79333492772,0.22485191023386508,90.32162822944456,0.6002956862745099,0.5168119926552133,5.831676531139005,549.9646095953613,86.03238164358805,0.2199888886041359,0.27912074577511964,0.21418735308432688,6.854311342592593,0.2964920147863283,52.13580115047501
16,216,77.0201,15.4116,69,24.4246,0,117,116,14,135,14,0.98946,80.10478,0.0,0.0,0.89286,4.352,13.14069,0.0,0.0,127.0,41.406,5e-05,0.48,2.626,0.16358,0.303175,0.18809168423147948,0.25789549344157314,87.7021481913093,0.21875412274106357,0.2126091429935469,5.292582417934582,68581.28002115901,0.19441552860840003,42229.428052990246,0.22590345076693308,90.34640236996151,0.6009966078431337,0.5168119926552109,5.893995495631175,549.023732255046,86.68759598126785,0.2202532894593707,0.279264189741206,0.21460285627182044,7.348958333333333,0.2987230417494348,52.23254695939429
17,217,77.2075,15.3837,70,26.4514,0,117,116,14,135,14,0.98756,80.41122,0.0,0.0,0.5,4.331,13.27627,0.0,0.0,127.0,41.52859,8e-05,0.47,3.12,-1.0,0.320459,0.19088703454946448,0.256453680332532,87.28106350421007,0.22107607089502462,0.21320697843233538,6.006475892283972,68486.44458032589,0.18959344240878492,42304.86166411732,0.22537258683007666,90.31375639586207,0.602572431372549,0.5190296186984429,5.935745855783815,548.1565022390325,86.45610602219853,0.22052249630433635,0.279483957920879,0.21467324788230138,7.5625,0.30018411690712876,52.186356532720865
18,218,77.5642,15.418,70,26.4449,0,117,116,14,136,14,0.99515,80.85042,0.0,0.0,0.39286,4.315,13.24952,0.0,0.0,127.0,41.58084,0.0001,0.49,3.029,-1.0,0.318112,0.19221060489886063,0.25591616655348703,87.09272524189383,0.22266902911240413,0.21290844158938205,6.080544658928999,68409.66142844156,0.18548643166641812,42873.118944412185,0.22647505643768168,90.24183344653137,0.6036454901960786,0.5206530336342732,5.9291102465150045,547.4561774707026,86.885219938407,0.2214139873011756,0.27830308627358896,0.21418276500778655,7.560619212962963,0.3012282233257443,52.2864340322989
19,219,77.6752,15.0211,70,24.9755,0,118,117,14,136,13,0.99162,80.95597,0.0,0.0,0.35714,4.337,13.27917,0.0,0.0,127.0,41.6508,8e-05,0.48,2.717,-1.0,0.349018,0.19200568564600431,0.25506356405240443,87.79052106762455,0.22460842146318946,0.2137575725500737,7.631312245897309,68407.7247247662,0.1817923737138094,42870.86353093379,0.22600083756621964,90.25013837294131,0.6039792156862746,0.5206530336342748,5.914025639695462,546.9920750987848,87.04033843407423,0.2227741202817802,0.27746972698268607,0.21249499136337255,7.049575617283951,0.3020036525872174,52.30983856577932
20,220,77.6883,15.0286,70,24.3683,0,118,117,14,136,13,1.00352,80.97514,0.0,0.0,0.35714,4.324,12.94046,0.0,0.0,126.0,41.5824,0.00013,0.48,2.388,-1.0,0.465929,0.191921077132576,0.2541497178678916,88.58446577113067,0.22550630824932744,0.21435307873603002,5.528053161421486,68381.49019168658,0.17832537178245347,42591.81154720294,0.22545740124302782,90.2672569193295,0.6036368627450981,0.5168119926552123,5.872793014236569,546.7884391119399,89.54184038265703,0.223244980252214,0.27660418982195384,0.21109999168348287,8.196228780864198,0.3020675331431139,52.4352328453535
21,221,77.7436,14.6777,70,25.6163,0,118,117,14,136,13,1.01184,81.08455,0.0,0.0,0.42857,4.306,12.95713,0.0,0.0,127.0,41.36978,8e-05,0.49,3.002,-1.0,0.524427,0.19168396802427815,0.25394064169932584,89.79844973845621,0.22666158945995446,0.21482828148891475,6.166388450740955,68234.54067194911,0.17466189263774498,42623.638941278,0.22526670693615622,90.27551940987357,0.601226156862745,0.5168119926552069,5.940439533882142,546.7890390647905,87.48375085065061,0.22413008781137686,0.27623208840294783,0.20995203714697278,7.735484182098766,0.3014965738004177,52.68994253653068
22,222,77.9463,14.2419,70,24.7257,0,118,117,14,136,13,1.00493,81.34047,0.0,0.0,0.46429,4.294,12.65655,0.0,0.0,127.0,41.09184,0.0001,0.48,2.513,-1.0,0.623132,0.19148514816945178,0.2534505945158138,90.11189981779881,0.22660464707434885,0.216243133207072,6.45217034712207,68165.95116927335,0.17147989903091065,43004.84777914571,0.22357608539726787,90.24036761612282,0.597743137254902,0.5168119926552114,5.768857017742099,546.9188528849909,91.49673196607775,0.2249366516539858,0.2756293808999658,0.20834741067137225,7.333236882716049,0.3013126750699296,52.931413815345294
23,223,78.1395,14.2914,70,23.3,0,119,116,14,136,13,1.00177,81.58117,0.0,0.0,0.78571,4.296,12.29078,0.0,0.0,126.0,40.88521,0.00013,0.48,2.187,-1.0,0.638179,0.19136336698243522,0.2529226615889478,90.18879851730266,0.22670577706255474,0.2171588693946817,5.287142119160317,68212.24894768624,0.16891202219667723,43413.348325505736,0.22424188624963515,90.20923321411972,0.5959443333333317,0.5168119926552098,5.698903840501425,547.0720306339928,86.94263807762295,0.2256336070423834,0.2750683751456939,0.20720266176622185,7.4778163580246915,0.30253896426041554,52.92388539255401
24,224,78.2233,13.9427,70,22.4748,0,119,116,14,136,13,0.99536,81.73028,0.0,0.0,1.21429,4.312,12.32736,0.0,0.0,126.0,40.64065,0.00015,0.49,2.532,0.20165,0.56854,0.19126495032692103,0.25228962615971073,89.42290370799785,0.22664140555809964,0.21894713171752636,5.272841160515517,68370.52903745722,0.16717971728650582,43991.895385463744,0.2235744392901722,90.24543068494498,0.5938505882352941,0.5168119926552113,5.707742574414327,547.1766390896752,88.04816531745865,0.22596177825061564,0.27471761773698317,0.20641670957960997,7.812596450617284,0.303437153539226,52.90623436445071
25,225,78.6978,13.8876,71,22.5608,0,119,116,14,136,13,1.01824,82.24552,0.0,0.0,0.82143,4.288,12.02658,0.0,0.0,126.0,40.50963,9e-05,0.48,2.426,-1.0,0.547267,0.19145187418099927,0.2516424363377426,88.80184217491386,0.22660324849707833,0.22124264346153405,6.497441686031601,68599.8063547167,0.16532710518375796,44856.39584628526,0.22328211475325305,90.14002148825865,0.5922572549019608,0.5168119926552138,5.608169164240929,547.1881540317094,87.00213318298236,0.22653745900897046,0.27468195448998417,0.20589142699579857,8.943528163580247,0.30336864121202217,52.85039039894387
26,226,78.822,13.8383,71,21.6816,0,119,116,14,136,13,1.00528,82.4549,0.0,0.0,0.57143,4.284,11.9769,0.0,0.0,126.0,40.36684,0.0001,0.48,2.875,-1.0,0.569565,0.19159882488978355,0.2514433496262603,88.37532442269963,0.2263981910059593,0.22345230554533194,7.1205373832587595,68790.7639532928,0.16391800853003066,44981.54082021332,0.22187240733988234,90.12046187986468,0.5900996078431372,0.5228706596775016,5.621352498239638,547.1213468642983,88.85965305560873,0.22673547020146292,0.2748860360048294,0.20512136646925191,9.082561728395062,0.30281947180148294,53.03481396333672
27,227,78.8763,13.5688,71,22.4483,0,119,116,14,136,13,0.98103,82.63819,0.0,0.0,0.39286,4.263,11.92508,0.0,0.0,126.0,40.14876,8e-05,0.49,2.886,-1.0,0.531794,0.19128345103906094,0.2522957473394935,87.86317161731598,0.22623748873191402,0.2254009100293417,7.390504693052845,68709.71881560312,0.1625212347386229,44594.285736194855,0.22107399163821045,90.08590756378669,0.5870866666666668,0.5250882857207362,5.645458409149266,546.9529156168485,90.65612270885859,0.22698723760239822,0.2755371622662521,0.2045177198030073,8.878520447530864,0.30198716556911237,53.11428588113667
28,228,79.273,13.5135,72,23.1122,0,119,116,14,136,13,1.00995,83.17124,0.0,0.0,0.21429,4.296,11.6973,0.0,0.0,126.0,40.06312,0.00014,0.49,2.56,-1.0,0.555695,0.19091033344345243,0.25149459394267787,87.07715106979467,0.225809607744309,0.22739789217614018,6.565003856417911,68839.24563396045,0.1615340399821284,45558.31051305821,0.22048238388137426,90.0790376907271,0.585355294117647,0.5311469527430246,5.564619400186327,546.7106512555295,90.29172928370375,0.22724019358774747,0.27595143688977714,0.20446014461475917,8.474633487654321,0.3012973720647054,53.294941089771406
29,229,79.4304,13.6347,72,22.4115,0,119,116,14,136,13,1.02504,83.43576,0.0,0.0,0.25,4.265,11.63945,0.0,0.0,125.0,39.93197,0.00012,0.49,2.373,-1.0,0.583848,0.1909212522673002,0.2516811954103299,85.85120983603372,0.2258523353600704,0.22937856512846902,4.864490832585612,68809.07121168394,0.1628125246379565,45883.91878753427,0.21949526664817545,90.00918886885229,0.5821435294117648,0.5339587898936551,5.5285543930305625,546.4091166184518,88.55788240362227,0.22759420048989285,0.27602382811584913,0.20470214725850117,8.397231867283951,0.30046054893535296,53.39236393681279
30,230,79.178,13.9537,73,22.8459,0,119,116,14,136,13,0.99396,83.30987,0.0,0.0,0.17857,4.291,11.74969,0.0,0.0,125.0,39.77263,8e-05,0.5,2.397,-1.0,0.565079,0.19129015744024433,0.2513904732050132,85.92834512346774,0.22561018987626,0.2319575318518184,5.773545737336016,68640.98566377099,0.16563591871631064,45424.284106040985,0.21927874221699686,90.06802160700113,0.5789886274509805,0.5349879937220964,5.487442349032071,546.0992662095629,87.65141027618634,0.22788033282241596,0.27608239776165805,0.20520886387294776,8.910590277777779,0.3000928801513578,53.46984731415172
31,231,79.3857,14.064,73,21.8383,0,119,116,14,136,13,1.00374,83.49737,0.0,0.0,0.35714,4.283,12.02735,0.0,0.0,126.0,39.65303,0.00018,0.49,2.981,-1.0,0.548996,0.19161910980736252,0.25163242249098805,85.91318106064143,0.22503459620600066,0.23433403929378088,4.953483275626795,68800.34410053413,0.16843139083717318,45942.07864546409,0.21849048538545077,90.04096038357376,0.5779852941176471,0.5372056197653202,5.493961214379191,545.7728916173016,88.2684666073971,0.22828687454872545,0.2766166838485414,0.20519567436244596,8.784529320987655,0.3002464812427909,53.39326853811005
32,232,79.7224,13.6949,73,22.4955,0,120,116,14,136,13,1.04246,83.83914,0.0,0.0,0.46429,4.265,12.12378,0.0,0.0,126.0,39.66201,0.00015,0.49,2.62,0.23084,0.582045,0.1915915368086289,0.25178186606625086,85.64183810004329,0.22430279074257106,0.23723699153275377,7.071571168282624,68755.50949643723,0.17321096116973847,46612.45193989741,0.21728474922568677,89.96061922573986,0.5778788235294118,0.5372056197653223,5.534870025676455,545.4121427104604,91.74495131242904,0.22871458670987266,0.27683709712437526,0.20466584567084004,8.558545524691358,0.3002331102715643,53.33146140016155
33,233,79.6206,13.538,73,21.369,0,119,116,14,137,13,1.02961,83.68723,0.0,0.0,0.64286,4.272,11.79639,0.0,0.0,125.0,39.67637,0.00011,0.49,2.607,-1.0,0.567651,0.1913922248088915,0.2512713360470867,85.1222078346958,0.22371103816681615,0.24011431576997505,5.826804029212649,68693.98621934773,0.1777783169084449,46385.75870475491,0.2172377017139456,90.00616363480638,0.5798470588235295,0.537205619765316,5.417060052191918,545.047301031702,90.50760598599119,0.22939792996037273,0.27729102800425703,0.2039460098283051,8.379581404320987,0.3011866779821309,53.42037794325086
34,234,79.279,13.1955,72,21.6085,0,120,116,14,137,13,0.99936,83.30318,0.0,0.0,0.89286,4.289,11.66299,0.0,0.0,125.0,39.63876,0.00017,0.49,2.413,-1.0,0.56364,0.19112158315205058,0.2510929570574416,85.67563194376648,0.22315899213628354,0.24340869033558693,6.53043528702848,68646.9670674367,0.1816240721181576,45607.161153615205,0.21706800642373672,90.07037050747941,0.5794701960784315,0.537205619765319,5.44800027377245,544.7022081895706,90.09686178923788,0.22981844421186384,0.27748673090264775,0.20352955798452319,8.391878858024691,0.3019800564854294,53.415401505835256
35,235,79.09,13.2344,72,20.1482,0,119,116,14,137,13,0.99893,83.12639,0.0,0.0,0.78571,4.272,11.37317,0.0,0.0,125.0,39.63991,0.00016,0.49,2.408,-1.0,0.484422,0.1907460892108275,0.2513455868945782,85.4363325438555,0.2226068703215947,0.24625523098971056,4.586679555026853,68661.82689027427,0.1848804644840836,45315.84534017054,0.21691066756231245,90.08473419604542,0.5804945098039216,0.5372056197653214,5.343367041604627,544.4028509941968,90.47695360918566,0.23212535072267412,0.27770303706929184,0.20317623089611253,8.698832947530864,0.3024725779734813,53.462766859266495
36,236,78.9889,13.4536,72,20.5266,0,119,116,14,137,13,0.9962,82.95007,0.0,0.0,1.17857,4.287,11.4062,0.0,0.0,125.0,39.70576,0.00019,0.49,3.208,-1.0,0.535776,0.19026684447896314,0.25136137089286587,85.4176250597814,0.22194092009391742,0.24830780034534994,5.249622505398191,68716.8261321588,0.18842749028648106,45497.42908928577,0.2157935051491654,90.10404039567226,0.581404705882353,0.5372056197653137,5.425990313737545,544.1268029337539,87.4611703515084,0.23195986581749517,0.2784787758563014,0.20235555230768112,8.688802083333334,0.3024539732542382,53.551670592508195
37,237,78.7754,13.4547,72,20.4806,0,119,116,14,137,13,0.98416,82.741,0.0,0.0,0.78571,4.277,11.59618,0.0,0.0,125.0,39.79086,0.00012,0.49,2.886,-1.0,0.53731,0.1898398646613895,0.25154324869473155,85.7270992412712,0.22109317571813347,0.2497977387516276,4.912690880828552,68477.45530695833,0.18983573448137092,45196.93260708087,0.21510702876163088,90.14354567670554,0.5822274509803923,0.5355822048294828,5.444854954289511,543.863388625926,88.40596493667974,0.23189585730458237,0.2790318895651058,0.20180078519771036,8.545331790123457,0.30195862330370143,53.59491946373457
38,238,78.5304,13.2249,72,21.4472,0,119,116,14,136,13,0.9725,82.49057,0.0,0.0,0.53571,4.31,11.59559,0.0,0.0,125.0,39.80015,7e-05,0.49,3.012,-1.0,0.612314,0.18948623710860546,0.2517501399360032,86.87555690140526,0.22043335820430893,0.25205070525656703,5.81713168190369,68515.13548796768,0.19181682868787936,44789.90152816874,0.21497132887952772,90.17085366406144,0.5821286274509805,0.5333645787862592,5.5045112496226425,543.5727154268933,90.54180019576644,0.23172182799972174,0.2793890273732321,0.2013767096826553,8.503231095679013,0.30125573318143056,53.58900187928
39,239,78.3341,13.4323,72,19.4846,0,119,116,14,136,13,0.97396,82.34298,0.0,0.0,0.64286,4.299,11.39624,0.0,0.0,125.0,39.82784,0.0001,0.48,2.924,-1.0,0.582655,0.18922070726548984,0.25200525589370215,87.15790040696378,0.21964466334730567,0.25444796169489026,3.7681376238007576,68479.26734973544,0.1934099005461212,44444.1958912165,0.21490674112509126,90.1361824927854,0.5822345098039217,0.537205619765316,5.422657448047803,543.3094549318532,88.74590988133677,0.23171760740778397,0.2797697765863102,0.20189392586200794,8.66015625,0.30074266506508696,53.55621055320457
40,240,78.327,13.1762,72,19.7142,0,119,116,14,136,13,0.98604,82.29037,0.0,0.0,0.46429,4.279,11.57107,0.0,0.0,124.0,39.90956,5e-05,0.49,2.764,0.22055,0.619004,0.18888315495883795,0.2526107600841763,86.99498537534461,0.21913289698102292,0.25673054293743813,6.902171990146531,68596.48445403093,0.1947915367336181,44582.15359790192,0.2145403133980329,90.1335171108899,0.5838435294117648,0.5349879937220892,5.483218558829193,543.061028804658,88.07960817881575,0.23148643806763328,0.2805784963476971,0.2006240716967975,9.061487268518519,0.3003113133554541,53.55508159119405
41,241,78.1628,12.7825,72,20.7358,0,119,116,14,136,13,0.97724,82.17686,0.0,0.0,0.39286,4.298,11.35523,0.0,0.0,124.0,39.97097,8e-05,0.49,3.044,-1.0,0.556069,0.1889937842653212,0.2527960681370792,86.88568508488075,0.21816434212564004,0.2587517562227157,4.341899234550372,68560.896563957,0.1960028912260799,44342.29621963549,0.21444410873470474,90.1762912935345,0.5857403921568627,0.5349879937220893,5.429344331274372,542.8180812638159,85.81555266898431,0.23128792029734652,0.28055852955134536,0.20000777590886876,9.15697337962963,0.2995489265056928,53.57479688856337
42,242,78.2602,12.5738,72,20.1776,0,119,116,14,136,13,0.98271,82.22233,0.0,0.0,0.53571,4.282,11.01374,0.0,0.0,125.0,40.05728,7e-05,0.49,3.182,-1.0,0.602455,0.18920243753017452,0.2531311419358685,87.11954131350393,0.21737885859104028,0.2607100339699254,4.3103453234258895,68490.91184838701,0.19722958219473924,44188.72536061587,0.2148201974370563,90.12039774283507,0.5883462745098039,0.5349879937220893,5.342210810023746,542.585595926558,87.58092243813044,0.23101923654700546,0.2807473560798271,0.19955168274890378,9.115065586419753,0.29851350647918823,53.58245397497107
43,243,78.2727,12.1619,72,20.675,0,120,116,14,136,13,1.01175,82.28442,0.0,0.0,0.57143,4.296,10.83636,0.0,0.0,125.0,40.24801,0.00017,0.47,3.089,-1.0,0.601092,0.1894856349622815,0.2536868881151399,87.83021943503712,0.21654303757778282,0.26253021361506174,4.80055361506096,68457.4673516218,0.19869955989071258,44045.41162934173,0.21542018250939307,90.12251596932796,0.59306,0.5333645787862583,5.381050493259493,542.3486786744367,88.1317860165559,0.23076126556436752,0.28070211037613496,0.19911947419517764,9.151716820987655,0.2975403328150163,53.53199655038339
44,244,78.3882,12.1842,72,18.9514,0,120,116,14,136,13,1.01888,82.39494,0.0,0.0,0.5,4.28,10.48703,0.0,0.0,126.0,40.44216,0.00012,0.49,3.06,-1.0,0.620228,0.18964993642715508,0.2539940858754273,88.5929494681765,0.21591610467997294,0.26380291378048415,6.1206993939075165,68679.1183513389,0.19917926535232922,44605.279374202386,0.2158013856180143,90.06911473495178,0.5964098039215686,0.5349879937220913,5.2732859631862405,542.134075757423,86.8003745986902,0.23061554574913798,0.2805400688341952,0.19897476912846473,9.162567515432098,0.2969015964529769,53.4509388488016
