,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,cubcol.0.6,cubrow.0,blockiness,temporal,cubcol.0,cubrow.0.6,saturation,cubcol.1.0,movement,cubcol.0.3,cubrow.0.5,cubcol.0.5,blur,color_fulness,noise,contrast,fft,uhdhdsim,cubrow.1.0,staticness,tone
10,310,44.9894,20.3211,25,19.0566,0,118,113,11,137,12,0.99815,41.28527,0.0,0.0,5.17857,5.275,16.89592,0.0,0.0,125.0,27.16638,2e-05,0.31,1.474,-1.0,1.622071,0.17170795697557595,0.07413839312502216,0.2317591405435674,0.9308407414975792,4.594145443632916,0.07813769865680475,0.08261551269649926,61.12780724042728,0.07177253756813777,8.526089891975309,0.0758642683772884,0.07254039258513041,0.07890901498275088,16491.107707545932,83.68330011891027,0.29838154307991205,87.58149707561165,66241.98747100143,96.79139438298732,0.06681824806939411,506.69081306242435,0.413731627450978
11,311,46.2685,20.8501,26,21.6884,0,118,113,11,137,12,0.99759,42.53074,0.0,0.0,5.10714,5.278,17.44085,0.0,0.0,125.0,27.40158,5e-05,0.31,1.713,-1.0,1.570116,0.17159280679205755,0.07313509381158882,0.2321235618720714,0.9721478414968108,4.742681527061419,0.0774666783833739,0.08241215054560126,60.87948928644627,0.07184734006569964,9.461226851851851,0.07456919783185485,0.07227227041344746,0.07969701948553683,17201.69983280553,83.9207045205803,0.3005991691231398,88.29376293424528,66285.51739075177,96.65300969505549,0.06665794218451908,502.7040823560493,0.4186756862745099
12,312,47.1448,16.967,27,21.3618,0,118,113,11,137,12,1.00119,43.38409,0.0,0.0,4.82143,5.19,17.89316,0.0,0.0,125.0,27.43263,4e-05,0.31,1.685,-1.0,1.616226,0.17166036992079714,0.07235676416366559,0.2323615043659448,0.834552791908088,4.71160934660662,0.07695000556890853,0.08201047951802252,60.90107915430893,0.07220207112509722,9.376543209876543,0.07453202238663051,0.07088666533942668,0.0784169818305671,17620.92543882405,83.77240524490846,0.30059916912314133,88.16191047242764,66168.26250813175,96.5540940205083,0.06990947183515193,498.9525727949722,0.42313725490196086
13,313,46.7567,20.8709,27,16.3658,0,119,113,11,137,12,0.99716,43.05064,0.0,0.0,3.92857,5.155,14.56391,0.0,0.0,125.0,27.27182,5e-05,0.31,1.651,-1.0,1.537153,0.17231625006062654,0.07166617917675583,0.23235888038204783,0.9586386654505553,4.5702307102438455,0.07632166368957481,0.08176157897395894,60.786729789074556,0.07254656894170963,7.6031057098765435,0.0751648511085317,0.06990351934058496,0.0770873707159611,17335.46280455516,82.68356313316349,0.3005991691231423,90.23787085015161,66076.62339111415,96.63983683669058,0.07230624132316278,495.7604885775848,0.41323882352941177
14,314,45.1427,20.951,26,21.0819,0,119,113,11,137,12,1.00159,41.57585,0.0,0.0,4.64286,5.256,17.91448,0.0,0.0,125.0,26.84128,7e-05,0.31,1.677,-1.0,1.580724,0.17075986354204895,0.07103736349796284,0.2324229236708035,0.6895113350996018,4.825188999528707,0.07569806190064962,0.0814771608512264,60.95359029887635,0.07267055667883147,7.5793788580246915,0.07673113618593369,0.06957773711117499,0.07599695926375444,15698.597989375286,80.81666097571492,0.29838154307991915,87.02103034129033,65851.56493864035,96.89653476942722,0.07298814589022785,493.19598014015617,0.3987611764705883
15,315,43.8509,20.6551,25,20.2743,0,118,113,11,137,12,0.99687,40.32943,0.0,0.0,6.03571,5.344,17.98507,0.0,0.0,125.0,26.79213,3e-05,0.31,1.729,-1.0,1.647584,0.16778072722103748,0.07041895484076859,0.23245547602935274,1.0601434536809373,4.731702153837849,0.0755025671817052,0.08117263922167134,61.31538108543113,0.07264930452925553,8.575424382716049,0.07856884831493931,0.06949458851396514,0.0749934032200851,14676.911094028495,80.44165427318657,0.29838154307990966,91.81042506447189,65856.48178605964,97.05440785925813,0.07597348269326722,491.01211407555104,0.4016486274509804
16,316,43.2222,19.8858,24,18.5233,0,118,113,11,138,12,0.99999,39.69017,0.0,0.0,6.25,5.329,17.73008,0.0,0.0,125.0,26.65379,7e-05,0.31,1.704,0.38889,1.699477,0.16395426154279613,0.06993496306321645,0.23244601927902248,0.7991540007336984,4.686781460703171,0.07534769372942768,0.08108527619986441,61.46392351315345,0.07237481585670402,8.64988425925926,0.08025946844839534,0.06946580825929546,0.0741060452343706,14341.340178370561,79.90884882605087,0.2961639170366787,86.22426143476484,65814.10834351138,97.11989175401614,0.07454634996830979,488.99990890798796,0.40147923529411617
17,317,44.3468,19.1694,25,16.8563,0,118,113,11,138,12,1.00568,40.66592,0.0,0.0,4.67857,5.244,17.06768,0.0,0.0,125.0,26.79363,5e-05,0.31,1.583,-1.0,1.74988,0.16167814854298268,0.06948945237800488,0.23238239328452215,1.022620856423377,4.606437418363611,0.07529790723057377,0.08099458988422754,61.57036599995177,0.07219423187091877,8.61863425925926,0.08118913480762185,0.06938208294011725,0.07330421491422198,15339.461968118034,79.73423334497832,0.28626420903532573,89.79288022014251,65901.90030822577,96.91262863149355,0.0739389145811268,487.0030360273052,0.4056964705882352
18,318,45.1587,18.3668,25,19.8281,0,118,113,11,138,12,1.00227,41.43415,0.0,0.0,4.67857,5.223,16.45565,0.0,0.0,125.0,27.10013,8e-05,0.31,1.765,-1.0,1.719817,0.16088485021673624,0.06891682813092463,0.23203347000527139,0.9820845102568737,4.640309925947591,0.07551407659828074,0.0807440663017323,61.31594848632812,0.07206153755520783,8.845871913580247,0.08281137564170259,0.06933561953360304,0.07242807756385444,15860.510443862822,80.45343827734145,0.2923228760576156,86.5816122232821,65867.58498513658,96.79747215372622,0.07400744138385444,484.8164904870048,0.41536666666666666
19,319,46.1539,18.6141,26,19.86,0,118,113,11,137,13,0.99863,42.39415,0.0,0.0,4.21429,5.263,15.7635,0.0,0.0,125.0,27.42405,2e-05,0.31,1.625,-1.0,1.762028,0.1609939224494769,0.06844855539787865,0.23085001348634143,1.1805920838790391,4.433372602339311,0.07594956048130892,0.08037166914768762,61.10036628628954,0.07214203389516322,8.514756944444445,0.084466711716149,0.06924285638071397,0.07169585445409211,16318.640302237598,81.38401920465387,0.292322876057616,88.88677201368158,65939.26171890662,96.68466020893155,0.07686453428206322,482.62312033964355,0.42600274509803926
20,320,47.0621,18.8948,27,17.8903,0,118,113,12,137,13,0.99922,43.28124,0.0,0.0,5.82143,5.122,15.9737,0.0,0.0,124.0,27.56301,6e-05,0.31,1.59,-1.0,1.752409,0.16096248673398458,0.06801691564478417,0.22999642476501525,0.9207809605355355,4.4005809670113125,0.07661440050679384,0.08002784664444464,60.889222886827255,0.07214455835161791,9.97998649691358,0.0845994836612303,0.069182933157159,0.0710255123536141,17070.28672508478,82.1537777083856,0.2961639170366787,91.22275017710676,66054.40690152261,96.56098111137447,0.08194152334303595,480.54288691262553,0.43221725490196083
21,321,47.68,18.7249,28,18.0526,0,118,113,12,137,13,1.00156,43.86796,0.0,0.0,6.46429,5.174,16.21735,0.0,0.0,125.0,27.75494,2e-05,0.31,1.593,-1.0,1.672258,0.1613343379938871,0.06756815357495646,0.22983180609988593,0.8697888234630735,4.491826317337242,0.07756516596614331,0.07970073218878153,60.83380315333237,0.07222703827516153,9.873987268518519,0.0852638725064998,0.06909712843521604,0.07037765968723604,17529.618533884226,82.40680272448793,0.296163917036681,89.20042802040533,66175.85160844713,96.48333418887827,0.08278912345225269,478.5910303460455,0.4379270588235294
22,322,47.2993,17.8776,28,19.8358,0,118,113,12,137,13,1.0014,43.51604,0.0,0.0,3.92857,5.235,16.07173,0.0,0.0,124.0,27.84538,3e-05,0.31,1.567,-1.0,1.706624,0.16160182634369855,0.06721082214997272,0.22923982199132067,0.9863821421806412,4.666516976352536,0.07844831978804036,0.07941149524751473,61.05610430682147,0.07195409371899555,9.570842978395062,0.08552376835778258,0.06908352309400537,0.06978272259959885,17385.64365909343,82.64510996542197,0.29838154307990994,86.88545965311121,66043.89757434814,96.48689333505105,0.08151560465250711,476.85674456478114,0.4421254901960785
23,323,47.2582,17.903,27,18.6156,0,118,113,12,138,13,1.00271,43.46191,0.0,0.0,3.5,5.228,15.34442,0.0,0.0,124.0,27.81175,5e-05,0.31,1.506,-1.0,1.720139,0.16216916867875444,0.066927711790424,0.22867669971071095,1.0115608541191952,4.500209257251655,0.07921078225756548,0.07935861996978885,61.06680938343943,0.07184786061103449,9.73485725308642,0.0862904687047789,0.06914385475904225,0.06922889754967225,17417.008869436228,82.51919878012205,0.29616391703667916,85.03097340365676,66089.51179813816,96.46741230760523,0.08147125040765767,475.2735921149386,0.44256196078431376
24,324,46.9631,17.5844,28,19.0879,0,118,113,12,138,13,0.99595,43.23,0.0,0.0,4.85714,5.259,15.36305,0.0,0.0,124.0,27.75163,4e-05,0.31,1.5,0.39532,1.701899,0.16238284627508537,0.06651351382090023,0.22796868487808822,1.0077991983790167,4.767873596715758,0.07945062553756159,0.07915804482029293,61.16235897864824,0.07150666297944312,10.174430941358025,0.086735277142958,0.06898303263529279,0.06810870911425082,16991.56015583795,82.20226331339445,0.2961639170366788,86.92322940028706,65998.17797366362,96.49540962987422,0.08182927277964155,473.83316043114917,0.445344705882353
25,325,46.5034,17.4768,27,19.5967,0,118,113,12,138,13,0.99771,42.85114,0.0,0.0,4.46429,5.326,15.09058,0.0,0.0,123.0,27.73606,2e-05,0.31,1.597,-1.0,1.736174,0.162691408257081,0.06619631417668385,0.227557677432788,1.0627686406218415,4.759367556683246,0.07957579298848316,0.07911432515406398,61.38945798520689,0.07114048861000041,10.902633101851851,0.08706406295573611,0.06902937884181982,0.06909983667323269,16626.189673132238,82.16030660968444,0.29838154307990655,89.77748634669899,65894.92319415821,96.6073564440827,0.08102630220570836,472.57762529558875,0.4463772549019608
26,326,46.7691,17.3598,28,19.2683,0,118,113,12,138,14,1.00224,43.10719,0.0,0.0,4.10714,5.238,15.001,0.0,0.0,122.0,27.84644,2e-05,0.31,1.532,-1.0,1.731427,0.16309712496023787,0.06602361760440222,0.22758990892819897,0.9627376149722312,4.723463429606853,0.08006761244827248,0.07916545271249947,61.418616400824654,0.07102778202867356,10.888069058641975,0.08755653269710324,0.06926779427867953,0.06901894897846333,16955.075774362405,82.23972451168007,0.29838154307991066,89.79107297644364,66034.12923689748,96.55563823009084,0.08048250173631091,471.3620307385635,0.4483191764705854
27,327,46.8822,17.0079,28,17.6845,0,117,113,12,138,14,0.99867,43.18698,0.0,0.0,5.03571,5.206,14.90481,0.0,0.0,122.0,27.88395,5e-05,0.31,1.484,-1.0,1.672314,0.16381685063710752,0.06559588332253659,0.2270256374586954,0.875942095326149,4.754946170582139,0.07969801076179,0.07906600873793422,61.61573829179928,0.07107158931212297,10.736207561728396,0.08782093003246907,0.06934530461109271,0.06886461969936404,17181.68865757792,82.58477539673589,0.29838154307991355,89.72714595257693,66164.60361518119,96.54190805593518,0.08000662644460392,470.2526714949904,0.44677976470588177
28,328,46.7428,17.1009,27,18.0955,0,117,113,12,138,14,0.99485,43.04286,0.0,0.0,4.57143,5.259,14.60291,0.0,0.0,122.0,27.88833,3e-05,0.31,1.541,-1.0,1.688095,0.1646644148988929,0.06495288024587334,0.22642499610230693,1.0275338494094999,4.61368647751542,0.07964359599171365,0.07914935079551982,61.74124277373891,0.07122104570988146,10.606047453703704,0.08813657895754386,0.06956840024097621,0.06805093766879111,17135.829056584913,83.06295002236742,0.29838154307991205,86.67291791417598,66162.98869840507,96.60250158825077,0.0795883048991308,469.2370678388255,0.44212705882352943
29,329,46.7357,16.9971,28,19.5632,0,117,113,12,138,14,1.0012,43.06674,0.0,0.0,4.78571,5.319,14.68212,0.0,0.0,122.0,27.88269,2e-05,0.31,1.502,-1.0,1.688003,0.16509527811709365,0.06571215463090725,0.2260727946100644,0.9183417159179078,4.626994759464854,0.07956950740940433,0.07930712695307127,61.830999303747106,0.07143681286797725,10.93701774691358,0.08888085080031215,0.06978506416643848,0.06783187984589024,17009.9742388022,83.5390164883158,0.29838154307991366,86.94231535983732,66173.06586697986,96.63838276736612,0.07908695512373642,468.30043241985027,0.4361600000000001
30,330,47.7525,16.5552,28,21.6433,0,117,113,12,138,15,1.00169,43.97536,0.0,0.0,5.25,5.374,14.59807,0.0,0.0,124.0,28.11935,8e-05,0.31,1.452,-1.0,1.571758,0.16556879628794366,0.06726138725474781,0.2259359684594059,0.9085163607828263,4.751486071548277,0.0794532236571884,0.07917461673556046,61.93895712016542,0.07136872838372453,11.12866512345679,0.08956049511094996,0.07099476904881226,0.068464315054751,18197.516734095545,84.54300004130134,0.30059916912313905,87.68314379293805,66412.59189722032,96.45977074117759,0.07824245224514897,467.4253437712211,0.4363337254901962
31,331,47.9616,16.5035,28,20.0508,0,117,113,12,138,15,0.99628,44.18647,0.0,0.0,5.35714,5.337,14.21781,0.0,0.0,124.0,28.19646,5e-05,0.3,1.538,-1.0,1.533461,0.16614001864477884,0.0684598733969114,0.22568965038531014,1.1462185932099385,4.6126333909303385,0.07941139931959473,0.07921019012975167,61.91508521562741,0.07188304712560081,11.208333333333334,0.09014922192493341,0.07343669776474275,0.0697450046529176,18704.80676520884,84.63623284751101,0.30059916912314116,87.0426541886309,66628.06086952076,96.43827043370075,0.07743570260189347,466.6174422972667,0.43178039215686276
32,332,47.9481,16.5949,28,20.0916,0,117,113,12,138,15,0.9984,44.1742,0.0,0.0,4.42857,5.321,14.17161,0.0,0.0,123.0,28.28803,5e-05,0.31,1.52,0.38863,1.538441,0.16663667038471414,0.06851394460072052,0.22528154064492198,1.3834829532177266,4.737536357586581,0.07936569259137996,0.07888329304795333,61.82805266203704,0.07338567009564291,11.232687114197532,0.0901342331622766,0.07446710941406182,0.06880666352919197,18682.588269287346,84.91300340870623,0.3005991691231425,85.80330796450141,66596.67137981943,96.43536900261753,0.07710801849364306,465.8666674467168,0.43035150980392156
33,333,47.899,17.1861,28,20.9066,0,117,113,12,138,15,0.99868,44.13831,0.0,0.0,4.60714,5.408,14.24507,0.0,0.0,123.0,28.40899,5e-05,0.31,1.578,-1.0,1.526598,0.16716172253351147,0.0698713327288341,0.22505581064482444,1.1491387735604612,4.775821594314444,0.07934312440348514,0.07862250497886548,61.903065245828515,0.07472738576924773,11.636091820987655,0.09008416113182793,0.0744161160622765,0.06847963606489275,18559.452816206172,85.26247474002008,0.30059916912314294,88.05018045681706,66646.07318604265,96.43054965006624,0.07739769413378075,465.21338451240695,0.42650901960784304
34,334,47.6062,17.9098,28,20.1871,0,117,114,12,138,15,1.00319,43.89276,0.0,0.0,4.5,5.366,14.7495,0.0,0.0,123.0,28.34343,4e-05,0.31,1.542,-1.0,1.521568,0.16774224034406438,0.07065762882321823,0.2250663497906678,1.2086829841664166,4.812289190241418,0.07923192890925504,0.07863673938080913,61.66817069347994,0.0784083144313376,12.267457561728396,0.09007615655307503,0.07415230110289643,0.06819934669617875,18160.770707038777,85.15721133551105,0.300599169123144,88.18470012554639,66652.47720870224,96.43998566935736,0.07657591047124059,464.60435679390673,0.4225717647058824
35,335,47.5138,18.2288,28,20.6838,0,117,114,12,138,15,0.99807,43.8223,0.0,0.0,3.92857,5.352,15.36654,0.0,0.0,123.0,28.34116,5e-05,0.31,1.389,-1.0,1.547386,0.1680465691436263,0.07460894117723414,0.22495990158493187,1.17587163849672,4.9987030854020755,0.07905985560069527,0.07841506707860654,61.575764408818,0.08037849251631285,12.39771412037037,0.09007000882207136,0.0741406624448744,0.0681096249781099,18111.681682983744,85.1803698554499,0.30059916912314383,89.0474658540186,66649.15598844097,96.44500033027862,0.0765431434601243,464.010164073677,0.42388549019607846
36,336,47.627,18.6396,28,21.6596,0,117,114,12,138,15,0.9962,43.92165,0.0,0.0,4.10714,5.353,15.639,0.0,0.0,123.0,28.39624,4e-05,0.31,1.312,-1.0,1.530253,0.16835943296786426,0.07595527278531755,0.22504267735532194,1.4431390033681284,4.939699642214935,0.07901668307081004,0.0779029049941427,61.505618436836905,0.08243340812864186,11.981626157407407,0.0900326221247308,0.07406124295003001,0.06773990775562155,18262.774152173723,84.81843010344076,0.3005991691231436,86.17456276791638,66622.02043894683,96.42004243076062,0.07639643384621278,463.41847289505665,0.42790799999999946
37,337,47.2538,18.8204,27,19.8687,0,117,114,12,138,14,1.00005,43.5745,0.0,0.0,6.07143,5.356,15.99284,0.0,0.0,123.0,28.27637,2e-05,0.31,1.461,-1.0,1.541629,0.16884850819965225,0.07663471344189349,0.2250301842013234,0.8734867610086271,4.995272778197485,0.0789763491260363,0.07755114198278859,61.50494968743971,0.08319259036775091,12.19237075617284,0.09004983367720809,0.0738760405434994,0.06741464364466032,17973.58899150575,84.72624664575635,0.3005991691231441,88.19495090706693,66504.9860415987,96.5029320813712,0.07651755339894421,462.8966012980952,0.43090999999999935
38,338,46.8206,19.1985,27,19.9682,0,117,114,12,138,14,0.99834,43.17792,0.0,0.0,5.42857,5.299,16.13995,0.0,0.0,125.0,28.1469,4e-05,0.31,1.553,-1.0,1.470545,0.1692447440156424,0.07719501651649954,0.22512002079356525,1.4553558767680144,4.9199795610523465,0.07894875311401654,0.07706931581553089,61.427779962987074,0.08445406271689834,12.254436728395062,0.0901797000044426,0.07409650733764382,0.06699962078894871,17480.820785004555,84.80114524924348,0.30059916912314383,87.85792434947663,66365.84499548677,96.55909725196032,0.07674838279902199,462.43379619983875,0.4317286274509805
39,339,46.8477,19.3963,27,19.9687,0,117,114,12,138,14,0.99618,43.20285,0.0,0.0,3.75,5.299,16.46796,0.0,0.0,125.0,28.1157,4e-05,0.31,1.544,-1.0,1.413581,0.1693679839316109,0.07785299294191925,0.22515057960174903,1.1205743657322491,4.9888748884928935,0.07886966955260839,0.0768573102435811,61.5445541570216,0.08590856242171437,12.143277391975309,0.09026113190578655,0.07398003254766997,0.0663289669855854,17392.430619425126,84.79690966802147,0.30059916912315,86.23013032952652,66405.99781529704,96.54596873132854,0.07651044831647354,462.05678103365307,0.42922274509803926
40,340,46.8128,19.268,27,21.7359,0,117,114,12,138,14,0.99652,43.19412,0.0,0.0,4.78571,5.307,16.63733,0.0,0.0,125.0,28.01931,4e-05,0.31,1.636,0.3948,1.40856,0.1695685844282772,0.07739354706141958,0.22527758553675978,1.5354474283217467,4.984734541227051,0.07884188408263873,0.07678957054966877,61.48713571053964,0.08606345875514473,11.996624228395062,0.09034762687529964,0.0741715104762297,0.06600861914402177,17318.194207432578,84.71679279116442,0.30887546218866296,89.29288557931282,66425.01633832762,96.54597699254275,0.07595576077494029,461.73948776367666,0.4259160784313726
41,341,47.0889,19.1561,27,21.9834,0,117,114,12,138,14,0.99808,43.44007,0.0,0.0,4.35714,5.302,16.53162,0.0,0.0,125.0,27.86064,2e-05,0.31,1.541,-1.0,1.458187,0.16994897429631817,0.0776581561711242,0.22537688532459754,1.2585028649745407,4.931767375207233,0.07878852140476461,0.07692775066495777,61.211079538604366,0.08575706261640774,11.971016589506172,0.09047722842805733,0.07434621546003266,0.06633567772873841,17635.224615854982,84.5561236208943,0.30059916912314916,85.80705736985962,66329.21648713862,96.50647022414415,0.07559864014413376,461.3995814315512,0.4231627450980393
42,342,47.6061,19.1309,27,22.7215,0,117,114,11,138,14,0.99636,43.84906,0.0,0.0,3.60714,5.254,16.43658,0.0,0.0,125.0,27.80306,6e-05,0.31,1.422,-1.0,1.445621,0.17099805349578356,0.07747308883097478,0.22547349868731215,1.3835677797248613,4.9020534265823645,0.07878096000408855,0.07692929935089736,61.38042308666088,0.0855710737735961,11.923177083333334,0.09061199641955815,0.07436951822496925,0.06603945864133878,18381.68202465707,84.79873360937363,0.3044402101022051,91.44478466643916,66589.95547467619,96.43629195239237,0.07528976462185014,461.03709378052827,0.4233345098039216
43,343,48.0305,19.1543,28,22.7343,0,117,114,11,138,14,0.99803,44.25388,0.0,0.0,4.60714,5.243,16.41717,0.0,0.0,125.0,27.80437,4e-05,0.3,1.557,-1.0,1.472605,0.1722928342167159,0.07712632969967409,0.22561538519165059,1.3959559710365366,4.99835254494721,0.07872699808709939,0.07703308324070478,61.43632771056375,0.08519293862269009,12.129677854938272,0.09077665278129894,0.07437339567620024,0.06575144115482155,18991.66542817192,84.51477898009475,0.306657836145436,90.13779507659089,66673.91748974193,96.36352088842999,0.0750648674562161,460.61972366671296,0.4270050980392156
44,344,48.2715,19.051,28,22.2992,0,117,114,11,138,14,1.00064,44.44808,0.0,0.0,3.42857,5.267,16.436,0.0,0.0,125.0,27.91979,5e-05,0.3,1.533,-1.0,1.393324,0.17377145421401133,0.07680678147099149,0.22577288044228014,1.1124852215567287,5.016328196894707,0.07868891707374552,0.07685280247864568,61.46787290219907,0.08520560867295018,11.774353780864198,0.09106886107160615,0.07422402763937719,0.06565149714775417,19415.556983405673,84.56411279113048,0.30665783614543485,87.83387843009234,66656.12278300458,96.29847535447053,0.07476163027395392,460.2287293555431,0.4302627843137255
