,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,fft,blur,blockiness,tone,cubcol.0.5,cubcol.1.0,color_fulness,movement,cubrow.0.5,cubrow.0.3,cubcol.0,saturation,cubcol.0.6,temporal,cubrow.0,staticness,cubcol.0.3,uhdhdsim,noise,cubrow.1.0,cubrow.0.6
16,116,62.3318,21.8379,34,35.5745,0,122,118,9,135,14,1.0003,56.83979,0.0,0.0,0.07143,8.073,18.33714,0.0,0.0,125.0,33.61006,0.00382,0.39,18.041,0.12989,0.180215,88.44023116805738,69280.64169134044,62021.72416000158,1.5214806891325967,0.5204470588235295,0.19391817917494947,0.07766773788293364,78.13022111807126,10.697916666666666,0.11456703502532385,0.0395358236121812,0.04961955231144822,43.30131210515529,0.1987637867314905,6.183322518375953,0.0153790958781688,433.71057184477075,0.2786952548340233,82.62029555328277,0.43020802102089895,0.027042601332767174,0.08763152211352862
17,117,62.1811,21.6254,34,37.8624,0,122,118,9,135,14,1.01246,56.74138,0.0,0.0,0.0,7.769,18.7364,0.0,0.0,125.0,33.93074,0.00366,0.39,18.258,-1.0,0.182949,88.3483369680665,69302.46307803948,59902.171973402335,1.6021453149286022,0.5250818627450969,0.19202540883111177,0.07759844550329138,78.46447625925431,10.854552469135802,0.11396845991186987,0.03876129327124867,0.05402612994450816,43.415144743742765,0.19670858768183277,6.238681508026398,0.015261227977371358,430.3734286784042,0.2753235581475368,82.6071526384273,0.4302080210208981,0.02706840969293311,0.08745459094003503
18,118,63.1562,21.37,35,38.0081,0,122,118,9,135,15,1.01356,57.57155,0.0,0.0,0.07143,7.653,18.55561,0.0,0.0,125.0,34.13581,0.00388,0.39,17.592,-1.0,0.193497,86.23684843624036,70186.664135814,62781.08867679567,1.731233785360966,0.5297400000000001,0.19164647543824678,0.07766629486700175,78.5759491378407,10.65451388888889,0.1129693598217873,0.03818010978905594,0.05612313542427979,43.58391410921827,0.19278203322714701,6.22643892338684,0.015368343143867565,427.36206166463256,0.2713467967615023,82.35008801352174,0.4302080210209011,0.02725522679784761,0.08831580516061294
19,119,63.812,21.4793,35,39.2362,0,122,118,9,135,15,1.01569,58.15257,0.0,0.0,0.17857,7.405,18.34047,0.0,0.0,125.0,34.14336,0.00383,0.39,13.633,-1.0,0.204491,86.28696431511186,71640.69937029845,63211.27461023653,1.9982808086030903,0.5324854901960785,0.1920577519160599,0.07862234262515881,78.56591035562154,10.332947530864198,0.11255307428509626,0.03777669197083425,0.05863078508955601,43.74622260199653,0.1902240975423884,6.185183894363915,0.015430730847726256,424.71055280635477,0.26840815208485186,82.337275259529,0.43020802102090094,0.029250180592394877,0.08959497148943196
20,120,64.629,21.0498,35,39.1896,0,122,118,9,135,15,0.99393,58.83293,0.0,0.0,0.03571,7.176,18.43511,0.0,0.0,125.0,34.16516,0.00387,0.39,12.497,-1.0,0.20409,85.57900248396926,72685.40333980262,67121.30252109762,1.8058584366767134,0.5332525490196078,0.1916792465209455,0.07913507436262975,78.0805046805487,11.653452932098766,0.1117950378550645,0.0378218082397847,0.06175937390596013,43.841052020037615,0.18820062213078612,6.156701169989778,0.015539299020521759,422.3399427668293,0.2659368044874948,82.38513766590545,0.42799039497767394,0.03158123507517129,0.09160331251946068
21,121,66.4185,20.5566,36,40.5505,0,122,118,10,135,15,0.98979,60.35153,0.0,0.0,0.0,6.785,18.06435,0.0,0.0,125.0,34.08906,0.00377,0.39,10.836,-1.0,0.190051,85.26735296119548,74607.59243001005,73114.57984624324,1.9711600446860151,0.5309976470588236,0.19084648831568357,0.07922326705945155,78.3692648862157,11.607494212962964,0.11019098545540519,0.038285008167000055,0.06458651234762004,43.84686260458864,0.18696094148268017,6.137225649810958,0.015704612811051396,420.18719590912474,0.2636403921985417,82.27151699535176,0.42636698004183704,0.03239414397890191,0.09176840093792552
22,122,67.6673,20.6395,36,37.2803,0,122,118,10,135,15,0.98203,61.43281,0.0,0.0,0.14286,6.553,17.63742,0.0,0.0,124.0,33.99084,0.00396,0.38,9.748,-1.0,0.204904,83.97361674636502,75431.90573087355,75063.74894474652,1.805214511908291,0.528384705882353,0.19130556035039373,0.07945010683757756,78.65093462834906,11.256655092592593,0.10981806491214055,0.03853283329912781,0.06764233848407963,43.8007938714675,0.1851231396736234,6.143218448740905,0.01627903130746274,418.23819976993246,0.2617694571807192,82.29573577770225,0.42799039497767416,0.03322517097417688,0.09362491980522673
23,123,66.9238,20.8945,36,39.1879,0,122,118,10,135,15,0.97008,60.86283,0.0,0.0,0.0,6.624,17.7083,0.0,0.0,125.0,33.85392,0.0038,0.39,9.07,-1.0,0.191499,85.84654029697344,74480.30583158761,71964.81292926898,1.7339682704099744,0.5269980392156863,0.1914054211143092,0.07953029857468547,78.96245859700433,11.160252700617283,0.11016466319354902,0.03834359264605815,0.07090440501849941,43.72386734573929,0.1840044885194557,6.1619171602901135,0.016364891140669195,416.45293894147994,0.2594988426102473,82.2563110759638,0.4302080210209008,0.034151063372232546,0.09646616395401023
24,124,65.6856,20.9887,36,37.8976,0,122,118,10,135,15,0.97773,59.79946,0.0,0.0,0.0,6.936,17.92815,0.0,0.0,125.0,33.69051,0.00367,0.39,9.117,0.13336,0.16825,85.47132251129952,72960.80817234129,67280.09449220455,1.7729044318986276,0.5230337254901961,0.19073912294206033,0.07943078277609836,79.58719450958594,11.391541280864198,0.10764024065085295,0.039314316331864295,0.07387074942844003,43.65436770592207,0.18279069823644656,6.204391251977358,0.01692508129828866,414.8192298812444,0.2569283389674151,82.43238738217025,0.43020802102089944,0.035040635618941565,0.09800550927810411
25,125,64.9376,21.5822,35,36.7836,0,122,118,10,135,15,0.97842,59.17147,0.0,0.0,0.03571,6.91,18.00653,0.0,0.0,125.0,33.64446,0.00329,0.38,8.69,-1.0,0.174422,85.80537461977661,72516.30618568922,66270.86902043172,2.3764171490220387,0.5201572549019609,0.19038502677599473,0.07949067480650518,80.72689823395858,12.13353587962963,0.10641802764460238,0.04045751882435294,0.07697112938017414,43.56304592556424,0.18165201757245855,6.260406241646176,0.017521673298742563,413.3676036796134,0.25425989879165245,82.8182158424238,0.4302080210209014,0.035979641004791896,0.10024298808308574
26,126,64.4719,21.4763,36,35.5671,0,122,118,10,135,15,0.97522,58.78081,0.0,0.0,0.14286,6.674,18.51622,0.0,0.0,125.0,33.64867,0.00338,0.38,8.279,-1.0,0.185239,85.76725685055223,72601.61881207877,64586.574217047404,1.569069184021896,0.522121568627451,0.1896151132040311,0.07928584169299073,81.32990658433785,12.437114197530864,0.10520420270370971,0.04086660127813213,0.07997445669796867,43.5591581368152,0.18058420390087196,6.308913781354588,0.01740226683805623,412.04765988026344,0.25049382643381946,82.66577891453217,0.43020802102090244,0.03711452267311638,0.10445447670562476
27,127,64.5631,20.9328,36,37.6342,0,122,118,10,135,15,0.97882,58.87658,0.0,0.0,0.07143,6.576,18.42678,0.0,0.0,125.0,33.64884,0.0035,0.39,8.501,-1.0,0.171325,85.33951760048218,73088.3703084032,63753.63972760049,2.1080118199338034,0.5207882352941177,0.18868744506969995,0.07916863446470544,81.59402649760031,12.231770833333334,0.10441982449806651,0.04134168892053711,0.083753181942857,43.45282264992043,0.1796437789876065,6.286853165948404,0.018388620409291203,410.8821701239994,0.24682236218994413,82.61531722725296,0.4302080210209059,0.03839091572265596,0.1057169574452012
28,128,64.2655,21.0638,36,36.488,0,122,118,10,135,16,0.97609,58.64235,0.0,0.0,0.39286,6.72,17.96123,0.0,0.0,125.0,33.6123,0.00361,0.39,8.649,-1.0,0.173475,87.2454860026834,73088.61432612226,61700.501068266036,1.9501517555411467,0.5183407843137254,0.18808809098308993,0.0792298454449286,82.33268018447073,12.053144290123457,0.10374144312421708,0.0417102458870569,0.08769087840883841,43.357359521182964,0.17897932186197307,6.231179017616849,0.01931225875687466,409.88456604601276,0.24481235062379178,82.88651907263763,0.4324256470641335,0.039155322387589855,0.10508374005179574
29,129,63.4345,21.2572,36,37.4196,0,122,118,10,135,15,0.99127,57.91803,0.0,0.0,0.0,6.89,18.07492,0.0,0.0,125.0,33.34451,0.00343,0.39,9.137,-1.0,0.169044,88.40623675361965,72062.61677235505,62081.584422868655,1.7466249359473316,0.5132058823529411,0.18835612149768444,0.07924746725445493,82.00044311720853,12.12524112654321,0.10426483190340576,0.04191922773483692,0.0899864960805965,43.3366650239921,0.17864455332790602,6.236916140400385,0.019056032031321148,409.0793810385226,0.24251645101489858,82.77702476066071,0.43020802102090877,0.038419633259334784,0.10395153735287968
30,130,62.4774,21.25,35,41.253,0,123,118,10,135,15,0.9882,57.07429,0.0,0.0,0.17857,7.423,18.24027,0.0,0.0,125.0,33.08582,0.0035,0.38,7.854,-1.0,0.178061,89.30547742881674,73307.64426307745,56505.24513200823,1.739071437437001,0.5065392156862745,0.18830574028721675,0.07932641750455814,81.64258527485836,12.685185185185185,0.10568651597977892,0.04215102951547137,0.09164675503003751,43.2569659197772,0.17863076342572395,6.293818207872297,0.018951959201562212,408.3135163118022,0.24094058581692399,82.95466804740776,0.4302080210209039,0.03807547175056974,0.10349238549080178
31,131,61.3241,21.1419,34,41.5655,0,123,118,10,135,15,0.9917,55.98815,0.0,0.0,0.0,7.883,18.23055,0.0,0.0,125.0,32.86923,0.00344,0.38,9.808,-1.0,0.176548,85.467131083935,71568.41084936753,55750.6022883971,2.5615262347627032,0.5019549019607843,0.18790862039215528,0.07911734775425236,81.14708495716991,13.019338348765432,0.10771645211703455,0.04224942038018237,0.094033599855316,43.10417815785349,0.17872914937461237,6.352241498988463,0.018727713439020938,407.44395794195094,0.24031279672947958,82.9727963100407,0.4302080210209014,0.037726500816259625,0.10297618099916349
32,132,60.7435,21.124,33,36.7919,0,123,118,10,135,14,0.98589,55.45139,0.0,0.0,0.0,8.236,18.13494,0.0,0.0,125.0,32.68659,0.00353,0.38,9.043,0.1286,0.172292,87.82709409926,70751.01578268406,52905.57564922242,1.4569834123271508,0.49982784313725487,0.18860257396410995,0.07908491961567547,81.1037845572459,13.235725308641975,0.10855405482667412,0.042421211349662466,0.09602858709157056,43.00486585828993,0.17877876954900787,6.357190764897362,0.018572068970250932,406.4191329118615,0.23947458127488608,83.05874931665701,0.42799039497767555,0.03739228960848152,0.10234431928964996
33,133,61.159,21.2153,33,36.6102,0,123,118,9,135,14,0.98728,55.78933,0.0,0.0,0.07143,7.773,18.12407,0.0,0.0,125.0,32.45459,0.00353,0.38,8.59,-1.0,0.180157,85.5675439712972,71872.44467777837,54503.30732922808,2.4479951409632026,0.4960701960784314,0.18956913242421985,0.07917776098537616,80.57870568888879,13.318190586419753,0.1099479660549203,0.042678277489009334,0.09823592231621374,42.78512855812355,0.17814450822854475,6.344252612921697,0.018430230940635266,405.246055452343,0.24444129649483384,83.03043420256105,0.4279903949776718,0.03704994171612119,0.10223844777691786
34,134,60.9604,21.5632,34,38.5744,0,123,118,10,135,14,0.98922,55.62473,0.0,0.0,0.39286,7.73,18.19881,0.0,0.0,125.0,32.33986,0.00312,0.39,8.558,-1.0,0.17102,87.4467870405734,72369.99039683331,53339.706313051574,2.0394989896196076,0.49406235294117634,0.1892026220398036,0.07897275721712044,80.57288796909907,13.55714699074074,0.11095179646078962,0.042930873995874724,0.10064851173986851,42.82070357711227,0.17753496783436262,6.329645079204971,0.018296667201424033,404.0065701663162,0.24420467352344266,83.22127040472431,0.4241493539986143,0.036728954020229056,0.10244955598394512
35,135,61.3579,21.9318,34,38.4324,0,123,118,10,135,14,0.97717,55.97137,0.0,0.0,0.25,7.409,18.5043,0.0,0.0,125.0,32.25472,0.00326,0.38,8.961,-1.0,0.180996,88.2333655272424,72287.89376939845,54389.13539720432,1.682964544146834,0.4934309803921569,0.1896067440697357,0.07881288234670399,80.31192114663577,14.01027199074074,0.1096218697621541,0.043145986009637996,0.1037322665745679,42.68955240131896,0.176804423095362,6.299255104588572,0.01817169184738023,402.72851850037836,0.24536331869928207,83.20396393950928,0.42414935399860904,0.036482344550696884,0.10250639584026117
36,136,61.7091,22.3297,34,36.1727,0,123,118,10,135,14,0.9942,56.29706,0.0,0.0,0.46429,7.222,18.81712,0.0,0.0,125.0,32.13725,0.00311,0.38,8.304,-1.0,0.191526,85.64845438716802,73230.64172575672,54050.90114300979,1.1533551340271686,0.4935588235294117,0.1890101168023968,0.07867960112160534,80.18716687622035,14.14626736111111,0.10835480624668843,0.04346458449025158,0.11335656871766372,42.71993811336564,0.17633717020749837,6.231555306611011,0.01806451206985559,401.44049826809993,0.243201234776394,83.14698181651524,0.4235551428912056,0.036213809990526875,0.10335502869347815
37,137,61.9934,22.5364,35,38.3879,0,123,118,10,135,15,0.99198,56.57633,0.0,0.0,0.28571,6.982,19.15408,0.0,0.0,125.0,32.17598,0.00302,0.39,8.918,-1.0,0.189973,85.55427721250369,73551.68500685946,53898.848757112966,1.278275154763447,0.4966376470588235,0.18916280768417987,0.0786573445470539,79.92418800716578,13.96826774691358,0.10725784279168254,0.0438219821006601,0.1264650874133662,42.76839079680266,0.175949806876062,6.18096490009395,0.01795586610211181,400.1348140540727,0.2430221403707596,83.22871519522363,0.42414935399860826,0.03601101995014792,0.10369965137073732
38,138,60.8504,22.9094,34,37.0117,0,123,118,10,135,15,0.98298,55.61039,0.0,0.0,0.42857,6.684,19.33152,0.0,0.0,125.0,32.15739,0.0026,0.39,8.376,-1.0,0.197102,86.54381046456658,73351.6784887904,49939.62655883435,1.662582930817432,0.49809243137254794,0.18900256994940995,0.07864431995220088,79.83183362974295,13.855034722222221,0.10713666381894336,0.044154081397696436,0.13892296539818766,42.875801934136284,0.17567355276675753,6.175075519981042,0.017859421298200975,398.8148315824683,0.2411341719440817,83.72739120100556,0.4279903949776704,0.03577002157902654,0.10415632974773181
39,139,59.5708,23.0775,34,35.477,0,123,118,10,135,15,0.98029,54.50348,0.0,0.0,0.14286,6.905,19.65997,0.0,0.0,125.0,32.21226,0.00253,0.39,8.015,-1.0,0.181872,84.1313779138579,73511.19513719532,45606.741904762224,1.9203448916814665,0.5024320392156839,0.18922160344785938,0.07854457248279086,80.0321268531441,13.851417824074074,0.10713167669879774,0.04430873553345792,0.14647272744131326,43.043616965964986,0.1756434810595503,6.199638351492804,0.017775991060007063,397.46401578305773,0.23923292481945377,84.14051324940874,0.4279903949776677,0.03557722154220285,0.10404522171098844
40,140,59.1424,22.6602,35,36.282,0,123,118,10,135,15,0.98834,54.16531,0.0,0.0,0.71429,6.815,19.80451,0.0,0.0,126.0,32.36898,0.00242,0.39,8.732,0.12603,0.173359,88.03862316637985,73474.53833412837,43765.158457123536,0.9556148526189581,0.506183137254902,0.1905883823086176,0.07852182780746654,80.24393966187371,13.867959104938272,0.10705654829294849,0.04445871744232842,0.15287145864267743,43.274508629316166,0.17625040833320807,6.195721781709355,0.017707374139353575,396.1356977793185,0.2372993862539829,84.30262721162183,0.42799039497767316,0.03538633934998645,0.10436183083872415
41,141,59.5905,22.9331,35,37.8881,0,123,118,10,135,15,0.99301,54.64821,0.0,0.0,0.17857,6.914,19.45041,0.0,0.0,125.0,32.5088,0.00269,0.4,7.446,-1.0,0.178041,85.40721761927755,73248.31538238465,43509.440954281876,1.1368730233082016,0.5105705882352941,0.191483707672301,0.07849270312874262,80.72424402679613,13.682773919753087,0.1062737486086592,0.044483675691512944,0.15985376716281677,43.16967189459153,0.17757005616556434,6.149705897000178,0.017658014170972666,394.8250538884148,0.2356810147014686,84.15693500010322,0.4302080210209014,0.03521904773618793,0.1058207345814252
42,142,59.2361,23.1584,36,39.3248,0,123,118,10,135,15,0.99318,54.42024,0.0,0.0,0.07143,6.837,19.67901,0.0,0.0,125.0,32.6136,0.00265,0.4,7.312,-1.0,0.162283,86.78981468734698,73645.45834326402,42011.105017996924,0.9622000355818242,0.5136592156862746,0.19314239327496627,0.07839857624354311,80.83660178930201,13.501591435185185,0.1056761453477672,0.04462313736640446,0.16924346008824778,43.08064853997878,0.17722275754456526,6.124550051185418,0.017648754835694676,393.58624391241017,0.23425865160531475,84.42318039187037,0.43020802102091055,0.0350687287957454,0.10771662318980744
43,143,59.3547,22.9731,37,39.9458,0,123,118,11,135,16,0.99803,54.60033,0.0,0.0,0.21429,6.892,19.87236,0.0,0.0,126.0,32.71225,0.00242,0.41,8.306,-1.0,0.147142,88.95415242365188,73206.71891055682,40937.20614610071,1.6001370241247646,0.5157933333333333,0.19482851573588067,0.07838372966060707,80.92439043608653,13.52686149691358,0.10559564876324157,0.04485295035238685,0.1705812595065621,43.139043172200516,0.17778314118862978,6.093165003048287,0.017674723852383275,392.41413436802617,0.23298911597998345,84.29680039807069,0.43686089915059756,0.03493854352387403,0.10945203043405184
44,144,59.4893,22.6155,38,38.5258,0,123,118,11,135,16,0.99007,54.77348,0.0,0.0,0.53571,6.801,19.71459,0.0,0.0,126.0,32.86068,0.00255,0.4,6.492,-1.0,0.130866,84.96469528419976,73326.35714208381,41038.31769842624,1.4740718738318237,0.5214850980392156,0.1966770527088686,0.07850308826778174,81.00011943754382,13.307050540123457,0.10583119385174306,0.045102807067882195,0.17056543314386527,43.19727278344425,0.17970732977612638,6.018432242081037,0.017771118868345412,391.3637819016041,0.23181669648487777,84.4254486444003,0.43464327310736567,0.03486915555643401,0.11059445695588432
