,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blur,movement,tone,cubcol.0.3,cubrow.0.5,cubrow.1.0,saturation,noise,blockiness,cubcol.0.6,contrast,cubrow.0.3,uhdhdsim,cubcol.0.5,cubrow.0.6,color_fulness,cubcol.1.0,cubrow.0,staticness,fft,temporal,cubcol.0
17,317,65.6345,2.92649,30,3.79804,0,107,131,7,125,5,0.98912,58.78626,0.0,0.0,3.10714,3.943,2.56761,0.0,0.0,126.0,59.22848,0.00046,0.28,1.441,-1.0,7.882861,60342.958838561026,1.3931327160493827,0.8526917647058824,0.11129775050197513,0.14817483203083417,0.10223636580675362,32.47346327039931,0.20793653046654173,1.6609584553142258,0.22701552258026458,94.07982038999893,0.2614347148113308,89.4290686705341,0.22041021334701058,0.127493189601194,160.68871748384518,0.005424667633653975,0.10170233663530034,539.1441769811909,70630.89165049673,2.331172424486268,0.005081585826583985
18,318,65.5721,2.96534,30,3.87141,0,107,131,7,125,5,0.99074,58.72493,0.0,0.0,3.92857,3.932,2.46943,0.0,0.0,126.0,59.20313,0.00039,0.29,1.313,-1.0,7.919975,60137.360389360416,1.2541473765432098,0.8532196078431373,0.11197439355553475,0.14820335919636488,0.10220859671330584,32.45663226092304,0.20793653046654248,1.6942299591238448,0.22685629467903023,94.30702669573884,0.26220376989198746,89.4389974568781,0.2203841632225979,0.12746822600452634,161.20588069857732,0.005429731560315861,0.10175896048372997,538.9460622210264,70592.9331099809,2.2915544655473408,0.005137140877263535
19,319,65.7348,2.96026,30,3.92132,0,107,131,7,125,5,0.99536,58.89601,0.0,0.0,3.46429,3.928,2.50652,0.0,0.0,125.0,59.27771,0.00046,0.29,1.467,-1.0,7.909785,60598.366241723736,1.1181520061728396,0.8537929411764706,0.11270922036113408,0.14836079102579974,0.10226657965671736,32.50788276578173,0.20793653046654462,1.6621965595509027,0.22682849441585798,94.15614174467844,0.262702636285137,89.39393278772917,0.22035644171497232,0.12753016684831986,161.3027616066829,0.0054110700322809084,0.10187614819378016,538.8043820540258,70666.35142047123,2.2698128865885523,0.005144812692207951
20,320,65.6798,2.93139,30,3.72544,0,107,131,7,125,5,0.98624,58.85732,0.0,0.0,3.96429,3.94,2.49843,0.0,0.0,125.0,59.26241,0.00043,0.28,1.468,-1.0,7.955176,60347.014875700115,1.495997299382716,0.8541360784313725,0.11329656842283858,0.14850552325222044,0.10219982492579832,32.51237205222801,0.20793653046654292,1.686280037867098,0.22664924535863598,94.40963873917542,0.26296921890565167,89.42626905346904,0.22033699095927037,0.12753444521335963,161.39752219510726,0.005370089211403015,0.10192159846426688,538.5916410499196,70629.5755074875,2.2616277975157373,0.005102213153714411
21,321,65.7821,2.81142,30,3.57429,0,107,131,7,125,5,0.98591,58.94808,0.0,0.0,3.25,3.939,2.48013,0.0,0.0,126.0,59.28942,0.00039,0.28,1.557,-1.0,7.879918,60694.99893211617,1.3720100308641976,0.8545666666666667,0.11360254055057087,0.14854082144127467,0.10221067602458311,32.410118385597514,0.20793653046654315,1.7498073099644427,0.22653150776992087,94.23534540711394,0.26316655954207,89.39557581373946,0.22042522307190132,0.12767446247491135,160.96710029389584,0.005384185407668341,0.10190934757579345,538.4436516850193,70628.85253739545,2.2572788213840878,0.005074245168077656
22,322,65.7636,2.65216,31,3.6247,0,107,131,7,125,5,0.9823,58.93437,0.0,0.0,3.17857,3.927,2.3701,0.0,0.0,125.0,59.29003,0.00035,0.28,1.41,-1.0,7.941617,60539.02950159444,1.2743537808641976,0.8551101960784313,0.11416286957178359,0.1486421149662219,0.10233834201379642,32.58769037694107,0.2079365304665429,1.77390371045913,0.2264231510533257,94.43570914703129,0.2633531737186243,89.4140094420743,0.22037024340827352,0.12775621597935227,161.07532665041182,0.0053824405243585215,0.10192130874708132,538.2471059134251,70600.73350056348,2.2327602783658054,0.005092884115760938
23,323,65.8595,2.37324,31,3.58431,0,107,131,7,125,5,0.98595,59.03703,0.0,0.0,3.71429,3.932,2.23485,0.0,0.0,126.0,59.31229,0.00038,0.28,1.541,-1.0,7.925233,60721.41207323113,1.1903452932098766,0.854841568627451,0.11476109596360551,0.14875253294993407,0.10233722095074303,32.44907803005642,0.20793653046654315,1.8677860954384442,0.22636281398638636,94.3412289352846,0.2633972465198305,89.3916801790391,0.2202583610676172,0.12785023328082917,161.1727703930011,0.005372082206264969,0.10196387756424977,538.1024995350106,70709.77333677345,2.164462910598845,0.005040719159734964
24,324,65.8302,2.25201,31,3.30929,0,107,131,7,125,5,0.98523,59.02287,0.0,0.0,3.64286,3.932,1.98413,0.0,0.0,126.0,59.28456,0.00038,0.28,1.494,0.4555,7.931442,60588.97420865429,1.1632426697530864,0.8549019607843138,0.11525698818246762,0.1488062318087102,0.10229688070608799,32.59333198453173,0.20793653046654315,2.029206086107017,0.22625803077206325,93.10011085393033,0.2635002887547348,89.41251816520271,0.22027419158586872,0.1280065808117725,160.89672061037123,0.005362736308970386,0.10196437526707233,537.9072207696755,70671.91846200243,2.082413956089533,0.005041702882382656
25,325,65.8789,2.40464,31,3.18734,0,107,131,7,125,5,0.9856,59.063,0.0,0.0,3.25,3.951,1.88356,0.0,0.0,126.0,59.32293,0.00035,0.28,1.548,-1.0,7.939087,60834.428625874236,1.3519965277777777,0.8551698039215687,0.11594139519441912,0.1488313531486754,0.1023355279946424,32.559239517023535,0.20793653046654892,1.8833763573910776,0.2261412691874378,94.0918616315082,0.263575298057782,89.39616035982664,0.220283341534743,0.12821970872699645,160.90074904763753,0.005364998192348761,0.10200567360341764,537.7704862298071,70639.07018494286,2.0430182994437764,0.005074820157745408
26,326,65.7723,2.63037,31,3.32459,0,107,131,7,125,5,0.98441,58.98072,0.0,0.0,4.14286,3.948,2.01686,0.0,0.0,126.0,59.3051,0.00039,0.28,1.502,-1.0,7.954943,60476.02003074365,1.2466242283950617,0.854841568627451,0.1162578400329476,0.14888004900778168,0.10250099310891819,32.61717374825183,0.21177757144560574,1.844125576875341,0.2260120795348274,94.13420008202722,0.2636628821754036,89.42011705083657,0.2202995279789024,0.12842835649630352,161.27895406830254,0.005339140972319782,0.10203661042203804,537.6061845252435,70627.06224188293,2.064158790175715,0.0050349067893135
27,327,65.7884,2.80114,31,3.32514,0,107,131,7,125,5,0.97494,59.00417,0.0,0.0,3.46429,3.918,2.21647,0.0,0.0,126.0,59.33511,0.00044,0.28,1.591,-1.0,7.841202,60596.29151155831,1.2098283179012346,0.8551698039215687,0.116679853510791,0.14890935912318942,0.10277845770270119,32.58199715319975,0.20793653046654792,1.646326660470121,0.22598405916051395,94.42722389423132,0.26373941659366584,89.40309273749457,0.2202982066601596,0.1286072211858284,160.947050093699,0.005310649578733531,0.10208286423451103,537.4894619100693,70598.25605630265,2.083609163838973,0.005047435949512785
28,328,65.7405,2.97852,31,3.53856,0,107,131,7,125,5,0.97629,58.96164,0.0,0.0,3.32143,3.944,2.36589,0.0,0.0,126.0,59.31718,0.00041,0.28,1.486,-1.0,7.939279,60453.857541831574,1.2228491512345678,0.8554596078431373,0.11712252695690505,0.14891395982810576,0.10297153702005145,32.647380499192224,0.21621282353205432,1.6226530139505262,0.2259149503968386,94.48630770184286,0.2637984431281719,89.39713705713841,0.22031219071079686,0.12873938095273982,161.33998738354745,0.0053249627904180235,0.10206886090648716,537.3562477672709,70644.27528986262,2.100686371273131,0.00503216350011801
29,329,65.806,3.22587,31,3.48649,0,107,131,7,125,5,0.97903,59.03842,0.0,0.0,3.35714,3.923,2.51962,0.0,0.0,126.0,59.35175,0.00045,0.28,1.639,-1.0,7.909217,60675.89662277483,1.3194444444444444,0.8562105882352943,0.1174527510016232,0.148947973794806,0.10293000509307221,32.66206265673225,0.2117775714456164,1.6172495165179703,0.22592110179425062,90.41241577150066,0.26383140107602376,89.39087099159201,0.22031097742592018,0.12886886687611646,161.83930668657231,0.00530363557581969,0.10205149959711286,537.2587671027582,70655.52666329221,2.087695779796827,0.0050029643685941426
30,330,65.7163,3.39199,31,3.4241,0,107,131,7,125,5,0.97702,58.943,0.0,0.0,3.35714,3.899,2.73383,0.0,0.0,126.0,59.33201,0.00043,0.28,1.443,-1.0,7.953811,60351.7871792909,1.5264756944444444,0.8554745098039216,0.11722511703311536,0.1489462169549043,0.10313889807096092,32.71480776939863,0.2101541565097681,1.7466101341682094,0.22582510736154882,90.39578937207716,0.2637443548498113,89.42350142528386,0.2202724993696421,0.12901306134214993,161.3992741508238,0.005308905661300897,0.1020667657830433,537.1548763970926,70699.45335003383,2.0982877627946617,0.005006058627433649
31,331,65.7628,3.48081,31,3.49567,0,108,131,7,125,5,0.97616,59.00597,0.0,0.0,2.96429,3.88,2.88018,0.0,0.0,126.0,59.3619,0.00041,0.28,1.485,-1.0,7.93195,60579.824356059464,1.5618248456790123,0.8557501960784315,0.11685378916901193,0.14892252946921752,0.10326008347965161,32.64078663013599,0.2079365304665448,1.790932175202691,0.22574469372784742,94.0883190278958,0.26382996753986854,89.40244748209875,0.22026468259044207,0.12910931214936905,160.9445626683557,0.005288756825670304,0.10205830254347395,537.0858074467722,70559.823074859,2.141808523187822,0.0049741353907467615
32,332,65.7211,3.4329,31,3.8137,0,108,131,7,125,5,0.97488,58.9576,0.0,0.0,3.17857,3.91,2.95292,0.0,0.0,126.0,59.35214,0.00037,0.28,1.467,0.45589,7.999492,60376.63468114262,1.5694926697530864,0.8557125490196078,0.11592503470133228,0.1488745330585862,0.10320673023194248,32.80188666449653,0.20793653046654378,1.8248111101162705,0.22560115169067846,93.33776002529652,0.2637931362627712,89.43787717471308,0.22033575402341576,0.12920817322707456,161.2329584148326,0.005285888830430277,0.10207353932902627,537.0220255413319,70590.4723745069,2.151696450351381,0.004942733205390957
33,333,65.8042,3.36747,31,3.77266,0,108,131,7,125,5,0.97286,59.02896,0.0,0.0,2.92857,3.911,2.91438,0.0,0.0,126.0,59.37369,0.00041,0.28,1.647,-1.0,7.959062,60684.070492303035,1.5505401234567902,0.8551698039215687,0.11473844011152824,0.14877631862120574,0.10338660600571536,32.68297397943191,0.21399519748883059,1.8667547457316198,0.22545226075316951,94.32862950633299,0.263829943373294,89.40975609977023,0.2203519321937132,0.12946331268233166,160.38850252559843,0.005276228241810842,0.10207532597458985,536.9894295353618,70691.06582605543,2.1622957900915725,0.004913588189180514
34,334,65.7468,3.24613,31,3.80542,0,108,131,7,125,5,0.9778,58.97904,0.0,0.0,3.60714,3.885,2.85633,0.0,0.0,126.0,59.36578,0.0004,0.28,1.529,-1.0,8.027852,60467.6597540889,1.5461516203703705,0.8557729411764707,0.11354467848091872,0.14877190636698395,0.10323090347681045,32.835250666112074,0.20793653046654384,1.8946382413836738,0.22534650451559135,93.29269089538717,0.26388985771042184,89.43318132031698,0.22032543593391596,0.12995036533325888,160.9601546184761,0.005260220712925564,0.10214064036527246,536.9516035974043,70580.2899379688,2.1402274175703275,0.004903675629763607
35,335,65.8227,3.16663,31,3.62489,0,108,131,7,125,5,0.98677,59.04911,0.0,0.0,2.82143,3.908,2.75338,0.0,0.0,126.0,59.38627,0.00036,0.28,1.676,-1.0,7.959031,60742.60317816926,1.6596257716049383,0.8551698039215687,0.11231428888550612,0.14871832403010846,0.1032554024357601,32.67466076509452,0.2139951974888347,1.7224623566622272,0.2251771580520375,94.46386067373565,0.2640338955211697,89.4074051039877,0.22025836779327757,0.1301067146267496,160.72768888337023,0.0052762846605494546,0.10215401411328584,536.9418259540031,70643.85854527865,2.131740587732188,0.004878960856933538
36,336,65.8122,3.14617,31,3.77549,0,108,131,7,125,5,0.99307,59.04656,0.0,0.0,3.39286,3.926,2.68357,0.0,0.0,126.0,59.37736,0.00037,0.28,1.57,-1.0,8.005485,60557.357207656045,1.6671489197530864,0.8551698039215687,0.11102382324613075,0.14871385869547554,0.10324714506458423,32.7706790500217,0.21015415650977423,1.80484281248563,0.22508596020516267,94.49446160656166,0.26420790346243894,89.41311033723734,0.22023389888532302,0.13125143409953172,161.5272739327242,0.0052913760742100075,0.10214838077524076,536.9259673002927,70617.14348522418,2.1275001178714916,0.0048922342703492565
37,337,65.8908,3.15567,31,3.77119,0,108,131,7,125,5,0.99139,59.10333,0.0,0.0,3.35714,3.941,2.66791,0.0,0.0,126.0,59.38901,0.00042,0.28,1.605,-1.0,7.984252,60853.2269184314,1.6537422839506173,0.8551698039215687,0.10972658022457822,0.14868635559740717,0.10315065228803802,32.82966726797598,0.20793653046654412,1.7602277371400188,0.22493569836870903,94.40574482750921,0.26432243404747907,89.39563321452829,0.22019878461160095,0.13200525007354044,161.09137268699374,0.005280891516436351,0.1021510697487453,536.9245917588338,70623.29550898013,2.163749817239724,0.0048964792322001155
38,338,65.8733,2.96109,31,3.91961,0,108,131,7,125,5,0.98909,59.0869,0.0,0.0,3.35714,3.933,2.67563,0.0,0.0,126.0,59.35982,0.00042,0.28,1.568,-1.0,7.992607,60717.805140923534,1.697145061728395,0.8551698039215687,0.10848201099326095,0.14868741036868707,0.10339194406360312,32.80671974464699,0.2101541565097718,1.6223125604464097,0.22487229502420933,93.97156081280151,0.2644705392914104,89.38676120364337,0.22021361580773896,0.13169239765611748,161.12200164917982,0.005304775757009176,0.1021728626954579,536.9157473520211,70560.08215138549,2.178071354161032,0.004891248582391217
39,339,65.9109,2.66887,31,3.67658,0,108,131,7,125,5,0.99056,59.13578,0.0,0.0,3.35714,3.918,2.50835,0.0,0.0,126.0,59.3554,0.00044,0.28,1.475,-1.0,8.028384,60858.09439765072,1.7589699074074074,0.8546043137254903,0.1072731557761409,0.14873454773535374,0.10341114225072753,32.68745309335214,0.21015415650976332,1.6189565989221797,0.22475204690845654,93.7191231558787,0.2646321770559113,89.37056683385778,0.22018141536877367,0.13168529064391335,160.41955310033876,0.005302648551243831,0.10221098617463956,536.9291425645833,70616.72471324584,2.152098048304598,0.004896478235348909
40,340,65.9185,2.3968,31,3.78728,0,108,131,7,125,5,0.98637,59.13632,0.0,0.0,2.85714,3.938,2.25078,0.0,0.0,125.0,59.32916,0.00039,0.28,1.562,0.45177,7.974724,60773.525572652376,1.841676311728395,0.8549019607843138,0.10612491007612382,0.14869385964897572,0.10355458277615726,32.72889558768567,0.2101541565097721,1.781472875915159,0.22465606139624877,91.22045054322608,0.26485305291930644,89.3782652135492,0.2202249235324824,0.1316984345292096,161.0968028391423,0.005317238648471774,0.10221344196474576,536.9152855735468,70628.49984907705,2.074865274643588,0.004883133803004194
41,341,65.9872,2.27698,31,3.32522,0,108,131,7,125,5,0.98623,59.21231,0.0,0.0,3.78571,3.925,2.00908,0.0,0.0,125.0,59.33872,0.00042,0.28,1.548,-1.0,8.032169,61010.79184974028,1.8200713734567902,0.8546043137254903,0.1050380818940176,0.14869205651634643,0.10363261631452494,32.749989073953515,0.20793653046654895,1.5930234396285072,0.22455554348101395,94.12047574925512,0.26499294135309737,89.35611078652795,0.2202086289067575,0.1317853623221655,161.32344892248133,0.005304581636950571,0.10226238455415314,536.9302322108654,70717.18129346948,1.9870330594563412,0.004896022021441014
42,342,65.9473,2.1353,31,3.34502,0,108,131,7,125,5,0.99087,59.16907,0.0,0.0,3.39286,3.955,1.90274,0.0,0.0,126.0,59.29064,0.0004,0.28,1.537,-1.0,7.96743,60854.92422790748,1.7484085648148149,0.8546043137254903,0.10398373205586808,0.14865825314313877,0.10376746782349684,32.744363478672355,0.2117775714456098,1.6341090968468288,0.22448320123054658,94.13846021149868,0.2651766649102382,89.34404613189952,0.22014806948028207,0.1318185812825455,161.09511801179977,0.005312864388449214,0.10230466743798997,536.9384963626055,70629.36307772108,1.9399233567042877,0.00488294397157524
43,343,66.0086,2.31189,31,3.16904,0,108,131,7,125,5,0.99034,59.23827,0.0,0.0,3.42857,3.935,1.78212,0.0,0.0,126.0,59.30521,0.00038,0.28,1.571,-1.0,7.948518,60958.25961967491,1.6832079475308641,0.8546113725490196,0.10298101210106007,0.14856242622974952,0.10386661097322035,32.77116356366946,0.20793653046654906,1.6580117960412986,0.22438472257509645,93.26252011871284,0.2653876856412052,89.35865093493932,0.22015416786037065,0.1318963811737658,161.02912842170673,0.005307709331428584,0.10233939664139306,536.962485968741,70762.72740852206,1.9266233601865366,0.004878299466072813
44,344,65.9722,2.48862,31,3.44131,0,108,131,7,125,5,0.99231,59.19798,0.0,0.0,3.53571,3.945,1.93278,0.0,0.0,125.0,59.25526,0.00042,0.28,1.581,-1.0,8.003786,60858.110641094194,1.627073688271605,0.8529298039215687,0.10200496259270796,0.1485080099649869,0.10383403277267783,32.68201719684365,0.20793653046654426,1.6948858288550983,0.2242756368053516,92.57112473746234,0.2656613844611562,89.37748871101185,0.2201675794831495,0.13195427435229615,160.42855892298107,0.005312648643923154,0.10234817769218671,536.978042576471,70759.09014690417,2.005100115325772,0.004867449857654439
