,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,fft,blockiness,movement,staticness,temporal,cubcol.1.0,contrast,color_fulness,cubcol.0.3,cubrow.0,cubcol.0.5,noise,blur,tone,cubrow.0.6,cubcol.0.6,cubrow.0.3,uhdhdsim,cubcol.0,saturation,cubrow.0.5
11,411,69.7625,10.3353,60,14.2743,0,120,115,13,137,11,1.00518,71.93491,0.0,0.0,1.0,4.225,8.88704,0.0,0.0,125.0,39.66072,0.00078,0.46,4.014,-1.0,0.666628,0.23833293417809492,67339.43135633289,7.9265969084888175,4.318238811728395,605.401952321032,4.974189377188382,0.36074788348047143,88.25730679188165,81.22975357319925,0.23823398210415656,0.1813361172951499,0.16746486725546866,0.4897654874153998,31190.59936427301,0.5843369607843119,0.24649070253161082,0.17057046225597644,0.16137317234489695,90.68289425108566,0.29357319926249814,54.97931661723573,0.3025367185630155
12,412,69.8094,10.2389,60,14.1771,0,120,115,13,138,11,1.00817,71.95395,0.0,0.0,0.39286,4.254,8.89853,0.0,0.0,126.0,39.77297,0.00076,0.46,3.873,-1.0,0.659949,0.23817785218660326,67391.01393995644,7.399700215735441,3.863377700617284,604.928282836695,5.01513740290436,0.36159523241152136,88.83956951711654,81.27532814835213,0.23839163880557945,0.17958271395556863,0.16671617766790553,0.4853302353289488,31061.04973228589,0.5872270588235294,0.24591836906966852,0.17241138372664586,0.1591286936221496,90.64031953518054,0.301442314441001,54.97408586666908,0.3017113068233173
13,413,69.8804,9.99338,60,13.9158,0,120,115,13,137,11,1.01394,71.9412,0.0,0.0,0.46429,4.204,8.82092,0.0,0.0,126.0,39.81463,0.00063,0.46,3.766,-1.0,0.662737,0.23774465477780996,67329.83142537031,4.926462903363544,3.357783564814815,604.1774182568839,5.069568761159623,0.36549088354658077,88.79263224323597,82.00925315256521,0.2382498098952887,0.17753032612538902,0.1664717330523383,0.48148919434988535,31246.507099881026,0.5879807843137256,0.2449086678798976,0.17374036313120414,0.15733208946565413,90.61575706764165,0.3079649695786724,54.760754620587385,0.30124597711132955
14,414,69.6565,10.0601,60,14.3679,0,120,115,13,137,11,1.00814,71.70364,0.0,0.0,0.46429,4.214,8.61543,0.0,0.0,125.0,39.91249,0.00056,0.45,3.805,-1.0,0.678044,0.236080902688618,67232.20296747037,4.901068270343973,3.1372492283950617,603.4653354581463,4.9868319400551195,0.3685468947093406,88.78713081396226,82.52278981946276,0.23742041039799303,0.17599144679370096,0.16741388412872787,0.47986577941406416,31063.717210381106,0.5892745098039216,0.2441136962060492,0.17462753031762795,0.15596642018567594,90.6353041588544,0.3072859475857623,54.77040533371914,0.2995840856661535
15,415,69.6871,9.98999,60,14.6299,0,120,115,13,137,11,1.00973,71.71094,0.0,0.0,0.53571,4.21,8.67932,0.0,0.0,125.0,40.02044,0.00073,0.46,3.543,-1.0,0.693568,0.2342528704066388,67470.11771323739,6.960824716506755,4.8569155092592595,602.7593695561525,5.0042140163876585,0.36842813625759735,86.74774475793039,82.78919245230101,0.23646042105562443,0.1751802226765817,0.16704548168409258,0.48148919434988313,31316.85430468697,0.590315294117647,0.2434116433869449,0.17569706771821197,0.15524603217624539,90.59220048597697,0.30177409898628776,54.828820499373066,0.29935006291419053
16,416,69.5155,9.59005,60,13.9326,0,120,115,13,137,11,1.01691,71.55575,0.0,0.0,0.32143,4.222,8.61455,0.0,0.0,125.0,40.09785,0.00069,0.46,3.178,0.24833,0.672595,0.23280895227109663,67519.0257521021,6.967960626458069,4.845534336419753,602.0764743416529,5.008019321363302,0.3680501880022383,87.11690978705607,82.88316991949895,0.2362827473881106,0.17442653534908517,0.16690221038055483,0.48533023532894304,31090.754422193582,0.5936701960784313,0.24239001195646873,0.1772715616418103,0.15499375465980864,90.69007338912756,0.29665942829543385,54.90503362961757,0.29864682308399654
17,417,69.2365,9.60276,60,13.956,0,120,115,13,137,11,1.03195,71.23046,0.0,0.0,0.32143,4.245,8.26764,0.0,0.0,125.0,40.114,0.00073,0.45,3.357,-1.0,0.701819,0.2310832212703225,67606.85951903329,5.751711106794824,4.776765046296297,601.4322161597155,4.963054248314018,0.36934559733301114,87.50502296895542,82.9239124836407,0.2356774692449296,0.17362669246510704,0.1659204769666217,0.47986577941405284,30812.666880998455,0.594772549019608,0.2419478601884686,0.17825659209681047,0.15424641755113738,90.71683362124213,0.2922396200301443,54.93824579686294,0.29759119126146427
18,418,69.4352,9.31685,60,13.6828,0,120,115,13,137,11,1.0172,71.38383,0.0,0.0,0.32143,4.229,8.27399,0.0,0.0,126.0,40.25744,0.00081,0.45,3.586,-1.0,0.709739,0.23020090632594092,67602.37107552422,6.888539384246249,4.689814814814815,600.7877160814958,4.99168412113851,0.3697664395613915,84.57036977055077,83.38321785824066,0.2349996838861029,0.1720095081748745,0.16482335842525775,0.47764815337082306,30919.458143879958,0.5968933333333333,0.24102785345958214,0.17912256571078128,0.15395626078596805,90.6354162553101,0.28799592503833005,54.886167173032405,0.29680303536808217
19,419,69.3928,9.45803,60,13.9423,0,121,115,13,137,11,0.99984,71.34869,0.0,0.0,0.46429,4.223,8.04416,0.0,0.0,126.0,40.55755,0.00078,0.46,3.581,-1.0,0.722192,0.2295818913108842,67774.71410575305,7.4768103632630645,4.828800154320987,600.1091708278738,5.01272854186356,0.3698813512889759,87.38365248466714,84.44318332815364,0.23406078299451957,0.1707038289383806,0.16380213637067728,0.4776481533708292,31025.517796894008,0.6025089215686273,0.24039030006597073,0.18064752213402846,0.1535293893216454,90.65310437029669,0.28446706645446784,54.81141737949701,0.29596114032698745
20,420,69.1969,9.66096,60,13.2249,0,121,115,13,137,11,0.99353,71.14814,0.0,0.0,0.85714,4.197,8.16855,0.0,0.0,126.0,40.54831,0.00085,0.46,3.317,-1.0,0.682189,0.22875758892668976,67989.76432246732,6.862494106837727,6.535059799382716,599.462522574223,4.948207804949897,0.3716559578085293,86.22759785542792,84.5463397568098,0.23345057992779586,0.16957092466723966,0.16273878417182164,0.47764815337082744,30896.49875123235,0.6032710980392153,0.23959050414675523,0.18192065525151854,0.15293165133587838,90.69770140788839,0.2846605455322505,54.85524928716966,0.29522883450719867
21,421,68.7639,9.48724,60,13.7429,0,121,115,13,137,11,1.00096,70.69524,0.0,0.0,1.5,4.247,8.35082,0.0,0.0,126.0,40.53129,0.00069,0.46,3.413,-1.0,0.70362,0.228074663234415,67862.28055392418,7.170172179467875,6.481481481481482,598.8189074513958,4.995505149127448,0.3749100798701326,89.4083795782428,84.80004468569912,0.2332840314778737,0.1683088025727973,0.1616996008414406,0.47764815337082006,30439.08039249064,0.6036450980392157,0.23848833356943802,0.18258730763362552,0.1524759449627292,90.78274247575267,0.28710999314586594,54.847784536856196,0.2946968480519461
22,422,68.755,9.734,59,14.1041,0,121,115,13,137,11,0.99839,70.62619,0.0,0.0,1.07143,4.211,8.19913,0.0,0.0,126.0,40.54529,0.00076,0.45,4.341,-1.0,0.739234,0.2274803302148979,67813.7795226019,9.98207571336855,6.284143518518518,598.1866129048705,4.943438454283214,0.37658034970751464,90.78862466703698,84.90989191627605,0.23261901357528822,0.16722862311313144,0.16086491591723037,0.47764815337082395,30466.788795555014,0.603927843137255,0.23734930608276675,0.18337099295198414,0.1522435357161054,90.74731979154231,0.2891448430600477,54.90795163755063,0.2946023450358902
23,423,68.4944,9.95033,59,14.3347,0,121,115,13,137,11,0.97282,70.32921,0.0,0.0,1.25,4.225,8.41111,0.0,0.0,126.0,40.53731,0.00066,0.46,3.449,-1.0,0.731422,0.22693874115263318,67540.87294321865,6.68996854751862,6.149643132716049,597.5918784897063,4.988008446911543,0.3773556833949725,86.52972103982162,84.81535029411641,0.23199297996973614,0.1668182232415702,0.1599016579510145,0.4776481533708168,29862.483171148728,0.6058843137254902,0.2363121330921659,0.18387353476330107,0.152347090574823,90.80091048279061,0.28500218272359334,54.957742950062695,0.2946476148497332
24,424,68.0039,10.3424,58,14.4961,0,121,115,13,137,11,0.98276,69.80965,0.0,0.0,1.5,4.252,8.57676,0.0,0.0,126.0,40.52631,0.0005,0.45,3.999,0.27829,0.749651,0.22629015191215165,67532.70641532978,5.524156432222981,6.3500192901234565,596.9667501774309,4.986584497284657,0.37775942596939094,85.75282160688242,85.02137061425974,0.23206858576698322,0.16658369759612465,0.15931545603052322,0.47764815337081235,29537.8125276886,0.6076745882352939,0.2348998291979168,0.18384692614684178,0.15247580509858158,90.89368294270655,0.279831998573946,55.01740877127942,0.29470826338487877
25,425,67.9598,10.5045,58,15.3358,0,121,115,13,137,11,0.99143,69.74099,0.0,0.0,2.10714,4.244,8.9101,0.0,0.0,126.0,40.55153,0.00088,0.45,3.702,-1.0,0.833509,0.22545719411146614,67511.13179997202,5.30276634171112,7.958236882716049,596.2991382747736,5.069858874485724,0.3780172193242386,85.67570362515342,85.01945301006702,0.2327326494556727,0.16669335813347883,0.1587470559693201,0.47321290128435356,29424.176021861946,0.6084674509803921,0.23352557194163376,0.1831863092548285,0.15269537979264539,90.92431838228158,0.27590535896224144,55.023558251651714,0.294930076680534
26,426,67.7772,10.8227,58,14.991,0,121,115,13,137,11,0.9946,69.5176,0.0,0.0,2.57143,4.243,9.05033,0.0,0.0,126.0,40.57394,0.0011,0.45,4.046,-1.0,0.825624,0.22417427680732444,67381.02896079575,6.4965336296240865,8.074170524691358,595.6078965001092,5.066582017852015,0.37796552500880587,85.4888517072877,84.86699509654349,0.23263933358747677,0.1664480263847629,0.15783210950590704,0.46937186030529987,29105.48746476258,0.6084972549019607,0.23236091617570304,0.18310627224920853,0.1530374695790348,90.92726353964709,0.2721804292884351,55.02722431700907,0.29483179432810114
27,427,67.7187,10.7497,58,16.0084,0,121,115,13,137,11,1.00715,69.4438,0.0,0.0,1.17857,4.261,9.32981,0.0,0.0,126.0,40.60642,0.00127,0.45,4.102,-1.0,0.762024,0.22293680413306408,67371.14856336829,5.887142176778756,8.26658950617284,594.8579180548443,5.099026669960364,0.3784246901970269,85.80948391449273,84.83274775150228,0.2330869050123441,0.16577137735212127,0.1569318882544383,0.4693718603052976,28952.790575335723,0.6103235294117647,0.23094823871654496,0.18315412411128754,0.1536373071741001,90.94500987796123,0.2680436939677894,55.186979694130976,0.29497417605753806
28,428,67.4739,11.1633,58,16.4358,0,121,115,13,137,11,1.00826,69.15721,0.0,0.0,0.71429,4.267,9.26067,0.0,0.0,126.0,40.63103,0.00092,0.45,4.188,-1.0,0.78725,0.22188555772977794,67386.26139144962,9.849503952394302,8.388117283950617,594.0773995429089,5.091037299330954,0.3791137214200623,83.86436382477825,84.4915113529102,0.23269800552116418,0.16532793412481406,0.15551879486977682,0.46937186030529127,28709.749481684656,0.6130145098039216,0.2299977494194998,0.1828131288066423,0.15412454916832358,90.97558997933098,0.26400483465427094,55.12848201798805,0.2949066719164889
29,429,67.0386,11.6279,57,16.4711,0,121,115,13,137,11,1.01811,68.68535,0.0,0.0,1.14286,4.279,9.61123,0.0,0.0,125.0,40.68122,0.00077,0.45,3.743,-1.0,0.81342,0.2206571873090404,67300.16561360423,7.633396699069799,8.768856095679013,593.266000783074,5.169234461847663,0.3794080367392284,83.86793379714717,84.50661991669308,0.23186806519940462,0.16518256240414986,0.15355275820201952,0.46715423426206626,28148.35920203186,0.6144050392156832,0.22942215175723063,0.18232925366634972,0.15473407261695452,91.08627480463201,0.26028988367545375,55.27275876645689,0.294303449585181
30,430,66.6512,11.856,57,16.8918,0,120,115,13,137,11,1.02006,68.2171,0.0,0.0,0.71429,4.31,10.00744,0.0,0.0,125.0,40.70213,0.00144,0.45,4.392,-1.0,0.813759,0.21942765447443646,67143.23149468275,6.000924114128116,10.056809413580247,592.4395089717389,5.269852404086277,0.3792539023423771,86.535723792051,84.15705247727348,0.2326936275195804,0.16504955939880328,0.15199423904540796,0.46715423426205843,27819.468357826976,0.6157929999999999,0.22886211766624293,0.18174180797995507,0.15504463889087605,91.16515971361258,0.2567064971625395,55.2933539873288,0.29337722456275633
31,431,66.5157,12.1783,56,17.0826,0,120,115,13,137,11,1.0087,68.06872,0.0,0.0,0.67857,4.291,10.21258,0.0,0.0,126.0,40.71056,0.00103,0.45,3.711,-1.0,0.79439,0.21823235500051028,67100.02410941437,6.746267049357873,10.198109567901234,591.5799677938193,5.2802945083739985,0.37795282198656815,86.85330443033297,84.04407900999894,0.2321320878620114,0.165997190941285,0.15051816421112374,0.4649366082188299,27523.316574054414,0.6165678431372548,0.22835613492259932,0.18098698202684102,0.1551772617040659,91.12929840072192,0.25344302893028153,55.29722708242911,0.2925572724078227
32,432,66.1367,11.9539,56,17.0571,0,120,115,13,137,11,0.99671,67.69764,0.0,0.0,1.07143,4.318,10.48777,0.0,0.0,125.0,40.6853,0.00051,0.45,4.472,0.28241,0.805352,0.21681166191111315,67060.18165640741,7.722036322663059,10.384596836419753,590.663353293988,5.3402514086908575,0.3767727730739067,87.79173764981428,83.84205973688479,0.23097206586025903,0.16573093549079934,0.1492661478241746,0.46715423426206265,27031.46267393315,0.6160282352941175,0.228160944134097,0.1799654652373972,0.15532029430490527,91.22871702440614,0.25002946110886304,55.438884028682,0.2916862271474692
33,433,65.9834,11.9325,56,16.6736,0,120,115,13,137,11,0.99722,67.48435,0.0,0.0,0.57143,4.3,10.28819,0.0,0.0,125.0,40.68922,0.00072,0.45,3.951,-1.0,0.767696,0.215384018918425,67178.79476953181,8.06159904379249,10.574411651234568,589.7190839901365,5.23042208013052,0.3762247253002834,88.44684926414186,83.46079569428335,0.22955772115905287,0.16557320854114566,0.14789462070502163,0.4671542342620562,26767.95085920279,0.6154882352941177,0.22831509480350226,0.1791124501876031,0.15560996495477963,91.23046621853752,0.24696591321238878,55.439828943323214,0.29116303294512896
34,434,65.8458,12.2132,55,16.1742,0,120,115,13,138,11,1.00194,67.29942,0.0,0.0,0.89286,4.311,10.26876,0.0,0.0,126.0,40.67367,0.00092,0.44,3.733,-1.0,0.763326,0.21408529362354398,67187.41417938234,6.253578977276425,10.895833333333334,588.7330972589107,5.214470658682164,0.37493474496667634,84.94692894506363,82.69913472228983,0.22829529464569648,0.16569953678415056,0.14668131180797156,0.46109556723976536,26622.269222050643,0.6142835294117647,0.2282050685173192,0.1786696184576316,0.1561377665826568,91.27326146567691,0.24389485113070172,55.561247649016195,0.2904275706139483
35,435,65.4961,12.3182,55,16.6938,0,120,115,12,138,11,1.00207,66.92713,0.0,0.0,0.71429,4.332,10.51368,0.0,0.0,126.0,40.62384,0.00103,0.44,3.816,-1.0,0.784736,0.21296296010826807,67113.13446514314,7.1956684215253075,11.665123456790123,587.7050686974549,5.284997179176085,0.3735753552458626,86.86654418590788,82.26915380438389,0.22754206871029478,0.16642303851057852,0.1456332598404401,0.4572545262607024,26326.43030082586,0.6132070588235294,0.22839012995139266,0.17783498845534823,0.15611381363435173,91.34548083770787,0.2408199695725734,55.579946070541574,0.2897248998650263
36,436,65.3982,12.579,55,17.2196,0,120,115,12,138,11,1.00368,66.83887,0.0,0.0,0.92857,4.339,10.59943,0.0,0.0,126.0,40.53404,0.001,0.44,3.702,-1.0,0.78063,0.21203987048071973,67115.54906655154,7.004964444650295,11.827739197530864,586.6445687017494,5.2935701379893665,0.3724439676878549,86.11176172931626,81.9902770361235,0.22719125025491704,0.16757338391237064,0.14457560643507855,0.45341348528164466,26154.288894036617,0.6118686274509804,0.2286807457004339,0.17704550278331735,0.1563933924975119,91.30103466379981,0.23798348830017305,55.7252261314863,0.288924722173705
37,437,65.2799,12.5729,55,18.2283,0,120,115,12,138,11,0.99585,66.68413,0.0,0.0,1.03571,4.334,10.82055,0.0,0.0,125.0,40.43981,0.00109,0.45,3.761,-1.0,0.776009,0.21122332022862533,67018.7240357366,4.99353140323333,11.8203125,585.5609356261401,5.339589459806796,0.3711061954580747,86.86157601947086,81.31773234868595,0.2266609276436651,0.16873013849698776,0.14348634498720245,0.45281927417425233,26166.11667757809,0.6107933333333333,0.22839567905694957,0.17616294682566866,0.1567653042504045,91.37688693061648,0.23519656730018296,55.75729049870998,0.28815627271655087
38,438,65.6037,12.3683,55,17.5858,0,120,115,13,138,11,0.9854,66.98013,0.0,0.0,1.32143,4.287,10.82008,0.0,0.0,126.0,40.35777,0.00154,0.44,3.431,-1.0,0.741613,0.21058700505219932,67018.21454887216,6.953496434356745,11.889371141975309,584.4633253267358,5.292544628610451,0.3700658465283963,85.76889360180215,80.73482220157697,0.22611808814813258,0.17013249732715321,0.1426767639423241,0.4528192741742512,26312.49451648648,0.6088098039215687,0.22854087677263363,0.17562920372402327,0.15699242958013765,91.28036732534049,0.23245133395068812,55.908468929337864,0.2876613896668917
39,439,65.7462,12.8716,55,16.6144,0,120,115,13,138,11,0.99135,67.12851,0.0,0.0,1.0,4.309,10.64909,0.0,0.0,126.0,40.31932,0.0009,0.44,3.095,-1.0,0.722557,0.2103470142005998,67031.36305890906,6.934342705369389,12.043402777777779,583.3424927895584,5.183384427098222,0.36934588990884015,84.38771807596827,80.14037554874673,0.2256499841994084,0.17079932969780806,0.14192289326828442,0.4550369002174835,26655.855194312804,0.6070082352941176,0.2287326942081328,0.17468320993706515,0.15735844437577184,91.23290856575974,0.23005761548324416,55.94018931447724,0.2875333482069066
40,440,65.6498,13.3092,55,17.0701,0,120,115,13,138,12,0.98435,66.99231,0.0,0.0,1.17857,4.322,11.08544,0.0,0.0,126.0,40.2433,0.00071,0.44,3.069,0.27366,0.740528,0.21021608844307657,67002.98685946337,5.867451586613936,12.535349151234568,582.1813739736376,5.279834409838904,0.36898890919762084,87.070079899498,79.80554517563559,0.22474526202206388,0.17082911949948404,0.14121830207582495,0.4528192741742521,26869.923117155206,0.6035998039215679,0.22854366877429563,0.17391228449902185,0.15726340512379572,91.31149719113482,0.22718052032078598,55.99039694703656,0.287023723748471
41,441,65.7546,13.2182,55,19.0948,0,120,115,12,138,12,0.98293,67.04728,0.0,0.0,1.07143,4.31,11.45757,0.0,0.0,126.0,40.24864,0.00084,0.44,3.12,-1.0,0.690295,0.21009595158544603,67007.10500433945,6.404582560131364,12.69116512345679,581.0020430394886,5.354403577167215,0.3696744111089784,85.51166378225774,79.52574050140137,0.22358418245883244,0.17111174172827548,0.14068012795169163,0.45281927417425333,27079.48074691535,0.6020839215686274,0.22830228331137525,0.17323802285118906,0.157176489869616,91.22180666040347,0.22467674960091802,56.13479896827981,0.2863664123624885
42,442,65.2495,13.5541,54,18.3151,0,120,115,12,138,11,1.00313,66.53649,0.0,0.0,1.14286,4.329,11.37767,0.0,0.0,128.0,40.21406,0.00061,0.44,3.141,-1.0,0.680361,0.2101351060308925,66877.06532005666,4.70413610579372,12.680314429012345,579.7792089052077,5.366644560858544,0.369346110739622,88.22596718716069,79.20506048324553,0.22230204214773644,0.17136206027250317,0.14006556453753752,0.45281927417424866,26714.703331993744,0.6012501960784313,0.22834170625267547,0.1725169368270362,0.1570104622019919,91.40012920481661,0.22224452073136186,56.07329229660976,0.2858162796339875
43,443,65.2854,14.3337,54,19.2735,0,120,115,12,138,11,1.01872,66.56344,0.0,0.0,2.14286,4.318,11.67382,0.0,0.0,128.0,40.34665,0.00073,0.44,3.364,-1.0,0.64841,0.2098793224588719,66955.7429598014,5.138189601929038,13.040461033950617,578.3385509328165,5.4903953618499886,0.36818626424270073,88.90615743928224,78.38837562304371,0.22115860577233348,0.17108543641042664,0.13946940995155,0.4550369002174747,27016.77209037716,0.6037039215686274,0.22886917814529195,0.171782899610029,0.1572510059706428,91.40711257829643,0.21973264483742924,55.25052294319058,0.2853542439752385
44,444,65.1931,14.2828,54,18.9498,0,120,116,12,138,11,1.01589,66.40653,0.0,0.0,1.39286,4.303,12.32818,0.0,0.0,129.0,40.37007,0.00073,0.45,3.651,-1.0,0.637931,0.20971293717056433,66812.35883277853,5.309146015166732,13.747251157407407,576.6201730237585,5.559806547805655,0.36664372130825246,86.20432986723138,78.23708694342905,0.22008215638491369,0.17102495119372182,0.13911225892724877,0.45281927417425377,27088.7177479429,0.6034101960784315,0.2293748751875201,0.17124251538290997,0.1576038553589524,91.41321015297939,0.21738067360592192,54.14139547465761,0.2849720228295347
