,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,blur,blockiness,color_fulness,cubcol.0.6,cubrow.0.6,cubcol.0.5,noise,cubcol.0,staticness,uhdhdsim,cubrow.1.0,cubrow.0.5,cubcol.0.3,cubcol.1.0,saturation,cubrow.0,contrast,temporal,tone,movement,fft
10,510,47.5394,3.88097,22,3.68407,0,116,132,6,125,5,0.98063,42.58748,0.0,0.0,2.42857,5.126,3.36111,0.0,0.0,128.0,54.29404,0.00021,0.29,1.031,-1.0,9.562047,0.20665094152179264,21640.97662821449,2.0923080245384824,161.8289158995367,0.15226011531371686,0.1269640491997427,0.12924597420166317,0.1936015703787204,0.006101096128661212,617.437570426544,92.34482634681954,0.13768398781949298,0.2504882408667934,0.055268686051499226,0.006052949019326881,34.24249022683979,0.10123192730339185,90.58877785057938,2.1835280665443326,0.750761568627451,1.0350115740740742,66835.22005491039
11,511,47.6182,3.80301,22,3.95779,0,116,132,6,125,5,0.99296,42.66174,0.0,0.0,2.17857,5.113,3.30659,0.0,0.0,128.0,54.34403,0.00019,0.29,0.96,-1.0,9.696103,0.20623686078198375,21677.04119845197,2.0810400593767078,161.92083041351478,0.1521154848154608,0.1270560553128505,0.13146483443781667,0.1913839443354943,0.006068461894564298,617.612477533492,92.26423697823634,0.13730469070050658,0.25065097990920354,0.057561082715784445,0.0060197583242577145,34.16895454312549,0.10124195399306704,89.5939998935309,2.1794684273989393,0.7501721568627451,1.0735918209876543,66840.11242301129
12,512,47.6571,3.80691,22,4.52478,0,116,132,6,125,5,0.98534,42.70582,0.0,0.0,2.10714,5.149,3.23372,0.0,0.0,128.0,54.35787,0.00018,0.29,0.987,-1.0,9.590022,0.20590381152259712,21637.499935486936,2.080553165143641,161.86942239065493,0.15205105213543035,0.1269791051693931,0.13279169368824414,0.19360157037872147,0.006080811090112729,617.6748765356826,92.26657225290609,0.13726586640038702,0.25046130729367,0.0588551669419906,0.005979652874021269,34.18313673984857,0.10123599870343587,89.72416898976188,2.1658493903161693,0.7501721568627451,0.9376446759259259,66817.48699607742
13,513,47.7399,4.47594,22,4.27685,0,116,132,6,125,5,0.98873,42.78194,0.0,0.0,2.39286,5.138,3.23771,0.0,0.0,128.0,54.40999,0.00016,0.29,0.992,-1.0,9.633625,0.20577836219378295,21770.682780725543,2.151920061426688,161.6548816135654,0.15203229315895378,0.12696875350349177,0.13412902530784532,0.19138394433549533,0.006073114847278906,617.8021065810705,92.23647771347677,0.1374898562602614,0.2503289440362743,0.05889948810726642,0.005958924584606529,34.16450330946181,0.10125268603988298,91.03574965623466,2.1000946113314063,0.7501721568627451,0.7185570987654321,66848.41908250286
14,514,47.6557,5.1528,22,4.34714,0,116,132,6,125,5,0.98529,42.70564,0.0,0.0,2.53571,5.157,3.81793,0.0,0.0,128.0,54.41234,0.00021,0.29,0.982,-1.0,9.553894,0.2058342798935907,21738.54642717764,2.092288899854355,161.37775773936002,0.1520355288872009,0.12692525279186959,0.13397876244750168,0.19138394433549555,0.00607166722621571,617.7809274293517,92.24840527155406,0.1376152336360076,0.25043918615238697,0.05817681807253669,0.005904856278036467,34.24157319245515,0.10124970646570242,90.76786862721774,2.1758473808715717,0.7508361176470588,0.640673225308642,66938.46033772512
15,515,47.6413,5.53927,22,4.53317,0,116,132,6,125,5,0.97914,42.6948,0.0,0.0,1.96429,5.109,4.40229,0.0,0.0,128.0,54.42214,0.00018,0.29,0.926,-1.0,9.684926,0.20608760290398764,21778.045609881316,1.8708217536350307,161.86936853989417,0.15206318960481444,0.12662534731262215,0.13267991520536845,0.19138394433549458,0.006088850674864424,617.7312059127445,92.26201750937891,0.13766185536982495,0.2504534364327993,0.05648206379037316,0.00590793931408832,34.12859900203752,0.10125524231668026,91.37198070795598,2.1572011008494716,0.750761568627451,0.9947916666666666,66890.96097089337
16,516,47.5443,5.99735,22,4.2375,0,116,132,6,125,5,0.98024,42.60309,0.0,0.0,2.07143,5.105,4.74032,0.0,0.0,128.0,54.39849,0.00016,0.29,0.974,0.51698,9.582574,0.2066205611740231,21773.968805783217,1.9466180591632707,162.03081628707716,0.15214258943739606,0.12657103414177978,0.1314900181038912,0.1936015703787194,0.00614427574954568,617.5206543783943,92.24377508269627,0.1374533479684023,0.2504361921234897,0.0551527595900572,0.005888976220130004,34.0240145082827,0.10120535505945255,89.73727317574051,2.0796711253115796,0.7512745098039216,0.9803240740740741,66858.76261045558
17,517,47.5274,6.324,22,3.57086,0,116,132,6,125,5,0.99185,42.58338,0.0,0.0,2.35714,5.081,5.13332,0.0,0.0,128.0,54.40773,0.00015,0.29,0.982,-1.0,9.692872,0.20720010342125492,21820.08473836281,2.0453041221093518,162.31860032028646,0.15227789402826022,0.12659119450610773,0.1301749360997494,0.19138394433549433,0.005996627199596191,617.2370806015085,92.22697015096392,0.1371814104356575,0.2504507903081031,0.05389292611460065,0.005832617880528884,33.918693636670525,0.10115761608953688,87.96576364167177,2.0242059326861512,0.7518400000000001,0.8740837191358025,66787.83126006479
18,518,47.4679,5.93987,22,3.80474,0,116,132,6,125,5,0.98425,42.52347,0.0,0.0,1.82143,5.059,5.42476,0.0,0.0,128.0,54.38939,0.00021,0.29,1.029,-1.0,9.634168,0.2078432797217372,21761.54160976773,2.0154476066690656,161.92874843362043,0.15231965215427345,0.1266127403327357,0.12890329436553136,0.19138394433549788,0.005980843528123577,616.7544553953487,92.21411993962337,0.13693233557854587,0.2504445610542628,0.05266216115835676,0.005814062257425793,33.92699818552276,0.10118139428340749,90.56948191158739,1.907589254973224,0.7535066666666667,0.7045235339506173,66809.24281702482
19,519,47.461,5.30336,22,3.38467,0,116,133,6,125,5,0.97991,42.51168,0.0,0.0,2.35714,5.086,5.0803,0.0,0.0,128.0,54.39751,0.00015,0.29,0.91,-1.0,9.592649,0.20824780126010523,21827.84283656239,1.9613029901071461,161.8749187819597,0.15244582533232237,0.12658537136658074,0.12783530297268564,0.19360157037872142,0.0059914321909167925,616.2338915752969,92.22709413629757,0.13681361258593733,0.2504710878155502,0.051533368670003764,0.005837679678338809,33.974014847366895,0.10120827821534308,87.57060244117719,1.8064973505292323,0.7546190588235286,0.5362172067901234,66888.10370684492
20,520,47.3994,2.65921,22,3.23693,0,116,133,6,125,5,0.98354,42.44018,0.0,0.0,2.32143,5.08,4.53803,0.0,0.0,128.0,54.35844,0.00019,0.29,0.964,-1.0,9.60444,0.20877351651668466,21775.602482934122,2.0830790482078325,161.86178311525464,0.15251512157374222,0.12664246079902014,0.12676079430844234,0.19138394433549366,0.005975528251809979,615.607643857861,92.21634460697177,0.13676656203518334,0.2504543368199361,0.050326762355666535,0.005831371970991265,33.872012856565874,0.10117363284706879,92.53911583577097,1.7496079072804018,0.7591176470588236,0.7156153549382716,66882.77615298012
21,521,47.4218,1.81715,22,2.92383,0,116,133,6,125,5,0.98802,42.45429,0.0,0.0,2.32143,5.073,2.2352,0.0,0.0,128.0,54.38351,0.00015,0.29,0.941,-1.0,9.61132,0.2091469883205166,21821.435710982452,2.0555965983959945,162.2049314953095,0.15257131610156047,0.12681452892527528,0.12577473821392088,0.19138394433549358,0.005951387351350267,615.0759515588554,92.22802972118018,0.13643267185682859,0.2504211330798856,0.04922270672598423,0.005870374060874774,33.783106297622496,0.10118513751943349,89.19042732115648,1.7357402381643159,0.7591176470588236,0.6239390432098766,66786.45677745398
22,522,47.3921,2.0345,22,2.653,0,116,133,5,125,5,0.98772,42.4269,0.0,0.0,2.14286,5.059,1.49551,0.0,0.0,128.0,54.36071,0.00023,0.29,1.005,-1.0,9.65622,0.2095118876997085,21741.10062554201,2.149652955742018,161.85613714684646,0.15266362226617933,0.1270573425643469,0.12485269971013513,0.19138394433549313,0.005945880944289328,614.5638201971841,92.21714322896028,0.1359102683536083,0.25031855986991824,0.04821752751739128,0.005838835605132911,33.770380655924484,0.1011849758334199,92.78971249753593,1.756430398010566,0.7594152941176471,0.5428240740740741,66783.10642408437
23,523,47.4229,2.16736,22,2.90389,0,116,133,5,125,5,0.98808,42.45588,0.0,0.0,2.96429,5.027,1.68843,0.0,0.0,128.0,54.38043,0.00017,0.29,1.005,-1.0,9.669076,0.20981235334805476,21810.104194836033,2.031567376047366,162.0587270815398,0.15270601750932003,0.12724002356503036,0.12389933252677013,0.19138394433549225,0.005926701562081432,614.136123113802,92.22173860592389,0.13544944136980058,0.2503073436266982,0.047264592215505635,0.005854046280916164,33.82525521737558,0.10121067119225695,91.34053389443966,1.830047780203899,0.7596454901960785,0.4814332561728395,66749.40185091142
24,524,47.362,2.19286,22,2.86555,0,116,133,5,125,5,0.98572,42.39299,0.0,0.0,2.28571,5.021,1.80861,0.0,0.0,128.0,54.3578,0.00023,0.29,0.957,0.50682,9.690545,0.21012820334776067,21717.675615623517,2.2028024953035437,161.7898238918171,0.15266425877162984,0.1272805425805691,0.12295966320171749,0.1913839443354921,0.005898468571262475,613.7209234746306,92.23223676950215,0.1350921455643435,0.250282992759318,0.04637082650938467,0.005800032369770455,33.88683215482735,0.10123866760509419,92.89383179993291,1.8854847883471448,0.7596454901960785,0.4369695216049383,66741.90340340996
25,525,47.4139,2.02686,22,2.77353,0,116,133,5,125,5,0.99737,42.44009,0.0,0.0,2.32143,5.005,1.82827,0.0,0.0,128.0,54.36811,0.00014,0.29,0.954,-1.0,9.620784,0.2105100941801306,21766.96225033428,2.1590348239323394,161.79061607809,0.1526673972120919,0.1273214800169184,0.12207189449116379,0.1913839443354928,0.005909494757097318,613.3726871670304,92.22274573512856,0.13479993720069763,0.25030112893594103,0.045537369042438686,0.0058370913621952165,33.904106234326775,0.10125297222442994,89.23279102817017,1.8954466859149826,0.7596454901960785,0.5393036265432098,66768.55260914794
26,526,47.3276,1.97106,22,2.64041,0,116,133,5,125,5,0.99573,42.36354,0.0,0.0,2.25,5.019,1.68639,0.0,0.0,128.0,54.34037,0.00018,0.29,1.033,-1.0,9.617068,0.21089333781930494,21664.93211750989,2.2262527570650814,161.8474705602486,0.15262593711577768,0.12742011760771627,0.12118658761591708,0.19138394433549286,0.005934848617975735,613.0298549274082,92.2460239393658,0.134631318919113,0.2502728706159948,0.044758884999168365,0.005790193414645139,33.88057435589072,0.10123190096004774,93.2163540250275,1.8581126083415336,0.7596454901960785,0.5627893518518519,66702.59699725674
27,527,47.3301,1.98564,22,2.68159,0,116,133,5,125,5,0.99486,42.36393,0.0,0.0,2.32143,5.028,1.6335,0.0,0.0,128.0,54.33487,0.00017,0.3,0.957,-1.0,9.660055,0.21121475893443656,21653.049476808916,2.0293686620109472,161.87768737912725,0.1525731316552022,0.12757684276389553,0.12035787269871272,0.19138394433549188,0.005922385362971014,612.7410917309752,92.24596662984465,0.13453602522376232,0.2502810555083742,0.04401112231669066,0.005836267501915995,33.82698096758054,0.10120042906750044,92.6628885179966,1.8394697300045142,0.7594152941176471,0.5653452932098766,66765.95551535267
28,528,47.3099,2.0753,22,2.89589,0,116,133,5,125,5,0.99571,42.33625,0.0,0.0,2.07143,5.049,1.65139,0.0,0.0,128.0,54.32633,0.00021,0.29,1.038,-1.0,9.592453,0.21143178635592016,21684.241656095142,2.0950723886604252,161.7716899548784,0.15260437312342137,0.12780916955693805,0.11948320921576416,0.19138394433549274,0.005916697016540755,612.4468145775245,92.2342650548955,0.13433088583471878,0.250288135134576,0.043305110432423265,0.005783173883690634,33.8834292564863,0.10117798016122957,89.39884118006475,1.8520812502592128,0.759683137254902,0.5612943672839507,66696.59801668985
29,529,47.3483,1.84518,22,3.25278,0,116,133,5,125,5,0.99989,42.36179,0.0,0.0,2.46429,5.056,1.72807,0.0,0.0,128.0,54.33762,0.0002,0.29,0.975,-1.0,9.679435,0.21165199540702445,21715.7918419638,2.2436247807659453,161.72542272822153,0.1526068431161023,0.12802273261721944,0.11867411145536552,0.19138394433549188,0.005900736141392154,612.1975377526244,92.25584652795406,0.13393313307029953,0.2503035637027502,0.04262312204689177,0.005796005977414679,33.90871683756511,0.10119514456914822,88.20995964397234,1.9046075447953466,0.7596454901960785,0.5389178240740741,66747.66465934808
30,530,47.2883,1.74732,21,2.7939,0,115,133,5,125,5,0.9906,42.31356,0.0,0.0,2.14286,5.04,1.52755,0.0,0.0,128.0,54.31322,0.00019,0.29,0.92,-1.0,9.619615,0.21196249597399322,21634.53599346275,2.342128556278272,161.70966992395074,0.1525625096904251,0.12814823589023666,0.11817236320901245,0.19138394433549055,0.005903462705833803,611.9466886743074,92.26705069469688,0.13341010994252872,0.2503183643910086,0.041986483920963186,0.005786992184951581,33.89832353003231,0.10124946217488646,87.31865398692435,1.812166006193157,0.7596968627450981,0.5857445987654321,66700.23444528278
31,531,47.3231,1.70688,22,2.75242,0,116,133,5,125,5,0.98669,42.34433,0.0,0.0,2.28571,5.062,1.4381,0.0,0.0,128.0,54.31145,0.0002,0.29,1.01,-1.0,9.662728,0.21221428151556757,21628.50193210139,2.1432544741125907,161.94288455995195,0.15260951093565275,0.12820787152071725,0.1178244273375826,0.19138394433549244,0.005934125804061482,611.7401772310079,92.2714451735298,0.13296986348647075,0.2504001218730325,0.04138108491007197,0.005813958731285806,33.839017891589506,0.10126115227716706,89.20475744459432,1.7771326321444076,0.7594152941176471,0.5122492283950617,66804.94856912993
32,532,47.2919,2.0127,22,2.7658,0,115,133,5,125,5,0.98943,42.31365,0.0,0.0,2.57143,5.01,1.4003,0.0,0.0,128.0,54.30155,0.0002,0.29,0.914,0.5018,9.714758,0.21242061201184453,21612.317451345963,2.154367345300304,161.3950152518204,0.15260280144765206,0.12826014730599022,0.1175126296333892,0.19138394433549233,0.005939312694838248,611.5256538354184,92.24935288495348,0.13253487386260365,0.25040527250766165,0.04080297246416931,0.005812225248567456,33.91144476996528,0.10129990491450147,88.66044105942969,1.7527046816653646,0.759683137254902,0.4591049382716049,66758.91822648895
33,533,47.264,2.16859,21,3.16936,0,116,133,5,125,5,0.98715,42.28831,0.0,0.0,2.53571,5.023,1.67345,0.0,0.0,128.0,54.30534,0.00018,0.29,1.015,-1.0,9.603812,0.21257739957971503,21618.789542347724,2.0994622139021164,161.98297391786176,0.15261839253330095,0.12812088964904184,0.11690516316979585,0.1913839443354919,0.0059078007053626775,611.35809428431,92.29668125524938,0.1321011959280424,0.25051191539251283,0.04024728506554534,0.0058160871410004545,33.81877079716435,0.10130646392832468,90.72333517574211,1.7892061143994915,0.7592100392156858,0.37991898148148145,66705.74928657144
34,534,47.3156,2.22116,21,2.91171,0,115,133,5,125,5,0.99019,42.32794,0.0,0.0,2.60714,5.005,1.81277,0.0,0.0,128.0,54.30311,0.0002,0.29,0.964,-1.0,9.63825,0.21277888455781782,21689.473284436375,2.1396787510031494,161.63917091271628,0.15266101587303776,0.12816061514371996,0.11697708953165233,0.19138394433549186,0.00590796519353342,611.1682814937237,92.27257502958437,0.1317545112399279,0.25051603152600127,0.03970407932663368,0.005804607223649514,33.86323001060957,0.1012771449017231,91.85577390904568,1.8291879340139947,0.759683137254902,0.34563078703703703,66733.87020477968
35,535,47.3628,2.32194,21,3.08088,0,116,133,5,125,5,0.99049,42.3741,0.0,0.0,2.21429,5.025,1.85561,0.0,0.0,128.0,54.32417,0.00016,0.29,0.966,-1.0,9.567909,0.21297560311366318,21823.401008126606,2.0762965890719274,161.6554781823306,0.1526925557342083,0.12832114029295302,0.117867332517054,0.19138394433549188,0.0059139296429025785,611.0320979956865,92.30784414663766,0.13140794141016696,0.2506222334089332,0.03918108176015027,0.005812451415737767,33.87640983675733,0.10128891345799411,92.51702743248141,1.8150272840714732,0.7597575882352938,0.3211805555555556,66804.09169022963
36,536,47.3645,2.38439,21,3.08573,0,115,133,5,125,5,0.98022,42.36997,0.0,0.0,2.25,5.025,1.94684,0.0,0.0,128.0,54.3088,0.00022,0.3,1.094,-1.0,9.594986,0.21312769023518213,21817.129040804495,2.0194889995904766,161.13373319085244,0.152704948441575,0.12852483941848417,0.11867837452827418,0.19138394433549324,0.00589804273949732,610.8882306699,92.30546265195095,0.13118284214484882,0.2506623882694783,0.038692468283535245,0.005800759811479095,33.98210464289159,0.10128376660742563,91.95551163307704,1.8291839354200456,0.7599203921568629,0.30324074074074076,66774.7998406664
37,537,47.379,2.6221,21,3.19316,0,116,133,5,125,5,0.98125,42.38677,0.0,0.0,2.14286,5.035,2.00384,0.0,0.0,128.0,54.31406,0.00019,0.29,1.013,-1.0,9.564536,0.21332838839630394,21861.566565664554,2.0947401492917646,161.5951966141968,0.15273931070520907,0.12867857342986697,0.11932484370794433,0.19138394433549244,0.005906917983818145,610.7832952946353,92.35428452027294,0.13077420895393177,0.2507242348148435,0.038221097593836593,0.005794489979946039,33.88202638979311,0.1012745195501531,91.60156428903154,1.84096143834946,0.759683137254902,0.26668595679012347,66833.29561540665
38,538,47.27,2.7289,21,3.01931,0,115,133,5,125,5,0.97647,42.29379,0.0,0.0,2.28571,5.006,2.207,0.0,0.0,128.0,54.29137,0.00024,0.3,1.112,-1.0,9.629189,0.21330657326091465,21621.6170266703,2.187082728257951,161.67509424637927,0.15270074866122182,0.12868419080997462,0.12023878968726387,0.19138394433549197,0.005923614626372221,610.6600858403729,92.31985019722322,0.13043448093693935,0.25077289466403463,0.03777004565860545,0.005816445980285769,33.82887927396798,0.10126534808121695,91.52551309959932,1.886178738969217,0.7596968627450981,0.25308641975308643,66793.148335768
39,539,47.197,2.78183,21,3.19472,0,116,133,5,125,5,0.97778,42.22545,0.0,0.0,2.17857,5.011,2.30286,0.0,0.0,128.0,54.33155,0.00022,0.3,1.065,-1.0,9.599488,0.21316104013280368,21541.84602248365,2.155823199580685,161.55711556033754,0.15274514179927964,0.12866595102315717,0.1211634179088581,0.19138394433549186,0.005896048781805853,610.5860817548438,92.28680230089857,0.1302813435667988,0.2508068574262262,0.03733883716377949,0.005817363949115527,33.90906797809365,0.10123375142128058,91.94772400218552,1.943106020841491,0.7596968627450981,0.23548418209876543,66838.19060178318
40,540,46.9793,2.70567,21,3.17165,0,116,133,5,125,5,0.97125,42.03933,0.0,0.0,2.57143,5.063,2.34613,0.0,0.0,128.0,54.29452,0.00021,0.3,1.09,0.50682,9.664617,0.21291266541127699,21264.25750437189,2.1749880711185217,161.77552330941558,0.15275911896345773,0.1286743201438257,0.12205926716136942,0.19138394433549188,0.005908067381582578,610.4857597128963,92.35583306104994,0.13000491846873694,0.25079138079401514,0.03691678278624076,0.005799135022834874,33.86515148775077,0.10122552332109462,90.8186204768409,1.9678820184735892,0.759683137254902,0.23765432098765432,66750.22314367
41,541,46.9593,2.56922,21,3.21487,0,116,133,5,125,5,0.97524,42.02003,0.0,0.0,2.21429,5.094,2.28366,0.0,0.0,128.0,54.32003,0.00019,0.29,1.024,-1.0,9.625318,0.21263712890144504,21313.251029953542,1.992463697066196,161.80987697855875,0.15278341393746028,0.12863997965118054,0.12277267733411826,0.19138394433549277,0.005927584064226768,610.4245771421517,92.38801911589383,0.12969751503758634,0.25083348373839137,0.03652299896581726,0.005817162123333574,33.87087353364921,0.10121204248835096,91.2478542976287,1.9693291900664391,0.7596454901960785,0.2334104938271605,66708.84686031847
42,542,46.8922,2.39174,21,3.12789,0,116,133,5,125,5,0.98867,41.96291,0.0,0.0,2.07143,5.123,2.16233,0.0,0.0,128.0,54.30221,0.00021,0.3,0.995,-1.0,9.68341,0.21237545428033983,21253.051409361186,2.1339955528858976,161.77930517824655,0.15279142961508446,0.12858072696241585,0.12336163205751317,0.19138394433549255,0.0059330533565009735,610.3422167583159,92.44358266104662,0.1294074959739275,0.25085904946698967,0.036126139135089275,0.005788630326528923,33.88931783040365,0.10120820011268752,90.65240818288358,1.931902549336727,0.7596376470588235,0.22106481481481483,66752.98645183904
43,543,46.8967,2.27125,21,3.09826,0,116,133,5,125,5,0.9837,41.96925,0.0,0.0,2.14286,5.147,2.0087,0.0,0.0,128.0,54.31066,0.00019,0.3,1.049,-1.0,9.694202,0.21219096828488887,21290.27676388032,2.143917479388421,161.89471579559057,0.15280430006184806,0.12856205866830386,0.12372877276284694,0.19138394433549188,0.005962542947559368,610.2853182292026,92.41355880649613,0.1292067971297833,0.25088831987243637,0.035756721158651444,0.005790665110513213,33.83999407732928,0.10122990906404992,91.37518349182926,1.9010282322373264,0.7591176470588236,0.22217399691358025,66838.60573600345
44,544,46.8805,2.00467,21,3.07873,0,116,133,5,125,5,0.98399,41.95322,0.0,0.0,2.5,5.136,1.90174,0.0,0.0,128.0,54.30414,0.00019,0.29,0.986,-1.0,9.670839,0.21198460799986604,21273.81848148572,2.123337282583764,161.7057647773103,0.15273831714869987,0.12852772070175536,0.12415611588849919,0.19138394433549213,0.005957296655898466,610.2123075503938,92.41772758996234,0.12906558224131257,0.2509318662861898,0.03539802427897041,0.0058073985347553815,33.87884653350453,0.10124278503290311,90.5809505376989,1.8680149813162128,0.759543137254902,0.24739583333333334,66862.10505799457
