,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,staticness,cubrow.0,movement,cubcol.0.6,fft,cubrow.0.5,saturation,cubcol.0.5,noise,contrast,cubcol.0.3,cubcol.1.0,blur,cubrow.1.0,blockiness,color_fulness,uhdhdsim,tone,cubcol.0,temporal,cubrow.0.3
11,211,59.8786,15.6607,74,22.9986,0,98,124,22,127,14,0.9931,61.24207,0.0,0.0,0.25,4.361,13.55783,0.0,0.0,132.0,37.04692,0.00398,0.51,1.479,-1.0,0.088396,0.13454337438641872,242.09501422360634,0.25644604223201234,4.577353395061729,0.18010088138759167,72308.08308530603,0.18316540788427785,30.574893715940878,0.18641099366188074,0.9266263865659958,93.1614918399173,0.1648130997757814,0.08953286041153308,20349.925967646832,0.10774959582856623,2.979253306935682,154.1921516311181,84.00021854364498,0.5080698039215685,0.18622774472563636,5.126878200204537,0.129555767770012
12,212,59.9361,15.5714,74,23.7413,0,98,124,22,127,14,0.97436,61.28154,0.0,0.0,0.07143,4.349,13.44523,0.0,0.0,131.0,37.09074,0.00379,0.51,1.414,-1.0,0.081854,0.13607346007632715,241.1776089185237,0.25902356103804075,4.067226080246914,0.17773769007771792,72283.35454956342,0.18471557341214595,30.497337623878764,0.1852300345739228,0.9244087605227703,93.35852608568148,0.16445545008554707,0.08916098232225629,20431.42227561403,0.1076959510475971,2.875649778909884,154.17273001630446,83.98868883745314,0.5091709803921567,0.18936823645639217,4.998435486968581,0.13098403039327824
13,213,60.0435,15.7347,74,22.5419,0,98,124,22,127,14,0.9775,61.36095,0.0,0.0,0.07143,4.35,13.3661,0.0,0.0,132.0,37.15564,0.00356,0.51,1.471,-1.0,0.07779,0.1375015826870489,240.33180365258744,0.26086300147724395,3.7309027777777777,0.17592957767091222,72550.50412134337,0.18643564148488107,30.43908634892216,0.18440842924222273,0.9221911344795419,93.37705963942679,0.16450913515358453,0.08889558031312209,20607.74879934974,0.10812953189900819,3.064317357444243,154.18415906052286,83.98212791930739,0.5097364705882352,0.1940635778027097,4.935503695379941,0.13206303401644054
14,214,59.8932,15.8638,74,23.6486,0,98,124,22,127,14,0.98233,61.21692,0.0,0.0,0.0,4.379,13.50698,0.0,0.0,132.0,37.19068,0.00387,0.51,1.428,-1.0,0.080441,0.13894843064774376,239.53732191244458,0.26150438223830647,3.4524016203703702,0.17481148112746722,72325.91883273996,0.18818597090622977,30.38485454041281,0.1841553525974349,0.9227853455869367,93.27593867838254,0.16541347879255305,0.08815259166166133,20275.969170095083,0.10972489048565032,3.122505046831159,154.32667448312372,84.03972178715797,0.5097513725490195,0.19710704779739452,5.01870488541136,0.13271695532148148
15,215,59.7877,15.1793,74,24.2431,0,98,124,22,127,14,0.99046,61.05854,0.0,0.0,0.14286,4.362,13.62272,0.0,0.0,132.0,37.21451,0.0038,0.51,1.58,-1.0,0.079017,0.14036967091557895,238.7701182229572,0.26277202018411255,4.533179012345679,0.1734230329563931,72505.08833980546,0.18974642197604308,30.41821722336757,0.18414728290802101,0.9145090525214187,92.86299155724473,0.16714120557765308,0.08763887543734114,20267.26328732518,0.10978246091580875,3.663245416656606,153.8642725056329,84.03861130909874,0.5097513725490195,0.19770386640218823,5.088574461745287,0.13381680635679286
16,216,59.7254,14.7323,74,23.9515,0,98,124,22,127,14,0.98802,60.96832,0.0,0.0,0.10714,4.319,13.03645,0.0,0.0,132.0,37.19968,0.00372,0.51,1.441,0.13066,0.086856,0.14193172242599836,238.02824620636068,0.2638091466190757,4.601755401234568,0.17247459150545127,72414.88896530784,0.19112864652306882,30.305267333984375,0.18361541416413074,0.9211619306511031,92.77775049714475,0.17008353547523544,0.08743439266909062,20308.230704862108,0.11010317193071599,2.7713275797527497,153.7614029123124,83.96954428170075,0.5097364705882352,0.19842530634338892,4.882444540662395,0.13534035473528122
17,217,59.6153,14.755,74,21.3491,0,98,124,22,127,14,0.981,60.83532,0.0,0.0,0.14286,4.301,12.65383,0.0,0.0,131.0,37.28664,0.004,0.51,1.587,-1.0,0.083705,0.14310088981651115,237.40404587535647,0.2643893596556441,4.013406635802469,0.17151187618337937,72771.06110207441,0.19283344569550118,30.3288542194131,0.18211552912923232,0.9205677195437038,93.25128857418613,0.1728683560068625,0.08622911266945185,20349.048333317583,0.11113702845874156,3.3354068575297298,153.56413805575264,83.99685297985229,0.5096901960784312,0.20088386447813494,4.714308353682523,0.13657806897537803
18,218,59.8162,14.8202,73,22.4304,0,98,124,21,127,14,0.97841,60.96282,0.0,0.0,0.14286,4.287,12.67124,0.0,0.0,132.0,37.36048,0.00368,0.51,1.742,-1.0,0.07762,0.14446885981003382,236.82634254385476,0.2646900687269204,3.482783564814815,0.1706714820189915,72657.86782988832,0.19503039350834853,30.239268550166376,0.18108987380588962,0.9139148414140159,92.90331162431251,0.17265467246882993,0.0843779459430324,20699.04865321163,0.11085510387858591,2.5022042517755354,153.5687687215698,83.99100452603376,0.5100419607843136,0.20160159855669108,4.37836009637029,0.13831300573758606
19,219,59.9712,14.7366,74,20.0442,0,98,124,21,127,14,0.98235,61.09549,0.0,0.0,0.0,4.29,12.72232,0.0,0.0,132.0,37.41027,0.0038,0.52,1.56,-1.0,0.079706,0.1452168326628129,236.3270620246336,0.2651071736380032,3.279417438271605,0.1700954431734181,72793.5785092371,0.1966338973596169,30.18888760790413,0.1804624059762943,0.9139148414140195,91.32772663660522,0.1720620066915348,0.0834456127459832,21092.70441663585,0.11135675960748029,3.732286958978985,153.7556700493393,83.98241137001409,0.5108525490196077,0.20317744546123825,4.4878801085907325,0.13957624450983808
20,220,59.9918,14.2028,73,20.8685,0,98,124,21,127,14,0.97856,61.08749,0.0,0.0,0.0,4.301,12.65058,0.0,0.0,132.0,37.39014,0.00377,0.51,1.508,-1.0,0.082132,0.14601166758890688,235.84932434180354,0.2653670710990291,4.013937114197531,0.16973163995492663,72969.3052463671,0.19871160587493045,30.095430350597997,0.18014196777623626,0.9221911344795388,92.01574030711362,0.17205006459786648,0.08296176404068234,21358.951009033568,0.11176314744308993,3.6386717359052194,153.67205317304064,83.99616987779267,0.5108525490196077,0.20659833010787096,4.353644251399845,0.14093325188641886
21,221,60.0459,14.3409,74,18.9387,0,98,124,22,127,14,0.97965,61.13965,0.0,0.0,0.0,4.299,12.18985,0.0,0.0,132.0,37.35046,0.00407,0.51,1.447,-1.0,0.083899,0.14635373929507084,235.41547868319878,0.26628526445787204,3.847608024691358,0.16937865797460422,73029.90972885242,0.20031718392363376,30.20058450581115,0.17962538654352736,0.9199735084363119,93.32186146116265,0.1723848031649062,0.08253876523251995,21441.543543875378,0.11150382505533711,3.280255808037351,153.94240594231337,83.97969251470967,0.5102792156862744,0.21115669980245175,4.3991836743910575,0.14191015755377429
22,222,60.1492,13.8256,74,19.0851,0,98,124,21,127,14,0.99117,61.23072,0.0,0.0,0.0,4.29,12.30632,0.0,0.0,132.0,37.34043,0.00397,0.51,1.47,-1.0,0.078072,0.14680111506757162,234.9962585223378,0.2668845635334084,3.6331500771604937,0.1682803527954054,73225.9283769594,0.2023180681416068,30.238641997914257,0.1792202032287305,0.918350093500476,93.38238264031199,0.17322889905547237,0.08261485635310327,21723.414936051508,0.11095340702078826,2.908219175701176,154.03910673878477,83.95787976637882,0.5097435294117647,0.21567681913199546,4.29752858385053,0.1429010371386946
23,223,60.0073,13.369,73,18.8838,0,98,124,21,127,14,0.97947,61.06058,0.0,0.0,0.07143,4.308,11.86083,0.0,0.0,132.0,37.32488,0.00434,0.51,1.402,-1.0,0.079368,0.14737745292749835,234.6007949343481,0.2675871377452827,3.561053240740741,0.16715849778342148,73409.71506261613,0.2043409979249817,30.23934371383102,0.17904619341966244,0.9183500935004818,93.29727939777251,0.17213421792773106,0.08355676694528216,21580.157829030224,0.11031506966610882,3.27298658577566,154.03031620560384,83.95465120488161,0.5094764705882352,0.21930222955724374,4.20207204806995,0.1439982856629713
24,224,59.9318,13.0025,73,17.8198,0,98,124,21,127,14,0.98007,60.96495,0.0,0.0,0.0,4.287,11.46805,0.0,0.0,132.0,37.28886,0.00376,0.51,1.463,0.13182,0.077243,0.14808657825290938,234.22537532089532,0.2684217704140383,3.4341724537037037,0.1663692986140696,73280.66676035161,0.20621325481721628,30.221719624083722,0.17928269801180527,0.9221911344795405,93.29870357295236,0.17058508821810014,0.08324634822761467,21379.347535409128,0.11020888070174503,3.733743561884581,154.03138685715174,83.94989465927176,0.507733725490196,0.2228229540431543,4.189752825917533,0.14485685843726395
25,225,60.1122,12.586,73,16.867,0,98,124,21,127,14,0.99221,61.08912,0.0,0.0,0.0,4.27,11.15352,0.0,0.0,132.0,37.27454,0.00397,0.51,1.562,-1.0,0.080547,0.14901700694593775,233.85433604989146,0.2690705956635685,3.897617669753086,0.16588447883805602,73121.35646119867,0.20784729912566774,30.281053142783083,0.1795216003060583,0.9155382563498492,92.60470845595812,0.16898636940120262,0.0833853974507761,21745.14270885533,0.10945795116814963,3.339012925982061,154.2465082292281,83.91779060417085,0.5071980392156862,0.2271322843797922,3.9436115733566286,0.14579382985133724
26,226,59.9101,12.0412,73,16.4883,0,99,124,21,127,14,0.98324,60.8983,0.0,0.0,0.0,4.285,10.79583,0.0,0.0,132.0,37.27887,0.004,0.52,1.432,-1.0,0.091266,0.1498621226001069,233.49436563553752,0.2704289784989149,3.8469328703703702,0.16546135783866492,73278.61793418105,0.20872964875268468,30.229830141420717,0.17963461683432427,0.9161324674572456,93.35424786960067,0.16782657931572637,0.08354157181926843,21398.36548120562,0.10951566842710875,3.3797907310822586,154.07209726440053,83.97563004660631,0.507733725490196,0.23090403501197035,4.182949011845541,0.1466656082677954
27,227,59.8476,11.3574,73,15.9923,0,99,124,21,127,14,0.97514,60.84215,0.0,0.0,0.03571,4.261,10.327,0.0,0.0,132.0,37.31034,0.00395,0.52,1.49,-1.0,0.078789,0.1509324879247209,233.18782171759932,0.27164409469377127,3.5657793209876543,0.16523101367717913,73249.91151006773,0.20987160482635914,30.249303370346258,0.17995280408809083,0.9145090525214185,93.3814809542529,0.16704538781935252,0.0836474255435936,21325.14494306399,0.10904693834845208,3.452824482785189,154.05301000676974,83.94603254505677,0.5069650784313712,0.23363185918195634,4.012972029399763,0.14740780781993218
28,228,59.8589,10.485,73,14.9562,0,99,124,21,127,14,0.96724,60.84603,0.0,0.0,0.14286,4.232,9.73729,0.0,0.0,132.0,37.25371,0.00382,0.52,1.466,-1.0,0.077042,0.15193184596024994,232.91650147987625,0.2730364039152637,3.267312885802469,0.1649873469591662,73374.04705937601,0.21038181244067958,30.275477468231575,0.18027257907978772,0.9155382563498523,92.62983237071734,0.166595532955113,0.08396736989209404,21322.22649839249,0.10890202222348842,3.818191614168085,153.96888418537011,83.91748720318887,0.5071831372549018,0.23661749698850656,3.8029858771483918,0.14802654285582392
29,229,59.8246,9.80562,73,14.0032,0,99,124,21,127,14,0.96985,60.78394,0.0,0.0,0.07143,4.181,8.99074,0.0,0.0,132.0,37.2435,0.00383,0.51,1.475,-1.0,0.08643,0.15283870645771222,232.6817354555059,0.2742072679094577,2.9876543209876543,0.16472380658606275,73376.51076657865,0.21066599629679292,30.29954057858314,0.18058286843206325,0.9177558823930769,92.73759914172965,0.16636313974055877,0.08392238111176473,21410.819872688066,0.10881126602772988,3.1079471121433797,154.06565024218258,83.9034474283676,0.5071980392156862,0.23925180082073533,3.787536224514054,0.148702727032256
30,230,59.5689,9.08268,73,13.4366,0,99,124,21,127,14,0.97205,60.58601,0.0,0.0,0.14286,4.182,8.40792,0.0,0.0,131.0,37.2562,0.0037,0.51,1.561,-1.0,0.084573,0.15390758347541783,232.46387419446313,0.27515741900886337,2.9522569444444446,0.16460695461167713,73526.35946803952,0.21077669111665615,30.198613861460743,0.1808902697212846,0.9183500935004747,93.38625241687838,0.1664519455719824,0.0824603192275666,20820.00033725064,0.10888825909037578,3.1454476864113574,154.00034873527005,83.92214095549181,0.5077188235294117,0.24122551743482726,3.601297495840823,0.14937988764900237
31,231,59.5787,7.91097,73,12.8834,0,99,124,21,127,14,0.97975,60.58235,0.0,0.0,0.10714,4.171,7.78405,0.0,0.0,131.0,37.24293,0.00387,0.51,1.55,-1.0,0.093241,0.1548335395522006,232.2971326130339,0.2761349392183298,2.4137249228395063,0.16438609235880178,73323.0638496293,0.21110332635567594,30.468756781684025,0.18121710767235433,0.9151032636288107,93.48237404224805,0.16652897607354794,0.08150750602971478,20735.141545780203,0.10888428159809177,3.3102359484963397,154.04697913870174,83.88054525175616,0.5071533333333332,0.2431446296401515,3.7899706218933695,0.1499013846231623
32,232,59.6653,7.78033,73,11.7025,0,99,124,21,127,14,0.97928,60.68857,0.0,0.0,0.14286,4.182,6.7765,0.0,0.0,131.0,37.30895,0.00416,0.52,1.612,0.13104,0.088207,0.1557637154604288,232.15207346648077,0.2770047449408613,2.1792534722222223,0.1642288008352239,73094.93778513085,0.21160579671092744,30.351628433039156,0.18157194079716263,0.918944304607876,93.45303877567834,0.1671256485608529,0.08060156630139917,20792.78871846266,0.10902993118867323,2.73780264931229,154.34998794522514,83.84460891526116,0.5073342156862714,0.24437217121418228,3.46120783130568,0.15066522588461978
33,233,59.7738,7.8554,73,11.5845,0,99,124,21,127,14,0.98301,60.85771,0.0,0.0,0.10714,4.208,6.66362,0.0,0.0,130.0,37.43437,0.00396,0.51,1.697,-1.0,0.080395,0.156644633760813,232.03079962538934,0.2781425797122212,2.0108506944444446,0.164096652026744,73431.19308743153,0.21222155093342446,30.437948721426505,0.182103329196222,0.9282498015018369,93.28738078889079,0.16766842999145515,0.07987922373202277,20854.635540293417,0.10824878569877451,2.710621060237402,154.08025461554536,83.80288103162137,0.5071909803921567,0.24606689837294138,3.3796831791166024,0.1513072668773768
34,234,59.9102,6.70492,73,10.4552,0,99,124,21,127,14,0.9798,61.00564,0.0,0.0,0.28571,4.166,6.72693,0.0,0.0,132.0,37.48277,0.00395,0.51,1.716,-1.0,0.081246,0.15763212841147914,231.9322088366478,0.27910418866741876,1.906153549382716,0.16396419964810285,73319.10820458572,0.21310693492956656,30.391195603358895,0.1827948985717188,0.9304674275450621,93.26765456576382,0.169099118983877,0.0792574201311557,21052.48400693171,0.10803363434675413,3.40319444232559,154.32609495622327,83.78959973316898,0.5066254901960783,0.24840277558332413,3.2020898344874045,0.15198035066117493
35,235,59.9051,5.88001,73,9.85071,0,99,124,21,127,14,0.97886,61.01604,0.0,0.0,0.25,4.203,5.73233,0.0,0.0,132.0,37.42625,0.0039,0.51,1.574,-1.0,0.077743,0.1583938295623531,231.8443422850074,0.2800301537937964,1.8716242283950617,0.1638726739047874,73240.97860777925,0.21400374695703478,30.407661720558448,0.1836094777749334,0.9304674275450654,92.92085889527888,0.170747030946336,0.07862842147122234,21055.872754420525,0.1079838424620633,3.574266847015655,154.02711742811252,83.802510250066,0.5066254901960783,0.25003678693330117,3.09871585185792,0.15265376147130366
36,236,59.9774,4.73344,73,8.87132,0,99,124,21,127,14,0.98121,61.07832,0.0,0.0,0.32143,4.195,5.0277,0.0,0.0,132.0,37.42739,0.00394,0.51,1.713,-1.0,0.087263,0.15905529037173663,231.7733950400369,0.2810830240688882,1.7819251543209877,0.16380546221642606,73426.32925539796,0.21469584521541873,30.405533025294172,0.18436415324714694,0.9310616386524612,92.48978686681332,0.17223261712806673,0.07813490369055055,21124.892968035165,0.10787289144060216,3.6436807945523064,153.94653326089062,83.80911512537223,0.5062193529411729,0.25141970614320547,3.22790751038132,0.15323225403068383
37,237,59.8754,4.25618,73,8.2963,0,99,124,21,127,14,0.9747,60.97044,0.0,0.0,0.35714,4.18,4.03878,0.0,0.0,132.0,37.42071,0.00367,0.51,1.648,-1.0,0.079673,0.15957626548184223,231.72280190792512,0.28251428903924775,1.642554012345679,0.16376521420219273,73070.21519442378,0.2154872259771894,30.47661863727334,0.1849633655370125,0.9304674275450653,93.49371712315805,0.17485126127520348,0.07820289585834057,21023.820889471077,0.1079703241270534,2.9734224696083214,154.08588544110805,83.81231642387516,0.5061423529411735,0.253220982502601,3.333260319416395,0.15372923604390332
38,238,59.8699,3.90854,73,7.89009,0,99,124,21,127,14,0.97337,60.9715,0.0,0.0,0.35714,4.179,3.63211,0.0,0.0,132.0,37.4282,0.00353,0.51,1.661,-1.0,0.091461,0.16006023620703025,231.6825753903641,0.2838456598918861,1.6011284722222223,0.16378251089176862,73486.40583661846,0.21636462254149078,30.493387669692808,0.18557936786826806,0.9354968907389201,93.49347376851745,0.1772077472522207,0.07857118010603191,21063.512644328974,0.10802836885054808,3.326129863375983,153.95132163180415,83.78799486646909,0.5064478431372548,0.2556183016476194,3.112283488593943,0.15411974790941493
39,239,59.8397,,73,8.01552,0,99,124,21,127,14,0.98237,60.94097,0.0,0.0,0.28571,4.176,3.32882,0.0,0.0,132.0,37.42811,0.00399,0.51,1.635,-1.0,0.084336,0.16058740689273202,231.6486676440313,0.28537846991520704,1.4684606481481481,0.16369482909629668,73373.22320358892,0.21719483846312426,30.513142903645836,0.18612948559603243,0.9310616386524643,93.48353914177201,0.17913092972084957,0.07890007757795049,20974.378647173584,0.10813867458500334,2.790055754927047,153.97409606665565,83.80296035210492,0.5064478431372548,0.2582651263355332,3.0756222395628865,0.15449865169220992
