,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0.5,temporal,cubrow.0,tone,cubrow.0.6,cubrow.0.3,movement,staticness,cubcol.0.5,saturation,cubcol.0,contrast,noise,cubcol.1.0,cubcol.0.6,cubcol.0.3,fft,cubrow.1.0,uhdhdsim,blockiness,blur
10,410,28.62,21.4145,14,20.209,0,122,117,5,136,7,0.98933,27.17733,0.0,0.0,15.89286,9.62,19.21449,0.0,0.0,122.0,34.7619,0.0,0.29,3.556,-1.0,2.821844,90.43160018793732,0.07261364382378295,5.374986810922664,0.019795506275637986,0.48722039215686286,0.052551293256665174,0.0666127697485792,8.524787808641975,508.6764685298568,0.05148676894811391,46.309491946373456,0.03613086045887503,87.96129026918105,0.19360157037872586,0.07113937527990205,0.09475241346436165,0.022803646188071697,62183.38654060636,0.030976403314513967,101.99375772863499,1.1126975673741824,4154.78138701608
11,411,28.8169,21.8817,15,19.231,0,122,117,4,136,7,1.01473,27.40357,0.0,0.0,14.53571,9.463,18.39646,0.0,0.0,124.0,34.3371,0.0,0.29,3.062,-1.0,2.794706,87.6252437173846,0.07997587447220068,5.355889740514776,0.019663477435115366,0.4850286274509804,0.05361526092442209,0.06923099820423771,9.231288580246913,499.159942767745,0.05080775247408316,46.11727057562934,0.03821471522217381,88.30720998146998,0.1936015703787289,0.06819818004295299,0.09345689042857518,0.022942811647086482,62119.07972952622,0.03075558912798361,101.95013051896852,1.492299254491367,4264.66264734225
12,412,28.6674,22.0807,15,19.8126,0,122,117,4,136,7,0.99042,27.31977,0.0,0.0,12.92857,9.515,18.80083,0.0,0.0,124.0,33.8185,0.0,0.29,2.673,-1.0,2.836859,85.89351747747646,0.08462018329856791,5.362844887923187,0.01922689137804359,0.48299764705882353,0.05444448042219469,0.07101837522410634,8.343123070987655,489.53435439062065,0.05015505049408676,46.08382820788725,0.038837871462188055,86.9493853531793,0.1936015703787294,0.06580994070118516,0.09118367725401304,0.02293934633727605,61939.14168972193,0.030969316868077707,101.92505766694052,0.8538469582016456,4239.798064296601
13,413,28.7535,21.7798,15,19.1327,0,122,117,4,136,7,1.01054,27.38271,0.0,0.0,12.32143,9.531,18.98873,0.0,0.0,117.0,33.79052,0.0,0.29,2.642,-1.0,2.770997,85.37368575571935,0.08869856963748862,5.323401004154093,0.018884449088249853,0.4841286274509805,0.055156076897318516,0.07258667118942957,7.938126929012346,479.81223832054764,0.049518901906748534,46.339373364860634,0.038273905309183356,89.12810693907065,0.19360157037872824,0.06551326342193849,0.0898554780405404,0.023147538989409557,61954.422109029314,0.03093413099729752,101.88899102588123,0.6218490844553933,4291.600685778119
14,414,28.5559,21.9615,15,18.9468,0,121,117,4,136,7,0.99934,27.18822,0.0,0.0,13.67857,9.69,18.72603,0.0,0.0,110.0,34.26789,0.0,0.29,3.093,-1.0,2.713516,86.13232597729893,0.09149244262853892,5.398487686656656,0.018552214796365162,0.4897529411764707,0.055166039297482934,0.07380578570134118,7.774016203703703,470.4475466572719,0.04892221159008749,46.55006389853395,0.03773370562521148,89.06793462277345,0.1936015703787282,0.06446266444283572,0.0879904854867275,0.023596916720809807,62157.95269467804,0.030986643218308622,101.90493319158875,0.9741826678779049,4168.115229480786
15,415,28.6186,21.7534,15,20.7494,0,121,117,4,136,7,1.01461,27.26854,0.0,0.0,11.60714,10.033,18.86524,0.0,0.0,110.0,34.62886,0.0,0.29,3.529,-1.0,2.721464,86.21439492857684,0.09044890620907688,5.4288605772228,0.018259732744176863,0.4970466666666653,0.05514494843379548,0.07514775749809799,8.886766975308642,461.56439092606314,0.04841231965227684,46.47803563247492,0.03701112116894662,85.65753253916502,0.1936015703787264,0.06315439297570045,0.08692399507157224,0.023577099328920045,61696.99111341495,0.03089158715298825,101.88108011822634,1.0266677001408826,4168.352669975998
16,416,29.5555,21.1282,15,21.1513,0,121,117,4,136,8,0.99136,28.05354,0.0,0.0,11.82143,9.995,18.69467,0.0,0.0,107.0,34.59639,0.0,0.28,3.672,0.47557,2.882675,86.23613349294678,0.08969064994299782,5.4008129073725915,0.017993409884893737,0.49705333333333335,0.055746517258006764,0.07563964398916172,9.77001350308642,452.82413941389115,0.047913006535045176,46.419468067310476,0.03683668166483502,86.72768703056991,0.1936015703787244,0.061533380586200996,0.08576834568632055,0.02350257043103712,61632.04036862744,0.031009977910743804,101.6939975258564,0.8389903455605007,4802.564999980714
17,417,30.1568,20.6083,15,20.2084,0,121,117,4,136,8,1.00077,28.54722,0.0,0.0,11.60714,9.979,18.16313,0.0,0.0,107.0,34.34133,1e-05,0.28,2.957,-1.0,2.951383,85.11532640144806,0.08880968282409052,5.394855213076782,0.017749092130896565,0.49477568627450985,0.05641483580045424,0.07635355577346775,9.421778549382717,444.6522029284757,0.04743736825544333,46.42824846432533,0.03746445862769061,84.40366707826594,0.1913839443354942,0.06050359675595487,0.08472253145147515,0.023402063204913212,61773.14378538614,0.03146572036288156,101.5271194910627,0.6096567926392004,5530.384191412265
18,418,28.6871,21.032,14,22.2179,0,122,117,4,136,8,1.01074,27.19662,0.0,0.0,10.42857,10.372,17.71284,0.0,0.0,108.0,34.17108,0.0,0.28,3.066,-1.0,2.993348,83.58796400332227,0.08770013704345722,5.377448525346097,0.0174890079700701,0.49622000000000005,0.05695106228092849,0.07642518230296608,8.991319444444445,437.1744601664911,0.04712147030020448,46.46001613287278,0.03676144645960434,86.97694218478846,0.19138394433549297,0.05987124467981881,0.08374453012829412,0.023321646794867736,61838.048340853355,0.031959150682231464,101.77024864664666,0.8285658269452798,4867.215165340415
19,419,28.2346,21.8419,14,21.2062,0,122,117,4,136,7,1.00648,26.8017,0.0,0.0,12.03571,10.819,18.07989,0.0,0.0,109.0,34.08771,0.0,0.28,3.833,-1.0,2.979983,81.17604904026179,0.08698001851248154,5.465466930464781,0.017272541927697786,0.4994490196078432,0.057422176228057446,0.07670010557012748,9.390480324074074,429.77525097992924,0.04699678431253584,46.359427558051216,0.03721152476957506,87.64350026182461,0.18532527731320156,0.05950135768543996,0.08258262024656354,0.023203437193256737,61741.343754637615,0.033558624958025675,101.8227743598674,0.8790115962026845,4674.0813478392665
20,420,27.5754,21.6926,14,21.4618,0,122,117,4,136,7,1.01016,26.1735,0.0,0.0,11.25,11.215,18.77452,0.0,0.0,110.0,33.88339,0.0,0.28,3.701,-1.0,2.998746,78.23364641789473,0.08610992656005093,5.543003920038459,0.017043954793917338,0.496666274509804,0.05793411229796618,0.07669905588175843,11.03761574074074,422.41101895098785,0.04699219717125378,46.218789371443386,0.03874343238576283,86.09100825083277,0.1853252773132005,0.05813399526742142,0.08156583781843973,0.023065420255403583,61873.74332314591,0.03488939193787108,101.94380216908445,0.8649564399368327,4499.062159637716
21,421,27.0477,21.7406,13,22.4942,0,122,117,4,136,7,0.99984,25.6173,0.0,0.0,9.03571,11.351,18.64555,0.0,0.0,111.0,33.56696,2e-05,0.28,4.09,-1.0,3.068288,76.46866758510436,0.08619342360979286,5.611015380669443,0.016824775471023578,0.4911098431372549,0.05848063213513241,0.07614602365728312,11.970582561728396,415.2457828097518,0.04836797145356318,46.0435077055001,0.0382006003207344,91.17995463255228,0.18532527731319934,0.0571829449808937,0.08041265428046575,0.023067918873451682,61618.11760419801,0.03598868140600704,102.05163738388504,0.6571703771034993,4242.77205675101
22,422,26.7801,21.7855,13,22.8322,0,123,117,4,136,7,0.99518,25.34561,0.0,0.0,10.92857,11.165,18.69147,0.0,0.0,113.0,33.29203,0.0,0.28,4.727,-1.0,3.188423,76.02782809701681,0.08770917709211659,5.591125841470063,0.016640809342940495,0.48592156862745106,0.05779897939990059,0.07530208806338227,12.175588348765432,408.31996685507534,0.04789411305805631,45.83465576171875,0.03983977828756683,89.8121889945344,0.18532527731319628,0.0561538430240577,0.07935444308724372,0.023222581720227516,61651.4062945772,0.036762754809721715,102.08241505747438,0.5562164647993003,4077.5709044933847
23,423,27.4047,21.9041,13,22.3647,0,123,117,4,136,7,1.01066,25.85774,0.0,0.0,8.57143,11.03,18.73436,0.0,0.0,119.0,33.31569,0.0,0.28,5.058,-1.0,3.244664,75.3763998920302,0.08842245127716213,5.628499183109965,0.016441596777679323,0.48355582352941173,0.05743113315291287,0.07469701169142329,12.929253472222221,401.401532922104,0.0474156424058615,45.631115383572045,0.03915129604113847,88.37671907922305,0.18089002522673991,0.05518297254210931,0.0783825418196263,0.024852504715996458,61517.80622144452,0.037092486038653796,101.95260326372937,0.7084732287139087,4397.692395439461
24,424,27.4688,22.8161,13,23.1556,0,123,117,4,136,7,1.00168,25.90891,0.0,0.0,8.71429,10.796,18.84469,0.0,0.0,121.0,33.29827,0.0,0.28,4.409,0.42966,3.266358,74.69794253271341,0.0885000162250162,5.6521676603357465,0.01624367358293485,0.48207011764705887,0.05715551376070659,0.07411107874102722,14.096450617283951,394.5625591422491,0.04631819895250648,45.65124474042727,0.03922196994197804,88.52582747088074,0.17099031722538258,0.05424251397235382,0.0774951175229938,0.026767355253332594,61595.53294379445,0.036438909684707164,101.97658093648022,0.6481450159926588,4411.73638246349
25,425,26.8563,23.8152,13,22.4692,0,123,117,4,136,7,1.01017,25.35908,0.0,0.0,12.89286,11.63,19.63028,0.0,0.0,121.0,32.92274,0.0,0.28,4.524,-1.0,3.199902,74.32678078561896,0.08786411524810159,5.749876499948542,0.01605719345801885,0.4809854901960784,0.057211702900046395,0.07359430928033595,15.404128086419753,388.17597125924965,0.04557306136807607,45.41563264823254,0.03990373798233398,88.40386752195732,0.1709903172253846,0.05334093118550132,0.07669148649105091,0.02645466060176946,61738.54009143529,0.036479705092257876,102.08969201820847,0.734859874307115,4052.727894713969
26,426,25.7023,24.3121,13,22.8496,0,124,117,4,136,7,1.00695,24.36123,0.0,0.0,10.32143,11.802,20.4722,0.0,0.0,122.0,32.4225,1e-05,0.28,5.625,-1.0,3.084934,75.28628870410283,0.086503668242842,5.8492019334901455,0.015889245159792408,0.47153686274509815,0.05664416344355363,0.07279329933188323,15.894145447530864,382.4557016870807,0.044813694120537,45.344682293173705,0.040357665629978966,89.04709653763399,0.17704898424767365,0.05252486493204381,0.07599848399971466,0.026808388403440086,61612.26219121059,0.0364667107763278,102.32833873126839,0.5326276090402233,3577.632685783177
27,427,25.3715,25.3169,13,22.3368,0,124,117,4,136,7,0.99899,24.13521,0.0,0.0,12.5,12.442,20.90198,0.0,0.0,122.0,32.23493,1e-05,0.28,7.191,-1.0,2.963051,77.1714117848,0.08535572071664499,5.948326778795478,0.015877877962312006,0.46145372549019603,0.05691025533005068,0.07196821771513881,16.17771026234568,377.3501055219161,0.044101041666042555,45.465098439911266,0.04202681718733553,87.04630664728879,0.18310765126996745,0.051752985818250066,0.07549182001980963,0.026927954773119538,62008.907080825324,0.036430829580407796,102.34303032033472,0.4676782743685949,3488.9923912636837
28,428,25.2107,25.9788,13,23.4757,0,123,117,4,136,7,1.00305,24.0376,0.0,0.0,13.25,12.827,21.78503,0.0,0.0,122.0,32.66786,0.0,0.28,5.374,-1.0,2.774922,80.4296882585077,0.08437788008996198,6.052254929995457,0.015829977518181187,0.46413490196078433,0.05702978450941305,0.07138314716535339,16.45992476851852,372.7869510916605,0.04342679994312749,45.30649764449508,0.04448692564313636,89.09534720138589,0.18532527731319393,0.05104565040913014,0.0750660981304737,0.028677429713760274,62248.843107753266,0.036426499833505224,102.33156241271585,0.6202091735361716,3359.5060257844057
29,429,25.3787,26.8139,13,22.6223,0,123,117,4,136,7,1.00241,24.27078,0.0,0.0,17.03571,12.848,22.35238,0.0,0.0,122.0,33.34104,0.0,0.28,5.897,-1.0,2.651279,83.45354978231785,0.08329677705580425,6.179057168556053,0.01577870070226977,0.4681956862745098,0.05730764661277803,0.0707888947598212,17.110435956790123,368.7798635398713,0.042785386635229454,45.11782064555604,0.044659091861878115,89.66998063724384,0.18532527731319778,0.050391853425234195,0.0746041633294698,0.030349445344576526,61957.22604334291,0.03637469832941946,102.32739535322231,0.8342668218929803,3228.3445528111197
30,430,26.0853,27.2855,13,24.1794,0,122,118,4,136,7,1.00558,24.95359,0.0,0.0,14.5,12.063,23.05149,0.0,0.0,122.0,33.94646,2e-05,0.28,4.154,-1.0,2.509272,85.21512358174078,0.08237102853749433,6.364979327358869,0.01571887826809752,0.4818729411764706,0.058234968606684735,0.07022072826348673,18.514515817901234,365.3183434746132,0.04215906544635542,44.83516419964072,0.04628961469544991,87.87815639687197,0.1853252773132007,0.04974224586288,0.0743716616734347,0.03260094438555057,62055.68880485489,0.036238309496372426,102.25070380591643,0.9831933241994267,3469.909220505401
31,431,26.6887,28.0132,13,24.3456,0,122,118,4,135,7,0.99921,25.49836,0.0,0.0,15.82143,11.842,23.43937,0.0,0.0,122.0,34.53487,0.0,0.28,4.829,-1.0,2.394302,88.30934236306813,0.08138871414992746,6.546815643852245,0.015647657709104094,0.4969342352941175,0.058921980490955046,0.06958366726697571,19.27469135802469,362.39665769486334,0.04155931750620449,44.39154655550733,0.04772158283771127,90.41034817197678,0.1875429033564282,0.049123223012199894,0.07363228327677791,0.032765682219454605,62194.703408721994,0.03625540112641806,102.18075701153113,0.7074439228938794,3695.072837858539
32,432,25.1844,29.0727,13,25.6659,0,121,118,4,135,7,1.00298,24.11474,0.0,0.0,13.21429,11.615,24.06479,0.0,0.0,122.0,34.7304,0.0,0.27,3.766,0.39879,2.455809,91.54785116938695,0.08034654137121287,6.7191355043007075,0.015561299016060725,0.5036262745098039,0.05829441318836682,0.06886417099442149,20.07204861111111,359.95122508244907,0.04100850292317871,44.13981251657745,0.048798342310577114,91.49630440922549,0.19138394433549352,0.04858122652515733,0.07339015482335466,0.03201567121691251,62088.78124300662,0.03645944075897372,102.44807496359526,0.9915214767040867,3179.483564790402
33,433,24.0272,29.7075,12,26.9406,0,121,118,4,135,6,1.0002,23.05257,0.0,0.0,8.96429,11.99,24.98226,0.0,0.0,120.0,34.39665,0.0,0.28,3.262,-1.0,2.400952,94.6057011698442,0.07957133281117133,6.9284867579540075,0.015491550503707081,0.4984098039215686,0.059267149162819,0.06818227050459609,20.627797067901234,357.6088350901776,0.04055409072989063,43.59048009801794,0.048654398507118106,90.14460802706901,0.19138394433549377,0.04801345518133525,0.07334964378090925,0.03199010576088568,61970.50825130291,0.036789684934187765,102.65939466110461,0.7993660894849917,3101.7185632134983
34,434,22.8176,29.5388,11,27.2419,0,121,118,4,135,6,1.00109,21.92103,0.0,0.0,14.89286,12.226,25.51999,0.0,0.0,118.0,34.05184,0.0,0.28,5.888,-1.0,2.41558,97.19689661701928,0.078769540341534,7.0647960050232586,0.015439699540481782,0.48722313725490196,0.05905587753178224,0.06729484936810287,21.030623070987655,355.1999006711618,0.04013049044508427,43.25957781002845,0.048439383528023926,87.890859250132,0.19360157037872408,0.04750810674821733,0.07332001029503943,0.03204952915049088,61889.648932232725,0.03641913793971321,102.89652299235479,0.8579986467119828,2854.443386714047
35,435,22.2116,29.2608,11,27.4146,0,121,118,4,135,6,0.99637,21.30972,0.0,0.0,10.85714,12.325,25.37649,0.0,0.0,117.0,34.05637,0.0,0.28,3.065,-1.0,2.32437,99.3798569289912,0.07776816038414375,7.200480462096322,0.015358045480849812,0.48143450980392155,0.058481149388945455,0.0665491312561527,21.716628086419753,352.9146952712333,0.03971495085595201,42.967911896882235,0.04846118574778012,90.86773083984549,0.19360157037872475,0.04727742751077198,0.07257742581977018,0.03162890174295041,61991.57242537164,0.03597881361733363,102.98236183989395,0.6381503323029578,2633.132457079476
36,436,21.1845,29.1881,10,25.3212,0,121,118,4,134,6,0.99768,20.33967,0.0,0.0,11.0,13.374,25.14689,0.0,0.0,118.0,33.88495,0.0,0.28,3.172,-1.0,2.584755,101.86538452461383,0.07683451420017418,7.386682545311241,0.015293983957435017,0.4785458823529411,0.05815642129114597,0.0657779876051383,22.71802662037037,351.0057827851429,0.03934385961132759,42.72716889558016,0.04794216284708398,88.24590059988392,0.19360157037872563,0.04692304814886962,0.07192901867336304,0.031176555283843943,61997.26354432763,0.03565389754153528,103.1268294036051,0.8501279302357316,2429.828510112785
37,437,20.3735,29.6451,9,23.6285,0,120,118,4,134,6,0.99499,19.52785,0.0,0.0,8.46429,13.993,25.08194,0.0,0.0,118.0,33.71576,1e-05,0.28,3.141,-1.0,2.822122,105.19613042348175,0.07596763385777433,7.476540148014759,0.015256454374410897,0.48242980392156853,0.058842183690416036,0.06494737858026116,22.933497299382715,349.4421473622676,0.03948949850396137,42.38581810468509,0.04763159348449901,90.06532566730722,0.19360157037872497,0.046715895363729734,0.07144762906897788,0.030891238738752665,62011.48906722149,0.035417579854285064,103.32934252393494,0.564265556356286,2239.0328749547803
38,438,20.0528,29.4573,9,23.5964,0,120,119,4,134,6,0.99952,19.16338,0.0,0.0,9.17857,14.411,25.4761,0.0,0.0,119.0,33.73412,0.0,0.28,3.084,-1.0,3.08361,107.69438561371142,0.07501684916439277,7.579595247369105,0.015212252157140197,0.4849203921568628,0.05836467885888812,0.06423998614114157,22.794994212962962,348.1386833188592,0.03951699244265188,42.236954300491895,0.04724654752448997,89.46203379616605,0.1936015703787252,0.04662417590322563,0.07208114876766267,0.030934021834130635,61928.4319692888,0.035119396959633245,103.37873775051399,0.6394830793062477,2163.547918851927
39,439,19.9466,29.7541,9,24.8647,0,119,119,4,134,6,0.99526,19.08766,0.0,0.0,12.39286,14.217,25.31511,0.0,0.0,119.0,33.93542,0.0,0.28,3.571,-1.0,3.304928,108.9493266672415,0.0742850785532556,7.638048459660316,0.015149641766922807,0.48221607843137254,0.05764147931735214,0.0635997230793477,23.290557484567902,346.9893812339417,0.03975318410295878,42.252097424165704,0.04749909150491083,89.24656521128367,0.19360157037872536,0.04663051234021051,0.07171103577289317,0.0308906447606614,61965.058699599176,0.034857035414585874,103.42227606182631,0.5684620328663772,1958.5660773403265
40,440,20.6505,30.6244,10,27.7614,0,119,119,4,134,6,0.99395,19.86535,0.0,0.0,8.89286,13.047,25.56271,0.0,0.0,120.0,34.54743,0.0,0.28,2.775,0.38477,3.306628,106.73377889194997,0.07360898020175752,7.631973479623265,0.015089997960187453,0.49441254901960785,0.057643881156743425,0.06314796618488852,23.93942901234568,345.8888158897806,0.039956582402825284,42.6109033278477,0.04790249486242072,90.05709862584706,0.19966023740101746,0.04660019563631549,0.0719978874359872,0.03190779120497918,62108.2227490938,0.034841001085861814,103.18734975154926,0.6092811935806655,1947.2285616058134
41,441,21.6686,29.991,11,27.562,0,119,119,4,135,7,0.98876,20.84428,0.0,0.0,10.82143,12.295,26.309,0.0,0.0,121.0,34.84886,0.0,0.28,2.542,-1.0,3.284164,104.71137834941743,0.07284340910916315,7.669880042326811,0.015031962888304282,0.5059478431372548,0.0577263847483008,0.06269833121002685,24.97921489197531,344.902935783347,0.04127290590097167,43.76978443287037,0.04948598392552277,87.24475569107682,0.2079365304665403,0.04668525250022754,0.07188390078967967,0.032493835553660595,62433.8805583883,0.03524288671858733,102.92576739723012,0.525101422067678,2118.404248919753
42,442,21.5717,29.8406,11,28.4481,0,119,118,4,135,7,0.99302,20.73338,0.0,0.0,8.85714,12.976,25.76857,0.0,0.0,119.0,35.11255,0.0,0.28,2.407,-1.0,3.221174,102.54618042835978,0.07228246524131805,7.643119651217638,0.01499674144642636,0.5097192156862745,0.05715122530714449,0.06246312604057418,25.461564429012345,343.85447570558955,0.04083283434326072,44.63528461220824,0.049240706196017774,89.51975861555138,0.20793653046654284,0.04708872441510542,0.07203464536893588,0.032233492915513216,62372.832012721876,0.03514619539559317,102.91261743754683,0.7018181929843079,2145.2608065841237
43,443,22.807,30.0799,11,27.666,0,119,118,4,135,7,0.99202,21.82161,0.0,0.0,9.17857,11.789,25.64082,0.0,0.0,119.0,35.07073,0.0,0.28,2.345,-1.0,3.180586,102.56722216705843,0.07156823261045768,7.642564004407892,0.014954997627590632,0.5054364705882353,0.05718218146559032,0.06239410343266932,25.36231674382716,342.6045728975548,0.040429618096223356,45.091113431954085,0.049079392075054185,89.40756816025241,0.20793653046654378,0.04690612568656358,0.07241881615157839,0.032056364915350216,62373.61682689978,0.03511781805385924,102.6307470868921,0.7498426127618332,2795.0486886644917
44,444,22.6301,31.4515,11,25.9803,0,119,118,4,135,7,0.99247,21.64312,0.0,0.0,10.0,11.064,25.84086,0.0,0.0,119.0,35.30576,0.0,0.28,2.823,-1.0,3.1597,101.99445653005606,0.07130928081741991,7.602831144347809,0.01488388858966941,0.5044411764705882,0.05756381170723094,0.062247235130935746,25.34350887345679,341.1307760368226,0.04032273261123448,45.109617821964214,0.04997474791739176,88.2103329214529,0.2079365304665378,0.04673295414242743,0.07209849996602262,0.031822218805140974,62462.02137757446,0.03489830484148866,102.7243565125545,0.7035366945469657,2664.884505872711
