,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubcol.0.6,color_fulness,movement,noise,fft,cubrow.0.3,tone,blur,cubcol.0.5,cubrow.0,cubcol.0,staticness,cubcol.0.3,saturation,cubrow.1.0,cubrow.0.5,uhdhdsim,temporal,cubcol.1.0,cubrow.0.6,blockiness
10,110,66.5236,3.82569,38,4.85929,0,108,132,10,125,8,0.98892,62.29609,0.0,0.0,4.0,4.053,3.19025,0.0,0.0,127.0,59.46836,9e-05,0.71,1.21,-1.0,0.0,93.90889945493322,0.24379028096648014,159.80093577223772,0.6983506944444444,0.5273059117639638,69203.20144652676,0.27793337341667185,0.8544109803921569,61170.51273242595,0.22116395005180228,0.10982161564208173,0.018344885862980265,552.3682555075387,0.04746450869087975,32.81327009789738,0.12410499665134404,0.1597988163131217,89.91220831257651,3.2054252192034287,0.02454961713881914,0.15182249574560527,2.07723741137441
11,111,66.4826,3.90694,38,4.92451,0,108,132,10,125,8,0.98378,62.25285,0.0,0.0,2.96429,4.05,3.23778,0.0,0.0,127.0,59.39542,5e-05,0.72,1.182,-1.0,0.0,93.64855222744686,0.24287684174464935,158.99662496362168,0.7432002314814815,0.527305911763959,69099.09152919393,0.27803111081822773,0.8538454901960786,61060.020106984724,0.22114395715626228,0.10961512778179734,0.018235944347470154,552.2135411656793,0.047180367676105985,32.8692246425299,0.12408420745531946,0.15964363399489728,89.93504109808187,3.2036969465781877,0.02440071919310911,0.15205853263952965,2.346820538557713
12,112,66.4029,3.86819,38,4.97149,0,107,132,10,125,8,0.98864,62.17097,0.0,0.0,3.10714,4.05,3.3112,0.0,0.0,127.0,59.35019,0.00011,0.71,1.252,-1.0,0.0,94.1741942132198,0.24208592367241644,158.78799750964052,0.6635802469135802,0.5273059117639672,69133.49626575223,0.278032139241544,0.8535627450980393,60954.21729649929,0.22118379404758354,0.10938375417392601,0.018262852617010154,552.0698019764674,0.04696555850125502,32.841980733989196,0.12369798290271257,0.1594674020596978,89.92672990925516,3.1804805506278155,0.024190004345791313,0.15210017946670512,2.321051480278823
13,113,66.4342,3.93593,38,4.86792,0,107,132,10,125,8,0.98574,62.18091,0.0,0.0,3.14286,4.055,3.27708,0.0,0.0,127.0,59.35055,5e-05,0.72,1.19,-1.0,0.0,93.81485729577508,0.24143724581611672,159.90230391226544,0.5190972222222222,0.5273059117639628,69147.75490817618,0.2780176577576712,0.8537929411764706,61036.98315300272,0.22121768594042082,0.10933367943555332,0.01812476925023579,551.9541482326007,0.046707195998753705,32.92790843822338,0.12343767160173374,0.1596014721924675,89.9464393183525,3.1642053818142823,0.024253532714072885,0.1520596344792766,2.0671973783384168
14,114,66.4035,4.07764,38,4.83192,0,107,132,10,125,8,0.98664,62.15087,0.0,0.0,3.53571,4.046,3.33845,0.0,0.0,127.0,59.28631,9e-05,0.71,1.194,-1.0,0.0,90.9450242013424,0.24093977280906587,158.83231321967781,0.4729938271604938,0.5273059117639652,69154.72219648043,0.278128087731379,0.8523117647058824,61054.59923600606,0.2213037552708554,0.10941226622632992,0.018062980707765703,551.8056555723351,0.04650921655102403,32.937801031418786,0.1231983844235287,0.15959077282701864,89.90584436695075,3.1332669202230754,0.024193853783631796,0.15203212546700193,2.3010830184301043
15,115,66.4615,4.26581,38,4.80103,0,107,132,10,125,8,0.98485,62.19886,0.0,0.0,3.42857,4.046,3.45902,0.0,0.0,127.0,59.33981,8e-05,0.71,1.177,-1.0,0.0,94.15025217962028,0.2405085635015105,159.4661153227014,0.7334104938271605,0.5273059117639601,69119.6912206202,0.27819721114232704,0.8552372549019609,61269.82687619631,0.2213056284988448,0.1094377459902309,0.01802457524865021,551.6598093949628,0.046262401799178926,33.03269393355758,0.12297541217132925,0.15967333371785805,89.94426266470356,3.1133622291432728,0.024039539506339597,0.15192909081787412,1.9375975871643536
16,116,66.4158,4.35421,38,4.85408,0,107,132,10,125,8,0.98765,62.1381,0.0,0.0,3.82143,4.047,3.62918,0.0,0.0,127.0,59.30581,5e-05,0.72,1.226,0.125,0.0,93.96904482990077,0.2400204760905769,159.87292949352872,0.783227237654321,0.5273059117639646,69164.52176443207,0.27833081856935,0.8554674509803923,61148.88755218572,0.22142983419085724,0.10954080076797898,0.018100641426519,551.521315926752,0.04600743817726472,32.95875379774306,0.12277852557876058,0.15960478876457151,89.93414465035161,3.1058838671452955,0.024088577610666573,0.1518463321972921,1.936782831363846
17,117,66.4233,4.409,37,5.1378,0,107,132,10,125,8,0.98602,62.1285,0.0,0.0,3.53571,4.044,3.69798,0.0,0.0,127.0,59.31526,8e-05,0.71,1.194,-1.0,1e-06,94.0208068632076,0.23917549646198022,159.4093274151313,0.7790316358024691,0.5250882857207332,69084.68699123288,0.2782610395815382,0.8557800000000001,61224.592356303656,0.22147275882795345,0.10966896747154269,0.018136919529157365,551.397517707187,0.04575642846479658,33.01486921899113,0.12270474256610961,0.1596988155923685,89.93989810122984,3.100968477376896,0.02414124831486343,0.15172807793570756,2.133026981287234
18,118,66.3281,4.32569,37,5.53072,0,107,132,10,125,8,0.99011,62.02954,0.0,0.0,3.0,4.038,3.75204,0.0,0.0,127.0,59.28149,8e-05,0.72,1.176,-1.0,0.0,93.61580649992001,0.23791221513680358,160.51692936951733,0.7729070216049383,0.5273059117639644,69114.65820914396,0.2782994594139967,0.85604,60990.13109744517,0.22162689908862734,0.10963340336345313,0.01816345029579297,551.2623829235224,0.045401163547152616,33.043776147159534,0.1224523109018244,0.15959244640210354,89.96539322964638,3.150447009239275,0.024044533866805835,0.15157108004324632,2.0406158443677955
19,119,66.3171,4.34443,37,5.51002,0,107,132,10,125,8,0.99206,61.98706,0.0,0.0,2.96429,4.024,3.67161,0.0,0.0,127.0,59.26062,8e-05,0.71,1.22,-1.0,0.0,90.58661277126791,0.23683029020681576,159.61246059814835,0.8312114197530864,0.5273059117639641,69103.34704672381,0.2782725084380275,0.856047843137255,61063.68992849391,0.22163795646324227,0.1097460586323914,0.01810623390670808,551.1458611872872,0.045178374988247595,33.02627921398775,0.12229421916168959,0.15944269284342272,89.95666810936127,3.232617704907317,0.0240438810639821,0.15130163609683747,1.8007118529261776
20,120,66.2379,4.62515,37,5.28069,0,107,132,10,125,8,0.98942,61.88829,0.0,0.0,2.96429,4.042,3.69343,0.0,0.0,127.0,59.21108,7e-05,0.71,1.214,-1.0,0.0,92.85566570108782,0.23590638994666482,160.190454408737,1.4544270833333333,0.525088285720738,68997.13663713449,0.27831936974071547,0.8561082352941177,60932.22083885557,0.22172845097948707,0.1096799767017524,0.018108755632976207,551.0037481612608,0.04495440783676163,33.030553370346254,0.12225412174383148,0.1593886828883347,90.01033531674338,3.311973180018916,0.0239564812325819,0.15092592849152187,2.2096822235420555
21,121,66.1886,5.16506,37,5.27794,0,107,132,10,125,8,0.99375,61.81598,0.0,0.0,3.46429,4.02,3.93243,0.0,0.0,127.0,59.19536,8e-05,0.72,1.209,-1.0,0.0,90.6067753806043,0.235068903655257,159.8591602889715,2.0751350308641974,0.5273059117639657,69010.60233008982,0.27825336623978,0.856047843137255,60984.844085511686,0.22174537413466364,0.10975980970943378,0.01797756760384316,550.8602605430966,0.044694941673838876,33.033552946867765,0.12233717033192464,0.15930728287063387,89.97473257432354,3.399832341999191,0.023978773103896463,0.15040958316483916,1.8806596155253157
22,122,66.0214,5.52121,37,5.66961,0,107,132,10,125,8,0.98531,61.63083,0.0,0.0,3.14286,4.047,4.40497,0.0,0.0,127.0,59.13604,8e-05,0.72,1.207,-1.0,0.0,94.11709906369865,0.23427544582220872,159.7699831944844,2.817901234567901,0.5273059117639648,69022.99412547822,0.27822753339454387,0.856567843137255,60748.09006044946,0.22175365260360239,0.1097566925081023,0.017947320017966693,550.6706629724788,0.04436987990141485,33.03836040732301,0.12205064157266907,0.15922133518338538,90.02822589079999,3.522835033477541,0.023938903394591374,0.1501047098197076,2.5228603235368006
23,123,65.9638,5.79236,37,5.59581,0,107,132,10,125,8,0.98839,61.5497,0.0,0.0,3.21429,4.042,4.70688,0.0,0.0,127.0,59.11732,8e-05,0.71,1.193,-1.0,0.0,93.83859806946657,0.23356014637688793,159.85855635845618,3.486207561728395,0.5273059117639666,68953.24858333553,0.27819632056276467,0.8563831372549021,60665.08666671428,0.22176302350909144,0.10986328163951192,0.01788228549513712,550.4435025865196,0.04410695205284988,33.148554484049484,0.12148170361483905,0.15915989768422362,90.04259514110346,3.6212063526975196,0.024031217102054237,0.14959852590919662,1.9746069958942467
24,124,65.8198,5.88869,37,5.96209,0,107,132,10,125,8,0.99176,61.37235,0.0,0.0,3.89286,4.046,4.94565,0.0,0.0,127.0,59.03187,8e-05,0.71,1.201,0.125,0.0,93.42269013870937,0.23284616483299547,159.91291030114292,3.8979070216049383,0.5273059117639658,68923.12982120409,0.27808920479574395,0.8558325490196078,60608.80414089292,0.2217217198274852,0.10989188698988873,0.017919984939449712,550.189251361451,0.04387053695267012,33.07209532937886,0.12094866333362758,0.15905961780479624,90.07897600619842,3.6588999533073814,0.023955889318557688,0.14911661483098876,1.9405647850304253
25,125,65.7938,5.92035,37,5.74229,0,107,132,10,125,8,0.98461,61.32544,0.0,0.0,3.32143,4.047,5.02557,0.0,0.0,127.0,59.00929,9e-05,0.71,1.221,-1.0,0.0,93.81707363393191,0.2322935856567005,159.60099614857785,4.764853395061729,0.5250882857207374,69033.22272449787,0.27808162685274623,0.85604,60598.751074908585,0.22174713084495457,0.10999102896101437,0.01785137514245035,549.8986750968502,0.04357872095325462,33.0788954746576,0.12054135119742196,0.1589889380555771,90.08801897630133,3.6720446233038864,0.023885431259585706,0.14861919200220694,2.2349610613803197
26,126,65.6349,5.77696,36,6.30809,0,107,132,10,125,8,0.98245,61.15461,0.0,0.0,2.78571,4.048,5.05905,0.0,0.0,127.0,58.9125,8e-05,0.72,1.231,-1.0,0.0,92.25923137795616,0.23172228504539188,159.02795760955254,4.93677662037037,0.5250882857207378,69008.87302051103,0.2781317480272354,0.8555429607843138,60337.002800082795,0.2217420201476964,0.11004976145120189,0.01785928915450414,549.5485192940552,0.043210227569074874,33.11151123046875,0.1198442543711798,0.158936203549482,90.13055088031656,3.6953938533989423,0.02390948579359424,0.1481235479624878,1.8682327450913956
27,127,65.6569,5.70888,36,6.20215,0,106,132,10,125,8,0.97821,61.14422,0.0,0.0,4.03571,4.052,4.9317,0.0,0.0,127.0,58.90098,8e-05,0.72,1.197,-1.0,0.0,91.9448332429441,0.23129582652171346,159.90234943663643,4.902247299382716,0.5228706596775105,68920.63791639016,0.2781087076430019,0.8563752941176471,60550.92868180665,0.22173231359795978,0.11008867646216022,0.017813759702021138,549.1803173750125,0.0430372033802696,33.04883584858459,0.11937332656229263,0.15889048176240161,90.15629304209278,3.705480765806418,0.023901566027479403,0.14767059794858942,2.2589296939048444
28,128,65.5338,5.55537,36,6.23034,0,106,132,10,125,8,0.9852,60.9921,0.0,0.0,3.85714,4.045,4.87585,0.0,0.0,127.0,58.80115,0.0001,0.71,1.205,-1.0,0.0,93.34237015027904,0.23083005526123823,158.9451434900402,4.858844521604938,0.5250882857207343,69010.0677273486,0.277925943659873,0.8560250980392158,60388.52071174619,0.22171944674603059,0.1100921344929052,0.017784464393668487,548.7616312594139,0.042725645581959175,32.99929300944011,0.11877588578958227,0.1588907605307499,90.15447379231762,3.7176786548545744,0.024004926283296164,0.14723201006087905,2.3516333530179416
29,129,65.5247,5.39293,36,6.01686,0,106,132,10,125,8,0.98705,60.9587,0.0,0.0,4.60714,4.052,4.73999,0.0,0.0,127.0,58.79143,7e-05,0.71,1.202,-1.0,0.0,93.8407653362832,0.2304854710757244,160.1720499920402,5.003375771604938,0.5250882857207356,69127.05954817412,0.27780888025950046,0.8568741176470589,60491.67910406049,0.22171722036646813,0.11008714783165935,0.017754500484834408,548.325969304955,0.042491355538059855,33.00483119634934,0.11831667047066248,0.15881707460617325,90.16134198720272,3.730319068095146,0.023899242545180853,0.14689761645010174,1.7685411621625613
30,130,65.4322,5.16556,36,5.85005,0,106,132,10,125,8,0.98661,60.84425,0.0,0.0,3.82143,4.036,4.60275,0.0,0.0,127.0,58.72402,8e-05,0.71,1.166,-1.0,0.0,94.06781267912046,0.2301177577228378,159.52896361065916,5.771460262345679,0.5228706596775167,69190.58901994664,0.2776438397426478,0.856092549019608,60355.61604992032,0.2217136207972964,0.11011103642428006,0.01772807440776629,547.8486088876012,0.04220843956026843,32.92805669337143,0.11779992344090466,0.1587802137811968,90.15597117642429,3.7247358410906606,0.023904063223583592,0.14648548741019984,2.2276203283335394
31,131,65.3343,5.30368,36,6.10869,0,106,132,10,125,8,0.98597,60.69937,0.0,0.0,4.14286,4.04,4.40154,0.0,0.0,127.0,58.71749,9e-05,0.71,1.21,-1.0,0.0,93.00159198589414,0.22986265453350613,159.59382392918366,5.640287422839506,0.525088285720734,69053.79003630359,0.27755724951350624,0.8559427450980395,60327.25108250364,0.22169107983915473,0.11016991525073977,0.017722634357474537,547.3693489001394,0.042079702157708065,32.84254436728395,0.1175781212547388,0.15868270733491036,90.20715308971756,3.6729031865329684,0.023891049594025004,0.1461115615257904,1.738437310527089
32,132,65.2666,5.68745,35,6.16253,0,106,132,10,125,8,0.98341,60.60209,0.0,0.0,3.75,4.04,4.52582,0.0,0.0,127.0,58.70276,8e-05,0.72,1.178,0.125,0.0,93.65288400308404,0.22961163349332983,159.79028786800512,5.434268904320987,0.5228706596775059,68980.03507828082,0.2774279660200835,0.8549921568627452,60155.57468145848,0.22173559599711412,0.11016486495356692,0.017754164994445543,546.8670062769783,0.041866542045358134,32.800909536856196,0.11734558990349174,0.15865419740591896,90.22207628563864,3.6667793587129753,0.023853205038192538,0.14578129977570217,1.8028867550754355
33,133,65.2003,6.22942,35,6.03747,0,106,132,10,125,8,0.98748,60.50776,0.0,0.0,3.03571,4.056,4.8522,0.0,0.0,126.0,58.79655,0.00012,0.71,1.208,-1.0,0.0,93.85253211884888,0.2293993846530651,159.49902630555925,5.27806712962963,0.5228706596775057,69075.4261644849,0.27729583661863727,0.8572768627450982,60197.13563455506,0.22177226685588045,0.11017518453151408,0.01776152931797078,546.3692003093219,0.04172822835454982,32.78639202353395,0.11741900072236952,0.15851297914903728,90.23229616765447,3.6854397187828067,0.02378032971321124,0.14547372430131944,1.7507356745868656
34,134,65.1555,8.18761,35,5.76664,0,106,132,10,125,8,0.98465,60.43774,0.0,0.0,4.10714,4.058,5.32479,0.0,0.0,126.0,58.86754,8e-05,0.71,1.199,-1.0,0.0,93.10030244797778,0.22925455265846734,159.1973170026264,5.211033950617284,0.5228706596775051,69108.78195846721,0.2771796925265337,0.8563313725490196,60046.74044332978,0.2217717551045667,0.11022072283914072,0.01777718107354663,545.8479448426409,0.041562199211714446,32.890040268132715,0.11740947173814462,0.15843683226553176,90.2087815471759,3.7200437585925816,0.023735306446467402,0.14517939780661193,1.7419619749188897
35,135,65.0997,9.10583,35,6.09698,0,106,132,9,125,8,0.98301,60.3858,0.0,0.0,3.46429,4.044,7.01539,0.0,0.0,126.0,58.9573,0.00012,0.72,1.211,-1.0,0.0,94.02641035120716,0.2291340129357963,158.7696669985969,5.663097993827161,0.5228706596775052,69193.77516991894,0.2770200212967209,0.859410980392157,60090.78452114831,0.22178405735368414,0.11026249763794202,0.017765728023003496,545.3681865390906,0.04138030324488659,32.69160819347994,0.11717172925961067,0.15841957013056795,90.23098836819779,3.756470947261999,0.023727943657302655,0.1448635543558303,1.8368562280611762
36,136,64.959,9.20417,35,6.22925,0,106,132,9,125,8,0.98138,60.25377,0.0,0.0,3.53571,4.048,7.81113,0.0,0.0,126.0,58.95876,0.00011,0.72,1.19,-1.0,0.0,93.15213916492172,0.2289795529822605,158.72443906499163,5.515239197530864,0.5228706596775092,69070.00819463698,0.27679140739187286,0.8590913725490196,59802.27556126213,0.2218124930556525,0.11028611538583262,0.017731383939279196,544.8801709357305,0.04122142724202124,32.57898759253231,0.1169122786578542,0.1584687887534965,90.24374407275447,3.7757373600242263,0.023692034135515405,0.14456338120142406,1.7837881794711432
37,137,64.7343,7.79068,35,7.44455,0,106,132,9,125,8,0.98126,60.02533,0.0,0.0,4.21429,4.051,7.89288,0.0,0.0,126.0,58.95909,0.00011,0.71,1.195,-1.0,0.0,91.71342245175542,0.22891058008104026,158.58859352061967,5.366319444444445,0.522870659677504,68979.71647840737,0.27664960856956655,0.8599623529411764,59329.038099737074,0.22185921947000709,0.11029775330329915,0.017760868822253226,544.3285655053295,0.04105793920160282,32.42825788333092,0.11641982703395244,0.15851956506323467,90.28322841066854,3.801312368984513,0.02372332607721703,0.14427796321298658,1.8960621278323393
38,138,64.5302,8.58842,35,7.17367,0,105,132,9,125,8,0.98448,59.82297,0.0,0.0,3.89286,4.041,6.6852,0.0,0.0,126.0,58.84238,8e-05,0.72,1.201,-1.0,0.0,93.80640460169597,0.22876027811963068,159.1440874997209,5.474344135802469,0.522870659677505,68965.88610240415,0.27648769575429033,0.8601925490196078,58944.99483357329,0.22185660211044073,0.11029940609693623,0.017785439891013936,543.7429196868312,0.04093951290379136,32.44287806381414,0.11594028437195482,0.1586558953112202,90.27425980392059,3.8410348527072666,0.02366828978791322,0.14395816597798558,1.808070046188583
39,139,64.3794,7.79127,34,7.63246,0,105,132,9,125,7,0.98255,59.66383,0.0,0.0,4.85714,4.046,7.35518,0.0,0.0,126.0,58.8311,0.0001,0.72,1.181,-1.0,0.0,90.50828464706059,0.22862791625106957,158.85045576063365,5.637731481481482,0.522870659677504,68857.0745092388,0.27637302009373993,0.8607956862745099,58808.36822137221,0.2218840448945342,0.11032038523503904,0.017767281054182068,543.1714144407462,0.04082244548061071,32.518119906201775,0.11540923295253994,0.1587275373030979,90.29199942571006,3.879133245503216,0.02366668728910028,0.1437210105033977,1.882770633866729
40,140,64.2928,7.96491,34,7.26972,0,105,132,9,125,7,0.98249,59.56857,0.0,0.0,4.64286,4.055,6.67087,0.0,0.0,126.0,58.78773,5e-05,0.71,1.22,0.125,0.0,92.17087247550425,0.22851675286677517,159.51528129133146,6.030960648148148,0.5228706596774981,68832.8504208915,0.27624974816021935,0.8600368823529407,58681.94076653634,0.2219548010002206,0.1103173793875806,0.017772400984505873,542.6445186106802,0.04063591056180129,32.38649344738619,0.11491512412866599,0.15870729270924375,90.31511588803448,3.9025506763040756,0.02362237041533913,0.14348041880570467,1.8061672455338087
41,141,64.4243,8.27026,34,7.5518,0,105,132,9,125,7,0.98501,59.69823,0.0,0.0,4.46429,4.076,6.80964,0.0,0.0,126.0,58.66757,0.00011,0.71,1.261,-1.0,0.0,91.28980662004746,0.22842735401429867,159.63637236963936,6.015432098765432,0.5228706596775076,68746.15605086944,0.2761453582909587,0.8602517843137253,58830.63606491479,0.22203608345672315,0.11033430966551896,0.01772889745873961,542.1565869358977,0.04051162072937155,32.22505715452594,0.114378625188578,0.1585704745997283,90.3339200613574,3.922507670142291,0.023645410160141638,0.14329833811549214,1.9139611971566448
42,142,64.4755,8.29264,35,8.23796,0,105,132,9,125,8,0.98383,59.78584,0.0,0.0,3.85714,4.084,7.07591,0.0,0.0,126.0,58.43879,7e-05,0.71,1.212,-1.0,0.0,93.48024114119629,0.22833541588526746,158.74824169837936,6.208912037037037,0.5228706596775089,68939.35933592483,0.2759949758956154,0.8588533333333334,58959.09815354759,0.22210257907622977,0.11029333275321111,0.01771618586894638,541.6706714071415,0.0403185471900765,32.09714762369792,0.11382765728892057,0.15854883519190108,90.29147975028155,3.9593116887097826,0.023637870059324967,0.14305026098325901,1.6820315058665514
43,143,64.643,8.11741,35,7.96953,0,105,132,9,125,8,0.98892,59.95294,0.0,0.0,4.21429,4.071,7.08809,0.0,0.0,126.0,58.27017,9e-05,0.72,1.216,-1.0,0.0,91.98816015725843,0.22821705675917167,158.57985907749136,6.317322530864198,0.5273059117639587,68873.58686603043,0.27586681458031936,0.8582878431372549,59287.57695046014,0.22225739298151345,0.11034047643847364,0.01771679988168387,541.1881554700777,0.040179898164197876,32.00989730269821,0.11331766978936564,0.15848129107673584,90.28559317092422,3.960103243032087,0.023688435650582984,0.1429296934409288,1.7418121112507228
44,144,64.6961,7.95567,35,8.41296,0,105,131,9,125,8,0.98296,60.01461,0.0,0.0,3.75,4.079,6.93898,0.0,0.0,126.0,58.09761,0.00012,0.72,1.191,-1.0,0.0,91.47885041119488,0.22813386782718087,159.13903719765594,6.475260416666667,0.5250882857207384,68876.66070567416,0.27574635280480725,0.8571411764705884,59399.212631309776,0.22233598424547465,0.11034362297712251,0.017712660870576366,540.6945395557625,0.039947879289298646,31.99732613269194,0.11283923194915092,0.15838647378558696,90.29904675609438,3.919511767900945,0.02368195023420385,0.14275768432658534,1.9949883834200628
