,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubrow.0,cubrow.0.5,cubcol.0.5,cubrow.1.0,temporal,fft,blockiness,cubcol.0.3,saturation,uhdhdsim,movement,cubcol.1.0,cubrow.0.3,staticness,color_fulness,noise,cubcol.0,tone,cubrow.0.6,contrast,blur
10,110,79.1844,13.9442,73,23.4819,0,119,117,14,136,13,0.97614,81.70608,0.0,0.0,0.82143,4.242,12.04274,0.0,0.0,129.0,41.94872,6e-05,0.49,3.293,-1.0,0.449857,0.17777624806969802,0.38021996767571015,0.2519216371272466,0.18251276543091768,0.19134296404241743,5.065103417872616,68945.04541363196,11.176738824895143,0.18202671060245762,50.712075504255886,90.12934788609545,4.025704089506172,0.23477117811094603,0.27403411929524674,555.3923267342101,90.6862944464843,0.5168119926552063,0.2134173609426547,0.6175725490196078,0.2475518399972588,87.95506817339205,46595.445520278896
11,111,78.819,13.9437,73,23.8327,0,119,117,14,136,13,0.97936,81.32227,0.0,0.0,1.0,4.231,12.01181,0.0,0.0,129.0,41.86157,8e-05,0.48,3.292,-1.0,0.463291,0.17844966461551215,0.3793766531517453,0.2517458841096665,0.18334117939277744,0.19329427659669807,5.036490302571944,68914.64229611323,7.5710948294726546,0.18165747732765194,50.76961470238957,90.14003482920508,4.065538194444445,0.2398410540382843,0.2737968870817901,555.4931258941168,90.44467934299394,0.5145943666119822,0.2148375494005023,0.6154596078431372,0.24843968233728655,87.53694405020131,46100.10406128353
12,112,78.9879,13.3064,73,24.2281,0,119,117,14,136,13,0.996,81.43823,0.0,0.0,0.89286,4.24,12.01574,0.0,0.0,128.0,41.87894,7e-05,0.48,2.766,-1.0,0.473904,0.17862685499506223,0.3782727285035567,0.2515355324812181,0.1839190644533958,0.19410674571707234,5.046186357322648,68823.78925866527,6.7401453265824625,0.18108287695111627,50.80175347975743,90.16925632587186,3.8083043981481484,0.24535858620570977,0.27467697145206504,555.5443753913395,91.57361192282575,0.5145943666119782,0.21597055351924332,0.6157949019607842,0.24885233178210303,88.38093724401088,46325.85775468547
13,113,79.3047,12.7044,73,22.0924,0,119,117,14,136,13,1.00018,81.76413,0.0,0.0,0.67857,4.27,11.47869,0.0,0.0,128.0,41.89693,6e-05,0.48,2.819,-1.0,0.502138,0.1789600083256893,0.3759189211120182,0.25172403542029087,0.1835585856511155,0.19492274147574648,5.028706942994244,68816.69804585323,4.15416064279608,0.18177865140661487,50.820849383318865,90.1721535644077,3.431134259259259,0.24955209528990727,0.27637812394623845,555.5852481203743,91.3130389223246,0.51459436661198,0.21987598391581023,0.6166086274509803,0.24843340644262094,89.0018458541822,46686.611083984346
14,114,79.2107,12.8473,73,21.6476,0,119,117,14,136,13,0.99066,81.72877,0.0,0.0,0.46429,4.261,10.95719,0.0,0.0,129.0,41.93897,0.00012,0.49,3.398,-1.0,0.454533,0.1787725491661613,0.3716664649836547,0.25191085947382924,0.18364027860891322,0.195771710205563,4.952519074561872,68841.9822523539,5.520866994737868,0.1825535713427982,50.90510351863908,90.17532877567072,3.1331983024691357,0.2562340703738951,0.27729432396732057,555.6590047210046,90.70917958270724,0.5168119926552053,0.21737294204449933,0.617404843137253,0.24857455208784618,87.84022438087632,46321.4523224421
15,115,79.3725,13.1149,73,22.4838,0,119,117,14,136,13,0.98175,81.88537,0.0,0.0,0.57143,4.244,11.08249,0.0,0.0,129.0,41.91521,8e-05,0.47,2.735,-1.0,0.473322,0.17862246155602568,0.36804336540882754,0.2521142275186376,0.18361870588319454,0.19494426580759758,4.900826108633921,68827.16342692226,6.992068091415386,0.18372776619642966,50.89538122106482,90.10748592716354,4.359423225308642,0.26216553594973985,0.27929645243174267,555.749607914933,90.74510368970003,0.5145943666119818,0.21744377106886914,0.6175980392156862,0.24895362125598391,86.07477949632252,46563.45710727835
16,116,79.203,13.035,73,21.7609,0,119,117,14,136,13,1.00166,81.68929,0.0,0.0,0.67857,4.256,11.30777,0.0,0.0,129.0,41.86637,7e-05,0.47,2.477,0.22351,0.462196,0.17831567298244516,0.3649911018969707,0.2527405652500933,0.1837502549014618,0.19489343912986348,4.870600674696702,68871.06044003635,7.621288563596205,0.18375530482693272,50.74995347011237,90.11935389634675,4.567515432098766,0.26645643471920405,0.28060166555506455,555.8407841294824,90.23860447444862,0.5145943666119824,0.21667548326755115,0.6187184313725489,0.24856168687090593,87.95551075905698,46156.5746438038
17,117,79.2241,12.6302,72,22.1384,0,119,117,14,136,13,1.02707,81.62206,0.0,0.0,0.57143,4.245,11.22497,0.0,0.0,129.0,41.86728,8e-05,0.48,2.974,-1.0,0.458659,0.17827096448411656,0.3621917499823145,0.2530994741189136,0.18373778204747773,0.19721159480918854,4.868170931691348,68799.73395426004,8.751545943779568,0.1850326927274646,50.94626080548321,90.11584934402123,4.418065200617284,0.26834774625126595,0.28161528274418274,555.993910369932,90.5969125775042,0.5145943666119829,0.22042972575310235,0.6189572352941162,0.2483929624589214,88.92777006415982,46216.91795980878
18,118,79.3176,12.3558,72,21.4974,0,119,117,14,136,13,1.01135,81.76531,0.0,0.0,0.39286,4.248,10.88531,0.0,0.0,129.0,41.82819,8e-05,0.47,2.547,-1.0,0.489401,0.17833922969169683,0.3581300365867262,0.2538580843598056,0.1843118103030562,0.1977532028712329,4.842155834174276,68816.6481253157,8.185415164702052,0.18633306362682828,50.90785179609134,90.10032850173545,4.243393132716049,0.2680252747729695,0.28306919167777567,556.175634495809,90.5112384704008,0.5123767405687528,0.22651360068626902,0.6194905882352941,0.2482178094500522,87.83237790560639,46431.12746731244
19,119,79.0464,12.2039,72,21.1137,0,119,117,14,136,13,0.99695,81.57538,0.0,0.0,0.21429,4.26,10.63838,0.0,0.0,128.0,41.75674,0.00013,0.47,2.673,-1.0,0.452653,0.17831609534698728,0.3567319352769101,0.2544153091483834,0.18562148860427438,0.19798570291516343,4.844644663824611,68628.97875460592,7.188781494544368,0.18783046625325497,50.878207924925256,90.181344065865,4.10498649691358,0.2666939062202773,0.2832718318928025,556.3196798376357,89.45532228789786,0.5145943666119787,0.2274703936916887,0.6198239215686274,0.24855085395178295,85.55334399438517,46261.056116237414
20,120,79.1837,12.5166,72,20.9599,0,119,117,14,136,13,0.99927,81.73684,0.0,0.0,0.46429,4.262,10.51586,0.0,0.0,128.0,41.78183,0.00018,0.46,3.196,-1.0,0.449315,0.17823431047052724,0.3558552294102128,0.25543810502133624,0.1872672984376963,0.1982134659506449,4.681876170299962,68790.16241065694,7.417590868680815,0.18895434292599492,50.961240038459685,90.15967222504734,5.164978780864198,0.26577621326946244,0.28349433796226214,556.4528430211979,89.44789770079899,0.5145943666119789,0.2258708783127828,0.6213007843137256,0.24841945410022717,86.4903145206801,46434.435664757206
21,121,79.3653,12.2851,72,20.5377,0,119,117,14,136,13,1.00211,81.95027,0.0,0.0,0.71429,4.232,10.78017,0.0,0.0,128.0,41.81675,0.00017,0.46,2.368,-1.0,0.47632,0.17804397457307608,0.35502351925284714,0.2562854254676533,0.18916710370898634,0.19965857444176535,4.681512928931752,68909.0724617248,4.169906240142686,0.1894964252902354,50.964466613016015,90.07192860672671,4.974729938271605,0.2654835934325677,0.28367177631661616,556.5792021019323,89.7434861905465,0.5145943666119802,0.22700303772435387,0.6213074509803922,0.24875241534154433,86.68394095710242,46567.404154631426
22,122,79.1316,11.8181,72,22.1997,0,119,117,14,136,13,1.0047,81.6171,0.0,0.0,0.60714,4.225,10.58543,0.0,0.0,128.0,41.61012,0.00015,0.47,2.597,-1.0,0.473114,0.17793331961103515,0.3534561564107252,0.25675238216822205,0.19114850113814413,0.19930069583934096,4.700914994716608,68745.40081054272,7.55837390107963,0.18937962687746124,50.78933395574122,90.14737957477828,4.702932098765432,0.2650343875271726,0.28505474343270354,556.6767209186161,86.95538416940191,0.5123767405687482,0.22998661476947266,0.6168505882352942,0.24902161762372832,85.45658680091239,46116.06017819714
23,123,79.1221,11.357,72,20.8286,0,119,117,14,136,13,0.9994,81.54737,0.0,0.0,0.57143,4.226,10.17853,0.0,0.0,128.0,41.49481,8e-05,0.47,2.506,-1.0,0.483395,0.1778298879201724,0.35223433050164776,0.2572834357090691,0.19258798386740553,0.19957971492088508,4.692367328938705,68675.5593160413,7.3777257949094865,0.18924491148319983,50.818816385151436,90.12700463242815,4.671006944444445,0.2643841059522871,0.28625429309389355,556.7707618742616,84.8678623589263,0.512376740568751,0.23366909685816695,0.6141419607843136,0.24885577725844168,86.91579540450743,45955.43540551767
24,124,79.0943,11.6067,71,19.4472,0,119,117,14,136,13,0.99621,81.51627,0.0,0.0,0.42857,4.241,9.78819,0.0,0.0,128.0,41.60216,6e-05,0.47,2.505,0.23084,0.483186,0.17780930650205218,0.3524247781507118,0.2579940153315696,0.19364037625504865,0.20000223116405816,4.621972910360351,68744.2646190989,5.994537830939899,0.19015185392346887,50.8258041570216,90.12277786431254,4.704137731481482,0.2640016583941962,0.2873777631431117,556.8553245118371,85.28015773215931,0.514594366611978,0.23767461864696332,0.6150360784313724,0.24851852110920764,87.93432142277086,46009.785713230325
25,125,79.3501,11.0765,72,20.3188,0,119,118,15,136,13,1.00581,81.74476,0.0,0.0,0.53571,4.235,10.00674,0.0,0.0,129.0,41.89097,4e-05,0.48,2.341,-1.0,0.484571,0.177635728453385,0.352846547191884,0.25847647861248185,0.19417630826081303,0.19986294375819208,4.932603822725379,68893.8605950807,3.76296537730836,0.1905000219968881,49.807437661253374,90.12694059747425,5.923948688271605,0.26364204107488454,0.28829971006824945,556.9026575231293,86.13136468132903,0.5145943666119833,0.2394137375882213,0.6187866666666666,0.24804047793351763,89.11016319873858,46773.18344066516
26,126,79.329,10.8268,72,19.241,0,119,118,15,136,13,1.01361,81.66561,0.0,0.0,0.60714,4.231,9.54803,0.0,0.0,129.0,41.96277,6e-05,0.48,2.329,-1.0,0.457227,0.17747669920273232,0.3525615065763676,0.25911199609938584,0.1946799811188688,0.1989434695275978,4.571246671920612,68762.74806294538,7.4253364708524545,0.19048557665476634,49.877283543716246,90.13449709988235,5.884693287037037,0.2628884860343221,0.28917923721188576,556.9595612011469,86.5356965468591,0.5145943666119801,0.23972153723386785,0.6193890588235295,0.24789093703121415,87.27081903892154,46825.51933001747
27,127,79.0947,11.2965,71,18.6757,0,119,118,15,136,13,1.01747,81.42231,0.0,0.0,0.35714,4.246,9.33872,0.0,0.0,129.0,42.00758,6e-05,0.48,2.468,-1.0,0.457508,0.17710297271166256,0.35113809447373256,0.2596709907480222,0.19477579910392961,0.19857427621479043,4.494236939682897,68705.03102632244,6.695548480151341,0.1902001337144064,49.92242318612558,90.1989261005904,5.761284722222222,0.2618458198176049,0.2898538992366919,557.0039487441278,86.06140993838261,0.5123767405687513,0.23934626450840765,0.6196953333333334,0.2478700532825475,87.1543557780492,46741.710622397855
28,128,79.0365,11.1885,71,18.3289,0,119,118,15,136,13,1.01213,81.29894,0.0,0.0,0.35714,4.244,9.73932,0.0,0.0,129.0,41.99308,4e-05,0.46,2.229,-1.0,0.434862,0.17674984651834327,0.34944641499321444,0.26018284759851995,0.19507937078181414,0.19803454595974435,4.570914273763697,68805.49224071842,6.506336272638851,0.1899124764533635,49.852148173767844,90.18372827809534,5.70240162037037,0.26042620515516973,0.29042485172745897,557.0284151505147,86.37422723441544,0.5123767405687577,0.2392509691071612,0.6193494117647058,0.24757077062655752,86.55906020490359,46343.325006686784
29,129,78.7665,11.445,71,19.7172,0,119,118,15,136,13,0.99726,80.99548,0.0,0.0,0.67857,4.242,9.64672,0.0,0.0,129.0,41.9512,4e-05,0.46,2.305,-1.0,0.445069,0.17645746232006781,0.3473942443388261,0.26122836651871945,0.19589353623673547,0.19766219777011848,4.60769865154243,68799.25632089571,7.661454642903787,0.18994727062677833,49.90620252821181,90.20443929257455,5.92259837962963,0.259024455931254,0.29120173695921825,556.995321787779,85.97037168476245,0.5123767405687426,0.24152986056397208,0.6189188235294117,0.24757784638416241,87.11734244376323,45964.49160276784
30,130,78.4693,11.5238,71,20.8504,0,119,118,14,136,13,1.00203,80.71839,0.0,0.0,0.46429,4.247,9.86575,0.0,0.0,129.0,41.96627,5e-05,0.46,2.682,-1.0,0.450442,0.1762302865757291,0.3455617059970195,0.2626101046741233,0.1969611637468187,0.19728948380777664,4.777640956131998,68661.57097861684,8.257250733973379,0.18999291504926544,49.87273642457562,90.2683143634424,6.915895061728395,0.25774995678607615,0.29161122945021123,556.914011482078,85.88007351838266,0.5107533256329145,0.24572588594674602,0.6193844901960784,0.247565507277727,84.82358999981294,45618.2900066129
31,131,78.719,11.7269,70,20.7893,0,119,118,15,136,13,1.01713,80.90173,0.0,0.0,0.92857,4.228,9.93411,0.0,0.0,129.0,42.00554,4e-05,0.47,2.933,-1.0,0.450134,0.17635356587359888,0.3441406414480155,0.2634664766986104,0.1979619058441715,0.1971288259889529,4.785199691948184,68800.00459853353,6.470300019721043,0.18971913821405506,49.965227291907794,90.25981133547205,6.792631172839506,0.2574701750603602,0.2920622401600455,556.8074162098043,85.67611685063116,0.5123767405687464,0.2485570900973303,0.6192396078431373,0.24737863901015383,87.35652991540876,45879.29072372616
32,132,78.6953,12.0041,71,20.5818,0,119,118,14,136,13,1.02456,80.87154,0.0,0.0,0.78571,4.239,10.1075,0.0,0.0,129.0,42.02488,8e-05,0.47,2.944,0.22287,0.436922,0.17627635245159182,0.3427970745221685,0.2640598012976761,0.19850871558973454,0.19717237817624444,4.735305677141348,68893.35747022265,7.305287741303798,0.18943290108139274,50.05532121069637,90.26591837720969,6.862461419753086,0.2574355022757332,0.2927633654375135,556.692310168615,85.96411533835709,0.5123767405687486,0.24914220897134884,0.6188768627450981,0.24706231235278062,87.61424402444317,45935.20631160512
33,133,78.6546,12.1873,70,22.1343,0,119,118,14,136,13,1.0307,80.75276,0.0,0.0,0.64286,4.24,10.33449,0.0,0.0,129.0,42.03613,5e-05,0.47,2.944,-1.0,0.443514,0.17609171572793098,0.3414355164236528,0.2652695207463667,0.19849829451235462,0.19740607434735735,4.7919109237261415,68842.7085276068,5.1764625851995865,0.1890864125969634,50.083066963855124,90.24778384390517,6.929301697530864,0.2570607767611076,0.29349999664116216,556.5323700348756,85.66645778773211,0.5123767405687478,0.25109063284668426,0.6181402352941168,0.2472216869870234,87.59640164430189,46012.437889655484
34,134,78.6192,12.2761,70,22.673,0,119,118,14,136,13,1.03128,80.71335,0.0,0.0,0.82143,4.234,10.49389,0.0,0.0,129.0,42.04941,4e-05,0.46,2.982,-1.0,0.449739,0.17593482963350193,0.34042160688984924,0.2669181539994086,0.19767032718441435,0.1975756092868488,4.888063689695181,68510.00788960113,4.26839595884598,0.18852673718066704,50.13860386977961,90.21535992498133,7.1069155092592595,0.2558648169901907,0.29401246224123395,556.3233202928712,85.12334888149698,0.5107533256329165,0.24966640681323612,0.6167717647058824,0.24709383212484753,87.83029899643986,45726.08063803545
35,135,78.444,12.1957,70,21.6444,0,119,118,14,136,13,1.02395,80.59817,0.0,0.0,1.10714,4.258,10.56949,0.0,0.0,129.0,42.0958,5e-05,0.47,2.991,-1.0,0.446001,0.1758716760004214,0.33947879963364586,0.268414998382896,0.19695971249761943,0.19772233219367763,4.94847620293026,68370.86428542096,6.680719975464808,0.18810958134172148,50.29088394730179,90.26752655892552,7.802999614197531,0.25484806541089916,0.29474087459357096,556.062035855575,85.02795516643886,0.5123767405687462,0.24629154999794323,0.6166799999999999,0.24674604652862758,87.10247035193873,45270.79043279966
36,136,78.265,12.3202,70,22.0852,0,119,118,14,136,13,1.02113,80.40042,0.0,0.0,0.89286,4.24,10.50105,0.0,0.0,128.0,42.17411,2e-05,0.46,3.146,-1.0,0.419865,0.17594223439535997,0.33933897573199934,0.26985453128956555,0.19602848448567164,0.19788981101138323,5.0077370372308385,68333.75065178472,5.800039022580949,0.18777982435413595,50.44321394555362,90.26130735466091,8.102768132716049,0.2541681856102049,0.296560053382369,555.754660643184,84.9902561689691,0.5123767405687506,0.24362353894992633,0.6167250980392156,0.24601345331307442,84.45819287533166,44707.14205992785
37,137,77.9787,12.6188,70,22.6507,0,119,118,14,136,13,1.02198,80.04877,0.0,0.0,1.0,4.251,10.60648,0.0,0.0,128.0,42.17983,5e-05,0.47,2.766,-1.0,0.438953,0.17632924038925052,0.3397074134227275,0.27107566173869974,0.19478210667273516,0.19813066006513116,5.116754790983186,68351.22223983286,7.593593469146202,0.1873222411741338,50.46292604046103,90.25601376370156,8.300106095679013,0.25319198685691285,0.2972204853780231,555.4074428834358,84.58174642890762,0.5123767405687465,0.24179748036417184,0.6162870588235294,0.2454785197861552,86.62070534130962,44062.70879203785
38,138,77.7952,12.8824,70,24.2981,0,119,118,15,136,14,1.01512,79.9125,0.0,0.0,0.92857,4.255,10.85743,0.0,0.0,128.0,42.09191,4e-05,0.46,3.087,-1.0,0.423072,0.17658067257363666,0.3398151215892806,0.27233335001128817,0.1932730853850908,0.19820187409042003,5.099924840460261,68312.1541520219,8.435808312254157,0.1868129473957464,50.501387796284234,90.34949075055081,8.63744212962963,0.25199806341194986,0.29816402532958497,554.9502794869419,84.08742332401953,0.5123767405687489,0.23966430433580035,0.6161890196078431,0.2452304698815334,85.03321485362189,43991.46149766299
39,139,77.7547,13.47,69,22.5715,0,119,118,14,136,14,1.0204,79.90613,0.0,0.0,1.03571,4.217,11.08054,0.0,0.0,128.0,42.04004,3e-05,0.47,3.135,-1.0,0.379851,0.1762871110373285,0.33961171054634953,0.27356926519348723,0.19180396575219533,0.19819904064940957,5.200732663939721,68331.3266114525,6.395107148758929,0.18636185134288608,50.517884619442036,90.35783314686869,9.288290895061728,0.2511898720513345,0.29860759864238223,554.3407933497824,83.38998005149796,0.5129709516761419,0.23762675620158594,0.6176301960784313,0.24481215162213668,85.52453732704235,43948.059801049414
40,140,77.205,14.0137,69,23.8879,0,119,118,14,137,14,1.02603,79.34187,0.0,0.0,0.89286,4.256,11.59012,0.0,0.0,128.0,41.96489,3e-05,0.47,3.267,0.19753,0.333671,0.17698867772469937,0.3392084439801726,0.2746925050618434,0.19046297484969646,0.19848030187977483,5.30342016363957,68312.21941839127,6.6596858303505595,0.18610643568555793,50.6324653154538,90.3864305117832,10.214699074074074,0.25054906467537963,0.2986321062018982,553.6095691634871,82.31878228749824,0.5145943666119784,0.23555314605808506,0.6164494117647058,0.24425500210254972,84.59090041974167,43141.690624434
41,141,75.7528,13.9992,68,26.1114,0,119,118,15,137,14,1.00673,77.75705,0.0,0.0,0.82143,4.268,12.05549,0.0,0.0,129.0,41.77991,8e-05,0.46,3.477,-1.0,0.303439,0.17784698736148322,0.33832378616352105,0.2756098325231822,0.18942646241160033,0.19926842240498716,5.403454431944135,68339.70017391372,5.288127854792152,0.1857017853818074,50.63317532009549,90.54711302960746,10.884596836419753,0.2496842382403346,0.2987131631959438,552.6867606877169,81.53025033755388,0.5063180735464582,0.23407818669794697,0.613598431372549,0.24362461978959588,86.57079724666258,40943.98845323957
42,142,75.0496,13.9768,67,26.41,0,119,118,15,137,14,0.98899,76.93178,0.0,0.0,1.57143,4.254,12.05039,0.0,0.0,128.0,41.65793,8e-05,0.46,3.068,-1.0,0.268397,0.17875078459436214,0.3380671443057138,0.27683015902070524,0.18832096667291137,0.20017791516263747,5.429402155031406,68271.62859531524,8.243337737960854,0.18544924574482963,50.663842472029316,90.61753138087937,11.370177469135802,0.2491791941982582,0.29838011913815393,551.6008974587955,80.88557287600639,0.506318073546455,0.2328531493482869,0.6123117647058823,0.24314033971294766,87.25469780577288,40074.02072928533
43,143,74.3273,13.7976,67,25.3135,0,119,118,15,137,14,1.00259,76.17081,0.0,0.0,1.10714,4.256,12.03741,0.0,0.0,128.0,41.60178,5e-05,0.47,3.068,-1.0,0.230949,0.17915660668100838,0.33784308482338526,0.2776420941709655,0.1876184737420622,0.201101718464594,5.464558843720276,68372.3871580115,6.960038425436466,0.1852981030934398,50.72618159541378,90.70753101648849,11.92992862654321,0.24939759571626163,0.297997731248243,550.5155962257622,80.58435517076947,0.5024770325673967,0.23165298018852898,0.6134324705882342,0.24252950248788877,86.16849803756608,39148.706954836816
44,144,73.797,13.7696,66,23.0421,0,119,118,14,137,14,0.99674,75.58896,0.0,0.0,1.03571,4.253,11.88606,0.0,0.0,127.0,41.56311,7e-05,0.47,3.053,-1.0,0.256392,0.17902096131832404,0.3367137922350857,0.27841849696294974,0.18668652762775775,0.20213100182257887,5.394385217877754,68274.08434211818,6.765143944376384,0.18549152778117672,51.200700736340174,90.74457504700374,12.256944444444445,0.25000773870524357,0.2974195115758365,549.5191276197808,80.90605868598811,0.500259406524176,0.2310427846403365,0.6157723725490187,0.24187615056100023,86.5487295422361,38241.80193818619
