,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,saturation,noise,color_fulness,cubcol.0.6,staticness,tone,blur,cubrow.1.0,uhdhdsim,fft,cubrow.0.5,cubrow.0.3,contrast,blockiness,temporal,cubrow.0.6,cubcol.0.5,cubcol.1.0,cubcol.0.3,cubrow.0,movement
10,310,46.3618,3.2791,31,5.989,0,116,133,8,125,7,0.9895,45.54239,0.0,0.0,2.25,5.687,2.8363,0.0,0.0,129.0,54.21644,6e-05,0.73,1.035,-1.0,0.0,0.020443612195593375,33.690346423490546,0.5499171649173055,162.942958870571,0.14566267794114118,615.5124523719313,0.7669317647058823,17500.54004234784,0.18195961865923443,92.36456518280988,65166.60044689295,0.2415147686156868,0.21288434213346108,90.34710232675621,2.2328722134480548,3.3576304147888005,0.13775458285698425,0.1591331605177639,0.02597010174370025,0.04958173513035171,0.10350238371958706,0.32036072530864196
11,311,47.2295,3.21683,31,6.81479,0,116,133,8,125,7,0.98943,46.195,0.0,0.0,2.28571,5.432,2.76196,0.0,0.0,129.0,54.26255,3e-05,0.73,1.042,-1.0,0.0,0.02042988185482345,33.571980229130496,0.5454819128308498,162.96442748183676,0.1462512241282828,615.4789196926348,0.7666254901960784,19370.833755600645,0.18281400518459606,92.34110892167307,65605.67401917464,0.24188147146278527,0.21308185901688578,88.75858578123125,2.2802577901163525,3.3078524301019345,0.1378871556440923,0.1593971327606804,0.025854786163403726,0.049746188173443964,0.10332022463138589,0.33449074074074076
12,312,48.9333,3.14736,31,7.27571,0,116,133,8,125,7,0.98593,47.61076,0.0,0.0,2.75,5.089,2.70885,0.0,0.0,129.0,54.30265,7e-05,0.73,1.036,-1.0,0.0,0.020355246408613286,33.65058578679591,0.5454819128308529,162.94476262461933,0.14694565878378968,615.424059655927,0.7675262745098039,22040.74310088798,0.18374794632846447,92.00499081644637,66115.32174365495,0.24296367294591656,0.21376971378110982,88.19351747166766,2.7826837756988674,3.311138104227531,0.13829733195993124,0.15905783072443505,0.025545279476375048,0.04965627800882858,0.10399457534160016,0.2646604938271605
13,313,47.8814,3.0613,31,7.24918,0,116,133,8,125,7,0.98217,46.78173,0.0,0.0,2.28571,5.351,2.65113,0.0,0.0,129.0,54.30252,5e-05,0.73,1.037,-1.0,0.0,0.02024918643185514,33.517683429482545,0.5454819128308511,162.96329446640885,0.1475406888753401,615.3894578084647,0.7669529411764706,19842.010893773582,0.18400007193529605,92.12389399033654,65494.76259134426,0.24336635957686953,0.2140636640167492,88.76063278579457,2.256534885258803,3.2894114647164194,0.13832220432436693,0.1590073578321728,0.02553735050287753,0.0499143170294068,0.1043311310638703,0.17380401234567902
14,314,46.9974,3.0273,31,5.38611,0,116,133,8,125,7,0.98355,46.06809,0.0,0.0,2.0,5.496,2.56997,0.0,0.0,129.0,54.27014,3e-05,0.72,1.022,-1.0,0.0,0.020328484886333185,33.570775161554785,0.549917164917304,162.96914276227545,0.1478680630312713,615.3294191745973,0.7659917647058824,18486.057435077782,0.18441052605831523,92.24479657770587,65289.079316606185,0.24326453359263694,0.21407889541894146,88.43474622139449,2.1381639228225287,3.2485803325383125,0.13844279044451502,0.15918786658233075,0.025486344331006723,0.049923107970779125,0.10436010150092287,0.15480324074074073
15,315,47.63,2.97341,31,5.85904,0,116,133,8,125,7,0.98979,46.54421,0.0,0.0,2.42857,5.335,2.54166,0.0,0.0,129.0,54.31274,5e-05,0.72,1.073,-1.0,0.0,0.020206709037670627,33.53231472439236,0.5476995388740744,162.9392657693908,0.14808037206401198,615.2883792777607,0.7660101960784313,19839.34412106147,0.18502499698394245,92.23707663576414,65811.13749644351,0.2435656806481314,0.2142871232656676,91.31712312802229,2.78802805090086,3.223615848449453,0.13863540271256394,0.15887040469151628,0.025577767485003726,0.049923086223376316,0.10445040043045584,0.3084008487654321
16,316,48.856,2.95351,31,5.86411,0,116,133,8,125,7,0.99567,47.56548,0.0,0.0,2.57143,5.102,2.49269,0.0,0.0,129.0,54.32182,5e-05,0.73,1.029,0.125,0.0,0.02020925716693227,33.54876746660398,0.5454819128308502,162.91922214680113,0.14846382515411802,615.2228593234157,0.7669607843137255,21755.374601051426,0.1855800828834723,91.95556734791721,66091.4763860643,0.244326140962086,0.21475012116054146,88.49035844234885,2.6812518361913202,3.2024358575638483,0.13887543988678597,0.15808609551582006,0.025529069506006703,0.049893031094305595,0.10472342785283145,0.3067611882716049
17,317,48.1965,3.02661,31,5.73181,0,116,133,8,125,7,0.99209,47.06205,0.0,0.0,2.28571,5.242,2.47603,0.0,0.0,129.0,54.28747,7e-05,0.73,1.019,-1.0,0.0,0.02016082445557824,33.57453221450618,0.5454819128308496,162.9661807154983,0.14880916854548557,615.1954207700117,0.7663874509803922,20288.669157981058,0.18587757397978832,92.02960817956934,65664.6471424685,0.24463250094708217,0.21508614599965425,89.45552277974448,2.5250517053265376,3.1821698555721274,0.13898498817268098,0.15706664165252157,0.02549238226453969,0.049999561194842564,0.10487202222688426,0.27001350308641975
18,318,47.6056,3.02336,31,5.0,0,116,133,8,125,7,0.98981,46.57053,0.0,0.0,2.03571,5.363,2.54188,0.0,0.0,129.0,54.27095,3e-05,0.72,1.023,-1.0,0.0,0.020081687758918335,33.558879145869504,0.5454819128308542,162.94859023266403,0.14904263363621179,615.1316232354973,0.7660898039215687,19361.079399796097,0.1860734869313252,92.11712497145737,65529.63756078944,0.244681104761614,0.2152459293312722,89.42297658014431,2.394013931904085,3.219708620085213,0.1390739751094956,0.15638105072815786,0.025365620885613806,0.05000286465760958,0.10489435002514849,0.2926311728395062
19,319,48.0348,3.00148,31,5.66974,0,116,133,8,125,7,0.99198,46.87291,0.0,0.0,2.0,5.281,2.53792,0.0,0.0,129.0,54.28179,7e-05,0.73,1.025,-1.0,0.0,0.019909025522551426,33.56449042426215,0.5454819128308481,162.95968053554182,0.14927740969201544,615.0965998997054,0.7658439215686275,20557.80154189122,0.18630312843349098,92.19067979377488,65895.22850849589,0.24502554939116689,0.2154991363979062,87.78922940813378,2.3093324726681836,3.1772593555772057,0.13923217705210392,0.15600534126498,0.02537279116896718,0.04999883580762684,0.10495612127476198,0.3129340277777778
20,320,49.0032,3.04252,31,5.64052,0,116,133,8,125,7,0.99757,47.6734,0.0,0.0,2.46429,5.084,2.51805,0.0,0.0,129.0,54.29383,5e-05,0.72,1.01,-1.0,0.0,0.019949531036997033,33.51119543004919,0.5454819128308462,162.95196348574297,0.14962570175963819,615.0467868694168,0.7658141176470588,22096.020653814634,0.186515566008213,91.96846368506108,66136.34257057088,0.24562637425800438,0.21595801579187518,85.79583665004483,2.756039133706256,3.183438063851502,0.13955682516872606,0.15562855140280923,0.02531592995154797,0.04995671132820543,0.10532788379417565,0.49300733024691357
21,321,48.3594,3.06447,31,6.13709,0,116,133,8,125,7,0.99188,47.19352,0.0,0.0,2.32143,5.213,2.55708,0.0,0.0,129.0,54.29055,5e-05,0.73,1.024,-1.0,0.0,0.01992382879593147,33.510384076907314,0.5454819128308471,162.9744762011821,0.14989998352902942,615.008398661315,0.7651815686274508,20516.447639622846,0.18669642660373723,92.03607613020284,65699.39553903152,0.24585232461308576,0.21626928151167035,88.8113811229836,2.476203599564256,3.2075138744251177,0.1396521006076772,0.1555766574986141,0.025258782497288825,0.04997406994317724,0.10552856479284457,0.5522280092592593
22,322,47.6771,3.30512,31,5.18252,0,116,133,8,125,7,0.99052,46.64787,0.0,0.0,2.42857,5.338,2.57368,0.0,0.0,129.0,54.26303,3e-05,0.72,1.055,-1.0,0.0,0.019912659762970915,33.430914796428915,0.5454819128308513,162.96536775484165,0.1500412512208316,614.9482892891536,0.7651505882352942,19385.081202840123,0.18672815044397612,92.1278220205811,65493.220905793,0.24595849179005452,0.2164558039387057,89.4608170936389,2.5060066622702397,3.2055383297967746,0.13977632405143875,0.1557648963002421,0.025259320556342064,0.0500036933883878,0.10546333551248928,0.5686728395061729
23,323,48.1532,3.38048,31,6.2308,0,116,133,8,125,7,0.9874,46.94991,0.0,0.0,2.32143,5.195,2.78483,0.0,0.0,129.0,54.2928,7e-05,0.72,1.019,-1.0,0.0,0.019940874839103874,33.54869249131944,0.5454819128308483,163.0038794911414,0.1502650929130596,614.9120366490652,0.7651462745098039,20798.572070558435,0.18674610728526916,92.19672307854367,65856.80381298777,0.24625012433709478,0.2165997492315091,88.5523264524619,2.795741814685883,3.2391894187092207,0.13991452538675614,0.15558191504186034,0.025267018542915954,0.049842071477545144,0.10546240230038212,0.6866801697530864
24,324,49.2099,3.34073,31,5.8329,0,116,133,8,125,7,0.99234,47.82804,0.0,0.0,2.32143,5.008,2.85258,0.0,0.0,129.0,54.27611,4e-05,0.72,1.007,0.125,0.0,0.019938440098303895,33.58683381257234,0.5454819128308478,162.99099021377168,0.15056315202076279,614.8669050349257,0.7649807843137256,22470.18018350594,0.18672854405218509,91.96841682700023,66155.79010979447,0.2468002862121835,0.21698452209465444,88.77286865840479,2.6910367440319813,3.2664391140195326,0.14026530526402434,0.1549091663276434,0.025331335857952372,0.049747163142959225,0.10566762578624175,0.8647280092592593
25,325,48.6945,3.33529,31,6.07416,0,116,133,8,125,7,0.98713,47.47934,0.0,0.0,2.42857,5.141,2.81859,0.0,0.0,129.0,54.27323,5e-05,0.72,1.037,-1.0,0.0,0.019923365705405337,33.596762009608895,0.5454819128308485,162.98634160110788,0.15075561271884044,614.8360680004065,0.7651165686274506,21102.647839512414,0.18664565556636464,92.0036930116669,65783.59831975312,0.24690381298890807,0.21732133977682513,91.8794428103765,2.712400218756065,3.278702151123504,0.140592161731166,0.15429164938075973,0.025307046663161976,0.04969607040304391,0.10584871258554615,1.138695987654321
26,326,48.1973,3.28914,31,5.05441,0,116,133,8,125,7,0.99036,47.09134,0.0,0.0,2.07143,5.228,2.81207,0.0,0.0,129.0,54.23193,3e-05,0.73,1.049,-1.0,0.0,0.019936363454968298,33.484692043728295,0.5499171649172981,162.97253628852152,0.15097003915040902,614.7851247665935,0.7647129411764706,20255.498869726816,0.18645864666812256,92.04794412869872,65655.64841105296,0.24702367071934042,0.21746444042969576,88.37697875393785,2.3015966839449566,3.296082705444705,0.14085845873170716,0.15383916594999855,0.025258318475667278,0.04954786916557727,0.10589333615501494,1.1576003086419753
27,327,48.487,3.12144,31,5.92015,0,116,133,8,125,7,0.9917,47.23324,0.0,0.0,2.42857,5.183,2.77164,0.0,0.0,129.0,54.25154,4e-05,0.73,1.022,-1.0,0.0,0.01992008866467863,33.55386220672984,0.5454819128308475,162.99169293680205,0.15120513681418227,614.7534006041478,0.7647576470588235,21313.987538015605,0.186140536721214,92.17070438746009,65937.23864827033,0.2472326626349631,0.21753157802464143,88.49148090473767,2.6909844311113846,3.2818143988435406,0.14121098984249617,0.15360918976283813,0.025198116565854693,0.049473634673913094,0.10589337253314539,1.1239872685185186
28,328,49.3333,3.00437,32,5.44897,0,116,133,8,125,7,0.99487,47.96078,0.0,0.0,2.32143,5.022,2.62385,0.0,0.0,129.0,54.25644,3e-05,0.72,1.046,-1.0,0.0,0.019954530905430198,33.525086579499416,0.5454819128308482,162.96901430016422,0.15141080682065083,614.7005151990903,0.765018431372549,22565.128539315585,0.18572677678927643,91.99427779244212,66123.71792508323,0.2476570607937876,0.2178812285647367,91.23684896307807,2.75941280538222,3.232368832455993,0.1415546700721087,0.15366510463674485,0.02522831389119189,0.04926143516501434,0.10611192232334789,1.0250289351851851
29,329,48.8301,2.88636,32,6.16231,0,116,133,8,125,7,0.99232,47.63008,0.0,0.0,2.42857,5.123,2.52286,0.0,0.0,129.0,54.26962,5e-05,0.72,1.032,-1.0,0.0,0.01993407779987562,33.52707191749855,0.5454819128308471,162.9934524836194,0.15159532443218676,614.672466223618,0.7652862745098039,21127.926252469304,0.1849574384904875,91.99343069007327,65697.26308095122,0.24785706989619474,0.2179600824748405,91.44578427065957,2.6471283708746274,3.1688390047239827,0.14190983519953668,0.15413239950244884,0.025222976218720064,0.04931093672783059,0.10629854173572678,0.9455536265432098
30,330,48.0095,2.92656,31,5.24085,0,116,133,8,125,7,0.99036,46.97854,0.0,0.0,2.32143,5.32,2.41744,0.0,0.0,129.0,54.24791,4e-05,0.73,1.021,-1.0,0.0,0.019944876434476965,33.49186970275125,0.5454819128308468,162.96815191318527,0.15171009994936957,614.6203751500989,0.7650325490196078,19759.53851492411,0.18400227785947765,92.1094078462958,65501.081643658596,0.24780339962861103,0.21798522626538838,92.33724528662344,2.6710500262632086,3.0874926848433026,0.14213307429567923,0.15465738667191484,0.025143801575958153,0.04919894337641085,0.10624433315503094,0.9826871141975309
31,331,48.5584,2.8893,31,6.16065,0,116,133,8,125,7,0.98891,47.36408,0.0,0.0,2.75,5.196,2.45109,0.0,0.0,129.0,54.29978,5e-05,0.72,1.024,-1.0,0.0,0.019888473170610196,33.602979118441354,0.5454819128308448,162.98222122328139,0.15174135874033354,614.6047349906738,0.7657623529411766,21179.164104386087,0.182864039507798,92.12933672362425,65828.59603480763,0.24794754622669873,0.2180120727586883,92.47653504585742,2.822059693408447,3.065337404394136,0.1423973008239719,0.15512977493895902,0.02516729362820849,0.0491576640757336,0.10616250868854189,0.7428144290123457
32,332,49.5243,2.96016,32,5.5625,0,116,133,8,125,7,0.98963,48.17612,0.0,0.0,2.82143,5.016,2.42098,0.0,0.0,129.0,54.30826,5e-05,0.73,1.03,0.125,0.0,0.01991412242757723,33.61830421730324,0.5454819128308458,162.96123166663182,0.1518246706328736,614.5763570954942,0.7652862745098039,22623.342583584566,0.18172731134971326,91.94961674332504,66066.06363885904,0.24831067357376338,0.21817105543690055,89.20484679658243,2.8140962146123654,3.051148600174989,0.14275683081368018,0.155396072132188,0.02511183318436946,0.04909335592563129,0.10626477635560211,0.5331307870370371
33,333,48.8798,2.84538,31,5.76389,0,116,133,8,125,7,0.99075,47.68396,0.0,0.0,2.78571,5.181,2.48759,0.0,0.0,129.0,54.31299,2e-05,0.73,1.03,-1.0,0.0,0.019890026604749988,33.526793680073304,0.5454819128308431,162.98838713194883,0.15190246104722668,614.569680443836,0.7655839215686274,21149.258661702635,0.18067735283721248,92.08158319534483,65680.81639253574,0.2484074448006607,0.21825853032580247,91.4737367384146,2.8445585968063445,3.063980126491518,0.1430619677817024,0.15590362986462722,0.025107538614716762,0.049025396517239764,0.10637680607403628,0.44039351851851855
34,334,48.255,2.77971,31,4.99436,0,116,133,8,125,7,0.98615,47.19228,0.0,0.0,2.32143,5.278,2.38323,0.0,0.0,129.0,54.30877,5e-05,0.73,1.027,-1.0,0.0,0.019850147969146067,33.58564325026524,0.5454819128308451,162.96415560354558,0.15188375019118935,614.5413763144874,0.7652486274509804,20102.233136337756,0.17965666264760338,92.16707484536212,65536.57012276964,0.24842894202385873,0.21822844604040914,91.22788169665621,2.762677387656652,3.0446995966765025,0.14340251802461296,0.1565731238401603,0.02507633935548827,0.049049266541376556,0.10641191333255277,0.42052469135802467
35,335,48.6611,2.70599,31,5.39344,0,116,133,8,125,7,0.98781,47.46808,0.0,0.0,3.10714,5.179,2.32739,0.0,0.0,129.0,54.33374,7e-05,0.73,1.019,-1.0,0.0,0.01986184727807191,33.517662330910014,0.5454819128308434,162.98273610435743,0.15192138812649297,614.5388699062369,0.7652862745098039,21203.570248340242,0.1787224336042814,92.1843075289432,65892.13211363276,0.24858650391014048,0.21828486576691045,91.80645449409819,2.913135121421169,3.009744067072786,0.14374559220163502,0.15692111160874433,0.025121615807164658,0.049037478565588676,0.10629082073754371,0.46793016975308643
36,336,49.4609,2.81174,32,5.16974,0,116,133,8,125,7,0.98817,48.12731,0.0,0.0,2.78571,5.024,2.26124,0.0,0.0,129.0,54.35101,4e-05,0.72,1.005,-1.0,0.0,0.019837398650272994,33.4732159273124,0.5454819128308439,162.96844740920181,0.15199869311757888,614.5172451903703,0.7652862745098039,22507.60760290878,0.1778112866147442,92.01564918227162,66092.54495817948,0.24885431615310175,0.21838360235677914,91.66603972468599,2.694348021755282,2.999782603148479,0.1440321452577776,0.15729969366886085,0.025104527897927525,0.048977687754830815,0.10642748354959014,0.4499903549382716
37,337,48.7938,2.82166,31,5.99586,0,116,133,8,125,7,0.98801,47.62012,0.0,0.0,2.96429,5.18,2.35513,0.0,0.0,129.0,54.37018,5e-05,0.73,1.036,-1.0,0.0,0.019815955886326484,33.512801558883105,0.5454819128308422,162.9869167988406,0.1520045993006117,614.5271871664226,0.7658141176470588,20928.148522128973,0.1769016781545672,92.06220959333736,65662.19235773664,0.248913871714667,0.2184547618967587,91.93051467649714,2.921966247692188,3.039623790759615,0.14426002428219756,0.15770894132889812,0.02508744598870641,0.048990263582310595,0.10651167944725967,0.4640721450617284
38,338,47.894,2.82927,31,5.38862,0,116,133,8,125,7,0.98911,46.88748,0.0,0.0,2.53571,5.36,2.3598,0.0,0.0,129.0,54.34769,6e-05,0.72,1.019,-1.0,0.0,0.01977648308835173,33.554586151499805,0.5454819128308431,162.97713048467094,0.1519974757368687,614.5105713074238,0.7647207843137255,19492.523480441327,0.1760208274060106,92.14739736652032,65453.0328454015,0.24881415219286673,0.2183374837952875,91.59845745221062,2.6270236497578106,3.0507487970556713,0.1444883803176353,0.1581631220361505,0.02508464797288554,0.04895622437412506,0.10649437999761029,0.4777681327160494
39,339,48.5195,2.70128,31,5.41672,0,116,133,8,125,7,0.99771,47.34945,0.0,0.0,2.92857,5.188,2.36796,0.0,0.0,129.0,54.38157,6e-05,0.73,1.035,-1.0,0.0,0.019783691036862935,33.552766776379244,0.5454819128308409,162.98534265081236,0.15195211226824873,614.5128617299288,0.7652862745098039,20906.8303868469,0.17519495360894932,92.09372191201342,65849.11617756612,0.2488405384193544,0.21838206445827843,90.82078553144616,2.8731549246988033,3.044086588102283,0.14467766794154732,0.15846144990436586,0.025079015092752246,0.048994416737151776,0.106498417722832,0.4832175925925926
40,340,49.3809,2.73641,32,5.09853,0,116,133,8,125,7,0.99127,48.0809,0.0,0.0,2.25,5.053,2.25585,0.0,0.0,129.0,54.39375,8e-05,0.72,1.019,0.125,0.0,0.01980046308882178,33.475852306978204,0.545481912830843,162.98612757492796,0.15198933814994556,614.5021985616847,0.7652862745098039,22199.279754726624,0.1744677329869905,91.93514991325483,65989.6639011209,0.249060138196076,0.21843628440095855,91.62608496952993,2.9448595169809053,3.0123427400341107,0.14501792481995018,0.1586629866657611,0.02502759411092596,0.048972484381240015,0.10659604285145748,0.517602237654321
41,341,48.4757,2.74428,31,5.73355,0,116,133,8,125,7,0.99437,47.38748,0.0,0.0,2.35714,5.233,2.28873,0.0,0.0,129.0,54.3994,3e-05,0.72,1.012,-1.0,0.0,0.019790918240270357,33.55222216947579,0.5454819128308452,162.97849245124016,0.15201477364623864,614.4983150531307,0.7652862745098039,20366.748509742345,0.17370182417390076,92.07048092867399,65574.50478013777,0.24909097240435615,0.21842165661890084,90.81736107774017,2.697465696722224,3.0225771095165217,0.14525415570091188,0.1590029023201631,0.02501720672252538,0.04898782314316894,0.10664627911257982,0.5055941358024691
42,342,47.4365,2.79527,31,5.43331,0,116,133,8,125,7,0.99152,46.54399,0.0,0.0,2.64286,5.465,2.29303,0.0,0.0,129.0,54.35777,3e-05,0.73,1.057,-1.0,0.0,0.019809948904988883,33.475134013611594,0.5454819128308418,162.99442140074856,0.15199344492531777,614.4831665742192,0.7647207843137255,18776.124616142606,0.17303955738954244,92.23547516107053,65389.84556812688,0.24892216499385314,0.21828671018930862,92.4727973807748,2.4992695919133068,3.0206771192048403,0.14544579026006432,0.15936046183208508,0.025013544366239003,0.048980144415309984,0.10655836636025541,0.5081500771604939
43,343,48.1424,2.68529,31,5.272,0,116,133,8,125,7,0.99384,47.10296,0.0,0.0,2.42857,5.262,2.33701,0.0,0.0,129.0,54.40634,2e-05,0.72,1.018,-1.0,0.0,0.01976609090610928,33.48608134705343,0.5454819128308442,162.96758022401335,0.15197824986717706,614.4857850408922,0.7655839215686274,20216.131129146204,0.17244378744046363,92.14973179658328,65750.59002928645,0.24893204482753747,0.21824273336182576,90.85295839436075,2.4955308876791658,3.0175480219567037,0.14561914663238873,0.1596327869840265,0.0250135023999724,0.04895537735200041,0.10648470772175431,0.5808256172839507
44,344,49.2159,2.53893,32,5.34782,0,116,133,8,125,7,0.9978,47.99902,0.0,0.0,2.32143,5.06,2.24304,0.0,0.0,129.0,54.41093,2e-05,0.73,1.024,-1.0,0.0,0.01973561923687906,33.49600879056954,0.5454819128308434,162.98939384778453,0.15203649346662756,614.4783833856503,0.7660741176470589,21883.718460290453,0.1718593044054663,91.93962712739119,66076.83096900552,0.24909676586513632,0.21834212211432008,91.0268530807075,2.8749585066880092,2.989541042631148,0.1459141472507418,0.15989127779062356,0.0250308332344279,0.04893265705937036,0.10659809304302348,0.6150655864197531
