,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,blur,cubrow.0.6,tone,contrast,fft,cubrow.1.0,color_fulness,uhdhdsim,cubcol.1.0,cubcol.0,cubrow.0.5,temporal,cubrow.0.3,saturation,cubcol.0.3,movement,noise,cubcol.0.6,cubrow.0,cubcol.0.5,staticness
10,510,66.5474,2.64518,31,3.35379,0,106,131,7,125,6,0.98548,59.74514,0.0,0.0,4.28571,3.963,2.21944,0.0,0.0,125.0,58.94815,0.00029,0.29,1.391,-1.0,8.451579,1.8978234468728852,60570.38156409962,0.13083341623298428,0.8465152941176471,94.09597445953874,69529.60081640097,0.09759534334553162,162.6862623170794,89.73980675974488,0.0056140910945150745,0.005160681413130059,0.15972873401363197,2.123748345370755,0.2682979435651074,33.62715488009982,0.09396983258486752,0.5782214506172839,0.1996602374010198,0.22335658249601126,0.10426793546357846,0.22246028303335416,559.2544219468864
11,511,66.5595,2.60241,31,3.39137,0,107,131,7,125,6,0.98774,59.76345,0.0,0.0,4.35714,3.969,2.23394,0.0,0.0,126.0,58.95091,0.00023,0.29,1.477,-1.0,8.478862,1.8932824369019818,60562.50351213761,0.13088454263380217,0.8464784313725492,94.14309249769198,69431.25037939804,0.09796371571738945,162.74327603844932,89.76015559375188,0.0055347974036400426,0.005176760410341166,0.15983626244504337,2.1265881940246496,0.26811300762853013,33.61131248945071,0.09426548246719701,0.5999710648148148,0.1996602374010208,0.22336544012591567,0.10430328334834241,0.22238305252090176,559.2107548773323
12,512,66.5191,2.64672,31,3.37377,0,107,131,7,125,6,0.98719,59.73472,0.0,0.0,3.75,3.966,2.18868,0.0,0.0,126.0,58.91596,0.00029,0.29,1.354,-1.0,8.435821,1.8118605307869469,60455.84606075477,0.13089285711068582,0.8462552941176471,91.86641051897918,69509.40181384879,0.09849222495648788,162.4090533179351,89.75535719726034,0.005498732075127622,0.0051168247414147255,0.16002588717757313,2.1156122823471475,0.2680877340372086,33.53147398395303,0.09442817107315485,0.5101273148148148,0.19966023740102076,0.2234350037002001,0.10410340774173785,0.22231392047831414,559.0794121671736
13,513,66.5797,2.75669,31,3.27495,0,107,131,7,125,6,0.99171,59.7848,0.0,0.0,3.96429,3.992,2.231,0.0,0.0,126.0,58.92437,0.00025,0.29,1.418,-1.0,8.483907,2.2162673489680342,60513.289918409675,0.13094688049884662,0.8464784313725492,94.2414501429623,69565.75077061898,0.0988268835044408,162.58229542490602,89.76637126528507,0.005476992062650123,0.005124915364004701,0.16013215404917341,2.1491864832690193,0.2680443210365521,33.547395682629244,0.09454984793935198,0.4574170524691358,0.19966023740102248,0.2234961491676995,0.10413434676671787,0.2223569437630223,558.9931268967603
14,514,66.5598,2.83093,31,3.42525,0,107,131,7,125,6,0.98916,59.78223,0.0,0.0,4.17857,3.977,2.32363,0.0,0.0,126.0,58.91357,0.00023,0.29,1.469,-1.0,8.420987,1.7706104638288644,60488.437002141196,0.13091444260353113,0.8459498039215687,92.28174420850564,69539.915591312,0.09932490193273,162.0213648663893,89.74241494942609,0.005482219615233381,0.005135372886455808,0.16030535674341564,2.1662006487792413,0.26805183233581914,33.49097583912037,0.09463541122727297,0.47844328703703703,0.19966023740102115,0.22357784013391352,0.10403694545878128,0.22237184513853664,558.8299247562144
15,515,66.5965,2.906,31,3.42617,0,107,131,7,125,6,0.99094,59.80948,0.0,0.0,3.85714,3.965,2.39182,0.0,0.0,126.0,58.93962,0.00022,0.29,1.522,-1.0,8.508466,1.7968318222960797,60453.9383738352,0.13091595258034622,0.8465388235294119,93.53738676320759,69585.01460808369,0.09965279190675058,162.7798218678265,89.76472914828948,0.00544930928528664,0.005059389580738018,0.16042199442001456,2.193517003970523,0.2680138076940559,33.63576064875096,0.09462862541398427,0.8883584104938271,0.1996602374010202,0.22367406330414635,0.10401316485065108,0.22229622588347436,558.7222649708596
16,516,66.5867,2.95147,31,3.49423,0,107,131,7,125,6,0.99013,59.82544,0.0,0.0,4.17857,3.982,2.45487,0.0,0.0,126.0,58.91193,0.0002,0.29,1.39,0.46386,8.440598,1.9260035457471165,60439.9252893516,0.13094540529619594,0.8465152941176471,93.65579567414406,69480.15437525029,0.1000221652797647,161.86074587987906,89.7375427862697,0.005471606600260562,0.005090448624635987,0.1606281471625849,2.222198495243702,0.26786457663568514,33.44805719823013,0.09480187520203191,0.9730902777777778,0.2018778634442487,0.22375704769772747,0.10401457952336428,0.22227522549981396,558.5608142994473
17,517,66.6543,3.06353,31,3.5601,0,107,131,7,125,6,0.99211,59.89041,0.0,0.0,4.42857,3.963,2.49474,0.0,0.0,126.0,58.95356,0.00025,0.29,1.397,-1.0,8.527435,1.6592354339617552,60549.23094511103,0.1309307409453548,0.8470439215686276,94.04117815079464,69522.65729646056,0.10040118816303777,162.49714965504074,89.74341693897573,0.005413612524932295,0.005088334528642389,0.16083659263772254,2.2196320263288074,0.2678475962993462,33.60336322548949,0.0944923814723401,1.1060474537037037,0.19966023740101976,0.22381169065811346,0.10408631676596065,0.22226464445910163,558.4188268630876
18,518,66.5847,3.19492,31,3.51201,0,107,131,7,125,6,0.98614,59.8297,0.0,0.0,4.25,3.991,2.59114,0.0,0.0,125.0,58.9015,0.00025,0.29,1.439,-1.0,8.483403,1.7668689754160345,60392.44916469464,0.13094958415581853,0.8465152941176471,94.07619831007996,69639.29317126925,0.1007425045437104,162.18745168707628,89.74916268825886,0.005433776333839484,0.005122541815915797,0.1609836289857552,2.255139912499568,0.2676851275150576,33.59846590772087,0.09448372878812246,1.2359664351851851,0.19966023740102168,0.22392054995191366,0.10403906171774106,0.2223103308896486,558.2209387755624
19,519,66.5801,3.22461,31,3.76272,0,107,131,7,125,6,0.98334,59.82291,0.0,0.0,4.0,3.996,2.70539,0.0,0.0,126.0,58.90974,0.00032,0.29,1.447,-1.0,8.5648,1.6793662447115612,60396.64799371189,0.1311114037957289,0.8470439215686276,94.33053650465625,69608.68059788691,0.10107020681650143,162.08677974149305,89.76472950827346,0.00544239964569778,0.005071392316264159,0.1613185964838737,2.302167335487675,0.267549664056235,33.4809221809293,0.09416724419523503,1.367091049382716,0.19966023740101943,0.22395516332248014,0.10410964962574562,0.2223678306741986,558.0663852949403
20,520,66.6132,3.20164,31,3.84567,0,107,131,7,125,6,0.97819,59.85908,0.0,0.0,4.32143,3.99,2.73381,0.0,0.0,125.0,58.90099,0.00028,0.29,1.382,-1.0,8.487616,1.786660363515852,60501.251428176976,0.13116101387066864,0.8468207843137255,93.68144900129624,69555.03537408944,0.10195419499006836,162.45035538678556,89.76392884429771,0.005411868476277521,0.005024696862142248,0.16165806056460486,2.336376776742406,0.26759803982174873,33.482081660517935,0.09462395012816653,2.078221450617284,0.20187786344425032,0.22402821636529205,0.10402771702297262,0.2223222993449646,557.8538821036549
21,521,66.6607,3.33934,31,3.8311,0,107,131,7,125,6,0.98921,59.91353,0.0,0.0,4.21429,3.997,2.71348,0.0,0.0,126.0,58.89879,0.00025,0.29,1.493,-1.0,8.4999,1.7441945603396805,60633.14274969612,0.13117255012728388,0.8470964705882355,94.1698893011752,69680.40935609094,0.10258814085878477,162.22796475405292,89.7466493347177,0.00540883412701926,0.005072421011137601,0.16196585154568294,2.349846255423004,0.2675331888332404,33.561952002254536,0.09690222628952261,2.222463348765432,0.19966023740102315,0.22407018113018887,0.10413660478621403,0.22228065436849498,557.6800184737535
22,522,66.591,3.37458,31,3.82247,0,107,131,7,125,6,0.9798,59.84492,0.0,0.0,4.75,3.99,2.83062,0.0,0.0,125.0,58.86938,0.00037,0.29,1.527,-1.0,8.536821,1.7786021858066392,60404.41398240303,0.13122489481945762,0.8466203921568628,94.28538184888423,69598.75019366981,0.10253488504731768,162.7541455318949,89.7753767442644,0.005398791619838295,0.005019801509384874,0.16226643704977128,2.3871355134055836,0.2674333399479104,33.585215627411266,0.0991743288947822,2.2762827932098766,0.19966023740102704,0.2241313965890837,0.10414679013638056,0.22228681784006774,557.4592146063928
23,523,66.6328,3.39396,31,3.97358,0,107,131,7,125,6,0.98959,59.89053,0.0,0.0,4.28571,3.958,2.86383,0.0,0.0,126.0,58.86722,0.00029,0.29,1.46,-1.0,8.521247,1.7376449358137507,60487.214283954185,0.13128538396938003,0.8470964705882355,93.21172500559652,69639.31055782319,0.10234202673894974,162.44741740664958,89.75683725427712,0.005404859580466043,0.005023762162154913,0.16273182916275047,2.415894306388406,0.2673894744398859,33.580313788519966,0.09979076189631002,2.290702160493827,0.19966023740102293,0.2241882691830507,0.10420786212395836,0.22230105638325287,557.2683941665188
24,524,66.6126,3.46862,31,3.92835,0,107,131,7,125,6,0.97923,59.8707,0.0,0.0,4.67857,3.973,2.87748,0.0,0.0,126.0,58.81631,0.00032,0.29,1.456,0.46078,8.577953,1.917171585341453,60515.21523486619,0.13127696051478638,0.846567843137255,93.7333432806488,69730.29357487633,0.10229942390343662,162.00394021525995,89.74671217835123,0.005381946274793389,0.005013470234536225,0.163087686580489,2.4028849861010912,0.2673306947848031,33.51682969081549,0.10043811337257266,2.4014274691358026,0.20128365233684709,0.22424521752927778,0.10424515313926687,0.22227163728519136,557.0450723960295
25,525,66.6417,3.62163,31,3.93292,0,107,131,7,125,6,0.99093,59.90896,0.0,0.0,4.42857,3.945,2.94429,0.0,0.0,126.0,58.83109,0.00032,0.29,1.439,-1.0,8.472436,1.809263236456888,60608.20333049441,0.13127623437948127,0.8470964705882355,94.33088130931122,69561.05078829486,0.10240167537043623,162.55990996249287,89.73888712256111,0.005393305161994464,0.005002709269208455,0.16340442121235604,2.423287148039178,0.26731847628357314,33.63216428403501,0.10049610127119508,3.150945216049383,0.20187786344424782,0.22429977338025703,0.10431271741947658,0.2222675489755221,556.8501771955436
26,526,66.6253,3.68263,31,4.20155,0,107,131,7,125,6,0.98718,59.88721,0.0,0.0,4.39286,3.964,3.07547,0.0,0.0,126.0,58.78486,0.00029,0.28,1.412,-1.0,8.53002,2.006074317782382,60482.805630159986,0.1313119540366451,0.846567843137255,94.31047238208775,69534.51888220967,0.10214910457954958,162.43653507193267,89.73908501024533,0.005377150863589292,0.004989727375134595,0.16379943645353734,2.4686757034191964,0.26730620225222484,33.62994535469714,0.10066979286735536,3.297694830246914,0.19966023740102287,0.22436544276502568,0.10430274219601215,0.22226454002748147,556.5973125879249
27,527,66.578,3.94429,31,3.85123,0,107,131,7,125,6,0.9857,59.84808,0.0,0.0,4.32143,3.948,3.12864,0.0,0.0,126.0,58.78973,0.00032,0.29,1.394,-1.0,8.564778,1.6780704125593697,60414.43679910426,0.13131022511929744,0.8470964705882355,94.16578107613302,69483.18937962035,0.10196537845118925,162.30967011334184,89.7466477729981,0.005339670200655148,0.004973999942069621,0.1641295172641884,2.485642898958331,0.2672282352331058,33.55034138243875,0.10077985367960833,3.4029706790123457,0.19966023740102,0.2243781998785725,0.10431231211199057,0.22228151786824218,556.3879820792292
28,528,66.5755,4.08345,31,4.14423,0,107,131,7,125,6,0.98232,59.8449,0.0,0.0,4.39286,3.953,3.35569,0.0,0.0,126.0,58.75166,0.00029,0.29,1.549,-1.0,8.532959,1.7703202025314104,60429.04925509263,0.13133933101484507,0.846567843137255,94.24978237751378,69565.82630772617,0.10190654544318292,162.9855751623466,89.75379753336541,0.0053335567111894465,0.005016026003138191,0.16420102592088281,2.550897809803378,0.26714285831730433,33.60557235906153,0.10059649497902004,3.506028163580247,0.1996602374010236,0.2243740099953618,0.10433632401570755,0.22231450729658658,556.1380463664226
29,529,66.6128,4.10406,31,4.28919,0,107,131,7,125,6,0.98487,59.87908,0.0,0.0,4.46429,3.957,3.47717,0.0,0.0,126.0,58.76682,0.00032,0.28,1.433,-1.0,8.605889,2.0173963495334277,60478.822327979644,0.13139034423988954,0.8470588235294119,92.62278309849593,69592.35037461398,0.10204519406316445,162.4261845993645,89.7478682621497,0.0053259498727371,0.004987426819011722,0.16416989835649604,2.592633442551853,0.26703808695103765,33.6213949697989,0.1006272860710129,3.665798611111111,0.20025444850841945,0.22440244704676435,0.10435091503964711,0.2223108928493388,555.8846886320083
30,530,66.6135,4.23231,31,4.50016,0,107,131,7,125,6,0.98295,59.87024,0.0,0.0,4.71429,3.944,3.49211,0.0,0.0,126.0,58.73027,0.00031,0.28,1.448,-1.0,8.644919,1.899672403512245,60483.08297408896,0.13143962611610172,0.846567843137255,94.30719581346632,69595.17295023744,0.10198012024318373,162.96897795466504,89.76234923874289,0.005315936057866141,0.005001090834892995,0.1641145246855597,2.612028349287087,0.2669775534647322,33.64082562481915,0.10090936591831502,4.377748842592593,0.19966023740102168,0.22437272988196097,0.10435934145602226,0.22231290037426746,555.5932834905365
31,531,66.6253,4.36846,31,4.60286,0,107,131,7,125,6,0.98545,59.89776,0.0,0.0,4.42857,3.941,3.60533,0.0,0.0,126.0,58.7484,0.00031,0.29,1.456,-1.0,8.523445,1.8129143430337573,60514.69458077728,0.13148642124835347,0.8470964705882355,92.18796078747789,69680.30353790663,0.10164873017857753,162.57173629532497,89.74919725241335,0.005306322790437095,0.004972422771764682,0.16408733639141662,2.641590113584865,0.26685992191128083,33.57322598681038,0.10109999741738566,4.469280478395062,0.20187786344424807,0.22438284661073113,0.10438235475565924,0.22227597999898158,555.3235362686127
32,532,66.5997,4.20389,31,4.44278,0,107,131,7,125,6,0.98808,59.86799,0.0,0.0,4.5,3.937,3.72321,0.0,0.0,126.0,58.72812,0.00022,0.29,1.431,0.46592,8.512347,1.7320554726556026,60484.492464951814,0.13154145463474978,0.846567843137255,94.24343159161523,69600.48854111228,0.10145372090402971,162.93496262298706,89.7437461150943,0.005311314767286066,0.00497682733180713,0.16402417049011336,2.659385011502338,0.266767110284406,33.60210842556424,0.10137937018195133,4.5416184413580245,0.20187786344424333,0.22437099796842977,0.10439205712193188,0.22227394477531817,555.0131495771599
33,533,66.6657,4.11524,31,4.54869,0,107,131,7,125,6,0.9799,59.94154,0.0,0.0,4.53571,3.956,3.57785,0.0,0.0,126.0,58.78037,0.00027,0.29,1.408,-1.0,8.444299,1.7383711760846898,60664.67568382591,0.13159922049263464,0.8470964705882355,94.41996884280854,69731.69340513505,0.10145018832118113,163.10393643138656,89.71552054247127,0.0053013444447387835,0.0049626847672523434,0.16360268378041307,2.6019927345870166,0.26671698794480475,33.735625278802566,0.10190476473035395,4.5676601080246915,0.20409548948747494,0.22442633579088228,0.1043952145879418,0.22225873883349773,554.7374553346839
34,534,66.616,4.00336,31,4.79692,0,107,131,7,125,6,0.98926,59.8908,0.0,0.0,4.71429,3.941,3.50153,0.0,0.0,126.0,58.73573,0.00029,0.29,1.477,-1.0,8.554916,1.7381043140410024,60413.81851803629,0.1316223258909364,0.846567843137255,90.64149928024446,69667.04892903265,0.1016502142267728,162.78654049227413,89.74850456932556,0.0052990238035779975,0.004973920438049647,0.16328918900192677,2.582270010902775,0.26661283837495087,33.58669346938898,0.10266264814275892,4.607108410493828,0.20350127838008336,0.2244778404878283,0.10437530797646422,0.22228211183019783,554.4088243908013
35,535,66.6742,3.85031,31,4.6296,0,107,131,7,125,6,0.9743,59.9334,0.0,0.0,4.10714,3.949,3.40629,0.0,0.0,126.0,58.77075,0.00029,0.29,1.488,-1.0,8.430401,1.6238735220423142,60604.420570720395,0.13164308684950196,0.8470439215686276,94.07278292343277,69596.65121154631,0.1019189344669961,163.319731082334,89.74517346323904,0.00531667085201548,0.004992606434123126,0.16305279961956357,2.5590120420140345,0.26651543620522145,33.68655791106047,0.10320638288053396,4.960648148148148,0.20187786344425093,0.2245448761539206,0.10438068337452962,0.22225894565124385,554.1110298915542
36,536,66.6154,3.67019,31,4.12173,0,107,131,7,125,6,0.9889,59.89705,0.0,0.0,3.75,3.938,3.27141,0.0,0.0,126.0,58.7317,0.00026,0.29,1.515,-1.0,8.421206,1.796076934568252,60259.44967332324,0.13165108271786263,0.846523137254902,92.40796759888352,69545.77201579079,0.10218790838613025,162.96435674312272,89.73377357399498,0.005335588343070285,0.005010073581354913,0.1627736295819152,2.5390209299382724,0.26643863099529924,33.65462917751736,0.10391343844188672,4.857253086419753,0.19966023740102723,0.22458835098267982,0.10438641025493799,0.22223734232257808,553.7929173423636
37,537,66.7201,3.58519,32,3.89464,0,107,131,7,125,6,0.98815,59.9987,0.0,0.0,4.53571,3.924,3.11865,0.0,0.0,126.0,58.76858,0.00031,0.29,1.452,-1.0,8.503666,1.9679361643936164,60384.55002087637,0.13163874274474804,0.8464784313725492,94.25522890073303,69616.70283421826,0.10260397092421125,162.6833593859987,89.71616982242276,0.005339045348961194,0.005019839311494155,0.16245070787641527,2.476593942093121,0.26633854660855993,33.66071159456983,0.1046553769444523,4.594955632716049,0.19966023740102376,0.22461434040551173,0.10438413212372102,0.22223364178348007,553.4893078271002
38,538,66.6437,4.56368,32,4.11509,0,107,131,7,125,6,0.99026,59.93174,0.0,0.0,4.25,3.946,3.04277,0.0,0.0,126.0,58.76127,0.00027,0.29,1.359,-1.0,8.409336,1.7040042371172361,60140.52335788859,0.13164664535964068,0.8467839215686276,94.2919136879726,69618.84312593273,0.10301841639800274,162.61672539000716,89.74646694075703,0.005318003719629637,0.0050205523441879665,0.1621072526739627,2.4294258287202526,0.26622835013371043,33.62199929319782,0.10532690171821708,4.350597993827161,0.2057189044233121,0.22465528623576977,0.10436436895681239,0.22224398682426946,553.1725959481979
39,539,66.7678,6.18077,32,4.50681,0,107,131,7,125,6,0.99529,60.06438,0.0,0.0,4.32143,3.916,3.90305,0.0,0.0,126.0,58.75662,0.00023,0.29,1.494,-1.0,8.415267,1.776612037475384,60529.044066854345,0.13175315890614644,0.8459050980392159,93.6962141447781,69651.9892264574,0.10317865458639201,163.22105922152815,89.72873094824135,0.005314582408143651,0.004975421524414097,0.16180346774237855,2.44059582999751,0.26614864749382505,33.70496924129533,0.10593852460943023,4.261188271604938,0.207936530466539,0.22470228202502265,0.10436260668436854,0.22225300567905956,552.8956525496144
40,540,66.7924,7.35127,32,5.42778,0,108,131,7,125,6,0.99417,60.10744,0.0,0.0,4.35714,3.925,5.30507,0.0,0.0,126.0,58.63327,0.0003,0.29,1.615,0.46271,8.339403,1.8435998809953242,60448.872564685684,0.13177369026362787,0.842646274509804,94.25219625903873,69558.9737188742,0.10327160021757596,162.7748791745067,89.71888005986949,0.005345077997535573,0.004979779596577022,0.16149701384416967,2.4907673846330676,0.26609847220239957,33.58867409788532,0.10648409818658829,4.715133101851852,0.20793653046654162,0.2247450745018628,0.10433728827407857,0.22225119249796016,552.6160722380791
41,541,66.94,8.38615,32,5.49651,0,108,131,7,125,6,0.98205,60.27699,0.0,0.0,4.89286,3.927,6.33052,0.0,0.0,126.0,58.51602,0.00034,0.29,1.406,-1.0,8.270173,1.740524989247859,60776.49017096339,0.1318270854947207,0.841790980392157,92.17522738375264,69648.7017211818,0.10336864307079174,162.89759463850385,89.70806555303722,0.005326697263871957,0.004996240800806862,0.1611706269362684,2.5545903534058043,0.2660626153983848,33.70210850091628,0.10686958938757347,5.055073302469136,0.207936530466543,0.22475504687814316,0.10432665608586739,0.22225440612700653,552.3915266479721
42,542,66.9167,8.93303,32,5.9107,0,108,131,7,125,6,0.99239,60.25754,0.0,0.0,4.25,3.921,7.21163,0.0,0.0,125.0,58.2979,0.00026,0.28,1.411,-1.0,8.149779,1.773017318172239,60671.77908514698,0.13193743249478382,0.838984705882353,94.33089439565893,69524.13955434179,0.10403537136964204,161.992370081779,89.71989324108792,0.005310638831956074,0.00500404170950487,0.16087336965150437,2.668273441707619,0.2660033600251603,33.674073019145446,0.10718159079891543,5.372733410493828,0.2139951974888341,0.22475580483387703,0.10431823436071613,0.22227639291482112,552.1825468308239
43,543,67.0587,9.36248,32,6.2055,0,109,131,7,125,6,0.99149,60.39683,0.0,0.0,3.96429,3.938,7.68823,0.0,0.0,126.0,58.16426,0.00032,0.29,1.486,-1.0,8.138008,1.6955025234735726,61083.76567866934,0.13199138804847985,0.836967843137255,94.2988875851881,69616.9044776235,0.10470300261578913,161.6093878834155,89.70432017319523,0.00531050140981394,0.0049926084916216435,0.16057952482332896,2.754548794721197,0.26597746345108736,33.68404096438561,0.10738177168636352,5.736159336419753,0.21621282353206195,0.22474163762220598,0.10434632239085927,0.22227800380158375,552.0272283486477
44,544,67.0261,9.84187,32,6.49578,0,109,131,7,125,6,0.98319,60.37484,0.0,0.0,4.25,3.934,8.03874,0.0,0.0,126.0,58.07607,0.00031,0.29,1.524,-1.0,8.14851,1.8109049757005198,61068.630909453386,0.132096118824457,0.8367,90.16930224760759,69546.14478087414,0.10551516581810556,161.5896250973321,89.71517859788298,0.005307679298973149,0.005007419042256629,0.1602975158944761,2.8382547921068846,0.26596932084570846,33.847585042317704,0.10756833454557532,6.05541087962963,0.21399519748883788,0.22468982900138418,0.10434977016684745,0.22226976350457736,551.8789220151048
