,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,uhdhdsim,cubrow.0.5,cubrow.0,cubrow.1.0,cubrow.0.3,blur,cubcol.0.6,temporal,tone,saturation,blockiness,noise,cubcol.1.0,cubrow.0.6,staticness,cubcol.0.5,fft,color_fulness,cubcol.0,cubcol.0.3,movement
10,10,89.8477,15.2877,92,25.1391,0,116,117,20,137,20,0.98703,99.02746,0.0,0.0,0.35714,4.174,13.33474,0.0,0.0,127.0,42.87688,0.00016,0.54,2.95,-1.0,0.120533,93.26192887622344,88.48008709636574,0.33041244076684867,0.3744043320864371,0.26926637931681335,0.32308293361822443,67598.4851041587,0.2433194385761271,6.002873526902738,0.629619333333333,55.840777173454384,4.65162057727493,0.6855846838373569,0.4104932510247297,0.3279285800240775,586.0085133353392,0.23131520895236168,69922.24211716998,79.04770487042553,0.22033842129573267,0.2725343670939943,6.728829089506172
11,11,89.9093,15.043,92,24.542,0,116,117,20,137,20,0.9826,98.96663,0.0,0.0,0.42857,4.148,13.17555,0.0,0.0,126.0,42.83163,0.00016,0.54,2.818,-1.0,0.127912,93.42504638010503,88.48784363188167,0.3278073286553333,0.3753233880348693,0.2677969014503836,0.321964684979363,67693.141875862,0.2431411607377358,5.942688373685657,0.6306913725490195,55.95777591658228,5.757788713198059,0.683367057794133,0.4093526480753322,0.32663485896084193,584.8767531326463,0.2336253101631824,69976.83598853454,79.1943387759062,0.2161940042212664,0.2719736125410878,7.044849537037037
12,12,89.877,14.7105,92,23.8787,0,116,117,20,137,20,0.99183,99.11255,0.0,0.0,0.5,4.161,12.96558,0.0,0.0,126.0,42.89342,0.00016,0.55,2.901,-1.0,0.115755,92.79236383078437,88.46983226886736,0.32658483300577473,0.37692796539921924,0.2659164306834197,0.31987737499871954,67666.47836200224,0.24258760321246983,5.951288732464632,0.6320988235294118,55.934144761827255,3.356103344961305,0.6855846838373564,0.4081529889059818,0.3256822697156296,583.7714607491715,0.23461635346113757,70064.90021854322,79.13716317023857,0.21262055877306546,0.2715090723673209,6.456741898148148
13,13,89.754,14.6011,92,24.179,0,116,117,20,137,20,0.99618,99.11141,0.0,0.0,0.53571,4.164,12.67819,0.0,0.0,127.0,42.88904,0.00015,0.55,2.311,-1.0,0.114358,90.43514313959173,88.47509355900235,0.3267195885068224,0.3784132458002671,0.2640844383155641,0.31711506185995925,67361.32573028264,0.2421586448319926,5.931637388859127,0.63148,56.02956889588155,3.7661244092852026,0.6878023098805857,0.4075067295262497,0.3255164370624825,582.715699748586,0.23491003247126518,70069.39627799718,79.23549213916601,0.2095689055619086,0.2703374424491759,5.727334104938271
14,14,89.7715,14.3955,92,25.8685,0,116,117,20,138,20,1.0058,99.08554,0.0,0.0,0.39286,4.139,12.5818,0.0,0.0,126.0,42.89578,0.00019,0.55,2.387,-1.0,0.086904,86.82970338717455,88.47411644631585,0.32712664386098605,0.3796482200584997,0.26275515630484714,0.3156534971358702,67075.38877563263,0.2416636470479028,5.862090711536974,0.6307517647058825,56.09146438410253,5.919643575859224,0.6900199359238167,0.40629768064653643,0.326285281904839,581.7267790174598,0.23582340847152738,70066.94157469086,79.28785929647717,0.2067851842875923,0.26760169440609194,5.257426697530864
15,15,89.9843,14.3884,93,23.3995,0,115,117,20,137,20,0.99847,99.30385,0.0,0.0,0.28571,4.159,12.40855,0.0,0.0,126.0,42.97495,0.00019,0.56,2.303,-1.0,0.094788,90.30755548849227,88.46332475133985,0.3276337225436759,0.3811919517756571,0.26207284360351574,0.3138205088207012,67582.12994637774,0.24077779513503092,5.8764512041830175,0.6307894117647057,56.10423335322628,3.555653883350297,0.6916433508596582,0.40402564177839534,0.32677010979405086,580.7499027135208,0.23623473516285007,69988.19665543585,79.35521001818321,0.2033408329819555,0.2636262674070104,6.749083719135802
16,16,90.378,14.3794,93,23.7932,0,115,117,20,137,20,1.00062,99.76718,0.0,0.0,0.21429,4.163,12.40559,0.0,0.0,127.0,43.05382,0.00019,0.56,2.167,0.14596,0.090549,89.56176369534973,88.44065007517328,0.3281218267363926,0.38242154709691084,0.26215254485816886,0.31179872611443576,68927.43823479097,0.23961884888628168,5.8793193587936,0.6314074509803922,56.08101079493393,5.028666376568332,0.6960786029461206,0.40177872890921007,0.3269388792273453,579.8637754457187,0.23592898756724268,70392.82668875293,79.31012311363261,0.20169699045991596,0.26054707947661593,6.872251157407407
17,17,90.4242,14.5748,93,23.9215,0,115,117,20,137,20,1.00853,99.74965,0.0,0.0,0.39286,4.15,12.39946,0.0,0.0,127.0,43.0978,0.00016,0.56,2.845,-1.0,0.091468,93.17288722641908,88.44328181787938,0.3286711287809489,0.3831816196089208,0.2622592644132416,0.31036193642355697,69112.3165726494,0.23824796668171383,5.914849638397917,0.6317989411764702,55.994397763852724,5.74668279190585,0.6977020178819521,0.39977516440057637,0.32751362971021686,579.0404516166174,0.23561000390290635,70442.69032462392,79.11734915767327,0.202196777146963,0.2572291526537755,6.804880401234568
18,18,90.3826,14.6189,93,24.3469,0,115,117,20,137,20,1.01346,99.68474,0.0,0.0,0.60714,4.156,12.57106,0.0,0.0,127.0,43.16853,0.00014,0.56,2.061,-1.0,0.094712,92.41218484935446,88.43479695504472,0.3295617208476119,0.3829441643723102,0.26248377122589406,0.3085372372539618,68929.59799826286,0.23739516696587243,6.003537797127034,0.6331843137254902,55.98923162766445,5.369500005426923,0.6916433508596569,0.39720044703293256,0.3272675723526527,578.2710553338677,0.23528404698269212,70167.50702760223,79.21812458328684,0.20156711350020662,0.2545358814428616,6.6223476080246915
19,19,90.5633,14.3093,93,23.8562,0,115,117,20,137,20,1.01423,99.67564,0.0,0.0,0.53571,4.16,12.61178,0.0,0.0,127.0,43.20528,0.00015,0.56,2.531,-1.0,0.086086,92.89279678780404,88.47470658430801,0.3301189910891823,0.3827960155417566,0.2625022210164978,0.30495524994265255,69310.00974091399,0.2366470348326468,5.96346923981573,0.6331239215686275,55.963344809449744,6.436936616289805,0.6900199359238223,0.3952451114125003,0.3272733118987552,577.6176098967413,0.2355871651859842,70238.09714274724,78.98121304833415,0.19973952733527373,0.25156467887279804,6.356240354938271
20,20,90.6178,14.7893,92,23.0401,0,115,117,20,137,20,1.01107,99.46856,0.0,0.0,0.25,4.15,12.34035,0.0,0.0,127.0,43.22035,0.00015,0.56,2.188,-1.0,0.08624,90.0319113557022,88.48314731831807,0.3309594518144453,0.3837109434572974,0.26245711768615887,0.3027813659462469,69166.86212355175,0.23633621274744795,5.91198939462082,0.6330301960784314,55.96046523105951,7.99639038564899,0.6855846838373596,0.3934868080688333,0.3271087165662668,577.1175396822694,0.23604267001571505,70250.49469630847,78.94716445479017,0.1973225580147079,0.24935766313789812,7.661024305555555
21,21,90.5149,15.208,92,24.2371,0,115,117,20,138,20,1.01078,99.19131,0.0,0.0,0.14286,4.157,12.75208,0.0,0.0,127.0,43.2272,0.00019,0.56,1.902,-1.0,0.095853,93.82354903169934,88.50052258342096,0.3312964892539225,0.3840504878224366,0.26204723548343817,0.30044156371628916,68072.90061592909,0.23608630569624003,5.981747128353198,0.6328149019607843,55.94316553186487,4.483367134080779,0.6811494317509056,0.39191986495303294,0.3263126968348098,576.651201892648,0.23710477782969555,70127.02464341765,78.70438055727617,0.19637127942428503,0.24711744885084194,7.559365354938271
22,22,90.2714,15.4584,91,23.5416,0,115,117,19,138,20,1.00377,98.83112,0.0,0.0,0.14286,4.149,13.11166,0.0,0.0,127.0,43.21493,0.00022,0.55,2.38,-1.0,0.108779,92.78501572786264,88.52694245827954,0.33096668572789006,0.38458108613367925,0.261368285491537,0.2984722762361975,67434.02559474361,0.23631635049999228,6.096442187828655,0.6327909803921554,55.891372869044176,4.116527138154807,0.6773083907718428,0.39115430031609755,0.3254624392658892,576.1490878056007,0.23828947534462736,70129.05455458083,78.6954332476798,0.1946406551557147,0.24446163832572135,7.322627314814815
23,23,90.2929,15.3149,91,24.6504,0,115,117,19,138,20,0.99434,98.69035,0.0,0.0,0.10714,4.172,13.32552,0.0,0.0,126.0,43.26001,0.00015,0.54,2.416,-1.0,0.117552,89.6441063816158,88.55157539721438,0.3302154593013644,0.3845596957173808,0.2606384305402495,0.2959425361083852,67661.99566185079,0.23578236969303715,6.154228546250586,0.6342364705882353,55.89613587179302,3.6237143434816717,0.6773083907718336,0.39112551339052887,0.3249423453865077,575.6238803018003,0.23937770443012413,70159.47036994036,78.19586377647182,0.19407294872617264,0.24304947703736068,7.5404128086419755
24,24,89.9226,15.4768,90,24.2643,0,115,117,19,138,20,0.98892,98.14857,0.0,0.0,0.21429,4.173,13.20062,0.0,0.0,126.0,43.40008,0.00016,0.54,2.157,0.1403,0.117917,92.86430453469018,88.59029153285185,0.32974076455436463,0.38538492835197635,0.2601560597769813,0.2930528741076569,66667.95938175451,0.23535695105426288,6.103064330795068,0.6362698039215686,55.915321632667826,5.1631132024311865,0.6750907647286036,0.3915197379667139,0.32440609652234226,575.082238067469,0.24057124628627008,70111.04643599367,78.123857982358,0.1935728798086838,0.24138758660023094,7.999180169753086
25,25,89.9239,15.6277,90,24.8746,0,115,117,19,138,20,0.99168,97.95369,0.0,0.0,0.25,4.172,13.3388,0.0,0.0,125.0,43.58874,0.00021,0.53,2.154,-1.0,0.11592,93.98985726435387,88.61156116738175,0.3292349695331463,0.38670867206965137,0.259524214804192,0.28997379922269484,66869.32255903799,0.23501121280401352,6.110696653138409,0.6392654901960785,55.925791234145926,4.868119113416329,0.6706555126421504,0.39191171295096894,0.32375593057319196,574.4820473511583,0.24174775481114147,70330.54634486507,78.64285780707009,0.19643806605235786,0.24033952022186011,9.367766203703704
26,26,90.0757,15.7132,89,24.7383,0,116,117,19,138,20,0.99489,97.90767,0.0,0.0,0.39286,4.196,13.46888,0.0,0.0,127.0,43.74238,0.00018,0.52,2.544,-1.0,0.114176,94.55705209003762,88.64650315807422,0.3285392521621623,0.38783404413052786,0.2588938442983299,0.2872647256060065,67968.39111420473,0.234339161510891,6.10867717734338,0.6415482352941178,55.79981768572772,6.371312400295811,0.669032097706312,0.3917891870464217,0.3231001590297731,573.7454876522688,0.2435101274193862,70484.53701110384,78.33126527360663,0.19959638700558605,0.24051067101638018,9.712770061728396
27,27,90.0783,15.3656,89,24.9234,0,116,117,19,138,20,0.99616,97.82901,0.0,0.0,0.28571,4.176,13.54016,0.0,0.0,127.0,43.89744,0.00017,0.52,2.304,-1.0,0.112974,93.03866071595614,88.61095426632048,0.32782785283558036,0.3890378430604163,0.25851012229522013,0.2859116390950313,68128.02139683261,0.2340519739696397,6.184898416991014,0.6429321568627451,55.95460679796007,8.554639794611193,0.6651910567272484,0.3906384000497731,0.32273616289255486,572.9153112335639,0.2443102474158134,70451.75895272761,78.43155510058205,0.20366202584483603,0.24007842859278,10.054591049382717
28,28,89.8266,15.0939,89,26.3206,0,116,117,19,138,20,1.0038,97.45616,0.0,0.0,0.10714,4.193,13.24732,0.0,0.0,127.0,43.93568,0.00021,0.53,2.516,-1.0,0.117856,87.18726160767731,88.65587230745314,0.32669825225679416,0.3907059507170208,0.25880124114502806,0.2831431191607012,67539.22487448875,0.23363288302498855,6.20528640327808,0.6427125490196078,55.89134122118538,6.482456018156609,0.6607558046407861,0.3888134493752459,0.3224546564273197,572.0231410283948,0.24543635976167497,70360.072449778,78.66143306717231,0.20267590723367743,0.24073066470485363,10.275945216049383
29,29,89.3572,15.1631,88,26.1929,0,116,117,19,138,20,1.00498,96.73224,0.0,0.0,0.03571,4.202,13.00685,0.0,0.0,128.0,43.87279,0.0002,0.54,2.408,-1.0,0.144778,93.07815051636976,88.72020528914526,0.3258755511658262,0.3922923365745205,0.2588122832554695,0.2807604431033266,65908.97677606973,0.23351132448149053,6.173817357926368,0.6412366078431371,55.91525927885079,6.494317489752732,0.6569147636617292,0.38718347513752704,0.32197102712764425,571.0822729349125,0.24655649380660657,70258.74693872176,78.96186097644755,0.20108754189487976,0.2421186656007631,10.71802662037037
30,30,88.8213,15.5035,87,28.1532,0,116,117,19,138,19,1.00757,95.96758,0.0,0.0,0.10714,4.201,13.0602,0.0,0.0,128.0,43.92073,0.00022,0.53,2.6,-1.0,0.133486,91.91745189008539,88.77331064190152,0.3249955978426969,0.39337975323376634,0.2598698319839609,0.27877614039163373,64868.73547168902,0.23317389709846095,6.218175160064636,0.6406188235294118,55.83812949098187,4.933280854044861,0.6524795115752634,0.38624953545980484,0.32142735202074746,570.0226732147017,0.24740680580077887,70272.70955016951,78.95041459079415,0.20001594345555118,0.24353858455036573,11.888840663580247
31,31,87.9522,15.8345,86,28.5308,0,116,117,19,138,19,1.0049,94.8586,0.0,0.0,0.57143,4.183,13.35217,0.0,0.0,128.0,43.93316,0.00017,0.53,2.505,-1.0,0.127741,89.730282720645,88.88473596402847,0.3236185647029467,0.39416116874367974,0.2600076410624992,0.2770458429494346,62979.06789855243,0.23290020261578998,6.29985579447033,0.6378517647058822,55.897209261670525,4.019005800083834,0.6419855924665124,0.38565196728996454,0.3207566011897987,568.774489882926,0.2482608542229012,70129.09337084557,78.63508927414719,0.1988111722050862,0.2445480125807184,12.073640046296296
32,32,87.1732,15.962,85,30.8923,0,116,117,19,138,19,0.99694,93.95654,0.0,0.0,0.42857,4.191,13.63354,0.0,0.0,127.0,44.02399,0.00019,0.52,2.247,0.13876,0.123109,86.2458329024575,88.94822161241392,0.32262814081785074,0.3943761772729535,0.2604474600145057,0.27572366357691286,61450.20494377045,0.2327584515791059,6.306431988568523,0.6367635294117647,55.88082565495998,6.693680801001297,0.6381445514874472,0.38607149065506197,0.32016077871339826,567.3283804822895,0.24910534124532885,70121.5900080877,78.08634945904248,0.1972448746751627,0.24542932601133305,12.205825617283951
33,33,86.7565,15.7676,84,30.1106,0,116,117,19,138,19,0.99076,93.29916,0.0,0.0,0.28571,4.204,13.73846,0.0,0.0,127.0,44.10735,0.00018,0.53,2.277,-1.0,0.127439,87.82371617642121,89.02127748539463,0.32145911589670295,0.39449891444062324,0.26087274679426264,0.27475934318698875,61206.1953134199,0.2327277229873935,6.251671381456994,0.6369133333333333,55.97415726273148,8.781769694534455,0.6365211365516084,0.3865862201572326,0.3195709769319422,565.7686702068436,0.24975633748651557,70224.90356710681,77.95734773847214,0.1954626364639127,0.24623775896787317,12.234278549382717
34,34,86.2857,15.1937,84,30.3076,0,116,117,19,138,19,0.98149,92.74394,0.0,0.0,0.28571,4.191,13.57925,0.0,0.0,127.0,44.19883,0.0002,0.53,2.472,-1.0,0.133965,90.10853257561064,89.04617176162468,0.3204381841949972,0.3941176997528677,0.26157762014749486,0.27405162741596095,60256.18662657649,0.2326232004540074,6.264451964098202,0.6383121568627451,55.6175092532311,10.666879540652456,0.63430351050838,0.38669918620591437,0.31932030386153154,564.0432118045239,0.2503893599031118,70088.74321879836,80.70508438703534,0.19354716057241195,0.2470432635440859,12.629050925925926
35,35,85.3731,14.9889,83,28.4301,0,116,117,19,138,19,0.988,91.77606,0.0,0.0,0.53571,4.186,13.07246,0.0,0.0,128.0,44.19979,0.00019,0.53,2.247,-1.0,0.17155,90.14885497475207,89.06254801682607,0.3194732246403924,0.3944155635193278,0.2622893504096647,0.273398978522826,58108.332864486336,0.23228137362442133,6.070534521040299,0.6395403921568628,55.475767347547745,11.899584469835348,0.6276506323786938,0.38665595868497027,0.3188710706204073,562.2415464964952,0.2513726080284998,69892.45301504659,82.10251152074088,0.1916950580277836,0.24770685862380687,13.20240162037037
36,36,84.5166,15.3084,81,28.0865,0,116,117,19,138,19,1.00157,90.69896,0.0,0.0,0.53571,4.186,12.8973,0.0,0.0,128.0,43.99873,0.00024,0.53,2.319,-1.0,0.164446,88.3905044176751,89.15885761427066,0.31852470528874066,0.3943866621629229,0.26286700115457423,0.2734056564650818,56463.6254226695,0.23248179507797576,6.008967626533562,0.6375313725490196,55.62116401578173,11.10130205833939,0.6199685504205507,0.3865315056892613,0.31819225345974955,560.3345185467599,0.25241061913385365,69609.82216902531,82.22882026254797,0.18983769912453385,0.2484710237770125,13.06423611111111
37,37,84.1643,15.206,80,24.3577,0,116,116,18,138,18,1.00575,90.17148,0.0,0.0,0.64286,4.185,13.17489,0.0,0.0,128.0,43.58423,0.00032,0.53,2.317,-1.0,0.179717,88.96051450521583,89.19486191194306,0.3175332540415541,0.39345376678299304,0.26303699106469774,0.27366793098076936,55272.1740191975,0.23191236310832014,6.284504613073228,0.6338933333333333,56.66695112063561,8.923858922104817,0.613315672290869,0.38602945123008897,0.3174694317024414,558.1613185835214,0.2532672657610167,69526.58651421747,82.35461189744532,0.1881008537748954,0.24946372244427417,12.610484182098766
38,38,84.4416,15.4208,80,23.6142,0,117,116,18,138,18,1.00116,90.43933,0.0,0.0,0.67857,4.176,13.08664,0.0,0.0,127.0,43.34623,0.00021,0.52,2.139,-1.0,0.195605,83.70687212308715,89.1660416882379,0.31669205936732087,0.3923383135728629,0.2630891486778365,0.27405777433839507,55621.94420888387,0.23170245044629068,6.009943976534244,0.6308592156862731,56.55093760549287,9.925742664452793,0.6094746313118106,0.3847173821225755,0.3169296928275668,555.8635954799927,0.2540957457510067,69429.66130020942,82.03374335323869,0.18654618167964176,0.2505463428425898,12.712962962962964
39,39,84.9395,15.1154,80,23.2081,0,117,116,17,138,18,0.99019,90.93424,0.0,0.0,0.42857,4.169,13.28084,0.0,0.0,127.0,43.31163,0.00019,0.51,2.185,-1.0,0.207174,89.7505084155955,89.13911920824438,0.3158243782357975,0.3916019571943064,0.26294040903187227,0.2743124518243424,56567.602174066924,0.2316265033339792,6.088656716562358,0.6309058823529412,56.428518789785876,5.990586083791689,0.6094746313118106,0.3829706009645299,0.3163068608719069,553.5353503278957,0.254779242166129,69475.30862083672,82.742246947636,0.18541299582376816,0.2515905911835018,12.889371141975309
40,40,85.2941,15.1593,81,24.1049,0,117,116,18,138,18,0.98766,91.33288,0.0,0.0,0.67857,4.169,13.00602,0.0,0.0,127.0,43.4002,0.00017,0.52,2.003,0.14763,0.23816,90.20735438516695,89.09075344750015,0.31505169783649173,0.39096800723306663,0.2629921393136574,0.2747659524147089,56825.41346025008,0.23119844652142124,6.039203387795147,0.6321356862745098,56.251465974030666,6.749458867328164,0.6094746313118112,0.38123782958647345,0.3157006207139758,551.2410728268845,0.2555979823042427,69315.85328679241,83.03023666377275,0.18376729297234323,0.2530093933909879,13.585262345679013
41,41,85.3877,14.9403,81,22.6966,0,117,116,18,138,18,0.99677,91.52862,0.0,0.0,1.10714,4.194,13.04345,0.0,0.0,127.0,43.48715,0.00017,0.52,1.703,-1.0,0.228541,89.80814218602886,89.10557817096512,0.3141563550502765,0.3906635742208823,0.26292749735292864,0.2753160501635669,56781.83385438339,0.2307068077159657,6.083432584172594,0.6338607843137255,56.02791473011912,8.068187812835223,0.609474631311811,0.37976073611773775,0.3151974972972059,548.9546211351641,0.2561338493690385,69421.07375407241,84.1091795742812,0.18191504524692534,0.25459284474292265,13.566743827160494
42,42,85.6317,14.3041,81,23.4999,0,117,116,17,137,17,0.99547,91.83546,0.0,0.0,0.92857,4.183,12.85845,0.0,0.0,126.0,43.61971,0.00022,0.52,2.313,-1.0,0.256147,87.10544999442196,89.1092332218783,0.3133784046622886,0.3904423584047455,0.26275544183964356,0.2760186316355171,57264.92266723282,0.23039646053622823,6.041791319488867,0.6354933333333334,55.89754928777248,8.943672119339373,0.6094746313118089,0.3784844523061218,0.3148337682005191,546.7572527487017,0.25669666341000935,69299.01743110456,84.15752378822224,0.18029813288368682,0.2560550748025219,13.01779513888889
43,43,85.7386,14.3254,81,22.9585,0,117,117,18,137,17,0.98156,92.03175,0.0,0.0,0.92857,4.168,12.31721,0.0,0.0,126.0,43.77417,0.00024,0.52,2.426,-1.0,0.241163,89.05854966818389,89.08510291046788,0.3127995697381125,0.38988672079156567,0.26270608458410444,0.2769353178379294,57428.51320664816,0.2300448924185005,5.965655533354573,0.6350961568627448,55.65280565803433,9.965968651119848,0.609474631311811,0.3773937898278698,0.31435564012198985,544.7000897063637,0.2569526629819317,69292.07443507333,84.76214992191535,0.17882157126336426,0.2573180490865742,12.136815200617283
44,44,85.6711,14.9316,81,20.7441,0,117,117,18,137,17,0.97271,92.01583,0.0,0.0,1.35714,4.178,12.33745,0.0,0.0,126.0,43.87048,0.00022,0.53,2.353,-1.0,0.310966,89.5787046678367,89.11682378824557,0.3123544617875252,0.3897175742080309,0.2626609798560333,0.2778198981034644,57355.91298967366,0.22981544906367873,5.970354103281476,0.6347109803921569,55.546336609640235,8.363891861079221,0.6110980462476411,0.37653416083969676,0.3139550271921929,542.8124518471265,0.2578578569154203,69295.92768015899,84.95201121570872,0.17740873767133022,0.2583716396935536,11.525125385802468
